Body Name,Portfolio,Organisation Code,Org Code Description,Object Code,Object Code Description,GL Date,Invoice No,Value,Supplier,Category,Category Description,Supplier No
SHEFFIELD CITY COUNCIL,COMMUNITIES,49703,SOUTH WEST,8180,GRANTS,2016-01-04,ERS INVOICE131096,500.00,CROSSPOOL & DISTRICT YOUTH SPORTS TRUST,,SPORTS CLUBS & ASSOCIATIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49703,SOUTH WEST,8180,GRANTS,2016-01-04,ERS INVOICE131097,330.00,WESLEY HALL LUNCH CLUB,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,32166,ESCAL - DE DEL,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131098,515.00,DIANNE FORTESCUE,,TRAINING SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,32166,ESCAL - DE DEL,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131100,2000.00,REFAT MAHMOOD,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,32166,ESCAL - DE DEL,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131104,2257.20,MRS MICHELLE CROOKES,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,MOTOR VEHICLE,2016-01-04,ERS INVOICE131111,813.85,L W SMART REPAIRS LTD,,CAR & COMMERCIAL REPAIRS,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131113,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131114,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131115,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131116,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131117,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131118,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131119,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131120,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131121,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131122,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,22077,AFFORDABLE HOUSING,4080,FEES & CHARGES,2016-01-04,ERS INVOICE131123,1761.04,DIOCESE OF HALLAM,,RELIGIOUS ORGANISATIONS,
SHEFFIELD CITY COUNCIL,PLACE,97414,ARBOURTHORNE 5M'S REFURB,1143,COMPENSATION,2016-01-04,ERS INVOICE131124,5272.72,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131125,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,33050,CONSTRUCTION DESIGN CENTRE,9120,OTHER AGENCIES,2016-01-04,ERS INVOICE131126,790.50,BARNBOW PROPERTY SERVICES,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131127,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131128,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131129,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2016-01-04,ERS INVOICE131134,4788.00,M FOREMAN BUILDERS LTD,,BUILDERS,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,MOTOR VEHICLE,2016-01-04,ERS INVOICE131139,386.83,QUINDELL BUSINESS PROCESS SERVICES (UK),,ACCIDENT MANAGEMENT,
SHEFFIELD CITY COUNCIL,PLACE,97502,EP NORTH EAST LINC,1194,OTHER FEES,2016-01-04,ERS INVOICE131142,7495.00,REDACTED PERSONAL DATA,,BUILDERS,
SHEFFIELD CITY COUNCIL,PLACE,97502,EP NORTH EAST LINC,1194,OTHER FEES,2016-01-04,ERS INVOICE131143,7495.00,REDACTED PERSONAL DATA,,BUILDERS,
SHEFFIELD CITY COUNCIL,PLACE,97502,EP NORTH EAST LINC,1194,OTHER FEES,2016-01-04,ERS INVOICE131144,7495.00,REDACTED PERSONAL DATA,,BUILDERS,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,8550,OTHER SERVICES,2016-01-04,ERS INVOICE131145,405.00,ANDREA HURT,,OCCUPATIONAL THERAPISTS,
SHEFFIELD CITY COUNCIL,PLACE,97502,EP NORTH EAST LINC,1194,OTHER FEES,2016-01-04,ERS INVOICE131149,7495.00,REDACTED PERSONAL DATA,,BUILDERS,
SHEFFIELD CITY COUNCIL,CYPF,32022,FOUNDATION STAGE,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131150,1723.50,DENISE KINGSTON,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49030,PRIVATE RENTED SOLUTIONS,9120,OTHER AGENCIES,2016-01-04,ERS INVOICE131155,459.55,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,47046,LOC REFORM & COM VOICES: DOLS,8440,FEE EXPENSES,2016-01-04,ERS INVOICE131160,465.70,MR S RAUF TA IBIASHAH,,ASSESSORS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49703,SOUTH WEST,8180,GRANTS,2016-01-04,ERS INVOICE131164,2372.00,HEELEY DEVELOPMENT TRUST,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2016-01-04,ERS INVOICE131165,5000.00,PARSON CROSS INITIATIVE,,"CLUBS & ASSOCIATIONS - SOCIAL,",
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2016-01-04,SI0013736,3000.00,CUSHMAN & WAKEFIELD LLP,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,PLACE,28119,TIER 3 WEIGHT MAN (ADULTS) WAH,9030,HEALTH,2016-01-04,14892,18354.00,WEIGHT MANAGEMENT CENTRE LTD,,DIETICIANS & NUTRITIONISTS,
SHEFFIELD CITY COUNCIL,PLACE,28138,C&F WM T1&2 5-17YRS,9030,HEALTH,2016-01-04,14894,8333.00,WEIGHT MANAGEMENT CENTRE LTD,,DIETICIANS & NUTRITIONISTS,
SHEFFIELD CITY COUNCIL,PLACE,28139,T1&2 WMAN (ADULTS),9030,HEALTH,2016-01-04,14893,21666.00,WEIGHT MANAGEMENT CENTRE LTD,,DIETICIANS & NUTRITIONISTS,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,9823,549.95,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2016-01-04,769526-AY,5176.24,THE PRINT AND DESIGN FACTORY LTD,,PRINTERS,
SHEFFIELD CITY COUNCIL,RESOURCES,15232,VACANT PROPERTIES,8540,SECURITY SERVICES,2016-01-04,INV074317,1125.00,CONSTANT SECURITY SERVICES LIMITED,,SECURITY SERVICES,
SHEFFIELD CITY COUNCIL,PLACE,28122,24) EEQL,9030,HEALTH,2016-01-04,27,4533.00,EAST END QUALITY OF LIFE INITIATIVE,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,PLACE,28122,24) EEQL,9030,HEALTH,2016-01-04,28,4533.00,EAST END QUALITY OF LIFE INITIATIVE,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,RESOURCES,90145,PARK LIBRARY/COMM ROOF RENEWAL,1148,SURVEY COSTS,2016-01-04,I598/QE/1115/SCC001,8615.00,QUALSURV INTERNATIONAL LTD,,ASBESTOS SURVEYS & REMOVALS,
SHEFFIELD CITY COUNCIL,PLACE,24205,KEEP SHEFFIELD WORKING,8440,FEE EXPENSES,2016-01-04,1659,5000.00,REVERT ALLOYS AND METALS LTD,,METAL WORKERS,
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2016-01-04,SI0013056,7500.00,CUSHMAN & WAKEFIELD LLP,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2016-01-04,SI0011173,7500.00,CUSHMAN & WAKEFIELD LLP,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,CYPF,33057,CROOKESMOOR CENTRAL COSTS,6030,REPAIRS AND MTCE - RESPONSIVE,2016-01-04,31184245-41,627.63,ADT FIRE & SECURITY PLC,,BURGLAR & INTRUDER ALARM SYSTE,
SHEFFIELD CITY COUNCIL,PLACE,97552,NEW BUILD COUNCIL HSG PHASE 1,1165,NC&A OTHER,2016-01-04,UI10022707/UI10022708,69212.81,INTEGRATED UTILITY SERVICES LTD,,ELECTRICAL TESTING & INSPECTIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49852,SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2016-01-04,1563092,259.80,PETERS LTD,,BOOKSELLERS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,937120,900.00,HELEN DAVEY,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,76947/56,635.00,BARNSLEY CATERING SERVICES LTD,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,28131,23) SWYP ST SMOKING PROJECT,9030,HEALTH,2016-01-04,201,3750.00,UNI CONSULTING,,BUSINESS & MANAGEMENT CONSULTA,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,978753,600.00,FIONA WALKER,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,972833,1200.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,33017,AMBITIONS SCR,9120,OTHER AGENCIES,2016-01-04,21845926,35296.31,DONCASTER MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,979545,600.00,JUSTINE COLE,,BARRISTERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2016-01-04,MAL-IN16127,875.00,MICRO ALARMS LTD,,SECURITY EQUIPMENT INSTALLERS,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,9886,1779.75,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,RESOURCES,90133,HOWDEN HOUSE ACCOMM STRATEGY,1143,COMPENSATION,2016-01-04,856183,2184.34,PICKFORDS,,REMOVALS - OVERSEAS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46084,VEHICLE MANAGEMENT,7020,VEHICLE FUEL COSTS,2016-01-04,E2005830704,402.15,ALLSTAR BUSINESS SOLUTIONS LTD,,CAR & TRUCK LEASING & CONTRACT,
SHEFFIELD CITY COUNCIL,CYPF,90744,FEL CAPITAL,1188,T&E OTHER CAPITAL COSTS,2016-01-04,380,7737.86,EL NISAH COMMUNITY NURSERY,,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,CYPF,32190,C & F CITYWIDE CONTRACTS,8060,MATERIALS AND SUPPLIES GENERAL,2016-01-04,1353,392.00,ROUNDABOUT CRECHE SERVICE,,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,CYPF,38059,EY/MAST PREMISES,8440,FEE EXPENSES,2016-01-04,01CC,2041.67,LBJ FORUM,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,RESOURCES,15190,HARD FM,6030,REPAIRS AND MTCE - RESPONSIVE,2016-01-04,91802,1898.00,SMITH OF DERBY LTD,,CLOCKS & WATCHES - MNFRS & WHO,
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,8440,FEE EXPENSES,2016-01-04,PAT93415,350.00,SHOWROOM,,CONFERENCE ROOMS & CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46091,APS - MANOR CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,926236101,1124.42,ARCO LTD,,SAFETY EQUIPMENT & CLOTHING,
SHEFFIELD CITY COUNCIL,PLACE,24205,KEEP SHEFFIELD WORKING,8440,FEE EXPENSES,2016-01-04,37958,2500.00,A R WENTWORTH (SHEFFIELD) LTD,,MANUFACTURERS,
SHEFFIELD CITY COUNCIL,CYPF,90744,FEL CAPITAL,1188,T&E OTHER CAPITAL COSTS,2016-01-04,379,1817.96,EL NISAH COMMUNITY NURSERY,,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,CYPF,39513,BANDED FUNDING,9050,OTHER LOCAL AUTHORITIES,2016-01-04,113964586,11074.00,ROTHERHAM MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,9904,530.00,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,CYPF,38053,EARLY YEARS & CHILDREN CENTRE,8350,MISCELLANEOUS EXPENSES,2016-01-04,2228,1005.00,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,39513,BANDED FUNDING,9050,OTHER LOCAL AUTHORITIES,2016-01-04,GS00067,4537.50,GREENACRE SCHOOL,,SCHOOLS - LOCAL AUTHORITY,
SHEFFIELD CITY COUNCIL,CYPF,90765,MANOR LODGE STRUCTURAL,1193,CONSULTANTS FEES,2016-01-04,189693,708.00,TURNER & TOWNSEND,,BUILDING CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,22055,CDS SCHEME,8350,MISCELLANEOUS EXPENSES,2016-01-04,189693,792.00,TURNER & TOWNSEND,,BUILDING CONSULTANTS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,979652,600.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,38053,EARLY YEARS & CHILDREN CENTRE,8350,MISCELLANEOUS EXPENSES,2016-01-04,1504,725.00,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,38053,EARLY YEARS & CHILDREN CENTRE,8350,MISCELLANEOUS EXPENSES,2016-01-04,1647,562.50,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,39513,BANDED FUNDING,9050,OTHER LOCAL AUTHORITIES,2016-01-04,100020000000000000,4160.00,DERBYSHIRE COUNTY COUNCIL,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,9908,1835.00,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,CYPF,33009,DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2016-01-04,3115,13326.90,ZEST,,SOCIAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,33009,DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2016-01-04,SOARCO/2122,7500.00,SOAR,,EDUCATIONAL TRAINING PROVIDERS,
SHEFFIELD CITY COUNCIL,CYPF,33009,DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2016-01-04,3084,7500.00,MANOR & CASTLE DEVELOPMENT TRUST,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,33009,DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2016-01-04,3193,3750.00,YOUTH ASSOCIATION SOUTH YORKSHIRE,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,PLACE,28131,23) SWYP ST SMOKING PROJECT,9030,HEALTH,2016-01-04,7016201008,15658.00,NHS SHEFFIELD CCG,,CLINICS - N.H.S.,
SHEFFIELD CITY COUNCIL,CYPF,36039,SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2016-01-04,SEN-11/15,29068.40,S1 TAXIS LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,334337,6500.00,KINGS CHAMBERS,,LEGAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,9912,1030.00,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,937120,450.00,HELEN DAVEY,,BARRISTERS,
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2016-01-04,INVOICE-2015-11-000001534,7500.00,CUSHMAN & WAKEFIELD LLP,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2016-01-04,SI0013735,3000.00,CUSHMAN & WAKEFIELD LLP,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,CYPF,33017,AMBITIONS SCR,9120,OTHER AGENCIES,2016-01-04,114007729,28180.12,ROTHERHAM MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49682,NON CONTRACT TREATMENT COSTS,8060,MATERIALS AND SUPPLIES GENERAL,2016-01-04,90877,2291.90,EXCHANGE SUPPLIES LTD,,PUBLISHERS,
SHEFFIELD CITY COUNCIL,PLACE,21312,CITY CENTRE PROMOTIONAL PLAN,8440,FEE EXPENSES,2016-01-04,117472,1868.91,SHOWSEC INTERNATIONAL LTD,,SECURITY EQUIPMENT,
SHEFFIELD CITY COUNCIL,CYPF,90716,GRACE OWEN NURSERY,1194,OTHER FEES,2016-01-04,46,5350.00,URBAN SPLASH CONSTRUCT LTD,,PROPERTY DEVELOPERS,
SHEFFIELD CITY COUNCIL,PLACE,94053,SRQ HIGHWAY ENABLING WORKS,1193,CONSULTANTS FEES,2016-01-04,557293,88732.00,TURNER & TOWNSEND,,BUILDING CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,94053,SRQ HIGHWAY ENABLING WORKS,1193,CONSULTANTS FEES,2016-01-04,557591,2245.00,TURNER & TOWNSEND,,BUILDING CONSULTANTS,
SHEFFIELD CITY COUNCIL,CYPF,33114,POST 16 LDD DELIVERY 15 16,9120,OTHER AGENCIES,2016-01-04,YTH015A,3560.05,TALKSIGN,,SPEECH & LANGUAGE THERAPISTS,
SHEFFIELD CITY COUNCIL,CYPF,33114,POST 16 LDD DELIVERY 15 16,9120,OTHER AGENCIES,2016-01-04,YTH014,3728.25,TALKSIGN,,SPEECH & LANGUAGE THERAPISTS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-01-04,965137,600.00,LOUISE STANBURY,,BARRISTERS,
SHEFFIELD CITY COUNCIL,PLACE,21314,CCRAC RADIOS,8010,EQUIPMENT PURCHASE AND REPAIR,2016-01-04,203523,309.00,D C R S,,RADIO COMMUNICATION EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,21309,BARKERS POOL,6030,REPAIRS AND MTCE - RESPONSIVE,2016-01-04,3116,395.00,KINLOCH PAVING,,PAVING & DRIVEWAY CONTRACTORS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49682,NON CONTRACT TREATMENT COSTS,9030,HEALTH,2016-01-04,7016201018,191921.65,NHS SHEFFIELD CCG,,CLINICS - N.H.S.,
SHEFFIELD CITY COUNCIL,PLACE,22049,ENERGY -SCHEME,6150,ELECTRICITY - INVOICE,2016-01-04,2714-018,148500.84,NPOWER NORTHERN LTD,,ELECTRICITY COMPANIES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8050,ELECTRICAL GOODS,2016-01-04,CMD2587808,14647.00,DOMESTIC APPLIANCE DISTRIBUTORS,,ELECTRICAL GOODS - SALES,
SHEFFIELD CITY COUNCIL,CYPF,33114,POST 16 LDD DELIVERY 15 16,9120,OTHER AGENCIES,2016-01-04,LDD4,300.00,ONBOARD SHEFFIELD SKATEPARK,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,48002,EXECUTOR SERVICES,8090,BEREAVEMENT SUPPLIES,2016-01-04,F49960-06795,1005.00,SHEFFIELD CO-OPERATIVE FUNERALCARE,,FUNERAL SERVICES,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,17003,ELECTORAL REGISTRATION,8370,PRINTING,2016-01-04,IS1267858,958.25,ADARE LIMITED,,PRINTERS,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,17003,ELECTORAL REGISTRATION,8370,PRINTING,2016-01-04,IS1267857,1504.36,ADARE LIMITED,,PRINTERS,
SHEFFIELD CITY COUNCIL,CYPF,33108,AMBITIONS - SHEFFIELD,9120,OTHER AGENCIES,2016-01-04,3120,9170.00,ZEST,,SOCIAL SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2016-01-04,2679,1275.00,HOMEFLAIR (MEXBOROUGH) LTD,,FURNITURE - RETAIL,
