Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.,G/L descript,Cap code,Cap descipt
Salford City Council,2018-09-03,1600612818,5580.00,930.00,4650.00,Halton Container Services Ltd,Place Directorate,Equipment Repair,5530,,,F2704,,,,
Salford City Council,2018-09-03,601225416,1336.80,222.80,1114.00,Berendsen Uk Ltd,Place Directorate,Laundry,6553,,,E4833,,,,
Salford City Council,2018-09-03,1600612900,1478.40,246.40,1232.00,G Jones Builders Ltd,Place Directorate,nonuv Build Rp&Maint,7027,A10028,Liverpool Rd Corridor
Salford City Council,2018-09-03,601225487,12117.20,2019.53,10097.67,Jones Lang Lasalle,Place Directorate,Rents,5738,,,C2339,,,,
Salford City Council,2018-09-03,1600612962,1360.81,226.80,1134.01,Electricity North West Ltd,Place Directorate,UV Day to Day,7057,H00007,DFG (Private)-Irlam
Salford City Council,2018-09-03,1600612911,2550.00,425.00,2125.00,G Jones Builders Ltd,Place Directorate,UV Day to Day,,,
Salford City Council,2018-09-03,1600612814,798.00,133.00,665.00,Ijm Electrical Contractors Ltd,Place Directorate,UV Prog Rep,6065,,,E2141,,,,
Salford City Council,2018-09-03,1600613438,25125.60,4187.60,20938.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost,5682,,,E2085,,,,
Salford City Council,2018-09-03,1600612707,596.21,99.37,496.84,Barry & Son Ltd,Place Directorate,Vehicle Maintenance,7027,E05726,Crossfit
Salford City Council,2018-09-03,1600612813,600.85,100.14,500.71,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance,6553,,,E3055,,,,
Salford City Council,2018-09-03,601225424,960.00,160.00,800.00,Cunningham & Lindsey United Kingdom,Service Reform (Corp Bus & Transform),Liability Insurance,2900,,
Salford City Council,2018-09-03,601225427,1680.00,280.00,1400.00,Cunningham & Lindsey United Kingdom,Service Reform (Corp Bus & Transform),Liability Insurance,7005,F31021,Wheel bin container delivery vehicles
Salford City Council,2018-09-03,601225426,1176.40,162.32,1014.08,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,6018,,,S2692,,,,
Salford City Council,2018-09-03,601225430,2381.90,396.98,1984.92,Cunningham & Lindsey United Kingdom,Service Reform (Corp Bus & Transform),Other Prof Fees,7019,D00843,CCAG Port Salford Greenway Phase 2
Salford City Council,2018-09-03,1600612797,1178.57,196.43,982.14,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,7069,A70028,Canal Development
Salford City Council,2018-09-03,1600612795,3899.95,649.99,3249.96,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,6180,,,S2101,,,,
Salford City Council,2018-09-03,1600613133,580.52,96.76,483.76,Banner Group Ltd,Service Reform (Corp Bus & Transform),Stationery,5601,,,G1000,,,,
Salford City Council,2018-09-04,601225192,3029.40,504.90,2524.50,Reach Publishing Services Ltd,Capital Works,Legal Fees,2900,,
Salford City Council,2018-09-04,1600613459,30000.00,5000.00,25000.00,Helping Hands Minor Repairs Service,Capital Works,Other Works,5064,,,D3393,,,,
Salford City Council,2018-09-04,1600612997,2868.00,478.00,2390.00,Pivotell,Capital Works,Purch of Furn/Equip,5781,,,E0471,,,,
Salford City Council,2018-09-04,1600610007,76577.64,12762.94,63814.70,G And J Seddon,Capital Works,Works & Building,,,
Salford City Council,2018-09-04,1600613461,11292.00,1882.00,9410.00,Pollock Lifts,Capital Works,Works & Building,5738,,,E3016,,,,
Salford City Council,2018-09-04,1600612618,858.00,143.00,715.00,Richard L Thomas Associates Ltd,Capital Works,Works & Building,6020,,,C5233,,,,
Salford City Council,2018-09-04,1600612619,1968.00,328.00,1640.00,Richard L Thomas Associates Ltd,Capital Works,Works & Building,5694,,,W5004,,,,
Salford City Council,2018-09-04,601225051,735.12,122.52,612.60,David Phillips Group,People (Adults) - CHSC,Furniture,5714,,,C0053,,,,
Salford City Council,2018-09-04,601225335,520.00,0.00,520.00,Easy Man & Van Removals,People (Adults) - CHSC,Furniture,5630,,,H8011,,,,
Salford City Council,2018-09-04,1600613006,683.08,113.85,569.23,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase,,,
Salford City Council,2018-09-04,1600612912,11193.34,0.00,11193.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,7007,S08093,Telecare SCR
Salford City Council,2018-09-04,1600612904,11303.34,0.00,11303.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,7007,S08093,Telecare SCR
Salford City Council,2018-09-04,1600612908,11303.34,0.00,11303.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,7007,S08093,Telecare SCR
Salford City Council,2018-09-04,1600612909,11303.34,0.00,11303.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6065,,,S2691,,,,
Salford City Council,2018-09-04,1600612913,11303.34,0.00,11303.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6065,,,S2691,,,,
Salford City Council,2018-09-04,1600612903,11376.66,0.00,11376.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,5603,,,F0232,,,,
Salford City Council,2018-09-04,1600612907,11376.66,0.00,11376.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,5802,,,E3100,,,,
Salford City Council,2018-09-04,1600612905,11526.66,0.00,11526.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600612906,11526.66,0.00,11526.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600612910,11526.66,0.00,11526.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6553,,,E4833,,,,
Salford City Council,2018-09-04,1600612914,11526.66,0.00,11526.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,6553,,,E4833,,,,
Salford City Council,2018-09-04,6002614824,526.04,0.00,526.04,Redacted Data,People (Childrens) Service Group,Payt to care clients,7057,H00007,DFG (Private)-Irlam
Salford City Council,2018-09-04,6002614752,541.16,0.00,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients,7057,H00006,DFG (Private)-Eccles
Salford City Council,2018-09-04,6002614833,542.08,0.00,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients,5694,,,D0562,,,,
Salford City Council,2018-09-04,6002614738,551.28,0.00,551.28,Redacted Data,People (Childrens) Service Group,Payt to care clients,2900,,
Salford City Council,2018-09-04,6002614744,553.52,0.00,553.52,Redacted Data,People (Childrens) Service Group,Payt to care clients,2900,,
Salford City Council,2018-09-04,6002614934,567.48,0.00,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614864,567.68,0.00,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,S2691,,,,
Salford City Council,2018-09-04,6002614769,588.24,0.00,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients,5802,,,E3100,,,,
Salford City Council,2018-09-04,6002614749,638.64,0.00,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614799,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,S2081,,,,
Salford City Council,2018-09-04,6002614944,709.08,0.00,709.08,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,E3064,,,,
Salford City Council,2018-09-04,6002614759,724.00,0.00,724.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,E3064,,,,
Salford City Council,2018-09-04,6002614746,760.00,0.00,760.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614914,852.21,0.00,852.21,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614732,857.20,0.00,857.20,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E4833,,,,
Salford City Council,2018-09-04,6002614949,993.44,0.00,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E4833,,,,
Salford City Council,2018-09-04,6002614856,1276.88,0.00,1276.88,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614860,1280.64,0.00,1280.64,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614851,1349.78,0.00,1349.78,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E3055,,,,
Salford City Council,2018-09-04,6002614923,1390.50,0.00,1390.50,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,E3064,,,,
Salford City Council,2018-09-04,6002614829,1423.12,0.00,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients,6553,,,E4833,,,,
Salford City Council,2018-09-04,6002614813,1854.49,0.00,1854.49,Redacted Data,People (Childrens) Service Group,Payt to care clients,6018,,,E3064,,,,
Salford City Council,2018-09-04,6002614807,2936.56,0.00,2936.56,Redacted Data,People (Childrens) Service Group,Payt to care clients,5802,,,E3100,,,,
Salford City Council,2018-09-04,1600612101,900.00,150.00,750.00,Bedspace Resource Ltd,People (Childrens) Service Group,Payts to Agencies,5646,,,F1042,,,,
Salford City Council,2018-09-04,1600612736,10000.00,0.00,10000.00,Pure Innovations Ltd,People (Childrens) Service Group,Payts to Agencies,6020,,,C5194,,,,
Salford City Council,2018-09-04,1600612865,2800.00,0.00,2800.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies,6553,,,E4833,,,,
Salford City Council,2018-09-04,1600612852,5000.00,0.00,5000.00,The Jewel Foundation,People (Childrens) Service Group,Payts to Agencies,2900,,
Salford City Council,2018-09-04,1600612902,11533.34,0.00,11533.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Pupil Assistance,6018,,,S2104,,,,
Salford City Council,2018-09-04,1600612867,4583.50,0.00,4583.50,Bolton Council,People (Childrens) Service Group,Pupil Assistance,5688,,,W1003,,,,
Salford City Council,2018-09-04,1600612872,752.00,0.00,752.00,Bolton Council,People (Childrens) Service Group,Taxis service users,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600612875,752.00,0.00,752.00,Bolton Council,People (Childrens) Service Group,Taxis service users,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600612869,934.40,0.00,934.40,Bolton Council,People (Childrens) Service Group,Taxis service users,6018,,,E3064,,,,
Salford City Council,2018-09-04,1600612871,966.40,0.00,966.40,Bolton Council,People (Childrens) Service Group,Taxis service users,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600612873,4209.00,0.00,4209.00,Bolton Council,People (Childrens) Service Group,Taxis service users,6553,,,E3055,,,,
Salford City Council,2018-09-04,1600613005,2049.23,341.54,1707.69,Xma Ltd,Place Directorate,Cmputer Eqt purchase,,,
Salford City Council,2018-09-04,rtrtsuqot,2128.26,0.00,2128.26,Birtwistle Butcher,Place Directorate,Food and refreshments,5744,,,D0584,,,,
Salford City Council,2018-09-04,cfgokhwkc,574.48,0.00,574.48,Brake Bros Ltd,Place Directorate,Food and refreshments,6553,,,E4833,,,,
Salford City Council,2018-09-04,ujibjvpjv,1338.01,72.73,1265.28,Brake Bros Ltd,Place Directorate,Food and refreshments,5684,,,E2043,,,,
Salford City Council,2018-09-04,dnokpwsdw,2120.56,44.57,2075.99,Hn Nuttall Ltd,Place Directorate,Food and refreshments,6018,,,S2691,,,,
Salford City Council,2018-09-04,1600612821,1980.00,330.00,1650.00,Rigby Taylor Ltd,Place Directorate,Materials,7027,H00371,Affordable Warmth
Salford City Council,2018-09-04,1600612849,598.80,99.80,499.00,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint,7027,H00371,Affordable Warmth
Salford City Council,2018-09-04,1600612855,1199.52,199.92,999.60,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint,6505,,,E2142,,,,
Salford City Council,2018-09-04,601225711,1000.00,0.00,1000.00,University Of Kent,Place Directorate,Other Prof Fees,7057,H00030,DFG - Additional Allocation 17/18
Salford City Council,2018-09-04,1600612999,720.00,120.00,600.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint,6180,,,S2101,,,,
Salford City Council,2018-09-04,601225245,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,6065,,,E2141,,,,
Salford City Council,2018-09-04,1600613453,123904.73,20650.79,103253.94,Salix Homes Limited,Place Directorate,Security Services,5062,,,A0522,,,,
Salford City Council,2018-09-04,1600612983,515.27,85.88,429.39,G Jones Builders Ltd,Place Directorate,UV Day to Day,5640,,,F0223,,,,
Salford City Council,2018-09-04,1600613450,757.26,126.21,631.05,Lightoaks Garage,Place Directorate,Vehicle Maintenance,5936,2085122,SERVICE REPAIRS 1014527
Salford City Council,2018-09-04,1600613475,600.00,100.00,500.00,Lodge Tyre Co.Ltd,Place Directorate,Vehicle Maintenance,6553,,,E3055,,,,
Salford City Council,2018-09-04,601225686,807.00,134.50,672.50,Citizens Advice Bureau,Service Reform (Corp Bus & Transform),Consultants,1491,,,C0111,,,,
Salford City Council,2018-09-04,601225706,4619.69,769.95,3849.74,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,5810,,,S2062,,,,
Salford City Council,2018-09-04,601225705,5588.82,931.47,4657.35,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,5575,,,H8028,,,,
Salford City Council,2018-09-04,601225704,5739.00,956.50,4782.50,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,6505,,,E2142,,,,
Salford City Council,2018-09-04,601225709,5865.30,977.55,4887.75,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,6553,,,E4833,,,,
Salford City Council,2018-09-04,601225708,7161.79,1193.63,5968.16,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,6553,,,E3055,,,,
Salford City Council,2018-09-04,601225707,7826.68,1304.45,6522.23,Language Empire Limited,Service Reform (Corp Bus & Transform),Interpreters and tra,6553,,,E3055,,,,
Salford City Council,2018-09-04,601225769,9423.60,0.00,9423.60,Agd Law Ltd T/A Adf Law Ltd,Service Reform (Corp Bus & Transform),Liability Insurance,2900,,
Salford City Council,2018-09-04,601225718,7264.80,0.00,7264.80,Aston Knight Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,2900,,
Salford City Council,2018-09-04,601225676,2520.00,420.00,2100.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,6553,,,E4833,,,,
Salford City Council,2018-09-04,1600610266,522.00,87.00,435.00,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery,6505,37128,Special,E2661,,,,
Salford City Council,2018-09-04,1600611704,522.00,87.00,435.00,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery,6553,,,E4833,,,,
Salford City Council,2018-09-04,1600612343,522.00,87.00,435.00,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery,6553,,,E4833,,,,
Salford City Council,2018-09-04,1600613003,522.00,87.00,435.00,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery,6553,,,E3055,,,,
Salford City Council,2018-09-04,601225101,2753.27,458.88,2294.39,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,6553,,,E3055,,,,
Salford City Council,2018-09-05,1600612881,1125.00,0.00,1125.00,Redacted Data,Capital Works,Miscellaneous Exes,5110,,,G1000,,,,
Salford City Council,2018-09-05,1600613010,18170.26,3028.38,15141.88,Xma Ltd,Capital Works,Purch of Comp Equip,5802,,,S7200,,,,
Salford City Council,2018-09-05,1600612369,9622.80,1603.80,8019.00,Office Essentials Ltd,Capital Works,Purch of Furn/Equip,6011,,,S8030,,,,
Salford City Council,2018-09-05,1600613008,2004.00,334.00,1670.00,Farnham Electrical Distributors Ltd,Capital Works,Works & Building,6553,,,E4833,,,,
Salford City Council,2018-09-05,1600612884,2244.00,374.00,1870.00,Life Environmental Services Ltd,Capital Works,Works & Building,5738,,,A6014,,,,
Salford City Council,2018-09-05,601225801,5068.50,0.00,5068.50,Bgc Brokers Lp,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses,5936,2085089,BIN LIFT BAR SNAPPED OFF O/S TOP
Salford City Council,2018-09-05,601225798,1512.33,0.00,1512.33,Icap Europe Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses,5936,2084478,REPLACE DAMAGED CARRIAGE PLATE PLUS
Salford City Council,2018-09-05,601225799,2189.04,0.00,2189.04,Icap Europe Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses,5936,2084364,PTO GOING ON/OFF  PLUS
Salford City Council,2018-09-05,601225800,5424.65,0.00,5424.65,Tradition (Uk) Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses,5936,2084392,REPAIR CARRIAGE PLATE SWEEP PLATE +
Salford City Council,2018-09-05,601225056,663.12,110.52,552.60,David Phillips Group,People (Adults) - CHSC,Furniture,5714,,,A6025,,,,
Salford City Council,2018-09-05,601225055,853.45,142.24,711.21,David Phillips Group,People (Adults) - CHSC,Furniture,7057,H00010,DFG (Private)-Swinton/Pendlebury
Salford City Council,2018-09-05,601225054,1206.83,201.14,1005.69,David Phillips Group,People (Adults) - CHSC,Furniture,5630,,,H8011,,,,
Salford City Council,2018-09-05,601225813,968.00,0.00,968.00,Paypoint Plc,People (Adults) - CHSC,Gas,5630,,,H8011,,,,
Salford City Council,2018-09-05,1600612067,1638.96,273.16,1365.80,Mhfa England Cic,People (Adults) - CHSC,Training expenses,4600,,,E2085,,,,
Salford City Council,2018-09-05,601225053,810.00,135.00,675.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,5644,,,W0102,,,,
Salford City Council,2018-09-05,1600613587,1000.00,0.00,1000.00,The Lighthouse Venue,People (Childrens) Service Group,Conferences/Seminars,6817,,,C0111,,,,
Salford City Council,2018-09-05,601225828,1000.00,0.00,1000.00,Aim Habonim-Nursery,People (Childrens) Service Group,Grants,5630,,,H8204,,,,
Salford City Council,2018-09-05,601225833,1000.00,0.00,1000.00,Care Chiefs,People (Childrens) Service Group,Grants,5630,,,H8028,,,,
Salford City Council,2018-09-05,601225835,750.00,0.00,750.00,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Grants,5630,,,H8204,,,,
Salford City Council,2018-09-05,601225858,2750.00,0.00,2750.00,Clk Childcare Ltd,People (Childrens) Service Group,Grants,5936,,,V0001,,,,
Salford City Council,2018-09-05,601225839,750.00,0.00,750.00,Happy Feet Day Nursery,People (Childrens) Service Group,Grants,5936,,,V0001,,,,
Salford City Council,2018-09-05,601225840,1250.00,0.00,1250.00,Holly House Day Nursery,People (Childrens) Service Group,Grants,6505,,,E2801,,,,
Salford City Council,2018-09-05,601225843,2250.00,0.00,2250.00,Kiddiewinkles Pre School,People (Childrens) Service Group,Grants,5936,2084010,NOT PACKING FAULTY AD BLUE KEEPS SAYING
Salford City Council,2018-09-05,601225844,1750.00,0.00,1750.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants,5694,,,G1000,,,,
Salford City Council,2018-09-05,601225846,1250.00,0.00,1250.00,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Grants,2581,,,S2661,,,,
Salford City Council,2018-09-05,601225848,1250.00,0.00,1250.00,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Grants,2581,,,S2661,,,,
Salford City Council,2018-09-05,601225849,1000.00,0.00,1000.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Grants,5370,,,E1079,,,,
Salford City Council,2018-09-05,601225850,1250.00,0.00,1250.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Grants,7057,H00009,DFG (Private)-Worsley/Boothstown
Salford City Council,2018-09-05,601225853,1250.00,0.00,1250.00,Little Explorers Day Nursery,People (Childrens) Service Group,Grants,7057,H00009,DFG (Private)-Worsley/Boothstown
Salford City Council,2018-09-05,601225856,1250.00,0.00,1250.00,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Grants,7057,H00010,DFG (Private)-Swinton/Pendlebury
Salford City Council,2018-09-05,601225859,1000.00,0.00,1000.00,Rainbows Nursery,People (Childrens) Service Group,Grants,7057,H00008,DFG (Private)-Little Hulton/Walkden
Salford City Council,2018-09-05,601225860,1250.00,0.00,1250.00,Roobyloos Childrens Nursery,People (Childrens) Service Group,Grants,7057,H00008,DFG (Private)-Little Hulton/Walkden
Salford City Council,2018-09-05,601225861,1750.00,0.00,1750.00,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Grants,7057,H00008,DFG (Private)-Little Hulton/Walkden
Salford City Council,2018-09-05,601225841,1000.00,0.00,1000.00,T/A Holyrood Day Nursery - Media City,People (Childrens) Service Group,Grants,7057,H00007,DFG (Private)-Irlam
Salford City Council,2018-09-05,601225862,2250.00,0.00,2250.00,Talmud Torah Chinuch N'Orim,People (Childrens) Service Group,Grants,7057,H00007,DFG (Private)-Irlam
Salford City Council,2018-09-05,601225863,3750.00,0.00,3750.00,Tashbar Academy Ltd,People (Childrens) Service Group,Grants,7057,H00009,DFG (Private)-Worsley/Boothstown
Salford City Council,2018-09-05,601225868,750.00,0.00,750.00,Tinytots Vision Ltd,People (Childrens) Service Group,Grants,5062,,,D2172,,,,
Salford City Council,2018-09-05,601225869,750.00,0.00,750.00,Tinytots Vision Ltd,People (Childrens) Service Group,Grants,5067,,,D3261,,,,
Salford City Council,2018-09-05,601225871,1000.00,0.00,1000.00,Westwood Smarties,People (Childrens) Service Group,Grants,5310,,,D4021,,,,
Salford City Council,2018-09-05,1600612918,19200.00,0.00,19200.00,Raise The Youth Foundation Cic Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,5380,,,S2055,,,,
Salford City Council,2018-09-05,601225890,1050.00,0.00,1050.00,Big Steps Playgroup,People (Childrens) Service Group,Payts to Agencies,5702,,,E2091,,,,
Salford City Council,2018-09-05,601225895,680.00,0.00,680.00,Clk Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,6505,37126,Primary,E2661,,,,
Salford City Council,2018-09-05,601225891,1680.00,0.00,1680.00,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Payts to Agencies,6018,,,E3064,,,,
Salford City Council,2018-09-05,601225894,840.00,0.00,840.00,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payts to Agencies,6553,,,E4833,,,,
Salford City Council,2018-09-05,601225896,1050.00,0.00,1050.00,Roobyloos Childrens Nursery,People (Childrens) Service Group,Payts to Agencies,5841,,,E4258,,,,
Salford City Council,2018-09-05,601225892,1050.00,0.00,1050.00,T/A Holyrood Day Nursery - Media City,People (Childrens) Service Group,Payts to Agencies,5380,,,G1000,,,,
Salford City Council,2018-09-05,601225893,1575.00,0.00,1575.00,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Payts to Agencies,6020,,,C5068,,,,
Salford City Council,2018-09-05,1600612826,10500.00,1750.00,8750.00,North Yorkshire County Council,People (Childrens) Service Group,Payts to Other LA's,4600,,,S2062,,,,
Salford City Council,2018-09-05,azxhhvozi,696.00,0.00,696.00,Crm Ltd-Dexion House,People (Childrens) Service Group,Rents,7015,E03618,Moorfield Nurture room - SEND
Salford City Council,2018-09-05,1600611724,857041.05,142840.18,714200.87,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,6018,,,S2104,,,,
Salford City Council,2018-09-05,1600612374,7482.58,1247.10,6235.48,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,6018,,,S2692,,,,
Salford City Council,2018-09-05,1600612718,1913.69,318.95,1594.74,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,6018,,,E4822,,,,
Salford City Council,2018-09-05,1600613431,1913.69,318.95,1594.74,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,6020,,,C5121,,,,
Salford City Council,2018-09-05,1600612719,857406.00,142901.01,714504.99,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,6553,,,E3055,,,,
