Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-10-01,1600449599,875.90,0.00,875.90,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-01,1600449600,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-01,1600449802,1740.00,290.00,1450.00,Dale Lifting & Handling,Environment and Community Safety,Vehicle Related
Salford City Council,2012-10-01,1600450043,889.20,148.20,741.00,Lloyds Tsb Commercial Finance,Environment and Community Safety,Vehicle Related
Salford City Council,2012-10-01,1600450301,789.00,131.50,657.50,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-01,1600450313,1242.80,0.00,1242.80,Greater Manchester Combined,Sustainable Regeneration,Principal Road Maint
Salford City Council,2012-10-01,1600450400,18487.50,0.00,18487.50,Greater Manchester Police,Environment and Community Safety,Grants - External
Salford City Council,2012-10-01,1600450438,719.40,119.90,599.50,Midequip Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-10-01,1600450479,4866.00,811.00,4055.00,S & S Marquees,Chief Executives,Equipment Hire
Salford City Council,2012-10-01,1600450796,1002.96,167.16,835.80,Nomix Enviro Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2012-10-01,1600450903,2914.00,0.00,2914.00,Langworthy Cornerstone Assoc.,Children's Services,Rents
Salford City Council,2012-10-01,1600450917,1001.40,166.90,834.50,Urban Vision Partnership Ltd,Children's Services,Building Rep & Maint
Salford City Council,2012-10-01,1600450918,999.12,166.52,832.60,Bcl,Children's Services,Fixtures & Fittings
Salford City Council,2012-10-01,1600450922,516.00,86.00,430.00,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-01,1600450924,3267.81,0.00,3267.81,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-10-01,1600450964,1382.51,205.91,1176.60,Tribal Resourcing,Capital Expenditure,Miscellaneous Exes
Salford City Council,2012-10-01,1600450971,1343.52,223.93,1119.59,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2012-10-01,1600450973,3618.23,0.00,3618.23,The Fostering Partnership,Children's Services,Payts to Agencies
Salford City Council,2012-10-01,2203252617,48487.68,0.00,48487.68,Abingdon Nursing Home,Community Health & Social Care,Resid Care Home
Salford City Council,2012-10-02,38720328,7266.00,0.00,7266.00,Cliffe Enterprise,Chief Executives,Printing & Photocopying
Salford City Council,2012-10-02,38720339,509.09,84.85,424.24,H F G L Ltd,Customer and Support Services,Central Supplies & Services Allocation
Salford City Council,2012-10-02,38720389,1055.00,0.00,1055.00,Shanleys  Ltd,Chief Executives,Printing & Photocopying
Salford City Council,2012-10-02,601067899,2622.79,437.13,2185.66,Mitie Security Ltd,Capital Expenditure,Other Works
Salford City Council,2012-10-02,601068146,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,601068147,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,601068678,1628.88,271.48,1357.40,The Danwood Group Limited,Children's Services,Print & Photocopying
Salford City Council,2012-10-02,601068823,2528.24,421.37,2106.87,Hi-Tec Controls Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-10-02,601068835,87000.00,14500.00,72500.00,Rubax Lifts Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,601068839,3516.00,586.00,2930.00,Click Fire & Security Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-10-02,601068844,6428.52,1071.42,5357.10,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2012-10-02,601068845,676.20,112.70,563.50,Cobbetts Llp,Capital Expenditure,Other Works
Salford City Council,2012-10-02,601068862,657.83,109.64,548.19,The Danwood Group Limited,Customer and Support Services,MFP Devices
Salford City Council,2012-10-02,601068864,45565.32,7594.22,37971.10,The Danwood Group Limited,Customer and Support Services,MFP Devices
Salford City Council,2012-10-02,601068868,4173.16,0.00,4173.16,Tullett Prebon (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068869,5761.97,0.00,5761.97,Tradition (Uk) Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068870,1413.68,0.00,1413.68,Sterling International Brokers Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068871,11383.50,0.00,11383.50,Salford Royal Nhs Foundation Trust,Children's Services,Other Prof Fees
Salford City Council,2012-10-02,601068872,1069.59,0.00,1069.59,Martin Brokers (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068875,1325.15,0.00,1325.15,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068877,2588.55,0.00,2588.55,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-10-02,601068880,2698.40,449.73,2248.67,Royal Mail Group Plc,Chief Executives,Postage
Salford City Council,2012-10-02,601068996,2471.00,0.00,2471.00,Mrh Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2012-10-02,601068997,14000.00,0.00,14000.00,Freeclaim Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2012-10-02,601068998,15250.00,0.00,15250.00,Birchall Blackburn Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2012-10-02,601068999,781.00,0.00,781.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2012-10-02,601069001,585.00,0.00,585.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2012-10-02,601069008,987.47,0.00,987.47,Redacted Personal Data,Community Health & Social Care,Residents Savings
Salford City Council,2012-10-02,601069030,1700.00,0.00,1700.00,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2012-10-02,601069033,1000.00,0.00,1000.00,Clifton Cricket Club,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2012-10-02,1600447895,1716.00,286.00,1430.00,Csl Dual Com Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2012-10-02,1600448295,991.48,165.25,826.23,LGA,Children's Services,Legal Fees
Salford City Council,2012-10-02,1600449189,514.80,85.80,429.00,Harfield Components Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2012-10-02,1600449204,528.00,88.00,440.00,Ambassador Security Solutions Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2012-10-02,1600449355,3538.43,0.00,3538.43,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449414,10181.33,0.00,10181.33,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449442,3538.43,0.00,3538.43,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449443,3396.89,0.00,3396.89,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449444,3396.89,0.00,3396.89,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449445,3291.40,0.00,3291.40,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449565,2318.40,386.40,1932.00,J Fletcher Engineers Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2012-10-02,1600449601,16065.75,0.00,16065.75,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449602,10648.81,0.00,10648.81,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449607,799.00,0.00,799.00,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449624,811.88,135.31,676.57,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related
Salford City Council,2012-10-02,1600449700,852.00,142.00,710.00,Simple Technology (Uk) Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2012-10-02,1600449705,3432.27,0.00,3432.27,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449706,2671.27,0.00,2671.27,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449707,11315.00,0.00,11315.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449708,11315.00,0.00,11315.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449717,9835.80,0.00,9835.80,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-02,1600449959,1652.40,275.40,1377.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,1600450015,1230.00,205.00,1025.00,Redacted Personal Data,Chief Executives,Other Prof Fees
Salford City Council,2012-10-02,1600450597,69358.80,11559.80,57799.00,Cable & Wireless Communications,Customer and Support Services,Computer Maintenance
Salford City Council,2012-10-02,1600450982,2268.90,378.15,1890.75,B.S.K. Landscapes,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2012-10-02,1600450985,5293.08,882.18,4410.90,"G Jones Ltd.,",Capital Expenditure,Miscellaneous Exes
Salford City Council,2012-10-02,1600450986,5102.21,850.37,4251.84,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,1600450987,3418.80,569.80,2849.00,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2012-10-02,1600450988,9306.00,1551.00,7755.00,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2012-10-02,1600450989,1565.09,260.85,1304.24,Rubax Lifts Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-10-02,1600450994,6837.60,1139.60,5698.00,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Contractors
Salford City Council,2012-10-02,1600450999,15026.81,2504.47,12522.34,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Lift Rep & Maint
Salford City Council,2012-10-02,1600451003,517.44,86.24,431.20,"G Jones Ltd.,",Capital Expenditure,Miscellaneous Exes
Salford City Council,2012-10-02,1600451008,6908.88,1151.48,5757.40,C Owens (Builders & Contractors) Lt,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,1600451009,11340.00,1890.00,9450.00,C Owens (Builders & Contractors) Lt,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,1600451066,14000.00,0.00,14000.00,Aim Habonim,Children's Services,Release of Provision
Salford City Council,2012-10-02,1600451068,9600.00,1600.00,8000.00,"Hughes Brothers Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-02,1600451072,538.20,89.70,448.50,Tribune Avs Ltd,Sustainable Regeneration,Electricity
Salford City Council,2012-10-02,1600451084,589.20,98.20,491.00,J Cocker (Tinsmith),Community Health & Social Care,Adapts/Alterations
Salford City Council,2012-10-02,1600451094,7920.00,1320.00,6600.00,Stealth It Recruitment,Customer and Support Services,Consult/Contractors
Salford City Council,2012-10-03,38771423,5227.20,871.20,4356.00,Chubb Systems Ltd,Customer and Support Services,Provisions
Salford City Council,2012-10-03,38771427,697.98,116.33,581.65,J W Lees & Co,Environment and Community Safety,Bar Stocks for Hired Venues for Resale
Salford City Council,2012-10-03,38771472,514.59,5.94,508.65,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-10-03,601066997,1350.00,0.00,1350.00,The Hawthorn Hotel,Community Health & Social Care,Support For the Homeless
Salford City Council,2012-10-03,601067465,3568.97,594.83,2974.14,Cable & Wireless Communications,Customer and Support Services,Telephones & Fax
Salford City Council,2012-10-03,601067607,1320.00,220.00,1100.00,Comtreat Ltd,Customer and Support Services,Cleaning Services
Salford City Council,2012-10-03,601067634,3630.00,605.00,3025.00,Redacted Personal Data,Community Health & Social Care,Sessional
Salford City Council,2012-10-03,601067791,1396.80,232.80,1164.00,Tcm,Chief Executives,Equipment Hire
Salford City Council,2012-10-03,601067855,660.00,110.00,550.00,Langford Roofing Ltd,Children's Services,Building Rep & Maint
Salford City Council,2012-10-03,601068002,8124.48,1354.08,6770.40,Mitie Security Ltd,Children's Services,Security Services
Salford City Council,2012-10-03,601068143,2454.96,0.00,2454.96,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,601068144,716.03,0.00,716.03,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,601068173,1395.00,0.00,1395.00,The Hawthorn Hotel,Community Health & Social Care,Support For the Homeless
Salford City Council,2012-10-03,601068176,862.40,0.00,862.40,Sunny Bank (Prs) Ltd,Community Health & Social Care,Day Care
Salford City Council,2012-10-03,601068978,2843.10,0.00,2843.10,Goldsborough Home Care,Community Health & Social Care,Payts to Agencies
Salford City Council,2012-10-03,601068979,2843.10,0.00,2843.10,Goldsborough Home Care,Community Health & Social Care,Payts to Agencies
Salford City Council,2012-10-03,601068989,11000.00,0.00,11000.00,Redacted Personal Data,Sustainable Regeneration,Rents
Salford City Council,2012-10-03,601069013,1000.00,0.00,1000.00,Redacted Personal Data,Community Health & Social Care,Rents
Salford City Council,2012-10-03,601069014,1000.00,0.00,1000.00,Redacted Personal Data,Community Health & Social Care,Rents
Salford City Council,2012-10-03,601069016,1194.00,0.00,1194.00,Kdb Services Ltd,Capital Expenditure,Other Works
Salford City Council,2012-10-03,601069017,33821.65,0.00,33821.65,Life Opportunities,Community Health & Social Care,Supported Tenancies
Salford City Council,2012-10-03,601069018,28233.85,0.00,28233.85,Home Focus,Community Health & Social Care,Supported Tenancies
Salford City Council,2012-10-03,601069019,261943.30,0.00,261943.30,Home Focus,Community Health & Social Care,Supported Tenancies
Salford City Council,2012-10-03,601069020,26293.61,0.00,26293.61,Life Opportunities,Community Health & Social Care,Supported Tenancies
Salford City Council,2012-10-03,601069036,1485.00,0.00,1485.00,Redacted Personal Data,Children's Services,Payt to care clients
Salford City Council,2012-10-03,601069040,4166.11,694.35,3471.76,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069041,25042.24,4173.76,20868.48,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069042,15739.96,2623.33,13116.63,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069043,12281.76,2046.96,10234.80,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069044,3261.12,543.52,2717.60,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069045,9286.13,1547.69,7738.44,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069047,1303.84,217.31,1086.53,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069048,25687.36,4281.24,21406.12,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069049,1655.54,275.92,1379.62,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069050,13848.43,2308.07,11540.36,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069051,13188.91,2198.15,10990.76,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069052,17239.82,2873.30,14366.52,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069053,36382.85,6063.81,30319.04,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069054,25697.28,4282.88,21414.40,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069055,15895.51,2649.25,13246.26,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069056,5090.92,848.49,4242.43,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069057,6299.30,1049.88,5249.42,Rochdale Mbc,Children's Services,Subscriptions
Salford City Council,2012-10-03,601069058,860.32,143.39,716.93,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069059,10559.87,1759.98,8799.89,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069060,3067.78,511.30,2556.48,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069061,4066.86,677.81,3389.05,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069063,657.53,109.59,547.94,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069064,730.18,121.70,608.48,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069065,2950.24,491.70,2458.54,S I G Roofing Supplies Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069066,1693.33,282.22,1411.11,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069067,4003.66,667.26,3336.40,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069068,31243.39,5207.24,26036.15,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069069,3529.75,588.28,2941.47,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069070,10380.27,1730.02,8650.25,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069071,7007.62,1167.94,5839.68,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069072,7007.62,1167.94,5839.68,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069073,1078.02,179.67,898.35,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069074,5005.44,834.24,4171.20,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069075,4689.16,781.54,3907.62,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069076,3241.55,540.25,2701.30,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069077,870.55,145.09,725.46,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069078,19237.74,3206.29,16031.45,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069079,65456.99,10909.50,54547.49,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069080,147372.55,24562.09,122810.46,"G & J Seddon Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069082,190361.08,31726.85,158634.23,"G & J Seddon Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-10-03,601069083,26577.64,0.00,26577.64,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2012-10-03,601069084,19862.37,0.00,19862.37,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2012-10-03,601069098,840.00,0.00,840.00,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2012-10-03,601069107,615.00,0.00,615.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2012-10-03,601069110,2400.00,400.00,2000.00,Redacted Personal Data,Capital Expenditure,Works & Building
Salford City Council,2012-10-03,601069128,3565.80,594.30,2971.50,I J Kendrick Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-10-03,1600442020,3407.14,0.00,3407.14,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600444519,3520.71,0.00,3520.71,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600444601,3407.14,0.00,3407.14,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600446536,3520.71,0.00,3520.71,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449314,1987.20,331.20,1656.00,Network Extender Technologies Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2012-10-03,1600449315,2612.00,435.32,2176.68,Do It 4 Real,Children's Services,Pupil Assistance
Salford City Council,2012-10-03,1600449614,3257.10,0.00,3257.10,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449615,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449616,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449617,3374.35,0.00,3374.35,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449618,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449619,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449621,1381.20,230.20,1151.00,Pitney Bowes Software Ltd,Capital Expenditure,Other Works
Salford City Council,2012-10-03,1600449753,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449754,3658.00,0.00,3658.00,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449755,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449788,3374.35,0.00,3374.35,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449789,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449790,3990.85,0.00,3990.85,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-10-03,1600449804,1923.55,320.59,1602.96,G4S Cash Solutions Uk Ltd,Environment and Community Safety,Cash in Transit Serv
