Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2020-10-01,1600654585,7362.5,0,7362.5,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-10-01,601286786,11959.09,0,11959.09,Trade Union Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-10-01,601286785,13122.12,0,13122.12,Trade Union Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-10-01,1600654573,3096.41,516.07,2580.34,Vodafone Formerly Cable & Wireless,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-10-02,601286814,1320,220,1100,A To Z Solutions (Uk) Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-10-02,1600653961,18472,0,18472,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-10-02,1600654630,1020,0,1020,Aim Project,People (Childrens) Service Group,Books & Periodicals
Salford City Council,2020-10-02,1600654656,5176.43,862.74,4313.69,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission
Salford City Council,2020-10-02,601286811,7728,0,7728,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Repaymt-Insur Hldg
Salford City Council,2020-10-02,601286812,8089.16,866.7,7222.46,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Repaymt-Insur Hldg
Salford City Council,2020-10-02,1600654256,11936.4,1989.4,9947,Broxap Ltd,Service Reform (Corp Bus & Transform),Pay to Ctrs-Landscap
Salford City Council,2020-10-02,601286840,882,147,735,Carrington Riding Centre,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-02,1600654649,1304.21,217.37,1086.84,Critical Power Supplies Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-10-02,1600654650,1447.99,241.33,1206.66,Critical Power Supplies Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-10-02,1600654099,44472,7412,37060,Cypad Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-10-02,601286843,4800,800,4000,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-02,601286841,5550,0,5550,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-02,601286830,554.22,92.37,461.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286834,582,97,485,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286821,631.92,105.32,526.6,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286826,631.92,105.32,526.6,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286829,836.7,139.45,697.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286833,836.7,139.45,697.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286827,973.49,162.25,811.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286828,1060.22,176.71,883.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286832,1136.98,189.5,947.48,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,601286831,1778.45,296.41,1482.04,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-10-02,1600654128,38597.14,6432.86,32164.28,General Utilities North West Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-10-02,1600654654,52800,8800,44000,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2020-10-02,1600654632,5512.2,918.7,4593.5,Kenyon Fraser Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-10-02,1600653980,126070.68,21011.78,105058.9,Liquidlogic Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2020-10-02,1600654031,10159.2,1693.2,8466,Manchester City Council,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,2020-10-02,1600654029,97750,0,97750,Mind In Salford,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2020-10-02,601286847,1271.65,0,1271.65,Redacted data,People (Childrens) Service Group,Consultants
Salford City Council,2020-10-02,601286863,10752,0,10752,Redacted data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-10-02,1600654238,17640,2940,14700,Rosehill Polymers Ltd,Place Directorate,Materials
Salford City Council,2020-10-02,1600654239,17640,2940,14700,Rosehill Polymers Ltd,Place Directorate,Materials
Salford City Council,2020-10-02,1600654240,94248,15708,78540,Rosehill Polymers Ltd,Place Directorate,Materials
Salford City Council,2020-10-02,1600654666,2098.32,349.72,1748.6,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-10-02,1600654665,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-10-02,601286817,1351503.6,225250.6,1126253,Salford Community Leisure Ltd,Place Directorate,Payment to SCL
Salford City Council,2020-10-02,1600654629,1680,0,1680,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,UV Management Fee
Salford City Council,2020-10-02,601286842,8489,0,8489,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-02,1600654642,42144,0,42144,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Non SLA Recharges
Salford City Council,2020-10-02,1600653940,152049,25341.5,126707.5,Salix Homes Ltd,Outside Hierarchy,Security Services
Salford City Council,2020-10-02,1600654672,768,128,640,Shinevision Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-10-02,601286114,44870,0,44870,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-02,1600654663,2320.8,386.8,1934,Solon Security,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-10-02,1600654653,3180,530,2650,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-02,1600654066,196429.15,32738.19,163690.96,Support In Sport (Uk) Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-10-02,601286820,1099.56,183.28,916.28,T/A Phonak Uk Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-02,601286866,802.5,133.75,668.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-10-02,1600654026,15000,0,15000,The Bolton Impact Trust,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-10-02,1600654621,9500,0,9500,T'Mimei Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-10-02,1600654631,697.74,116.29,581.45,Valtech,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-10-02,1600654648,864,144,720,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-10-02,601286851,980.18,0,980.18,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-10-05,1600654684,10834.56,1805.76,9028.8,Alliance Disposables Ltd,People (Adults) - CHSC,Clothing & Uniforms
Salford City Council,2020-10-05,1600654700,666,111,555,Amtech Group Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-10-05,1600654718,1716,286,1430,Barratt & Hughes Flooring,Place Directorate,Equipment Purchase
Salford City Council,2020-10-05,1600654716,679.73,113.29,566.44,Beesley & Fildes Ltd,Place Directorate,Materials
Salford City Council,2020-10-05,1600654740,1407.6,234.6,1173,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-10-05,601287032,8449.68,0,8449.68,C Smithies Builders,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,1600654715,1648.72,274.78,1373.94,Capita Business Services Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-10-05,1600654706,1200,0,1200,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-05,601287036,1203.64,0,1203.64,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287034,7604.64,0,7604.64,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287026,10000,0,10000,Dlp Services Northern Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,1600654691,4950,825,4125,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-10-05,1600654226,108770.75,18128.46,90642.29,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-10-05,1600654752,5697.36,949.56,4747.8,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-10-05,1600654751,7642.8,1273.8,6369,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-10-05,601286887,702,0,702,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-05,1600654712,30155.44,5025.91,25129.53,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-10-05,1600654745,2302.8,383.8,1919,Ijm Electrical Contractors Ltd,Place Directorate,UV Prog Rep
Salford City Council,2020-10-05,1600654717,1510.2,251.7,1258.5,Image @ Work Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-10-05,1600654678,4500,750,3750,Kainos Software Ltd,Place Directorate,Subscriptions
Salford City Council,2020-10-05,601287028,8219.58,0,8219.58,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,1600654708,5750,0,5750,Lowton Junior & Infant School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-10-05,601286897,550,0,550,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-05,1600654704,3300,0,3300,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-05,1600654705,970,80,890,Morgan Training Services Ltd,Place Directorate,Training expenses
Salford City Council,2020-10-05,1600654303,14171.42,2361.9,11809.52,Moss Bank Nurseries,Place Directorate,Horticultural/GMaint
Salford City Council,2020-10-05,601287030,8240.64,0,8240.64,Novus Property Solutions,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287027,11687,0,11687,Pollock Lifts,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,1600654694,1833.33,0,1833.33,Project Inc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-05,1600654722,539.78,89.96,449.82,R.Draper Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2020-10-05,601286871,525,87.5,437.5,Redacted data,People (Childrens) Service Group,Grounds Maintenance
Salford City Council,2020-10-05,601286894,540,0,540,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-10-05,601286896,560,0,560,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-10-05,601286870,574.98,95.83,479.15,Redacted data,People (Childrens) Service Group,Grounds Maintenance
Salford City Council,2020-10-05,601286895,860,0,860,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-10-05,601286893,1080,0,1080,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-10-05,601286868,1750.02,291.67,1458.35,Redacted data,People (Childrens) Service Group,Grounds Maintenance
Salford City Council,2020-10-05,1600654508,29030.46,4838.41,24192.05,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-10-05,1600654703,2450,0,2450,St Johns Ce Primary School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-10-05,1600654746,526.16,25.06,501.1,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-10-05,1600654707,3270,545,2725,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287042,5203.71,0,5203.71,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287040,5639.52,0,5639.52,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,601287038,6557.39,0,6557.39,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-05,1600654724,1012.18,168.7,843.48,The Growth Company,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-05,601286885,738,123,615,The Key Support Services Ltd,People (Childrens) Service Group,IT  Licence Fee
Salford City Council,2020-10-05,601286886,3587.65,0,3587.65,Together Housing Association Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-10-05,601286816,717.6,119.6,598,Tt Education Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-10-05,1600654251,33000,0,33000,Turning Point Services Limited,Public Health,Payts to Agencies
Salford City Council,2020-10-05,1600654695,648,108,540,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-10-06,1600654782,913.33,152.22,761.11,Angel Springs T/A Waterlogic Gb Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2020-10-06,1600654780,1049.47,174.91,874.56,Angel Springs T/A Waterlogic Gb Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2020-10-06,1600654533,1260,210,1050,Arrow County Supplies Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-10-06,1600654810,519,0,519,Ashworth Events Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-10-06,601287149,6354.57,0,6354.57,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-10-06,601287155,6711.9,0,6711.9,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-10-06,601287158,575.99,0,575.99,Bolton Cares (B) Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-10-06,1600654808,2099.88,349.98,1749.9,Bureau Veritas Uk Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-10-06,1600654763,770.38,128.4,641.98,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2020-10-06,601287072,615,0,615,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,601287069,590.63,0,590.63,Child Autism Uk,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-10-06,601287152,1106.8,0,1106.8,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-10-06,1600654372,17532,2922,14610,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-10-06,1600654754,540,90,450,Edge Analytics Ltd,Public Health,Payts to Agencies
Salford City Council,2020-10-06,1600654753,3705.5,617.58,3087.92,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-10-06,1600654756,4716.1,786.02,3930.08,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-10-06,1600654757,5697.36,949.56,4747.8,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-10-06,601287167,692.71,32.99,659.72,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-10-06,601287156,5456,0,5456,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-10-06,1600654773,745.72,124.29,621.43,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-10-06,1600654774,745.72,124.29,621.43,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-10-06,1600654775,745.72,124.29,621.43,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-10-06,1600654776,802.28,133.71,668.57,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-10-06,601287059,630,0,630,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-06,601287058,787.5,0,787.5,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-06,601287062,2000,0,2000,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,601287063,3000,0,3000,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,601287060,600,0,600,Ladybird Private Day Nursery,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-06,601287064,1500,0,1500,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,601287065,3000,0,3000,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,601287054,2646.6,0,2646.6,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-10-06,1600654670,5159.65,859.94,4299.71,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-10-06,1600653706,5094.06,849.01,4245.05,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-10-06,1600654798,501.3,0,501.3,Redacted data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-06,601287070,570,0,570,Redacted data,People (Adults) - CHSC,Unitary Charge
Salford City Council,2020-10-06,1600654827,600.43,100.07,500.36,Redacted data,Place Directorate,Clothing & Uniforms
Salford City Council,2020-10-06,601287151,2132,0,2132,Redacted data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-10-06,601287157,2979.33,0,2979.33,Redacted data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-10-06,601287169,3589.38,0,3589.38,Redacted data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-10-06,601287148,11624.85,0,11624.85,Redacted data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-10-06,601287049,1574.4,262.4,1312,Renaissance Learning Uk Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-10-06,1600654664,868931.85,144821.98,724109.87,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-10-06,1600654667,1021205.27,170200.87,851004.4,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-10-06,601287066,1574,0,1574,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-10-06,1600654800,9170,0,9170,St. Vincent'S School For The Blind,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-10-06,1600654770,2123.24,353.87,1769.37,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-10-06,1600654772,3231,538.5,2692.5,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-10-06,1600654771,3305.44,550.91,2754.53,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-10-06,1600654814,4200,700,3500,Strategic Leisure Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-10-06,1600654786,581.62,96.94,484.68,T/A Vizwear Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-10-06,1600654787,786.24,131.04,655.2,T/A Vizwear Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-10-06,1600654795,7435.02,1239.17,6195.85,T/A Vizwear Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-10-06,601287071,2000,0,2000,The Lancashire Wildlife Trust,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-10-06,601287150,5610.43,0,5610.43,Turning Point Services Limited,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-10-06,1600654802,1400,0,1400,Unlimited Potential,People (Adults) - CHSC,Training expenses
Salford City Council,2020-10-06,601287052,2178.8,0,2178.8,Woolston Brook School,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-10-07,1600653110,1169.16,194.86,974.3,Avoira Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,1600654923,800,0,800,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2020-10-07,1600654839,539.4,89.9,449.5,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2020-10-07,601287192,923.11,153.85,769.26,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287195,1116.6,185.1,931.5,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287185,1384.86,230.81,1154.05,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287182,2272.88,378.81,1894.07,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287187,2420.8,400.21,2020.59,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287180,5694.77,948.12,4746.65,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,601287184,6003.45,1000.57,5002.88,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-10-07,1600654916,3210.98,535.16,2675.82,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2020-10-07,601287189,618,0,618,Incredible Education,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-10-07,1600654902,1194,199,995,Ippm  Education Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2020-10-07,601287047,4000,0,4000,Jewish Strategic Group Cic,Place Directorate,Other Prof Fees
Salford City Council,2020-10-07,1600654918,990,0,990,Julie Stirpe Associates Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-10-07,1600654919,812.38,135.4,676.98,Killgerm Chemicals,Place Directorate,Chemicals
Salford City Council,2020-10-07,601287168,8910,1485,7425,Link Asset Services,Corporate Accountancy,Debt Mgmt Expenses
