Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-08-01,1600510507,1004.04,167.34,836.70,Jemac,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-01,1600508581,1026.00,171.00,855.00,Central Power Services Ltd,Children's Services,Internet
Salford City Council,2014-08-01,1600511751,1033.20,172.20,861.00,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-01,6001607951,1066.92,0.00,1066.92,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601120804,1105.71,184.28,921.43,Initial Washroom Solutions,Environment and Community Safety,XXXXX DOMESTIC EQUIP
Salford City Council,2014-08-01,601121537,1182.84,0.00,1182.84,Empower Housing Association,"Community, Health & Social Care",Contingency
Salford City Council,2014-08-01,601120304,1568.00,0.00,1568.00,Vestacare Limited,"Community, Health & Social Care",Day Care
Salford City Council,2014-08-01,1600512485,1611.60,268.60,1343.00,Print On Solutions Ltd (North West),Customer and Support Services,Postage
Salford City Council,2014-08-01,1600512372,1894.85,315.81,1579.04,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-08-01,601121273,2007.42,334.57,1672.85,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,1600511857,2041.46,340.24,1701.22,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-08-01,1600510933,2127.66,354.61,1773.05,Aidapt Bathrooms Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-01,1600510606,2366.78,394.46,1972.32,Dmc Distribution Ltd,"Community, Health & Social Care",Medical Health/Safe
Salford City Council,2014-08-01,601121142,2495.78,415.96,2079.82,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,6001607742,2559.58,0.00,2559.58,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,6001607682,2901.97,0.00,2901.97,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,6001607774,3034.75,0.00,3034.75,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,6001607777,3034.75,0.00,3034.75,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,6001607779,3034.75,0.00,3034.75,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,1600511855,3043.89,0.00,3043.89,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600511854,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600511853,3233.30,0.00,3233.30,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600508881,3454.17,0.00,3454.17,Autistic Society Gtr Manchester,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2014-08-01,601121093,3531.38,588.59,2942.79,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,1600510987,3714.68,619.11,3095.57,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2014-08-01,1600512452,3857.14,0.00,3857.14,Specialised Homes And Lodgings Ltd,Children's Services,Rents
Salford City Council,2014-08-01,6001607721,3896.10,0.00,3896.10,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,1600510932,4000.00,0.00,4000.00,Manchester City Council,Customer and Support Services,Subscriptions
Salford City Council,2014-08-01,601121525,4580.00,763.33,3816.67,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2014-08-01,601120364,4768.80,794.80,3974.00,J C Applications Developmentltd,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-01,601120533,4857.67,791.47,4066.20,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2014-08-01,6001607727,6480.00,0.00,6480.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601121281,6995.78,1165.96,5829.82,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121284,7039.86,1173.30,5866.56,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,6001607748,7457.22,0.00,7457.22,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601121094,7781.79,1296.93,6484.86,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121278,7915.02,1319.18,6595.84,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,6001607771,7953.92,0.00,7953.92,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601121098,9178.90,1529.81,7649.09,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,1600511237,10097.64,0.00,10097.64,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511210,10347.66,0.00,10347.66,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511238,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511300,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511916,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511919,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511949,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600512139,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-01,1600511913,10842.00,1807.00,9035.00,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-01,1600510646,11071.65,0.00,11071.65,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600511641,12000.00,2000.00,10000.00,Street Uk Services Ltd,Capital Expenditure,Other Works
Salford City Council,2014-08-01,601121547,12785.66,2130.94,10654.72,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2014-08-01,601121265,13017.70,2169.59,10848.11,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,6001607784,13483.33,0.00,13483.33,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,1600511588,14344.00,0.00,14344.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-01,1600510970,15000.00,0.00,15000.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600510546,15691.25,0.00,15691.25,Salford Foundation Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-08-01,1600510968,21359.00,0.00,21359.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-01,6001607714,27685.86,0.00,27685.86,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601121546,29868.90,4978.15,24890.75,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2014-08-01,6001607735,30247.08,0.00,30247.08,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-08-01,601121143,32596.11,5432.68,27163.43,Richmond Joinery & Builders Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121541,35173.64,0.00,35173.64,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-08-01,1600511582,37084.00,0.00,37084.00,Transport For Greater Manchester,Office of the Chief Executive,Prog Maint & Works
Salford City Council,2014-08-01,1600511501,42930.91,7155.15,35775.76,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2014-08-01,601121534,43929.34,7321.56,36607.78,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2014-08-01,1600510950,45302.00,0.00,45302.00,Lifeline Project Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-01,1600510951,49532.50,0.00,49532.50,Lifeline Project Ltd,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-08-01,601121266,52117.68,8686.26,43431.42,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121089,73067.08,12177.69,60889.39,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121279,167737.41,27956.24,139781.17,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,601121280,209756.50,34959.41,174797.09,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-01,1600511581,335345.00,0.00,335345.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-04,601121640,507.50,0.00,507.50,Salix Homes Psl,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-08-04,1600512061,509.24,84.87,424.37,E & J Kane Ltd,Environment and Community Safety,Mobile Phones
Salford City Council,2014-08-04,601121072,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-04,601121588,518.57,81.51,437.06,Mainline Wholesalers Limited,Environment and Community Safety,Provisions
Salford City Council,2014-08-04,1600512258,543.44,90.57,452.87,Calligraphy Uk Ltd,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-08-04,1600511231,545.89,90.98,454.91,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-04,601121675,570.85,0.00,570.85,Bolaji Olatunde Ogunyemi,Children's Services,Pupil Assistance
Salford City Council,2014-08-04,601121605,595.68,0.00,595.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-04,601121587,601.34,100.22,501.12,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2014-08-04,1600510809,639.36,106.56,532.80,Smitcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-04,601121650,639.40,0.00,639.40,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-08-04,1600510686,644.40,107.40,537.00,Warrington Truck Parts Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-04,1600510717,648.00,108.00,540.00,Tyreforce Nw Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-04,601121564,661.94,100.35,561.59,Mainline Wholesalers Limited,Environment and Community Safety,Provisions
Salford City Council,2014-08-04,601120248,720.00,120.00,600.00,Rnib,"Community, Health & Social Care",Books & Periodicals
Salford City Council,2014-08-04,601120746,755.99,126.00,629.99,Sign Solutions (Slia) Ltd,Children's Services,Children Act-Sect 17
Salford City Council,2014-08-04,601121639,762.64,0.00,762.64,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-04,1600511060,798.00,133.00,665.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-08-04,601121055,810.00,135.00,675.00,Circuit Electrical Testing Limited,Environment and Community Safety,Equipment Repair
Salford City Council,2014-08-04,1600512606,818.92,136.49,682.43,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-04,1600510858,828.00,138.00,690.00,Calibration And Repair Services Ltd,Environment and Community Safety,Equipment Repair
Salford City Council,2014-08-04,601121261,855.25,142.55,712.70,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,1600510808,870.00,145.00,725.00,Transport For Greater Manchester,Capital Expenditure,External Fees-Other
Salford City Council,2014-08-04,601121679,875.00,0.00,875.00,The Injury Care Clinics Ltd,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121601,975.00,0.00,975.00,Furness Evans Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,1600511911,1050.56,175.09,875.47,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-04,601121595,1056.43,0.00,1056.43,Barnardos North West,Children's Services,Rents
Salford City Council,2014-08-04,1600510891,1182.00,197.00,985.00,Harvest Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-04,1600511088,1251.18,208.53,1042.65,Howcrofts Designer Floorcoverings,Capital Expenditure,Works & Building
Salford City Council,2014-08-04,1600511404,1275.00,212.50,1062.50,Micromac Filtration Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-08-04,1600510899,1290.00,215.00,1075.00,Mangar International Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-04,601121633,1306.58,0.00,1306.58,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-08-04,1600511058,1320.00,220.00,1100.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-04,1600511909,1344.00,224.00,1120.00,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2014-08-04,601121574,1356.16,226.03,1130.13,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2014-08-04,1600510852,1365.00,227.50,1137.50,Prism Medical Uk,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-08-04,1600510806,1378.80,229.80,1149.00,Spectra Security,Sustainable Regeneration,Security/Equipment
Salford City Council,2014-08-04,1600511374,1410.00,0.00,1410.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-08-04,1600511583,1734.80,0.00,1734.80,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-08-04,1600510820,2160.00,360.00,1800.00,The Pixl Club Ltd,Children's Services,Training expenses
Salford City Council,2014-08-04,1600512202,2280.00,380.00,1900.00,S & S Marquees Ltd,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2014-08-04,gmcgbmsrp,2433.25,0.00,2433.25,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2014-08-04,601121649,2880.60,0.00,2880.60,Paypoint Network Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2014-08-04,601121599,3000.00,0.00,3000.00,Jmw Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121616,3000.00,0.00,3000.00,Manchester Metronet Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121641,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121642,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121643,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121644,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121645,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121646,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121647,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,601121648,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-08-04,1600510848,3000.00,500.00,2500.00,Robert Young Consulting,"Community, Health & Social Care",Grants - External
Salford City Council,2014-08-04,601121614,3172.00,0.00,3172.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-08-04,601121681,3200.00,0.00,3200.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601120567,3219.64,536.61,2683.03,British Gas Business,Sustainable Regeneration,Gas
Salford City Council,2014-08-04,601121263,3365.65,560.92,2804.73,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,1600510900,3465.00,0.00,3465.00,St Hugh Of Lincoln Rc Primary,Children's Services,Training expenses
Salford City Council,2014-08-04,601121678,3560.00,0.00,3560.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121262,3628.58,604.75,3023.83,Richmond Joinery & Builders Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121277,3631.39,605.29,3026.10,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121272,3656.34,609.37,3046.97,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121549,4352.00,0.00,4352.00,The Pennine Acute Hospitals,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-04,1600512007,4450.56,0.00,4450.56,Outreach Community & Res Service,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-08-04,601121600,4500.00,0.00,4500.00,Beacon Law,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,1600511782,4655.54,775.92,3879.62,G Jones Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-04,benpjngdh,4741.00,790.17,3950.83,Tramways Hotel,Sustainable Regeneration,Rents
Salford City Council,2014-08-04,601121285,5106.28,851.04,4255.24,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,xpdihkuvh,5700.00,0.00,5700.00,Hmcourts-Service.G,Customer and Support Services,Legal Fees
Salford City Council,2014-08-04,601121603,5750.00,0.00,5750.00,Russell Worth Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121289,6499.03,1083.15,5415.88,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121602,7000.00,0.00,7000.00,Accident Injury Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121606,8000.00,0.00,8000.00,James Wheatley Andrew Jones O'Flahe,Capital Expenditure,Improvement Grants
Salford City Council,2014-08-04,601121680,8500.00,0.00,8500.00,Account General Of The Senior Court,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,jphkzpspg,9576.77,1596.13,7980.64,Capita Business Servs,Sustainable Regeneration,Works & Building
Salford City Council,2014-08-04,601121271,10213.84,1702.26,8511.58,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121269,10819.51,1803.36,9016.15,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121287,14033.74,2339.21,11694.53,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121286,20117.90,3352.85,16765.05,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-04,601121611,21611.40,0.00,21611.40,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,601121316,33839.39,0.00,33839.39,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-08-04,1600510850,60645.00,0.00,60645.00,Greater Manchester West,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-08-04,601121604,110000.00,0.00,110000.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-04,1600512686,111156.29,18526.05,92630.24,Balfour Beatty,Capital Expenditure,Works & Building
Salford City Council,2014-08-04,1600512702,2160699.60,360116.60,1800583.00,Salix Homes Limited,Sustainable Regeneration,Salix Mgt Fee
Salford City Council,2014-08-05,1600511352,510.41,85.07,425.34,Print Image Network Ltd,Customer and Support Services,Postage
Salford City Council,2014-08-05,1600512168,568.81,94.80,474.01,Bunzl Catering Supplies,Environment and Community Safety,Catering Materials
Salford City Council,2014-08-05,1600512149,604.80,100.80,504.00,Newlaw Associates Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2014-08-05,601121683,610.00,0.00,610.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-05,1600511801,643.11,107.18,535.93,Marlow & Son Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-05,1600510927,665.00,0.00,665.00,University Of Manchester,"Community, Health & Social Care",Contingency
Salford City Council,2014-08-05,601120652,678.00,113.00,565.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-08-05,601121163,727.20,121.20,606.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-08-05,601121686,740.00,0.00,740.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-05,601121321,857.50,0.00,857.50,Sunny Bank (Prs) Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-08-05,1600512128,900.00,150.00,750.00,Keysoft Solutions Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-08-05,1600510828,924.00,154.00,770.00,Fools Paradise Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-08-05,1600511844,1250.00,0.00,1250.00,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-08-05,601121162,1530.00,255.00,1275.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-08-05,601121721,2000.00,0.00,2000.00,Lifecentre,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-08-05,1600512018,2083.80,0.00,2083.80,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600511304,2312.70,0.00,2312.70,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600512947,2520.00,420.00,2100.00,Direct Access Taxis Ltd,Children's Services,Transport
Salford City Council,2014-08-05,1600510975,2627.61,437.97,2189.64,Speedy Products Ltd,Environment and Community Safety,Rents
Salford City Council,2014-08-05,1600512159,2794.00,0.00,2794.00,Broadoak Funeral Service,"Community, Health & Social Care",Medical Health/Safe
Salford City Council,2014-08-05,1600512021,2809.20,0.00,2809.20,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600511202,2835.00,0.00,2835.00,The Tutor Trust,Children's Services,Pupil Assistance
Salford City Council,2014-08-05,1600512165,2866.89,0.00,2866.89,Great Places Housing Association,Children's Services,Rents
Salford City Council,2014-08-05,1600511679,2890.80,0.00,2890.80,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600512011,2890.80,0.00,2890.80,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600511807,3000.00,500.00,2500.00,Prestwich Plastering Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-05,1600510969,3085.56,514.26,2571.30,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600512304,3310.00,0.00,3310.00,Ability Cooperative Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-05,1600512414,3388.00,0.00,3388.00,New Barracks Tenant Management,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-05,601120302,3402.00,567.00,2835.00,Lamas Thermaclad Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-08-05,1600511805,5169.60,861.60,4308.00,"C. Masters Decorators Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2014-08-05,1600510947,5775.00,0.00,5775.00,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,601120737,5800.00,0.00,5800.00,University Of Salford,Capital Expenditure,VAT Adjustment
Salford City Council,2014-08-05,1600510910,6089.32,1014.89,5074.43,Alliance Disposables Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-08-05,601121725,7369.20,1228.20,6141.00,Learning Pool Ltd,Children's Services,Subscriptions
Salford City Council,2014-08-05,1600510885,7425.00,0.00,7425.00,Loispec Ltd,Children's Services,Consult/Contractors
Salford City Council,2014-08-05,1600512270,7978.20,0.00,7978.20,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,601121682,8936.56,0.00,8936.56,Basic,Capital Expenditure,Works & Building
Salford City Council,2014-08-05,601121353,11728.61,0.00,11728.61,Salford City Radio,Office of the Chief Executive,Grants
Salford City Council,2014-08-05,1600512028,11785.80,0.00,11785.80,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600512144,12178.57,0.00,12178.57,Sandcastle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600512020,13926.96,2321.16,11605.80,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600510999,17714.02,0.00,17714.02,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-05,1600510944,19609.66,0.00,19609.66,Ruskin Mill College,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-08-05,1600512928,25991.73,4331.95,21659.78,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2014-08-05,1600512255,31800.00,5300.00,26500.00,Lesbian & Gay Foundation,"Community, Health & Social Care",Payts to Agencies
