Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-11-02,601071667,966.16,0.00,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071668,966.16,0.00,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071638,966.16,0.00,966.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071649,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071648,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071662,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071656,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071661,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071650,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071651,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071642,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071673,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071657,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071660,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071645,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071646,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071658,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071640,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071641,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071637,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071663,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071655,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071654,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071652,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071666,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071653,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071647,974.16,0.00,974.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071636,982.16,0.00,982.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071664,982.16,0.00,982.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071684,990.00,165.00,825.00,Addleshaw Goddard,Sustainable Regeneration,Sampling
Salford City Council,2012-11-02,601071643,994.16,0.00,994.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071644,994.16,0.00,994.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071590,1000.00,0.00,1000.00,Redacted Personal Data,"Community, Health & Social Care",Rents
Salford City Council,2012-11-02,40050013,1000.00,0.00,1000.00,Vosa - Testing Onl,Environmental & Community Safety,VMS MOTs
Salford City Council,2012-11-02,1600453987,1046.40,174.40,872.00,Tribune Avs Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-11-02,601071659,1066.16,0.00,1066.16,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,1600453355,1167.13,194.52,972.61,Redacted Personal Data,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-02,601071635,1222.88,0.00,1222.88,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071633,1378.44,0.00,1378.44,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,601071607,1535.00,0.00,1535.00,Salford Community Leisure Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2012-11-02,601071639,1547.80,0.00,1547.80,Redacted Personal Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2012-11-02,1600454184,1580.40,263.40,1317.00,Sound Dynamics Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-11-02,601071587,1620.40,0.00,1620.40,United Utilities Water Limited,Capital Expenditure,Water
Salford City Council,2012-11-02,1600452846,1663.42,277.24,1386.18,Chambers & Perkins,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-02,1600454176,1718.40,286.40,1432.00,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2012-11-02,1600453737,1810.87,301.80,1509.07,So Internet M247 Ltd,Children's Services,Telephones & Fax
Salford City Council,2012-11-02,601071687,1967.23,327.87,1639.36,Southern Electric,Customer and Support Services,Electricity
Salford City Council,2012-11-02,1600453109,2000.00,0.00,2000.00,Acland Banks Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2012-11-02,601071683,2047.58,341.26,1706.32,Southern Electric,Customer and Support Services,Electricity
Salford City Council,2012-11-02,1600451904,2229.20,371.53,1857.67,Electricity North West Ltd,Capital Expenditure,Demolition
Salford City Council,2012-11-02,601070656,2280.00,380.00,1900.00,Cipfa Business Ltd,Customer and Support Services,Training expenses
Salford City Council,2012-11-02,1600454140,2448.00,408.00,2040.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2012-11-02,601071685,2997.60,496.56,2501.04,Southern Electric,Customer and Support Services,Electricity
Salford City Council,2012-11-02,1600454175,3010.50,501.75,2508.75,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2012-11-02,40050034,3094.00,0.00,3094.00,Shanleys  Ltd,Customer & Support Services,Printing & Photocopying
Salford City Council,2012-11-02,1600454144,3200.00,0.00,3200.00,Care & Support Initiative,Children's Services,Rents
Salford City Council,2012-11-02,1600454238,3200.00,0.00,3200.00,Care & Support Initiative,Children's Services,Rents
Salford City Council,2012-11-02,1600454133,3424.28,0.00,3424.28,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-11-02,1600451937,3664.20,0.00,3664.20,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2012-11-02,1600451865,3900.00,650.00,3250.00,Palmer Demolition Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2012-11-02,1600451938,4071.60,0.00,4071.60,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2012-11-02,1600453709,4382.50,0.00,4382.50,Autistic Society Gtr Manchester,Children's Services,Grants - External
Salford City Council,2012-11-02,601071682,4991.15,831.83,4159.32,Southern Electric,Customer and Support Services,Electricity
Salford City Council,2012-11-02,1600453220,7605.16,1267.53,6337.63,Jws Waste & Recycling Systems Ltd,Environment and Community Health,Contractors
Salford City Council,2012-11-02,6001185151,8251.75,0.00,8251.75,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001185186,8369.02,0.00,8369.02,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001179697,8394.56,0.00,8394.56,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001185177,8559.60,0.00,8559.60,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001179690,8665.47,0.00,8665.47,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001185221,8865.00,0.00,8865.00,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001190988,8926.96,0.00,8926.96,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001179759,8956.59,0.00,8956.59,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001177886,9196.60,0.00,9196.60,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001192140,9201.46,0.00,9201.46,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,6001190962,9270.40,0.00,9270.40,Redacted Personal Data,"Community, Health & Social Care",Home Helps
Salford City Council,2012-11-02,1600452561,9322.50,0.00,9322.50,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2012-11-02,1600451930,10302.25,0.00,10302.25,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2012-11-02,601071631,13717.20,2286.20,11431.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2012-11-02,1600452214,16590.00,2765.00,13825.00,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2012-11-02,601071312,41631.20,6938.60,34692.60,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2012-11-02,2203287210,66466.00,0.00,66466.00,Clifford Poole Sols,Sustainable Regeneration,Property Acquisition
Salford City Council,2012-11-02,1600454221,91630.50,0.00,91630.50,Greater Manchester West,Environment and Community Health,Grants - External
Salford City Council,2012-11-05,601071764,520.00,0.00,520.00,Tp Properties,Sustainable Regeneration,Rental Bonds
Salford City Council,2012-11-05,40095883,549.60,91.60,458.00,Antalis Macnaughton,Customer & Support Services,Stationery
Salford City Council,2012-11-05,40143036,563.35,14.31,549.04,Brake Bros Ltd,Environmental & Community Safety,Food and refreshments
Salford City Council,2012-11-05,601071828,573.50,0.00,573.50,Redacted Personal Data,Environment and Community Health,Other Prof Fees
Salford City Council,2012-11-05,601071718,576.00,96.00,480.00,Leigh Electrical Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-11-05,1600452597,582.34,97.06,485.28,Mitie Security Ltd,Customer and Support Services,Security Services
Salford City Council,2012-11-05,601071810,684.50,0.00,684.50,Redacted Personal Data,Environment and Community Health,Other Prof Fees
Salford City Council,2012-11-05,601071801,690.86,115.14,575.72,Jacobs,Customer and Support Services,Debt Recoveries Agen
Salford City Council,2012-11-05,1600452901,713.23,118.87,594.36,Ciceley Limited,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-05,601071817,756.70,0.00,756.70,Redacted Personal Data,"Community, Health & Social Care",Refunds
Salford City Council,2012-11-05,601071743,778.26,129.71,648.55,Disabled Living,"Community, Health & Social Care",Agency Fees
Salford City Council,2012-11-05,1600452323,778.80,129.80,649.00,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-11-05,601071825,779.80,129.96,649.84,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2012-11-05,601071722,780.00,130.00,650.00,Uniqwin Uk Ltd,Sustainable Regeneration,Transfer to Reserves
Salford City Council,2012-11-05,1600446352,783.68,0.00,783.68,Dlf Trifolium Ltd,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-05,601071727,801.50,127.00,674.50,Bradshaw International Manchester,Capital Expenditure,Disturbance Payments
Salford City Council,2012-11-05,601071744,828.17,136.87,691.30,Early Excellence Ltd,Children's Services,Equipment Purchase
Salford City Council,2012-11-05,1600452578,829.50,138.25,691.25,Jws Waste & Recycling Systems Ltd,Environment and Community Health,Contractors
Salford City Council,2012-11-05,601071811,925.00,0.00,925.00,Redacted Personal Data,Environment and Community Health,Other Prof Fees
Salford City Council,2012-11-05,601071769,929.20,0.00,929.20,Redacted Personal Data,"Community, Health & Social Care",Sessional
Salford City Council,2012-11-05,601071795,929.20,0.00,929.20,Redacted Personal Data,"Community, Health & Social Care",Sessional
Salford City Council,2012-11-05,601071831,936.00,156.00,780.00,M Connor Builder & Repairers Ltd,Capital Expenditure,Other Works
Salford City Council,2012-11-05,1600450758,972.00,162.00,810.00,Amtec Computer Services Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2012-11-05,601071730,994.88,0.00,994.88,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2012-11-05,601071721,1020.00,170.00,850.00,Uniqwin Uk Ltd,Sustainable Regeneration,Transfer to Reserves
Salford City Council,2012-11-05,1600452324,1022.40,170.40,852.00,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-11-05,1600453703,1026.00,171.00,855.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2012-11-05,40095895,1117.44,186.24,931.20,Sunlight,Environmental & Community Safety,Laundry
Salford City Council,2012-11-05,1600453224,1140.00,190.00,950.00,Key Traffic Systems Ltd,Environment and Community Health,IT  Licence Fee
Salford City Council,2012-11-05,1600452397,1235.00,0.00,1235.00,St Aidans Church,"Community, Health & Social Care",Conferences/Seminars
Salford City Council,2012-11-05,601071816,1245.00,0.00,1245.00,Redacted Personal Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2012-11-05,1600452577,1484.70,247.45,1237.25,Jws Waste & Recycling Systems Ltd,Environment and Community Health,Contractors
Salford City Council,2012-11-05,601071756,1497.60,0.00,1497.60,Redacted Personal Data,"Community, Health & Social Care",Refunds
Salford City Council,2012-11-05,601071754,1568.00,0.00,1568.00,Vesta Care Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2012-11-05,601071758,1768.50,0.00,1768.50,St Sebastians Community Centre,"Community, Health & Social Care",Grants
Salford City Council,2012-11-05,601071753,1920.00,0.00,1920.00,Vesta Care Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2012-11-05,1600450750,2389.20,398.20,1991.00,Leigh Dogs And Cats Home Ltd,Environment and Community Health,Animal Boarding Fees
Salford City Council,2012-11-05,1600452312,2400.00,400.00,2000.00,Sports Tours International,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2012-11-05,601071772,2628.00,0.00,2628.00,Guardian Homecare,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2012-11-05,601071815,2751.00,0.00,2751.00,Redacted Personal Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2012-11-05,601071767,3506.30,584.38,2921.92,Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2012-11-05,601071830,3577.32,596.22,2981.10,Environmental Resources Management,Capital Expenditure,Loans
Salford City Council,2012-11-05,601071768,3630.00,605.00,3025.00,Redacted Personal Data,"Community, Health & Social Care",Sessional
Salford City Council,2012-11-05,40095825,4121.81,0.00,4121.81,Oliver Kay Ltd,Environmental & Community Safety,Food and refreshments
Salford City Council,2012-11-05,1600451899,4152.00,692.00,3460.00,Barratt & Hughes,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-11-05,601071819,4250.00,0.00,4250.00,Morson Projects Ltd,Children's Services,Books & Periodicals
Salford City Council,2012-11-05,601071695,4532.89,755.48,3777.41,Virgin Media Business,Customer and Support Services,Broadband services
Salford City Council,2012-11-05,601071615,5206.14,0.00,5206.14,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2012-11-05,1600454330,5850.00,0.00,5850.00,T'Mimei Lev,Children's Services,Grants - External
Salford City Council,2012-11-05,601071616,6075.60,1012.60,5063.00,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2012-11-05,1600454319,6815.35,0.00,6815.35,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2012-11-05,1600452593,6925.00,0.00,6925.00,Greater Manchester West,Environment and Community Health,Grants - External
Salford City Council,2012-11-05,1600452553,7140.00,1190.00,5950.00,Nationwide Marquees Ltd,Office of the Chief Executive,Equipment Hire
Salford City Council,2012-11-05,1600452580,7839.32,1306.56,6532.76,Jws Waste & Recycling Systems Ltd,Environment and Community Health,Contractors
Salford City Council,2012-11-05,2203287414,9954.63,0.00,9954.63,Mojo Childcare,Children's Services,Payments to Agencies
Salford City Council,2012-11-05,1600453683,15000.00,0.00,15000.00,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-11-05,601071627,19943.00,0.00,19943.00,Nhs Salford,Customer and Support Services,Cleaning Services
Salford City Council,2012-11-05,601071715,22062.33,3677.07,18385.26,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2012-11-05,601071625,24791.00,0.00,24791.00,Nhs Salford,Customer and Support Services,Cleaning Services
Salford City Council,2012-11-05,601071791,27116.66,4503.44,22613.22,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2012-11-05,601071626,29161.00,0.00,29161.00,Nhs Salford,Customer and Support Services,Cleaning Services
Salford City Council,2012-11-05,1600452559,343659.75,0.00,343659.75,Greater Manchester West,Environment and Community Health,Grants - External
Salford City Council,2012-11-06,601071870,515.97,0.00,515.97,Men Media Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2012-11-06,1600452758,518.74,86.46,432.28,Bunzl Catering Supplies,Environment and Community Health,Catering Materials
Salford City Council,2012-11-06,1600453094,529.20,88.20,441.00,Richard L. Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-11-06,1600451894,539.29,89.88,449.41,E And J Kane Ltd,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-11-06,1600453437,546.11,91.02,455.09,E & J Kane Ltd,Sustainable Regeneration,Mobile Phones
Salford City Council,2012-11-06,601071868,548.76,91.46,457.30,Firemark Limited,Sustainable Regeneration,Fire Equipment
Salford City Council,2012-11-06,1600453438,614.62,102.44,512.18,Worsley Glass & Glazing,Sustainable Regeneration,Mobile Phones
Salford City Council,2012-11-06,1600452727,630.00,105.00,525.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2012-11-06,601071879,636.68,0.00,636.68,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-11-06,1600452948,643.98,107.33,536.65,Helping Hand Company,"Community, Health & Social Care",Disability Equipment
Salford City Council,2012-11-06,1600451665,667.06,111.17,555.89,Marlow Electrical Co,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2012-11-06,1600452083,690.00,115.00,575.00,Clarion Loss Prevention Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2012-11-06,1600453064,696.00,116.00,580.00,Aqua Clenz,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-11-06,1600452841,702.63,117.10,585.53,Limes Service Station,Environment and Community Health,Vehicle Fuel
Salford City Council,2012-11-06,601071959,711.20,118.53,592.67,E.On,Environment and Community Health,Security/Equipment
Salford City Council,2012-11-06,1600451822,738.49,123.08,615.41,E And J Kane Ltd,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2012-11-06,601071901,750.00,0.00,750.00,Hsbc Clever Energy,Children's Services,Books & Periodicals
Salford City Council,2012-11-06,601071949,750.00,0.00,750.00,Social Care Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-11-06,1600453357,759.30,126.55,632.75,Johnston Sweepers Ltd,Environment and Community Health,VMS Materials
Salford City Council,2012-11-06,1600454374,763.68,127.28,636.40,Redacted Personal Data,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-06,1600454375,763.68,127.28,636.40,Redacted Personal Data,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2012-11-06,1600452786,802.80,133.80,669.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-11-06,1600452697,817.49,136.25,681.24,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2012-11-06,601071874,824.36,0.00,824.36,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
