Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-07-03,1600442688,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600442689,3374.35,0.00,3374.35,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443049,4312.10,0.00,4312.10,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443050,3658.00,0.00,3658.00,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443051,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443052,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443053,3374.35,0.00,3374.35,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443054,4380.30,0.00,4380.30,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443055,4245.69,0.00,4245.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,1600443056,3990.85,0.00,3990.85,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,601060428,3267.81,0.00,3267.81,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-07-03,601059914,25730.00,0.00,25730.00,Unlimited Potential,Community Health & Social Care,Payts to Agencies
Salford City Council,2012-07-03,1600442565,1772.40,295.40,1477.00,Learning Nexus Limited,Customer and Support Services,Photography
Salford City Council,2012-07-03,1600443022,1588.71,264.79,1323.92,Rm Education Plc,Children's Services,Print & Photocopying
Salford City Council,2012-07-03,35754221,545.13,12.49,532.64,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-07-03,601060421,642.14,0.00,642.14,Barnardos North West,Children's Services,Rents
Salford City Council,2012-07-03,1600443020,2627.61,437.94,2189.67,Speedy Products Ltd,Environment and Community Safety,Rents
Salford City Council,2012-07-03,601060405,900.00,0.00,900.00,Redacted Personal Data,Sustainable Regeneration,Sch Veh Rep & Maint
Salford City Council,2012-07-03,1600444294,1866698.40,311116.40,1555582.00,Salford Community Leisure Ltd,Community Health & Social Care,SCL Management fee
Salford City Council,2012-07-03,1600442417,780.00,130.00,650.00,Synectic Security Networks,Environment and Community Safety,Security/Equipment
Salford City Council,2012-07-03,35754234,1099.20,183.20,916.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2012-07-03,601057826,1395.00,0.00,1395.00,The Hawthorn Hotel,Community Health & Social Care,Support for the homeless
Salford City Council,2012-07-03,1600442519,1185.60,197.60,988.00,J Fletcher Engineers Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2012-07-03,601059720,946.08,157.68,788.40,Jamieson Contracting (Mcr) Ltd,Capital Expenditure,Works & Building
Salford City Council,2012-07-04,601060467,27308.27,4551.34,22756.93,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2012-07-04,601060450,1254.00,209.00,1045.00,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-07-04,601058335,1794.00,0.00,1794.00,Trafford  Council,Children's Services,Agency Fees
Salford City Council,2012-07-04,1600442781,2207.54,367.92,1839.62,Q Associates Ltd,Customer and Support Services,Computer Software
Salford City Council,2012-07-04,1600444467,6840.00,1140.00,5700.00,Stealth It Recruitment,Customer and Support Services,Consult/Contractors
Salford City Council,2012-07-04,601060501,14610.48,0.00,14610.48,Abbotsound Limited,Community Health & Social Care,Day Care
Salford City Council,2012-07-04,601060502,2896.50,482.74,2413.76,Nas Services Ltd,Community Health & Social Care,Day Care
Salford City Council,2012-07-04,601060503,1920.00,0.00,1920.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2012-07-04,601060504,1568.00,0.00,1568.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2012-07-04,1600442610,503.64,83.94,419.70,J Cocker (Tinsmith),Children's Services,Dev Servs Day to Day
Salford City Council,2012-07-04,1600442739,1674.00,279.00,1395.00,Prism Medical Uk,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-04,35818933,6484.80,1080.80,5404.00,Sarabec Ltd,Customer & Support Services,Disability Equipment
Salford City Council,2012-07-04,601060497,1880.26,313.37,1566.89,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2012-07-04,601060498,4596.86,766.12,3830.74,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2012-07-04,601060499,77148.35,12284.45,64863.90,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2012-07-04,1600442742,4099.51,683.25,3416.26,Aspull Electrical Services Ltd,Children's Services,External Audit Fees
Salford City Council,2012-07-04,601060513,1494.00,249.00,1245.00,Barton Cleaning Services,Sustainable Regeneration,Furniture
Salford City Council,2012-07-04,601060443,2778.48,463.08,2315.40,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2012-07-04,601060433,12041.66,0.00,12041.66,Imagine Act And Succeed,Customer and Support Services,Grants
Salford City Council,2012-07-04,601059220,6396.00,1066.00,5330.00,Caci,Children's Services,Licencing
Salford City Council,2012-07-04,601059769,690.28,115.05,575.23,"G Jones Ltd.,",Capital Expenditure,Miscellaneous Exes
Salford City Council,2012-07-04,601060510,9938.51,0.00,9938.51,Oakwood Academy Capital Account,Children's Services,New Deal for Schools
Salford City Council,2012-07-04,601058295,1050.00,0.00,1050.00,Redacted Personal Data,Chief Executives,Other Prof Fees
Salford City Council,2012-07-04,1600444415,4316.13,0.00,4316.13,The Inclusion Trust,Children's Services,Other Prof Fees
Salford City Council,2012-07-04,35818983,693.48,115.58,577.90,Union Leisurewear Ltd,Children's Services,Other Professional Fees
Salford City Council,2012-07-04,601060458,573.90,0.00,573.90,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2012-07-04,601060459,2250.54,0.00,2250.54,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2012-07-04,601060460,2109.81,0.00,2109.81,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2012-07-04,601060243,4117.00,0.00,4117.00,Wigan Council,Sustainable Regeneration,Payt to Lead Dists
Salford City Council,2012-07-04,1600442861,3396.89,0.00,3396.89,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442862,3538.43,0.00,3538.43,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442863,3396.89,0.00,3396.89,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442864,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442865,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442866,3291.40,0.00,3291.40,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442867,3432.27,0.00,3432.27,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600443117,3538.43,0.00,3538.43,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,601060430,2893.80,0.00,2893.80,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,601060455,990.68,0.00,990.68,Langworthy Cornerstone Assoc.,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,601060436,3618.14,0.00,3618.14,The Fostering Partnership,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,601060429,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442868,3071.17,0.00,3071.17,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442869,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442870,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600442871,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600443080,3077.99,0.00,3077.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,1600443081,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-07-04,601060481,25184.30,4197.44,20986.86,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060482,1491.20,248.54,1242.66,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060483,43295.52,7215.97,36079.55,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060486,1787.33,297.89,1489.44,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060487,18800.73,3133.49,15667.24,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060488,42233.15,7038.88,35194.27,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060484,4847.75,807.96,4039.79,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060479,4783.23,797.21,3986.02,S I G Roofing Supplies Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,601060480,16103.05,2683.84,13419.21,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-07-04,35818954,727.39,3.11,724.28,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-07-04,35818994,563.75,3.58,560.17,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-07-04,601060437,1382.40,230.40,1152.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2012-07-04,601060438,1209.60,201.60,1008.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2012-07-04,601060449,1166.40,194.40,972.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2012-07-04,601060465,1320.00,0.00,1320.00,Tranzcare,Children's Services,Pupil Assistance
Salford City Council,2012-07-04,1600444407,600.96,100.16,500.80,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2012-07-04,1600444410,706.18,117.70,588.48,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2012-07-04,1600444456,1692.72,282.12,1410.60,Mitie Security Ltd,Community Health & Social Care,Security/Equipment
Salford City Council,2012-07-04,601060500,4800.00,800.00,4000.00,Oldham Mbc,Customer and Support Services,Subscriptions
Salford City Council,2012-07-04,601060519,3042.64,0.00,3042.64,The Ormerod Home Trust Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2012-07-04,601058052,11762.03,1960.34,9801.69,Cable & Wireless Communications,Customer and Support Services,Telephones & Fax
Salford City Council,2012-07-04,601059135,1970.05,328.34,1641.71,Salford Nhs Primary Care Trust,Community Health & Social Care,Telephones & Fax
Salford City Council,2012-07-04,1600442873,1850.00,0.00,1850.00,Myerscough College,Environment and Community Safety,Training expenses
Salford City Council,2012-07-04,1600442762,756.46,126.08,630.38,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442763,615.53,102.59,512.94,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442764,725.46,120.91,604.55,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442765,725.46,120.91,604.55,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442766,1351.98,225.33,1126.65,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442768,1512.90,252.15,1260.75,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442771,1934.54,322.42,1612.12,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600442772,3613.22,602.20,3011.02,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2012-07-04,1600443742,1293.12,215.52,1077.60,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2012-07-05,601060624,44389.61,7398.29,36991.32,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2012-07-05,1600443748,504.00,84.00,420.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2012-07-05,1600443806,1012.96,168.82,844.14,Marlow Electrical Co.,Environment and Community Safety,Building Rep & Maint
Salford City Council,2012-07-05,1600442894,3060.00,510.00,2550.00,A  Venning Ltd,Community Health & Social Care,Central S & S Alloc
Salford City Council,2012-07-05,1600442915,9600.00,1600.00,8000.00,Idox Software,Sustainable Regeneration,Computer Software
Salford City Council,2012-07-05,601057364,5600.82,0.00,5600.82,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-07-05,601057359,2630.13,0.00,2630.13,Martin Brokers (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-07-05,601057361,2941.09,0.00,2941.09,Sterling International Brokers Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-07-05,601060581,1293.48,215.58,1077.90,Swift Security Systems Ltd,Environment and Community Safety,del'd kitchen formul
Salford City Council,2012-07-05,601059530,1718.66,286.44,1432.22,Acorn Pressurisation Services Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2012-07-05,1600442938,550.49,91.75,458.74,Marlow Electrical Co,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2012-07-05,1600442912,1987.20,331.20,1656.00,Direct Healthcare Services Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-05,1600439808,1240.20,206.70,1033.50,Patterson Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-05,1600439809,1000.80,166.80,834.00,Patterson Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-05,1600439811,512.16,85.36,426.80,Patterson Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-05,1600444606,1505.20,250.87,1254.33,Patterson Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-07-05,1600442917,682.67,113.78,568.89,Metric Group Limited,Sustainable Regeneration,Electricity
Salford City Council,2012-07-05,1600443312,1062.00,177.00,885.00,Parkeon Ltd,Sustainable Regeneration,Electricity
Salford City Council,2012-07-05,601060522,996.61,166.10,830.51,Utility Services (Media City Uk ) L,Chief Executives,Electricity
Salford City Council,2012-07-05,35847961,545.82,0.00,545.82,Argos Retail Group,Children's Services,Equipment Purchase
Salford City Council,2012-07-05,1600444497,1547.67,0.00,1547.67,Broadoak Funeral Service,Community Health & Social Care,Funerals
Salford City Council,2012-07-05,35848004,1513.20,252.20,1261.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2012-07-05,1600442916,708.96,118.16,590.80,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2012-07-05,601060591,1893.36,0.00,1893.36,Claremont Neighbourhood Nursery,Children's Services,Grants
Salford City Council,2012-07-05,601060524,12041.66,0.00,12041.66,Imagine Act And Succeed,Customer and Support Services,Grants
Salford City Council,2012-07-05,601060550,6429.50,0.00,6429.50,Mind In Salford,Community Health & Social Care,Grants
Salford City Council,2012-07-05,1600442911,516.12,86.02,430.10,Speedy Products Ltd,Environment and Community Safety,Grants - External
Salford City Council,2012-07-05,601060559,4501.95,677.88,3824.07,Baaf,Children's Services,Marketing/Publicity
Salford City Council,2012-07-05,601060579,10295.00,0.00,10295.00,Oakfield House School,Children's Services,Non-Maint Spec Schls
Salford City Council,2012-07-05,601060613,10295.00,0.00,10295.00,Oakfield House School,Children's Services,Non-Maint Spec Schls
Salford City Council,2012-07-05,1600443067,2285.28,380.88,1904.40,Northgate Information Solutions,Community Health & Social Care,Other Prof Fees
Salford City Council,2012-07-05,1600444532,825.00,0.00,825.00,Rb Training Solutions,Community Health & Social Care,Other Prof Fees
Salford City Council,2012-07-05,1600444533,650.00,0.00,650.00,Rb Training Solutions,Community Health & Social Care,Other Prof Fees
Salford City Council,2012-07-05,601060548,1650.00,0.00,1650.00,Wigan Council,Sustainable Regeneration,Other Prof Fees
Salford City Council,2012-07-05,1600438272,624.00,104.00,520.00,Electricity North West Ltd,Capital Expenditure,Other Works
Salford City Council,2012-07-05,1600438274,624.00,104.00,520.00,Electricity North West Ltd,Capital Expenditure,Other Works
Salford City Council,2012-07-05,601060612,971.48,161.91,809.57,Messrs Eversheds,Capital Expenditure,Other Works
Salford City Council,2012-07-05,601060598,7290.00,1215.00,6075.00,Stuart F Beesley & Co Ltd,Capital Expenditure,Other Works
Salford City Council,2012-07-05,601060605,1206.48,0.00,1206.48,Guardian Homecare,Children's Services,Payts to Agencies
Salford City Council,2012-07-05,601060626,3601.00,0.00,3601.00,Salford Talking News,Community Health & Social Care,Payts to Agencies
Salford City Council,2012-07-05,1600442925,16393.73,0.00,16393.73,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-07-05,1600443068,10756.38,0.00,10756.38,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-07-05,1600443069,11545.95,0.00,11545.95,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-07-05,1600443071,11545.95,0.00,11545.95,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-07-05,601060554,508.80,84.80,424.00,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
