#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
44,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,34601.26
45,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,243460.03
46,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,30524.45
47,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,73982.50
48,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,51059.88
49,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,142514.25
50,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,115998.96
51,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,309087.50
52,CAB,CABINET OFFICE,"Tuesday, May 10, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138436,169010.25
53,CAB,CABINET OFFICE,"Wednesday, May 11, 2022",Exp - Purchase Of Goods/Services - Consultancy,CABINET OFFICE SECURITY TEAM,HMRC,1037138482,32096.17
54,CAB,CABINET OFFICE,"Wednesday, May 11, 2022",EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,IPA STRATEGY PERFORMANCE AND ASSURANCE,INSTITUTION OF CIVIL ENGINEERS,1037138491,30000.00
55,CAB,CABINET OFFICE,"Wednesday, May 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ROSEBERY COURT FM CONTRACT,GOVERNMENT PROPERTY AGENCY GPA,1037138576,37792.50
56,CAB,CABINET OFFICE,"Wednesday, May 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY GPA,1037138576,54886.25
57,CAB,CABINET OFFICE,"Thursday, May 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO NETWORKS,RACKSPACE LTD,1037138586,32493.99
58,CAB,CABINET OFFICE,"Thursday, May 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GBS - PLATFORM AND SERVICES BUILD (INTEROPERABILITY),OPENCAST SOFTWARE EUROPE LTD,1037138614,54553.13
59,CAB,CABINET OFFICE,"Thursday, May 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GBS - PLATFORM AND SERVICES BUILD (INTEROPERABILITY),OPENCAST SOFTWARE EUROPE LTD,1037138614,55703.13
60,CAB,CABINET OFFICE,"Thursday, May 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - RM PENSIONS (ADMIN),CAPITA PENSION SOLUTIONS LTD,1037138640,341791.83
61,CAB,CABINET OFFICE,"Thursday, May 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,OFFICE FOR VETERANS AFFAIRS (PROG),KINGS COLLEGE LONDON,1037138673,706231.23
62,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY GPA,1037138692,61663.25
63,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,GDS - NOTIFY PLATFORM,MMG MOBILE MARKETING GROUP,1037138746,1439525.55
64,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,SME CONTRACT MANAGMENT LEAD,DAC BEACHCROFT LLP,1037138749,57095.59
65,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GBS - PLATFORM AND SERVICES BUILD (INTEROPERABILITY),OPENCAST SOFTWARE EUROPE LTD,1037138751,81937.50
66,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,307927.50
67,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,1043260.00
68,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,29388.00
69,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,1 HORSEGUARDS ROAD,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,627130.30
70,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,1 HORSEGUARDS ROAD,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,1749353.50
71,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037138755,874676.75
72,CAB,CABINET OFFICE,"Friday, May 13, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,THOUGHTWORKS LTD,1037138760,95842.50
73,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GSG GSEC'S,HMRC,1037138761,97267.00
74,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CDIO DATA,INFORMATICA SOFTWARE LTD,1037138770,158019.60
75,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID-19 INQUIRY,ALMA ECONOMICS LTD,1037138795,39550.00
76,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,FEDG - DATA ANALYTICS EXPANSION,QUANTEXA LTD,1037138822,92800.00
77,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GBS - DIGITAL RECRUITMENT PLATFORMS,DISCLOSURE & BARRING SERVICE,1037138844,28920.00
78,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CDIO DIGITAL DELIVERY TEAM,XANSIUM CONSULTING LTD,1037138857,58365.00
79,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CDDO - EXECUTIVE TEAM,MCKINSEY & CO INC,1037138877,270045.00
80,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,CDIO END USER COMPUTING,TELEFONICA UK LTD,1037138890,31965.55
81,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),ROYAL MAIL SERVICE PENSIONS,CAPITA PENSION SOLUTIONS LTD,1037138924,89700.00
82,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,MEDIA MONITORING UNIT,PRESS ASSOCIATION LTD,1037138957,37465.00
83,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",Exp - Purchase Of Goods/Services - Consultancy,FEDG - DATA ANALYTICS EXPANSION,ACCENTURE UK LTD,1037138964,108175.00
84,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037138974,25529.00
85,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139020,30659.52
86,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),HEALTH MANAGEMENT LTD,1037139022,30646.00
87,CAB,CABINET OFFICE,"Tuesday, May 17, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GOVERNMENT EQUALITIES OFFICE PROG,G4S GAOS CCC EQUALITY ADVISORY AND SUPPORT SERVICES,1037139028,84400.96
88,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139159,32590.00
89,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139159,42211.00
90,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139159,86346.00
91,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PERMANENT UK STAFF - EMPLOYER'S SOCIAL SECURITY COSTS - APPRENTICESHIP LEVY,APPRENTICESHIP LEVY,INLAND REVENUE SHIPLEY PAYE,1037139226,210026.00
92,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COVID-19 INQUIRY,RTS COMMUNICATIONS,1037139236,94778.00
93,CAB,CABINET OFFICE,"Thursday, May 19, 2022",Exp - Purchase Of Goods/Services - Contractors,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,THOUGHTWORKS LTD,1037139239,73977.50
94,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,BPDG - POLICY AND COMMS,APS GROUP,1037139256,26985.92
95,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - SENIOR LEADERS SCHEME,CAPITA BUSINESS SERVICES LTD TA KNOWLEDGEPOOL,1037139260,71718.53
96,CAB,CABINET OFFICE,"Thursday, May 19, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,BUILD BACK GREENER (ADMIN),M&C SAATCHI UK LTD,1037139307,98454.80
97,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - FM CONTRACT VARIABLE,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY GPA,1037139342,191567.00
98,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139361,27738.00
99,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037139361,45938.20
100,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037139377,149571.56
101,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - INSIGNIA OVERHEAD COSTS,MEDALS & INSIGNIA (PROG),WORCESTERSHIRE MEDAL SERVICE LTD,1037139385,26056.85
102,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037139405,96349.29
103,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037139405,153963.75
104,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037139405,313565.15
105,CAB,CABINET OFFICE,"Friday, May 20, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037139405,521630.00
106,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CDDO - SECURING GOVERNMENT SERVICES,FOUNDRY4 CONSULTING LTD,1037139467,54400.00
107,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037139489,67648.62
108,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037139489,32500.00
109,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,CSSF (PROG),INTEGRITY RESEARCH & CONSULTANCY,1037139505,246737.85
110,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,CDIO NETWORKS,XMA LTD,1037139519,25731.50
111,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,CDIO NETWORKS,XMA LTD,1037139519,128657.47
112,CAB,CABINET OFFICE,"Monday, May 23, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,THOUGHTWORKS LTD,1037139526,40275.00
113,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037139528,113161.96
114,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,INTELLIGENCE & SECURITY COMMITTEE NON CORE COSTS,GCHQ,1037139580,51871.21
115,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037139581,208586.66
