#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
31,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,29675.40
32,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,52083.25
33,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,142514.25
34,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,DOVER HOUSE,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,64146.73
35,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,DOVER HOUSE,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,86453.50
36,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,73982.50
37,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,206089.10
38,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,353171.17
39,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,45923.68
40,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,164390.54
41,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,310504.41
42,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,309087.50
43,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 VICTORIA STREET,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,30848.10
44,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,1 HORSEGUARDS ROAD,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,28275.50
45,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,1 HORSEGUARDS ROAD,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,56551.00
46,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,1 HORSEGUARDS ROAD,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,1797175.16
47,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,38952.26
48,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,397456.22
49,CAB,CABINET OFFICE,2022-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140889,794912.44
50,CAB,CABINET OFFICE,2022-06-09,Exp - Purchase Of Goods/Services - Consultancy,ILLEGAL MIGRATION TASKFORCE,NEWTON EUROPE LTD,1037140908,500000.00
51,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CONTRACT MGMT - DELIVERY,CSL KPMG LLP-2WM,1037140923,32678.75
52,CAB,CABINET OFFICE,2022-06-09,EXP - PURCHASE OF GOODS/SERVICES - RECORDS AND DATA STORAGE AND ARCHIVING,PARLIAMENTARY CORRESPONDENCE TEAM,FIVIUM LTD,1037140929,29224.75
53,CAB,CABINET OFFICE,2022-06-09,Exp - Purchase Of Goods/Services - Consultancy,MYCO PROGRAMME,COVOXA LTD,1037140930,102612.50
54,CAB,CABINET OFFICE,2022-06-10,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,DEPT OVERHEADS MISC,EDENRED UK GROUP LTD-2WM,1037140988,29730.00
55,CAB,CABINET OFFICE,2022-06-10,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,DEPT OVERHEADS MISC,EDENRED UK GROUP LTD-2WM,1037140988,47385.00
56,CAB,CABINET OFFICE,2022-06-10,EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,BLUESKY INTERNATIONAL LTD,1037140989,101755.20
57,CAB,CABINET OFFICE,2022-06-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,OGP - DATA & ANALYSISÿ,CORPORATE DOCUMENT SERVICES LTD,1037141063,42762.57
58,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,GDS - NOTIFY PLATFORM,MMG MOBILE MARKETING GROUP,1037141078,1023774.91
59,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037141083,58822.50
60,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037141083,58822.50
61,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037141083,58822.50
62,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037141083,58822.50
63,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037141083,58822.50
64,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),SME CONTRACT MANAGMENT LEAD,NTT DATA UK LTD,1037141086,91422.00
65,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,26316.20
66,CAB,CABINET OFFICE,2022-06-13,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,51059.88
67,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,27698.03
68,CAB,CABINET OFFICE,2022-06-13,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,117184.56
69,CAB,CABINET OFFICE,2022-06-13,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,30000.00
70,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,10 VICTORIA STREET,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,60355.38
71,CAB,CABINET OFFICE,2022-06-13,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 VICTORIA STREET,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,78814.41
72,CAB,CABINET OFFICE,2022-06-13,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 VICTORIA STREET,GOVERNMENT PROPERTY AGENCY-2WM,1037141107,133650.07
73,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037141112,31275.00
74,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GOVERNMENT COMMERCIAL AND GRANTS,SIEMENS INDUSTRY SOFTWARE LTD,1037141119,92703.07
75,CAB,CABINET OFFICE,2022-06-13,EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,AIRBUS DEFENCE & SPACE LTD,1037141185,29937.84
76,CAB,CABINET OFFICE,2022-06-14,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CIVIL SERVICE LIVE,DODS GROUP LTD,1037141329,312000.00
77,CAB,CABINET OFFICE,2022-06-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,GRS SERVICE DELIVERY,XMA LTD,1037141339,45417.68
78,CAB,CABINET OFFICE,2022-06-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,GEOSPATIAL COMMISSION,FRAZER NASH CONSULTANCY LTD,1037141368,39390.00
79,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GOVERNMENT EQUALITIES OFFICE PROG,G4S GAOS  CCC EQUALITY ADVISORY AND SUPPORT SERVICES,1037141382,84400.96
80,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - RM PENSIONS (ADMIN),CAPITA PENSION SOLUTIONS LTD,1037141399,331223.05
81,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - RM PENSIONS (ADMIN),CAPITA PENSION SOLUTIONS LTD,1037141399,341791.83
82,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037141417,40715.50
83,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037141417,55747.40
84,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037141417,58076.00
85,CAB,CABINET OFFICE,2022-06-15,EXP - PERMANENT UK STAFF - EMPLOYER'S SOCIAL SECURITY COSTS - APPRENTICESHIP LEVY,APPRENTICESHIP LEVY,INLAND REVENUE SHIPLEY PAYE,1037141419,206967.00
86,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDDO - EXECUTIVE TEAM,MICROSOFT LTD PSS,1037141437,42339.00
87,CAB,CABINET OFFICE,2022-06-15,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: STRATEGY AND PLANNING,ERNST & YOUNG LLP,1037141438,170000.00
88,CAB,CABINET OFFICE,2022-06-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - PAY AND REWARDS,KPMG,1037141506,53815.00
89,CAB,CABINET OFFICE,2022-06-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: LEARNING DELIVERY,ERNST & YOUNG LLP,1037141515,25000.00
90,CAB,CABINET OFFICE,2022-06-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PROPERTY FASTSTREAM,KPMG,1037141520,32091.00
91,CAB,CABINET OFFICE,2022-06-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - RM PENSIONS (ADMIN),CAPITA PENSION SOLUTIONS LTD,1037141644,331223.05
92,CAB,CABINET OFFICE,2022-06-17,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037141673,45000.00
93,CAB,CABINET OFFICE,2022-06-17,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,COMMERCIAL FAST STREAM,KPMG,1037141683,121528.00
94,CAB,CABINET OFFICE,2022-06-17,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,COMMERCIAL FAST STREAM,KPMG,1037141683,232872.00
95,CAB,CABINET OFFICE,2022-06-20,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037141778,38317.60
96,CAB,CABINET OFFICE,2022-06-20,Exp - Purchase Of Goods/Services - Consultancy,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037141801,66000.00
97,CAB,CABINET OFFICE,2022-06-20,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037141838,70259.79
98,CAB,CABINET OFFICE,2022-06-20,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037141838,32500.00
99,CAB,CABINET OFFICE,2022-06-20,EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,GETMAPPING PLC,1037141866,99255.25
100,CAB,CABINET OFFICE,2022-06-21,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037141884,31028.93
101,CAB,CABINET OFFICE,2022-06-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,INSIGHT AND EVALUATION,IPSOS MORI LTD,1037141915,153792.00
102,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,CONSTITUTION OFFICE,BRITAIN THINKS,1037142049,30000.00
103,CAB,CABINET OFFICE,2022-06-22,Exp - Purchase Of Goods/Services - Consultancy,IPA PFI CONTRACT REVIEW,PRICE WATERHOUSE COOPERS,1037142063,57004.07
104,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037142081,81358.05
105,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037142081,81358.05
106,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037142081,144676.79
107,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037142081,234461.80
108,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037142082,88039.57
109,CAB,CABINET OFFICE,2022-06-22,Exp - Purchase Of Goods/Services - Consultancy,FEDG - DATA ANALYTICS EXPANSION,ACCENTURE UK LTD,1037142084,144850.00
110,CAB,CABINET OFFICE,2022-06-22,Exp - Purchase Of Goods/Services - Consultancy,FEDG - DATA ANALYTICS EXPANSION,ACCENTURE UK LTD,1037142084,28970.00
111,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,48500.00
112,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,62881.51
113,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,62881.51
114,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,62881.51
115,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,151111.63
116,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,151111.63
117,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,151111.63
118,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,1029892.94
119,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,30575.85
120,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,154889.28
121,CAB,CABINET OFFICE,2022-06-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,163430.69
122,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,84953.96
123,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,500804.69
124,CAB,CABINET OFFICE,2022-06-22,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037142114,599934.11
