Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900039227,2017-07-07,6100214.79,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900039229,2017-07-07,6048664.98,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109105803,2017-07-21,5868464.06,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900039226,2017-07-07,5708226.70,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109106941,2017-07-10,5137242.84,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109106734,2017-07-10,5095776.11,
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,Building Maintenance & Repairs,1020\5109096380,2017-06-28,4935833.00,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1031\5109113779,2017-07-19,4889374.13,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900039296,2017-07-21,4795784.42,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900039284,2017-07-21,4737740.44,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV LTD,Bus Contract Payments,1006\1900039292,2017-07-21,3926436.45,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOV,Rates - Central Listed,1005\1900197196,2017-07-18,3832000.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900039224,2017-07-07,3794343.50,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Franchise/Concession Fixed Fee,1012\5109110504,2017-07-12,3704974.00,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109096958,2017-06-28,3630769.00,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109112872,2017-07-17,3288263.50,
LONDON UNDERGROUND LTD,HEATHROW AIRPORT LTD,Terminal 5 PFI Service Costs,1005\5109097120,2017-07-12,3258003.00,
TFL CORPORATE,SAP UK LTD,Computer Hardware,1001\5109081190,2017-06-26,3011740.00,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900039289,2017-07-21,2998211.11,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900039294,2017-07-21,2995803.93,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901505991,2017-07-06,2982879.02,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109105032,2017-07-12,2955340.28,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,762167,2017-06-30,2834231.54,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900039291,2017-07-21,2704422.22,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5109092267,2017-07-05,2659182.63,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,762179,2017-06-30,2487342.34,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900039212,2017-07-07,2477107.28,
LONDON UNDERGROUND LTD,ATKINS LIMITED,Civil Engineering Construction Works,1005\5109083745,2017-06-26,2476116.40,
DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,Franchise/Concession Variable Fee,1012\1900004537,2017-07-12,2200000.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900039282,2017-07-21,2083527.37,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900039285,2017-07-21,2076629.09,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109106443,2017-07-17,2024739.64,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900039300,2017-07-21,2023743.35,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109092258,2017-07-17,2012998.07,
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109105788,2017-07-10,1968744.95,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900039298,2017-07-21,1927906.65,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900039297,2017-07-21,1854596.91,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900039215,2017-07-07,1818751.67,
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1031\5109100235,2017-07-03,1781215.35,
LUL NOMINEE BCV LIMITED,INTERSERVE FS (UK) LTD,Building Maintenance & Repairs,1033\5109099927,2017-07-17,1773900.61,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109115143,2017-07-19,1715770.36,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900039222,2017-07-07,1710303.09,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900052428,2017-06-28,1626204.20,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109105034,2017-07-12,1588552.39,
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,Building Maintenance & Repairs,1031\5109099931,2017-07-17,1578825.44,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900039216,2017-07-07,1541306.98,
CYCLE HIRE SCHEME,SERCO LTD,Contracted Services - Roads,1016\5109102980,2017-07-19,1473571.97,
LONDON UNDERGROUND LTD,AON UK LTD,General Insurance,1005\5109096329,2017-07-10,1444803.97,
LONDON UNDERGROUND LTD,(EURO) FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109108862,2017-07-21,1380760.74,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,Commercial Property Rent,1005\5109096957,2017-06-26,1347776.20,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,Commercial Property Rent,1005\5109105655,2017-07-10,1347776.20,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109112937,2017-07-19,1263845.52,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109093194,2017-07-05,1263845.50,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900039295,2017-07-21,1229726.09,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LTD,Franchise/Concession Fixed Fee,1020\5109088726,2017-06-28,1176899.05,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Contracted Services - Roads,1002\5109099747,2017-06-28,1132177.06,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900039217,2017-07-07,1105295.18,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Road Maintenance,1002\5109102635,2017-07-03,1102796.17,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900052661,2017-07-05,1062254.55,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109115139,2017-07-19,1057000.00,
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,Borough Services - Claim Against Pr Yr Accrual,1002\1900052573,2017-07-17,1051001.99,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,762165,2017-06-30,959052.92,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900039219,2017-07-07,952154.85,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Road Maintenance,1002\5109097268,2017-06-26,940154.19,
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Civil Engineering Construction Works,1031\5109111136,2017-07-12,903492.28,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109100091,2017-07-03,899732.93,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Contracted Services - Roads,1002\5109100094,2017-07-03,862866.83,
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,Taxicard Funding,1002\1900052731,2017-07-12,841959.00,
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,Taxicard Funding,1002\1900052732,2017-07-12,841959.00,
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,Taxicard Funding,1002\1900052733,2017-07-12,841959.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900039283,2017-07-21,811295.58,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052547,2017-07-03,804420.48,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109095660,2017-06-28,798775.89,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Maintenance of Plant & Equipment,1005\5109103167,2017-07-12,780981.61,
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,Civil Engineering Construction Works,1020\5109110744,2017-07-12,765762.26,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARKING & DAGENHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900052740,2017-07-17,756210.00,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Road Maintenance,1002\5109097483,2017-07-03,754611.43,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109110822,2017-07-19,746529.35,
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,Civil Engineering Construction Works,1012\5109092869,2017-06-28,742827.60,
RAIL FOR LONDON LIMITED,HOCHTIEF UK CONSTRUCTION LTD,Civil Engineering Construction Works,1020\5109097247,2017-06-26,737942.76,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109088872,2017-06-29,727495.61,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109101699,2017-07-06,727029.02,
LONDON UNDERGROUND LTD,RMCON,Maintenance of Plant & Equipment,1005\5109092268,2017-07-13,726666.67,
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,Civil Engineering Construction Works,1020\5109086511,2017-06-28,716570.88,
TFL CORPORATE,NETWORK RAIL,Professional Engineering Services,1001\5109095715,2017-07-12,702060.00,
DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,Franchise/Concession Variable Fee,1012\1900004536,2017-07-12,695000.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052534,2017-07-03,687853.22,
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,Computer Hardware,1004\5109091619,2017-06-28,686099.67,
LONDON UNDERGROUND LTD,COSTAIN LTD,Civil Engineering Construction Works,1005\5109101727,2017-07-19,674331.20,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900198854,2017-07-12,662761.60,
TRANSPORT TRADING LTD,OYSTER SALES SERVICE,Ticket & Pass Production,1004\5109086728,2017-06-28,630000.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052531,2017-07-03,615985.47,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052538,2017-07-03,607207.13,
LONDON UNDERGROUND LTD,HMRC,Payroll Suspense,1005\1900198908,2017-07-21,606457.00,
SURFACE TRANSPORT CORP,LB TOWER HAMLETS,Section 159 Payments,1002\1900052717,2017-07-10,604885.00,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Road Maintenance,1002\5109097273,2017-06-26,602240.09,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052535,2017-07-03,599295.21,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900039286,2017-07-21,592703.53,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109100096,2017-07-03,583247.79,
LONDON UNDERGROUND LTD,HMRC,Payroll Suspense,1005\1900198925,2017-07-21,581407.66,
LONDON UNDERGROUND LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1005\5109092835,2017-06-26,581156.84,
LUL NOMINEE SSL LIMITED,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Telecommunications Equipment,1031\5109092263,2017-06-28,580312.67,
LUL NOMINEE BCV LIMITED,SIEMENS,Signalling Systems,1033\5109105296,2017-07-19,571445.78,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901499537,2017-06-29,564369.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900039293,2017-07-21,561460.05,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109093597,2017-06-26,557562.37,
LONDON UNDERGROUND LTD,C SPENCER LIMITED,MR Construction Costs,1005\5109111627,2017-07-19,557236.80,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109078205,2017-06-26,556233.61,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109105767,2017-07-19,554599.71,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,Operator Costs,1007\5109081773,2017-06-26,544834.46,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,Operator Costs,1007\5109064541,2017-06-26,544834.46,
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,Operator Costs,1007\5109100922,2017-07-19,544834.46,
RAIL FOR LONDON LIMITED,HOCHTIEF UK CONSTRUCTION LTD,Civil Engineering Construction Works,1020\5109110826,2017-07-19,530925.96,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109108305,2017-07-19,528430.42,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109100087,2017-07-03,527976.24,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800034141,2017-07-03,521842.00,
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Telecommunications Equipment,1033\5109092261,2017-06-28,515470.87,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109092148,2017-06-26,512433.14,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900039287,2017-07-21,508905.75,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAMM& FULHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900052667,2017-07-10,476980.22,
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109108477,2017-07-19,470785.17,
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,Maintenance of Telecommunications Equipment,1031\5109086518,2017-06-28,455540.49,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109097153,2017-07-03,450571.04,
LONDON UNDERGROUND LTD,DASSAULT SYSTEMES,Manage IT Services,1005\5109116703,2017-07-21,439852.01,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,762166,2017-06-30,437657.16,
TFL CORPORATE,COMPUTACENTER,Software Maintenance,1001\5109088130,2017-07-05,436300.19,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109088102,2017-07-10,433127.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109093626,2017-07-12,423765.00,
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,Civil Engineering Construction Works,1031\5109106324,2017-07-10,422871.63,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800034142,2017-07-03,422462.00,
LONDON UNDERGROUND LTD,SPENCE LIMITED,Civil Engineering Construction Works,1005\5109115347,2017-07-19,420967.76,
TUBELINES LTD,SCHWEERBAU GMBH & CO.KG,Hire Plant & Equipment,764147,2017-07-07,420200.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Civil Engineering Construction Works,1020\5109092146,2017-07-19,409638.00,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901485938,2017-06-26,403318.63,
TFL CORPORATE,AMT SYBEX LTD,Software Maintenance,1001\5109088879,2017-07-05,389711.00,
LONDON UNDERGROUND LTD,NETWORK RAIL,National Rail Variable Track Access Charges,1005\5109100182,2017-07-17,388141.35,
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,IT Consultancy,1004\5109075270,2017-07-12,387671.20,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Traction Current,1005\5109103121,2017-07-19,383976.06,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109092213,2017-06-26,383769.12,
TRANSPORT TRADING LTD,WORKMAN FACILITIES MANAGEMENT LTD,Commercial Property Rent,1004\1901515207,2017-07-14,383652.81,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109099818,2017-06-28,382864.90,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109093636,2017-07-12,382810.00,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900039228,2017-07-07,380593.75,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Maintenance Materials,1033\5109100202,2017-07-03,378847.62,
CYCLE HIRE SCHEME,SERCO LTD,Contracted Services - Roads,1016\5109093709,2017-07-10,377142.66,
DOCKLANDS LIGHT RAILWAY,MACE LTD,Professional Engineering Services,1012\5109097475,2017-06-26,367169.35,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900198471,2017-06-26,366225.85,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109100742,2017-07-17,362733.47,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900039288,2017-07-21,362632.20,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Traction Current,1005\5109090475,2017-06-30,360433.45,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Contracted Services - Highway Bridges,1002\5109099748,2017-06-28,355112.98,
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109100660,2017-07-05,349586.41,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109093621,2017-07-12,342295.80,
TUBELINES LTD,CAPGEMINI UK PLC,IT,762651,2017-06-30,339255.83,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109115094,2017-07-19,334179.85,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,762821,2017-07-05,331573.01,
TFL CORPORATE,BENTLEY SYSTEMS LTD,Software Maintenance,1001\5109087427,2017-06-28,331221.00,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5109105880,2017-07-17,330929.22,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109083263,2017-06-26,320019.68,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Professional Engineering Services,1020\5109097500,2017-07-05,314830.97,
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,Civil Engineering Construction Works,1031\5109111612,2017-07-19,313667.67,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,762822,2017-07-05,312625.98,
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,762889,2017-07-05,309668.18,
LONDON UNDERGROUND LTD,AON UK LTD,General Insurance,1005\5109112351,2017-07-17,308000.00,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900039290,2017-07-21,305790.68,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052530,2017-07-03,301997.12,
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Civil Engineering Construction Works,1031\5109097266,2017-06-28,301179.86,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,762825,2017-07-05,300911.56,
LONDON UNDERGROUND LTD,DELOITTE,Management & Support Consultancy,1005\5109097697,2017-07-19,300445.00,
TRANSPORT TRADING LTD,ABM GROUP UK LTD,Office Cleaning,1004\5109101709,2017-07-19,298223.56,
TFL CORPORATE,GALLAGHER BASSETT INT LTD,Claim Settlements,1001\1900057756,2017-07-12,298056.56,
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,Building Maintenance & Repairs,1020\5109092579,2017-07-03,296379.62,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,762823,2017-07-05,296216.42,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109093655,2017-07-12,295826.64,
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services - Claim Against Pr Yr Accrual,1002\1900052600,2017-06-26,294663.19,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109100190,2017-06-28,293483.25,
LONDON UNDERGROUND LTD,NETWORK RAIL,Traction Current,1005\5109100179,2017-07-17,292549.96,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109102636,2017-07-03,291097.58,
RAIL FOR LONDON LIMITED,BAM NUTTALL LTD,Contracted Services - Highway Bridges,1020\5109090487,2017-06-26,286619.48,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109083734,2017-06-28,284206.90,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Road Maintenance,1002\5109097524,2017-07-03,284127.86,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109105676,2017-07-12,280932.72,
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,Civil Engineering Construction Works,1031\5109103484,2017-07-10,277233.41,
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,762890,2017-07-05,275758.16,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901520027,2017-07-19,274912.49,
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,Building Maintenance & Repairs,1020\5109102622,2017-07-03,271391.19,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1005\5109097024,2017-07-10,269433.37,
TUBELINES LTD,MCGINLEY SUPPORT SERVICES LTD,Track Labour,765171,2017-07-14,269395.29,
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1031\5109083718,2017-06-28,268344.43,
TUBELINES LTD,M J QUINN INTEGRATED SERVICES,Maintenance,764478,2017-07-19,268147.85,
PUBLIC CARRIAGE OFFICE,NSL LTD,PCO Outsourced Services,1003\5109095541,2017-06-28,267704.86,
TUBELINES LTD,ISS FACILITY SERVICES LTD,Cleaning,762826,2017-07-05,265859.95,
LUL NOMINEE BCV LIMITED,HUBER & SUHNER (UK) LTD,Maintenance Materials,1033\5109101744,2017-07-19,265057.22,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109095721,2017-06-28,264660.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900052574,2017-07-03,264596.78,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900052662,2017-07-03,262481.55,
TFL CORPORATE,TMP (UK) LTD,Recruitment Advertising,1001\5109083231,2017-06-26,261760.00,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901499585,2017-06-29,261476.00,
