Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
RAIL FOR LONDON LIMITED,ARCADIS,Professional Engineering Services,1020\5109321618,2018-05-23,802180.85,
TFL CORPORATE,NETWORK RAIL,Planning & Development Consultancy,1001\5109312038,2018-05-04,786134.67,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109313193,2018-05-04,776900.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900054786,2018-05-21,764078.22,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109317807,2018-05-23,727755.75,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109294961,2018-05-01,727029.02,
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,Purchase of Associates Loan Notes (Activity),1004\5109312030,2018-05-25,724819.83,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Maintenance of Plant & Equipment,1005\5109320869,2018-05-16,710887.43,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services - Claim Against Pr Yr Accrual,1002\1900055086,2018-05-21,689560.21,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900040774,2018-05-25,661930.63,
LONDON UNDERGROUND LTD,BECHTEL LIMITED,Retentions Control Account > 1Year,1005\5109309337,2018-05-14,645435.34,
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,Contracted Services - Roads,1002\5109309283,2018-05-16,635295.67,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109297741,2018-05-25,612810.41,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901658537,2018-04-30,580203.00,
LONDON UNDERGROUND LTD,SIEMENS,Traction Current,1005\5109312094,2018-05-04,579248.44,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900054833,2018-04-30,575049.14,
DOCKLANDS LIGHT RAILWAY,OTIS LIMITED,Civil Engineering Construction Works,1012\5109322250,2018-05-23,569477.65,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109291025,2018-05-23,563203.98,
RAIL FOR LONDON LIMITED,HOCHTIEF (UK) CONSTRUCTION LTD,Civil Engineering Construction Works,1020\5109321495,2018-05-23,552464.40,
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,Purchase of Associates Loan Notes (Activity),1004\5109326557,2018-05-25,549197.80,
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Software Maintenance,1001\5109304918,2018-05-16,538142.35,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800036328,2018-05-04,527901.00,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900203131,2018-05-04,525170.29,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109318147,2018-05-25,521703.29,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109311522,2018-05-02,518601.18,
TUBE LINES LTD,INTERSERVE,Security,790322,2018-05-08,512482.16,
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1031\5109289207,2018-05-04,509732.08,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109302841,2018-04-30,505052.00,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Contracted Services - Roads,1002\5109308868,2018-05-02,503038.06,
TFL CORPORATE,COMPUTACENTER,Software Maintenance,1001\5109297499,2018-05-02,499532.79,
LONDON RIVER SERVICES LTD,CVU JOINT VENTURE,Building Maintenance & Repairs,1007\5109312036,2018-05-02,499156.84,
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,Operational Cleaning,1031\5109325711,2018-05-23,490751.89,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900040694,2018-05-11,487444.71,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900054924,2018-05-09,477717.00,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900040768,2018-05-25,464790.58,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800036327,2018-05-04,455582.00,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109308705,2018-05-02,455436.53,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1005\5109309400,2018-05-02,450379.38,
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1020\5109312034,2018-05-09,446633.46,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109301807,2018-05-02,440805.36,
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,Lift Maintenance,1033\5109318233,2018-05-14,439611.01,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109304310,2018-05-16,436920.46,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Highway Bridges,1002\5109311469,2018-05-02,436675.44,
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Maintenance Materials,1020\5109318205,2018-05-16,435232.32,
TUBE LINES LTD,MILWAUKEE COMPOSITES INC,Subcontractor Labour,789322,2018-05-17,432774.36,
LUL NOMINEE SSL LIMITED,SSE PLC,Civil Engineering Construction Works,1031\5109307742,2018-04-30,424219.40,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109308606,2018-05-02,414227.34,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109318559,2018-05-23,411977.44,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1005\5109325059,2018-05-23,409284.75,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,Contracted Services - Roads,1002\5109308592,2018-05-02,397995.07,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109314546,2018-05-09,397123.22,
LONDON BUS SERVICES LTD,BALLARD POWER SYSTEMS INC.,Vehicle Repairs & Maintenance,1006\5109316609,2018-05-11,396124.98,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Rail Replacement Service Costs,1006\1900040591,2018-05-02,393923.98,
LONDON UNDERGROUND LTD,COSTAIN LTD,Civil Engineering Construction Works,1005\5109312236,2018-05-23,392821.35,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAMM& FULHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900054822,2018-04-30,391802.29,
PUBLIC CARRIAGE OFFICE,NSL LTD,PCO Outsourced Services,1003\5109315106,2018-05-25,388342.98,
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,Civil Engineering Construction Works,1020\5109321430,2018-05-23,385577.45,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900040769,2018-05-25,369811.86,
TRANSPORT TRADING LTD,ABM FACILITY SERVICES UK LTD,Office Cleaning,1004\5109325721,2018-05-23,364202.13,
TRANSPORT TRADING LTD,ABM FACILITY SERVICES UK LTD,Office Cleaning,1004\5109304931,2018-04-30,351320.62,
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109312939,2018-05-14,349263.86,
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Franchise/Concession Fixed Fee,1012\5109299661,2018-05-04,344370.34,
LONDON UNDERGROUND LTD,JACOBS ENGINEERING UK LTD,Planning & Development Consultancy,1005\5109291207,2018-05-09,342451.65,
TFL CORPORATE,ATKINS LIMITED,Planning & Development Consultancy,1001\5109325196,2018-05-23,337341.57,
TFL CORPORATE,GALLAGHER BASSETT INT LTD,Claim Settlements,1001\1900060209,2018-05-14,333677.13,
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,Maintenance of Telecommunications Equipment,1031\5109302463,2018-05-02,329114.80,
TFL CORPORATE,CAP GEMINI UK PLC,Software Maintenance,1001\5109314255,2018-05-23,328095.63,
SURFACE TRANSPORT CORP,THE ROYAL PARKS,Borough Services - Claim Against Pr Yr Accrual,1002\1900055016,2018-05-21,325000.00,
LONDON UNDERGROUND LTD,DELOITTE,Management & Support Consultancy,1005\5109300275,2018-05-09,323622.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109304083,2018-05-16,320057.59,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109304086,2018-05-16,319193.69,
LONDON BUS SERVICES LTD,CVU JOINT VENTURE,Contracted Services - Roads,1006\5109312019,2018-05-02,318991.72,
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1020\5109317459,2018-05-16,316797.89,
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1031\5109290469,2018-05-21,311439.41,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109325057,2018-05-23,310555.91,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900040771,2018-05-25,308846.94,
TUBE LINES LTD,LANES GROUP PLC,Maintenance,789999,2018-05-18,302353.73,
RAIL FOR LONDON LIMITED,AXON SOLUTIONS LTD,Computer Software,1020\5109299915,2018-05-09,302192.00,
TFL CORPORATE,BLOOM PROCUREMENT SERVICES LIMITED,Management & Support Consultancy,1001\5109321166,2018-05-16,300795.00,
DOCKLANDS LIGHT RAILWAY,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1012\5109323265,2018-05-23,300000.00,
LONDON UNDERGROUND LTD,THAMES WATER,Water,1005\1900203434,2018-05-23,299849.26,
TRANSPORT TRADING LTD,INSIGHT DIRECT UK LIMITED,Software Maintenance,1004\5109307080,2018-04-30,295003.52,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Highway Bridges,1002\5109303016,2018-05-02,285834.68,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Purchases from TTL Properties Limited,1006\5109298643,2018-05-25,283590.93,
TUBE LINES LTD,MCGINLEY SUPPORT SERVICES LTD,Track Labour,790436,2018-05-04,283567.96,
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109321522,2018-05-21,283450.42,
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,789503,2018-05-04,283006.78,
TFL CORPORATE,O2 UK LTD,Computer Hardware,1001\5109300485,2018-05-09,272483.00,
LONDON UNDERGROUND LTD,COSTAIN LTD,Civil Engineering Construction Works,1005\5109309273,2018-04-30,271510.87,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109317793,2018-05-25,270044.53,
SURFACE TRANSPORT CORP,MORGAN SINDALL CONST. & INFRAS. LTD,Contracted Services - Highway Bridges,1002\5109296875,2018-05-02,266461.39,
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109313498,2018-05-04,264929.11,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109322001,2018-05-23,261720.13,
SURFACE TRANSPORT CORP,SUSTRANS LTD,Transport Planning Consultancy & Services,1002\5109297248,2018-05-14,260975.31,
TRANSPORT TRADING LTD,COMPUTACENTER,Software Maintenance,1004\5109297519,2018-05-02,260094.40,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5109291798,2018-05-21,258734.59,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109313097,2018-05-04,257190.00,
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,789506,2018-05-09,252411.45,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109311512,2018-05-02,248853.83,
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1033\5109306910,2018-05-02,248461.01,
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,Civil Engineering Construction Works,1012\5109320703,2018-05-25,246118.31,
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,Purchases from TTL Properties Limited,1006\5109285327,2018-05-01,245775.00,
TFL CORPORATE,HP INC UK LTD,Computer Hardware,1001\5109317042,2018-05-25,244450.14,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109313184,2018-05-04,244000.00,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109318558,2018-05-23,243331.26,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5109290799,2018-05-09,242722.10,
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1002\5109297033,2018-04-30,241989.04,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109308629,2018-05-02,241645.08,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Maintenance Materials,1033\5109308581,2018-05-24,241255.59,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5109294505,2018-05-09,239021.87,
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109291366,2018-05-23,235988.29,
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109313497,2018-05-09,235300.71,
TFL CORPORATE,COMPUTACENTER,Computer Hardware,1001\5109306699,2018-05-16,234052.00,
LUL NOMINEE SSL LIMITED,ARCADIS,Planning & Development Consultancy,1031\5109313371,2018-05-04,232699.14,
LONDON UNDERGROUND LTD,SIEMENS,Traction Current,1005\5109321423,2018-05-23,229485.07,
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,Maintenance,789505,2018-05-04,229464.95,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901658599,2018-04-30,227772.00,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5109316597,2018-05-23,223524.96,
LONDON BUS SERVICES LTD,TRL LTD,Management & Support Consultancy,1006\5109307833,2018-05-21,222962.49,
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance,788715,2018-05-02,219056.91,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109321157,2018-05-23,218044.25,
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,Purchases from TTL Properties Limited,1006\5109308617,2018-05-01,216500.00,
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,Management & Support Consultancy,1020\5109297155,2018-04-30,215625.50,
LUL NOMINEE SSL LIMITED,ARCADIS,Planning & Development Consultancy,1031\5109312820,2018-05-04,215219.14,
SURFACE TRANSPORT CORP,SIEMENS,Maintenance of Plant & Equipment,1002\5109310777,2018-05-04,214344.32,
