Organisational Unit,Benificiary Name,Payment Date,Amount
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,2018-06-22,2101713.29
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-22,2060722.77
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-06-08,2021086.15
SURFACE TRANSPORT CORP,LONDON BOROUGH OF EALING,2018-06-01,2013652.00
TFL CORPORATE,COMPUTACENTER,2018-05-30,1969440.33
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,2018-06-06,1926576.88
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-06-20,1852661.06
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-06-13,1770804.53
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-05-30,1734455.30
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,2018-06-22,1717273.66
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-06-22,1685392.78
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-08,1617153.90
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,2018-06-08,1614984.28
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,2018-06-08,1578833.22
TFL CORPORATE,DEPT OF BUSINESS ENERGY & IND STRAT,2018-06-13,1548000.00
TRANSPORT TRADING LTD,CB RICHARD ELLIS LTD,2018-06-22,1450452.00
TRANSPORT TRADING LTD,TIDEWAY INVESTMENT MANAGEMENT LTD,2018-06-20,1450335.00
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-06-08,1421758.13
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-20,1418917.81
TFL CORPORATE,SENTRUM IV LIMITED,2018-06-06,1399307.73
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-06-13,1255405.79
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,2018-06-01,1223312.04
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,2018-06-08,1184857.83
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-06-08,1125999.09
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-06-13,1121344.63
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,2018-06-20,1097644.87
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-06-20,1070000.00
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-30,1031716.92
LONDON BUS SERVICES LTD,METROBUS LIMITED,2018-06-22,1027879.36
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-30,1013451.00
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-06-08,999850.75
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-01,979636.13
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-01,979636.13
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-13,979636.13
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-05-30,972677.77
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2018-06-22,949585.77
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-22,890588.77
SURFACE TRANSPORT CORP,WSP UK LTD,2018-06-18,819867.00
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2018-06-20,812504.67
TRANSPORT TRADING LTD,NW TEMPLAR HOUSE LTD,2018-06-20,800000.00
LONDON UNDERGROUND LTD,MORGAN SINDALL CONST. & INFRAS. LTD,2018-06-20,745699.07
LONDON UNDERGROUND LTD,GBM SERVICES LTD,2018-06-06,724141.33
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,697126.27
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-06-22,660928.37
LONDON UNDERGROUND LTD,EDF ENERGY,2018-06-01,625121.43
LUL NOMINEE BCV LIMITED,GBM SERVICES LTD,2018-06-20,612007.08
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-05-30,610419.97
LUL NOMINEE BCV LIMITED,GBM SERVICES LTD,2018-06-06,594623.44
LONDON UNDERGROUND LTD,COSTAIN LTD,2018-06-20,593418.95
TRANSPORT TRADING LTD,SAVILLS COMMERCIAL LTD,2018-06-20,587500.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,2018-06-01,582536.05
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2018-05-31,580203.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,569407.12
TFL CORPORATE,NETWORK RAIL,2018-06-13,566875.99
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-06-04,566117.00
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-06-04,566117.00
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,2018-06-08,551975.64
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-06-04,541015.00
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-06-04,521103.00
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2018-06-13,516076.04
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-05-30,515285.04
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-06-01,507640.08
LONDON UNDERGROUND LTD,C SPENCER LIMITED,2018-06-22,505982.98
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,2018-06-20,505090.43
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2018-06-08,502945.38
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,2018-06-01,501887.34
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-06-08,494296.44
LONDON BUS SERVICES LTD,STAGECOACH SERVICESLTD,2018-06-08,490368.23
TUBE LINES LTD,LANES GROUP PLC,2018-06-01,485066.70
LUL NOMINEE BCV LIMITED,INTERSERVE,2018-05-30,484776.02
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-06-06,479221.53
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-06-22,466772.99
TRANSPORT TRADING LTD,INTERSERVE,2018-06-20,466432.61
LONDON BUS SERVICES LTD,TRL LTD,2018-06-20,465064.08
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-30,462503.05
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-06-06,462250.00
SURFACE TRANSPORT CORP,AA DRIVETECH,2018-06-11,460800.46
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-08,456992.62
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-06-18,448682.07
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-20,428328.80
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-06-06,421975.28
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2018-05-30,420376.71
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-30,419681.78
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-05-30,410221.71
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-06-13,400856.67
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-06-06,397123.22
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,2018-06-01,386736.74
LONDON BUS SERVICES LTD,METROBUS LIMITED,2018-06-08,385468.04
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-11,376542.27
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-05-30,372959.68
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-06-22,369941.29
TRANSPORT TRADING LTD,GBM SERVICES LTD,2018-06-20,364035.69
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WANDSWORTH - BSP,2018-05-30,357500.00
TFL CORPORATE,REDSIXTY LIMITED,2018-06-05,357059.55
RAIL FOR LONDON LIMITED,HYDER CONSULTING (UK) LTD,2018-06-06,347550.71
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-06,346275.31
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,2018-06-06,344370.34
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-06,343248.94
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-11,336103.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-11,335470.00
TRANSPORT TRADING LTD,INSTANT OFFICES MANAGED LLP,2018-06-13,335013.00
LONDON UNDERGROUND LTD,MATRIX CONTROL SOLUTIONS LTD,2018-06-20,333692.38
LONDON BUS SERVICES LTD,STAGECOACH,2018-06-08,332904.58
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-06-18,331425.69
LONDON UNDERGROUND LTD,KONE PLC,2018-06-11,326052.70
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-06-22,319151.23
TRANSPORT TRADING LTD,EDF ENERGY,2018-06-20,314102.73
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-30,313238.27
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,2018-06-01,310312.28
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-11,307895.18
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-06-18,305978.98
LONDON UNDERGROUND LTD,EVERSHEDS,2018-06-06,305133.03
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-06-20,303466.80
TRANSPORT TRADING LTD,ITC PROPERTIES (TOWNSEND HOUSE) COM,2018-06-21,300000.50
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-13,298615.48
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,2018-06-11,297219.51
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-06-20,296808.62
LONDON UNDERGROUND LTD,LANES GROUP PLC,2018-06-13,294296.16
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-30,293261.66
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-05-31,292813.19
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,2018-06-13,292685.83
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-30,292432.94
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,2018-06-18,292326.93
TFL CORPORATE,SAP UK LTD,2018-06-06,276078.50
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,2018-06-13,273963.82
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,269129.17
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-05-30,263024.26
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,260029.09
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,2018-06-22,259000.00
TUBE LINES LTD,INTERSERVE,2018-06-20,256130.80
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-06-04,253583.00
TUBE LINES LTD,SCHWEERBAU GMBH & CO.KG,2018-06-01,253232.00
SURFACE TRANSPORT CORP,THE ROYAL PARKS,2018-05-30,242594.84
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-06-15,242550.00
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,2018-05-30,237861.23
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-05-31,227772.00
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-06,227591.42
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,2018-06-13,226354.35
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2018-06-19,225706.88
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-06-20,225312.39
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2018-06-20,224323.57
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-06-06,224250.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-13,223069.00
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-08,219609.39
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-13,219209.00
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,2018-06-06,217426.97
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,2018-06-01,216512.23
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-06-01,215000.00
TFL CORPORATE,SENTRUM IV LIMITED,2018-06-05,211645.92
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-30,209489.36
LUL NOMINEE SSL LIMITED,MORGAN SINDALL  PLC,2018-06-20,208332.39
LUL NOMINEE SSL LIMITED,HYDER CONSULTING (UK) LTD,2018-06-18,204747.87
LONDON UNDERGROUND LTD,OCL RAIL LTD,2018-06-11,204409.25
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-06-13,202933.36
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-06-18,202813.25
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-05-30,201266.77
LONDON UNDERGROUND LTD,DELOITTE & TOUCHE LLP,2018-06-11,201074.50
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2018-06-18,200632.90
LONDON UNDERGROUND LTD,EDF ENERGY,2018-06-18,199967.76
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2018-06-08,199786.58
TFL CORPORATE,SALESFORCE,2018-06-22,198471.47
TUBE LINES LTD,SCHWEERBAU GMBH & CO.KG,2018-06-01,197274.00
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-06-13,195586.24
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-06-06,194929.48
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-30,194774.70
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-06-01,194302.03
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2018-06-20,194041.57
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-06,191708.38
TRANSPORT TRADING LTD,CAPITAL & COUNTIES CG LIMITED,2018-06-20,190625.00
CYCLE HIRE SCHEME,CSTS LTD,2018-06-11,190596.88
LONDON UNDERGROUND LTD,EDF ENERGY,2018-06-18,190572.47
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-05-30,187197.30
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-11,187044.00
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-06-20,186471.40
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-05-30,184564.65
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-06-14,182947.10
SURFACE TRANSPORT CORP,NETWORK RAIL,2018-06-06,182670.00
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,2018-05-29,181800.00
RAIL FOR LONDON LIMITED,AXON SOLUTIONS LTD,2018-06-13,181315.00
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-11,177850.30
SURFACE TRANSPORT CORP,CSTS LTD,2018-06-01,177695.33
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2018-06-18,173903.15
LONDON UNDERGROUND LTD,LYNCH I.E.I. LIMITED,2018-06-20,173129.70
TFL CORPORATE,MEDIAEDGE,2018-05-30,169286.58
LUL NOMINEE SSL LIMITED,LOMBARD,2018-06-13,169066.16
TRANSPORT TRADING LTD,ASK,2018-06-18,168600.00
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,2018-06-20,167657.05
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-06-13,164081.84
LONDON UNDERGROUND LTD,SIEMENS,2018-06-18,161429.45
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2018-06-13,161026.84
SURFACE TRANSPORT CORP,ATKINS LIMITED,2018-06-20,160284.98
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-11,160144.45
TFL CORPORATE,DELOITTE & TOUCHE LLP,2018-06-01,159256.50
LUL NOMINEE SSL LIMITED,STOCKTON ENGINEERING MANAGEMENT LTD,2018-06-15,157230.00
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-06-22,157062.46
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2018-05-31,156909.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-11,155870.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-11,155870.00
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-06-20,154408.35
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-06-13,153220.54
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-01,152601.07
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2018-06-11,151162.55
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-06-20,150000.00
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2018-06-18,149437.29
LUL NOMINEE BCV LIMITED,MVA CONSULTANCY GROUP,2018-06-20,149152.00
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-06-20,148518.24
LONDON BUS SERVICES LTD,GBM SERVICES LTD,2018-06-06,147136.82
LONDON BUS SERVICES LTD,GBM SERVICES LTD,2018-06-20,147070.91
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-05-31,146718.00
LONDON UNDERGROUND LTD,GBM SERVICES LTD,2018-06-20,145446.14
LONDON UNDERGROUND LTD,GBM SERVICES LTD,2018-06-13,145435.72
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2018-06-15,144582.00
LUL NOMINEE SSL LIMITED,TOTAL RAIL SOLUTIONS,2018-06-06,144355.00
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-06-06,143903.52
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAVERING,2018-06-11,143442.93
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-06,143083.94
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,2018-05-30,142911.18
TFL CORPORATE,MOTT MACDONALD LIMITED,2018-06-20,142568.44
LUL NOMINEE SSL LIMITED,CH2M HILL UNITED KINGDOM,2018-06-20,141857.93
LUL NOMINEE SSL LIMITED,GPX ENGINEERING LTD,2018-05-30,140511.24
TRANSPORT TRADING LTD,SAVILLS COMMERCIAL LTD,2018-06-20,140000.00
SURFACE TRANSPORT CORP,ASHURST LLP,2018-06-13,139030.89
RAIL FOR LONDON LIMITED,EDF ENERGY,2018-06-01,138211.34
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2018-06-13,138033.05
LONDON UNDERGROUND LTD,KONE PLC,2018-06-01,137520.40
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-06-01,135983.75
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-06,135909.35
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2018-06-15,135447.35
RAIL FOR LONDON LIMITED,RAIL SAFETY & STANDARDS BOARD,2018-06-18,135363.94
TFL CORPORATE,MEDIAEDGE,2018-06-06,135221.40
TRANSPORT TRADING LTD,BAXTERSTOREY LTD,2018-06-18,135215.80
SURFACE TRANSPORT CORP,ASITE SOLUTIONS LTD,2018-05-30,135000.00
SURFACE TRANSPORT CORP,CSTS LTD,2018-06-11,134731.43
TFL CORPORATE,COGNIZANT TECHNOLOGY SOLUTIONS,2018-06-20,134538.00
LONDON UNDERGROUND LTD,HYDER CONSULTING (UK) LTD,2018-05-30,134516.49
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-06-13,134133.69
RAIL FOR LONDON LIMITED,ALAN DICK COMMS. LTD (AD COMMS),2018-06-13,134072.76
LUL NOMINEE SSL LIMITED,SSE PLC,2018-06-11,132819.06
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-06-20,132547.41
TRANSPORT TRADING LTD,THE LEISURE PASS GROUP,2018-06-19,132021.68
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,2018-06-08,131081.59
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-06-15,130838.34
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,2018-05-31,130815.00
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-06-11,130084.96
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-06-18,129839.45
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-06-11,129380.45
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,2018-06-13,128855.98
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-05-30,128800.00
TRANSPORT TRADING LTD,BAXTERSTOREY LTD,2018-06-01,126992.88
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-05-29,126700.00
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-06-20,126377.96
TUBE LINES LTD,M J QUINN INTEGRATED SERVICES,2018-06-01,126111.22
TRANSPORT TRADING LTD,LAMBERT SMITH HAMPTON,2018-06-20,125946.13
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,125586.53
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-06,125416.07
SURFACE TRANSPORT CORP,ASHURST LLP,2018-06-13,124924.01
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-11,124696.00
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,2018-06-11,124155.00
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-06-04,123245.63
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,2018-06-01,122835.50
TRANSPORT TRADING LTD,INSTANT OFFICES MANAGED LLP,2018-06-14,122157.00
TFL CORPORATE,WILKINSON EYRE ARCHITECTS,2018-06-11,120000.00
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,2018-05-30,119461.11
TUBE LINES LTD,LANES GROUP PLC,2018-05-30,119031.74
TUBE LINES LTD,THALES RAIL SIGNALLING SOLUTIONS,2018-06-22,118229.51
TRANSPORT TRADING LTD,GVA GRIMLEY LTD,2018-06-20,118175.00
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,2018-05-30,117661.28
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,2018-06-06,117272.96
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,2018-06-06,117272.96
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-06-06,116013.58
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-06-06,114343.88
LONDON UNDERGROUND LTD,DMC RAIL LTD,2018-06-13,114258.89
