Organisational Unit,Benificiary Name,Payment Date,Amount
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-04-19,747137.75
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-04-05,742269.54
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2017-04-03,726208.40
RAIL FOR LONDON LIMITED,NETWORK RAIL,2017-04-24,718933.33
TRANSPORT TRADING LTD,SAVILLS COMMERCIAL LTD,2017-04-05,700000.00
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2017-04-28,681119.86
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2017-04-03,678088.31
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,2017-04-26,670257.97
TFL CORPORATE,THE BOSTON CONSULTING GROUP UK LLP,2017-04-10,650788.00
LONDON UNDERGROUND LTD,C SPENCER LIMITED,2017-04-26,634201.44
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-13,632962.23
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,2017-04-03,630994.83
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2017-04-03,624223.58
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2017-04-28,620915.61
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-04-03,583500.00
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,2017-04-03,569830.47
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,2017-04-26,569830.47
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2017-04-03,564369.00
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2017-04-28,559887.21
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-04-05,547187.44
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,531000.00
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2017-04-11,528563.41
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-04-24,508131.99
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2017-04-26,507452.65
TFL CORPORATE,COMPUTACENTER,2017-04-26,506827.50
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2017-04-28,490286.37
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,2017-04-19,484388.40
TFL CORPORATE,COMPUTACENTER,2017-04-05,475279.03
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-05,464027.00
TFL CORPORATE,DEPARTMENT FOR TRANSPORT,2017-04-10,454477.50
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2017-04-28,446338.06
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-04-28,437657.16
TUBELINES LTD,THALES RAIL SIGNALLING SOLUTIONS,2017-04-05,425275.65
LUL NOMINEE BCV LIMITED,BRYEN & LANGLEY LTD,2017-04-03,423763.75
DOCKLANDS LIGHT RAILWAY,"THALES CANADA, TRANSPORTATION SOLUT",2017-04-13,412950.00
TFL CORPORATE,GREATER LONDON AUTHORITY,2017-04-05,404027.00
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2017-04-03,400000.00
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-04-05,392272.67
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-12,387166.56
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,382810.00
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-04-10,380879.00
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-04-10,375429.00
LONDON UNDERGROUND LTD,DELOITTE,2017-04-26,370660.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,367416.83
DOCKLANDS LIGHT RAILWAY,MACE LTD,2017-04-03,367169.35
TFL CORPORATE,MOTT MACDONALD LIMITED,2017-04-03,365781.31
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2017-04-28,363117.69
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2017-04-26,356138.68
TFL CORPORATE,VCCP GROUP LLP,2017-04-10,350000.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,349342.00
TRANSPORT TRADING LTD,CARLISLE SECURITY SERVICES LTD,2017-04-11,343887.21
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,2017-04-03,339509.45
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2017-04-11,338413.24
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2017-04-05,338406.00
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2017-04-18,337027.37
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-04-03,335296.09
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2017-04-26,331290.52
TUBELINES LTD,CAPGEMINI UK PLC,2017-04-28,331001.22
LUL NOMINEE BCV LIMITED,CLANCY DOCWRA LTD,2017-04-03,328661.44
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-04-10,324914.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,324230.00
TUBELINES LTD,KONE PLC,2017-04-13,320887.01
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2017-04-28,320468.95
LONDON UNDERGROUND LTD,QUINTIQ APPLICATIONS BV,2017-04-13,319350.00
TUBELINES LTD,M J QUINN INTEGRATED SERVICES,2017-04-07,315609.50
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-04-10,312179.82
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2017-04-26,311981.95
LUL NOMINEE SSL LIMITED,T.R.I. CONTRACTING SERVICES LTD,2017-04-05,305509.63
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-04-10,300000.00
TRANSPORT TRADING LTD,MITIE TFM LTD,2017-04-11,297886.84
TRANSPORT TRADING LTD,MITIE TFM LTD,2017-04-11,296828.62
TRANSPORT TRADING LTD,ABM GROUP UK LTD,2017-04-05,294442.52
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-04-03,291185.68
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-13,287724.44
TUBELINES LTD,M J QUINN INTEGRATED SERVICES,2017-04-21,286242.07
LONDON UNDERGROUND LTD,DELOITTE,2017-04-26,284376.00
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-04-03,283956.91
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-04-19,283206.91
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-04-03,280869.49
LONDON UNDERGROUND LTD,J MURPHY & SONS LTD,2017-04-24,276766.82
TFL CORPORATE,SAP UK LTD,2017-04-26,276047.00
TRANSPORT TRADING LTD,PROBRAND LTD,2017-04-11,274804.87
LONDON UNDERGROUND LTD,MATRIX CONTROL SOLUTIONS LTD,2017-04-26,273144.41
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-04-03,268094.43
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-04-19,267344.43
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,264660.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-26,264660.00
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2017-04-05,261815.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,261476.00
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-11,260638.36
TUBELINES LTD,SCHWEERBAU GMBH & CO.KG,2017-04-13,258400.00
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-04-27,257508.91
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-13,256199.83
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-10,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-24,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-24,255200.00
LONDON BUS SERVICES LTD,WRIGHTBUS LTD,2017-04-24,255200.00
SURFACE TRANSPORT CORP,SIEMENS,2017-04-11,255195.34
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2017-04-26,254360.27
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,2017-04-19,254337.62
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,254242.00
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2017-04-19,252914.09
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,252594.52
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,2017-04-11,250000.00
RAIL FOR LONDON LIMITED,ARCADIS,2017-04-19,249553.06
TUBELINES LTD,KONE PLC,2017-04-07,248215.83
DOCKLANDS LIGHT RAILWAY,"THALES CANADA, TRANSPORTATION SOLUT",2017-04-03,247770.00
LONDON UNDERGROUND LTD,ATKINS LIMITED,2017-04-10,246617.41
TFL CORPORATE,DAISY CORPORATE SERVICES LTD,2017-04-10,244012.66
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2017-04-10,244005.19
LUL NOMINEE SSL LIMITED,CH2M HILL UNITED KINGDOM,2017-04-24,240915.73
SURFACE TRANSPORT CORP,COSTAIN LTD,2017-04-26,240555.57
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2017-04-19,239844.29
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-04-19,239106.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,238517.00
TRANSPORT TRADING LTD,SODEXO LTD,2017-04-11,237931.00
TUBELINES LTD,AURORA LIFTS LTD,2017-04-21,237086.04
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-04-19,236681.20
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2017-04-11,235342.25
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-07,234734.70
SURFACE TRANSPORT CORP,SIEMENS,2017-04-03,230950.73
SURFACE TRANSPORT CORP,TYCO FIRE & INTEGRATED SOLUTIONS (U,2017-04-03,230138.36
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-05,229631.00
SURFACE TRANSPORT CORP,SIEMENS,2017-04-11,227697.28
SURFACE TRANSPORT CORP,NETWORK RAIL,2017-04-03,227424.24
RAIL FOR LONDON LIMITED,NETACCESS SOFTWARE LTD,2017-04-19,226845.67
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2017-04-03,224914.54
SURFACE TRANSPORT CORP,THE CITY OF LONDON POLICE,2017-04-10,223775.00
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-04-03,223384.52
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2017-04-05,223036.45
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2017-04-03,221556.00
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-13,220488.53
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2017-04-13,216390.79
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,2017-04-19,214370.94
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,2017-04-19,214054.82
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2017-04-26,210000.00
SURFACE TRANSPORT CORP,CSTS LTD,2017-04-26,208384.44
TUBELINES LTD,AURORA LIFTS LTD,2017-04-13,207901.67
SURFACE TRANSPORT CORP,SUSTRANS LTD,2017-04-26,206206.83
LUL NOMINEE SSL LIMITED,RMCON,2017-04-13,205938.06
LONDON BUS SERVICES LTD,ISS FACILITY SERVICES LTD,2017-04-26,205729.44
SURFACE TRANSPORT CORP,"SYSTEMS ENGINEERING, ASSESSMENT",2017-04-26,205322.00
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-04-05,204173.40
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-04-10,203033.16
LONDON UNDERGROUND LTD,ABB LTD,2017-04-26,202506.23
LONDON UNDERGROUND LTD,RADIO TAXIS GROUP LTD,2017-04-10,201588.48
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2017-04-03,200226.00
SURFACE TRANSPORT CORP,ASHURST LLP,2017-04-26,200000.00
CYCLE HIRE SCHEME,SERCO LTD,2017-04-19,197238.47
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2017-04-11,196823.53
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2017-04-26,196411.86
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,2017-04-26,195762.14
SURFACE TRANSPORT CORP,SIEMENS,2017-04-03,194506.91
SURFACE TRANSPORT CORP,SIEMENS,2017-04-11,194506.91
LONDON UNDERGROUND LTD,WSP UK LTD,2017-04-05,194043.39
LUL NOMINEE SSL LIMITED,BRYEN & LANGLEY LTD,2017-04-24,192649.53
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-04-10,190908.18
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2017-04-03,189105.82
TUBELINES LTD,FUSION PEOPLE LIMITED,2017-04-05,185525.49
SURFACE TRANSPORT CORP,PINSENT MASONS,2017-04-03,185413.08
SURFACE TRANSPORT CORP,ASHURST LLP,2017-04-05,185000.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,182000.00
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,2017-04-26,181567.04
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2017-04-11,181399.25
TUBELINES LTD,LYNCH I.E.I. LIMITED,2017-04-28,181342.33
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-04-03,178871.18
LONDON UNDERGROUND LTD,EDF ENERGY,2017-04-24,175742.62
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2017-04-26,175147.77
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2017-04-19,173378.43
LUL NOMINEE BCV LIMITED,INTERSERVE FS (UK) LTD,2017-04-24,172082.88
SURFACE TRANSPORT CORP,PLANNING INSPECTORATE,2017-04-26,171520.00
TRANSPORT TRADING LTD,GEMALTO UK LIMITED,2017-04-05,171000.00
SURFACE TRANSPORT CORP,CSTS LTD,2017-04-26,170965.81
TRANSPORT TRADING LTD,AUSTRIA CARD GESELLSCHAFT M.B.H.,2017-04-06,170400.00
TRANSPORT TRADING LTD,AUSTRIA CARD GESELLSCHAFT M.B.H.,2017-04-13,170400.00
TRANSPORT TRADING LTD,AUSTRIA CARD GESELLSCHAFT M.B.H.,2017-04-21,170400.00
TRANSPORT TRADING LTD,AUSTRIA CARD GESELLSCHAFT M.B.H.,2017-04-27,170400.00
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2017-04-05,170324.91
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,2017-04-10,169457.00
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-04-11,169424.10
LUL NOMINEE SSL LIMITED,SIEMENS,2017-04-19,169211.20
TRANSPORT TRADING LTD,ERNST & YOUNG LLP,2017-04-26,167500.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2017-04-24,165043.24
TFL CORPORATE,SAP UK LTD,2017-04-10,164907.09
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-04-03,163471.09
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2017-04-11,161988.97
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-12,161535.47
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2017-04-26,161372.63
TUBELINES LTD,FUSION PEOPLE LIMITED,2017-04-05,160339.87
LONDON UNDERGROUND LTD,QUINTIQ APPLICATIONS BV,2017-04-06,159994.67
SURFACE TRANSPORT CORP,ATKINS LIMITED,2017-04-03,159579.04
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2017-04-03,159520.01
TFL CORPORATE,SAAB AB SUPPORT AND SERVICES,2017-04-27,158073.00
TFL CORPORATE,SAAB AB SUPPORT AND SERVICES,2017-04-27,158073.00
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2017-04-03,157553.27
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2017-04-10,157057.98
TRANSPORT TRADING LTD,VCCP GROUP LLP,2017-04-05,157000.00
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,2017-04-05,155764.70
LONDON UNDERGROUND LTD,KN NETWORK SERVICES LTD,2017-04-26,155325.92
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2017-04-11,154500.00
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,2017-04-24,153623.45
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-04-26,153500.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-04-03,153251.32
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,153100.00
LONDON UNDERGROUND LTD,AERO HEALTHCARE,2017-04-11,152650.00
TUBELINES LTD,LANES GROUP PLC,2017-04-05,152602.32
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2017-04-26,152355.45
LONDON UNDERGROUND LTD,HERBERT SMITH FREEHILLS LLP,2017-04-24,151259.78
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2017-04-19,150589.08
LONDON UNDERGROUND LTD,UK POWER NETWORKS LTD,2017-04-03,150285.24
TFL CORPORATE,EQUINIX (UK) LTD,2017-04-03,150184.51
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,2017-04-05,150000.00
LUL NOMINEE SSL LIMITED,WINGATE ELECTRICAL PLC,2017-04-05,149980.01
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2017-04-26,149843.68
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-04-05,149809.00
LONDON UNDERGROUND LTD,TROX UK LTD,2017-04-03,147514.00
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-04-03,146441.96
LUL NOMINEE SSL LIMITED,NETWORK RAIL,2017-04-24,146204.79
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-04-11,146001.24
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,2017-04-05,143864.79
LONDON UNDERGROUND LTD,PRYSMIAN CABLES & SYSTEMS LTD,2017-04-26,143645.28
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,142714.00
LONDON UNDERGROUND LTD,PROBRAND LTD,2017-04-03,141686.18
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,2017-04-19,141314.52
LONDON UNDERGROUND LTD,GLOBAL RAIL CONSTRUCTION LTD,2017-04-11,140970.87
