Organisational Unit,Benificiary Name,Payment Date,Amount
TFL CORPORATE,AXA PPP HEALTHCARE,2018-08-14,2394152.79
SURFACE TRANSPORT CORP,LONDON BOROUGH OF EALING,2018-08-06,2366522.00
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-07-27,2327859.39
SURFACE TRANSPORT CORP,LONDON BOROUGH OF GREENWICH,2018-08-01,2296423.55
DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,2018-07-25,2214000.00
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,2018-08-17,2103795.08
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-08-17,2085862.00
LONDON BUS SERVICES LTD,STAGECOACH,2018-08-17,2078829.42
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-08-03,2016537.27
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,2018-08-01,1959510.76
TFL CORPORATE,AXON SOLUTIONS LTD,2018-08-13,1786861.50
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-07-30,1695158.79
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,2018-08-17,1691467.09
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-08-08,1684447.26
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-08-17,1584356.01
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-08-03,1460680.31
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-08-01,1406333.49
TFL CORPORATE,SENTRUM IV LIMITED,2018-07-30,1373814.28
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-08-01,1332268.07
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-07-25,1266603.08
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,2018-07-25,1223312.04
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-08-01,1214023.50
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,2018-08-01,1178474.61
SURFACE TRANSPORT CORP,LONDON BOROUGH OF GREENWICH,2018-08-13,1165748.94
LONDON UNDERGROUND LTD,EVERSHEDS,2018-08-01,1134223.00
LONDON UNDERGROUND LTD,EVERSHEDS,2018-08-15,1133000.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-07-30,1121816.02
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-08-03,1119066.96
LONDON BUS SERVICES LTD,METROBUS LIMITED,2018-08-17,1022965.04
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2018-08-13,986463.00
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-08-03,981232.05
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-07-23,979636.13
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-07-30,972677.77
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2018-08-17,940563.35
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-08-13,931182.98
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-06,886284.77
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-08-01,882351.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF RICHMOND UPON THAMES,2018-08-01,877400.65
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-08-17,863095.11
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,2018-08-13,833573.84
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2018-08-15,830808.73
CYCLE HIRE SCHEME,SERCO LTD,2018-07-25,820331.51
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-08-01,799686.01
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2018-07-30,788665.61
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2018-08-06,774033.49
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2018-08-01,749537.25
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2018-07-23,748234.56
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-06,735982.39
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-08-06,724410.34
LONDON UNDERGROUND LTD,EVERSHEDS,2018-07-25,719877.89
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-06,714056.74
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2018-08-06,710560.68
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-08-17,653187.02
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-08-01,644145.00
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,2018-08-13,640263.08
LUL NOMINEE BCV LIMITED,GBM SERVICES LTD,2018-08-15,612117.49
LONDON UNDERGROUND LTD,C SPENCER LIMITED,2018-07-23,598425.48
TFL CORPORATE,NETWORK RAIL,2018-08-15,597015.03
TFL CORPORATE,NETWORK RAIL,2018-08-13,596495.48
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-08-01,594309.44
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,2018-08-13,589383.20
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,2018-07-23,581666.43
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2018-07-30,580203.00
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-08-01,575862.75
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-08-01,573867.23
LONDON UNDERGROUND LTD,EDF ENERGY,2018-08-15,566355.85
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-08-13,566117.00
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,2018-07-25,560691.92
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2018-08-08,549781.00
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-08-08,547111.60
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,537705.12
SURFACE TRANSPORT CORP,AA DRIVETECH,2018-08-01,532362.04
SURFACE TRANSPORT CORP,AA DRIVETECH,2018-07-30,531764.68
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-08-03,518949.20
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2018-08-08,516076.04
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2018-07-23,509469.96
TFL CORPORATE,ASHURST LLP,2018-08-06,509435.17
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,2018-08-15,505190.15
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-08-03,504701.94
SURFACE TRANSPORT CORP,UK POWER NETWORKS LTD,2018-08-13,500000.00
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-08-13,496946.26
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2018-07-23,482887.04
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2018-07-23,478529.80
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-23,475346.93
TRANSPORT TRADING LTD,INTERSERVE,2018-08-08,472329.72
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-06,470209.47
LUL NOMINEE SSL LIMITED,MORGAN SINDALL  PLC,2018-08-15,469871.86
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-08-17,468272.99
SURFACE TRANSPORT CORP,WSP UK LTD,2018-08-13,460747.75
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-08-01,452617.88
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2018-07-30,451727.10
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,2018-07-30,451727.00
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-08-01,448819.18
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-08-08,445183.31
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,444656.52
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,2018-08-13,430363.56
TFL CORPORATE,AXON SOLUTIONS LTD,2018-08-13,425582.49
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-07-25,418649.99
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-08-13,417211.77
TFL CORPORATE,COMPUTACENTER,2018-08-15,417121.65
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-07-30,416708.14
TFL CORPORATE,COMPUTACENTER,2018-07-25,408713.69
TFL CORPORATE,ASHURST LLP,2018-08-06,407841.50
TFL CORPORATE,ASHURST LLP,2018-08-06,403561.00
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-07-30,396858.75
TRANSPORT TRADING LTD,EDF ENERGY,2018-07-23,372477.67
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-07-25,370697.00
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,2018-07-23,370000.00
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-08-17,367370.44
LONDON BUS SERVICES LTD,TRL LTD,2018-08-01,362415.70
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2018-08-15,360179.73
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-07-30,350424.40
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-08-01,350311.11
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-08-01,350007.00
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-08-01,348477.45
TFL CORPORATE,NETWORK RAIL,2018-07-30,346689.81
LONDON BUS SERVICES LTD,TAIT EUROPE LTD,2018-07-25,342047.00
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,341897.48
SURFACE TRANSPORT CORP,NETWORK RAIL,2018-08-15,337421.15
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,336103.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-07-23,336103.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,335470.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-07-23,335470.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,2018-07-30,333023.00
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2018-08-01,332795.90
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2018-07-30,331945.65
LUL NOMINEE BCV LIMITED,INTERSERVE,2018-08-15,329412.40
TFL CORPORATE,CAP GEMINI UK PLC,2018-08-13,328095.63
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-08-06,327280.05
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-30,326840.07
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,324918.21
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-08-15,324462.05
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-08-17,316536.68
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,315248.43
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,2018-08-01,310291.00
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-08-13,309692.31
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-07-23,306896.56
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-13,304308.67
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,2018-08-08,297100.00
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,2018-08-15,294785.00
LONDON UNDERGROUND LTD,LANES GROUP PLC,2018-08-08,294296.16
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,2018-07-25,290724.44
TUBE LINES LTD,ABM FACILITY SERVICES UK LTD,2018-08-17,289620.11
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-08-15,287797.96
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2018-08-01,278448.61
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2018-07-23,277035.66
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-01,275260.14
TFL CORPORATE,ASHURST LLP,2018-08-06,275026.22
RAIL FOR LONDON LIMITED,HOCHTIEF UK CONSTRUCTION LTD,2018-07-25,273453.75
LONDON UNDERGROUND LTD,COSTAIN LTD,2018-08-15,272490.00
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-08-15,268386.43
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-13,267453.78
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,265423.92
LUL NOMINEE BCV LIMITED,POD-TRAK LTD,2018-07-25,264535.28
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-08-01,263834.03
TRANSPORT TRADING LTD,ITC CONCEPTS LTD,2018-07-27,263119.36
SURFACE TRANSPORT CORP,SIEMENS,2018-08-15,261720.13
SURFACE TRANSPORT CORP,SIEMENS,2018-07-25,261470.13
TFL CORPORATE,DELOITTE,2018-08-08,259241.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-08-08,257385.00
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-08-06,257201.10
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,2018-07-30,251277.34
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-07-25,245975.17
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-08-15,244264.30
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-08-13,242540.92
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-08-08,237227.33
TRANSPORT TRADING LTD,EVERSHEDS,2018-07-23,234869.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-07-31,233805.00
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-08-13,232020.55
TFL CORPORATE,TURNER & TOWNSEND LLP,2018-08-06,231775.83
LUL NOMINEE BCV LIMITED,KONE PLC,2018-08-15,230550.47
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-07-30,227772.00
SURFACE TRANSPORT CORP,ATKINS LIMITED,2018-08-15,225371.83
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,223069.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-07-25,223069.00
SURFACE TRANSPORT CORP,WORKMAN LLP - CHORLEY CENTRAL,2018-07-30,220000.00
TFL CORPORATE,MARSH SERVICES LTD,2018-07-23,220000.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2018-08-06,219875.69
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-08-08,219209.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-07-25,219209.00
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-07-25,215886.28
TFL CORPORATE,GREATER LONDON AUTHORITY,2018-08-08,215728.63
TFL CORPORATE,AXA PPP HEALTHCARE,2018-08-14,214516.09
SURFACE TRANSPORT CORP,SIEMENS,2018-08-08,214070.54
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-08-01,213929.78
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-08-01,211071.53
TUBE LINES LTD,ARLINGTON FLEET SERVICES LTD,2018-07-25,210137.40
LONDON UNDERGROUND LTD,TURNER & TOWNSEND LLP,2018-08-15,209953.78
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-07-23,207753.91
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-07-30,207323.11
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-08-15,205998.78
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-06,203581.61
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-07-30,202721.92
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-08-06,202631.00
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,2018-08-01,202312.02
LONDON UNDERGROUND LTD,UK POWER NETWORK SERVICES,2018-08-08,201861.56
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-08-08,200361.61
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2018-08-13,200000.00
TRANSPORT TRADING LTD,SODEXO LIMITED,2018-08-13,199170.50
SURFACE TRANSPORT CORP,SIEMENS,2018-07-25,197300.18
SURFACE TRANSPORT CORP,SIEMENS,2018-08-15,197300.18
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-07-23,197092.00
TFL CORPORATE,CSC COMPUTER SCIENCE,2018-07-25,195000.00
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-08-01,194636.67
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-08-10,194531.99
LONDON UNDERGROUND LTD,EDF ENERGY,2018-08-06,194010.77
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,2018-08-13,192400.00
DOCKLANDS LIGHT RAILWAY,GRAMM BARRIER SYSTEMS LTD,2018-08-08,191657.22
LONDON UNDERGROUND LTD,HYDER CONSULTING (UK) LTD,2018-08-06,189926.80
LONDON BUS SERVICES LTD,ESOTEC LIMITED,2018-07-25,186141.64
LONDON UNDERGROUND LTD,LANES GROUP PLC,2018-08-15,182559.81
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-08-08,181120.97
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,180963.40
SURFACE TRANSPORT CORP,CSTS LTD,2018-08-13,178907.54
SURFACE TRANSPORT CORP,CSTS LTD,2018-08-06,178162.28
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2018-08-06,175773.60
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-08-08,175000.00
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-08-01,171135.00
LONDON UNDERGROUND LTD,OTB ENGINEERING LTD,2018-08-02,170457.46
TFL CORPORATE,TURNER & TOWNSEND LLP,2018-08-06,169913.64
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-08-08,169753.22
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-07-25,168721.62
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-07-23,167154.00
DOCKLANDS LIGHT RAILWAY,CLESHAR CONTRACT SERVICES LTD,2018-07-30,166549.59
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-08-13,165712.85
TRANSPORT TRADING LTD,THE LEISURE PASS GROUP,2018-08-16,165660.84
LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,2018-08-15,165307.40
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-08-17,164037.55
LONDON UNDERGROUND LTD,EDF ENERGY,2018-08-06,162679.46
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,162502.84
TRANSPORT TRADING LTD,ASK,2018-07-27,161700.00
TRANSPORT TRADING LTD,ASK,2018-08-15,161700.00
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-07-30,161085.19
RAIL FOR LONDON LIMITED,INSIGHT DIRECT UK LIMITED,2018-08-15,160678.00
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-08-15,160560.05
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,159437.76
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2018-08-15,159314.18
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-08-10,159200.73
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-07-30,157852.31
LUL NOMINEE SSL LIMITED,STOCKTON ENGINEERING MANAGEMENT LTD,2018-08-15,157320.62
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-08-13,157185.59
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2018-07-30,156909.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-07-31,155870.00
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-08-15,155164.87
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2018-08-08,155065.72
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-08-17,153845.70
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,2018-08-13,153535.13
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-07-27,148884.44
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-07-31,148550.00
TFL CORPORATE,COGNIZANT TECHNOLOGY SOLUTIONS,2018-07-23,147647.00
LONDON BUS SERVICES LTD,GBM SERVICES LTD,2018-08-15,147103.86
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-07-27,146965.25
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-25,146945.24
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-07-30,146718.00
LONDON UNDERGROUND LTD,GBM SERVICES LTD,2018-08-15,145440.93
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-08-02,143916.00
LUL NOMINEE SSL LIMITED,CH2M HILL UNITED KINGDOM,2018-07-23,143390.91
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,2018-07-23,143280.00
CYCLE HIRE SCHEME,BUTTERWORTH SPENGLER COMMERCIAL LTD,2018-07-23,142884.00
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-08-02,142741.24
DOCKLANDS LIGHT RAILWAY,ANTAGRADE ELECTRICAL LTD,2018-08-15,141896.01
LONDON UNDERGROUND LTD,JACOBS U.K LIMITED,2018-07-25,141621.82
TRANSPORT TRADING LTD,BAXTERSTOREY LTD,2018-08-06,141614.84
TRANSPORT TRADING LTD,THE LEISURE PASS GROUP,2018-08-14,141424.75
LONDON UNDERGROUND LTD,SIEMENS,2018-08-15,141185.30
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-07-25,140335.21
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2018-08-01,140265.00
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-08-14,139659.58
LUL NOMINEE BCV LIMITED,M J QUINN INTEGRATED SERVICES,2018-08-08,139586.72
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-08-17,138727.92
LONDON UNDERGROUND LTD,METS LTD,2018-08-13,138512.78
