Organisational Unit,Benificiary Name,Payment Date,Amount
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2017-08-02,1514357.56
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,2017-08-14,1469673.09
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,2017-08-07,1443238.79
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,2017-08-14,1423672.43
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2017-08-14,1347776.20
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BROMLEY,2017-08-14,1311577.33
LONDON BUS SERVICES LTD,METROBUS LIMITED,2017-08-18,1232434.35
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-26,1200610.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF CROYDON,2017-08-14,1197895.63
SURFACE TRANSPORT CORP,CORPORATION OF LONDON,2017-08-14,1177028.64
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LTD,2017-07-26,1176899.05
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-08-14,1156564.01
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2017-08-10,1145113.93
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2017-08-04,1117015.74
TFL CORPORATE,COMPUTACENTER,2017-07-24,1087575.40
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,2017-07-31,1058787.73
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-08-02,1032368.11
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,2017-07-24,1022056.29
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-07-28,959052.92
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2017-08-04,954696.76
SURFACE TRANSPORT CORP,LONDON BOROUGH OF RICHMOND UPON THAMES,2017-07-24,942949.44
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HACKNEY,2017-08-14,920625.93
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2017-08-02,910079.00
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2017-08-02,894195.98
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2017-08-16,859037.39
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-16,856123.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2017-08-09,842192.35
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2017-08-18,826039.91
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,2017-07-31,817070.75
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-07-26,798775.89
LONDON UNDERGROUND LTD,COSTAIN LTD,2017-08-16,782027.75
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2017-07-31,727029.02
TFL CORPORATE,NETWORK RAIL,2017-08-16,712845.20
TFL CORPORATE,THE BOSTON CONSULTING GROUP UK LLP,2017-08-16,705566.00
SURFACE TRANSPORT CORP,VOLKER FITZPATRICK LTD,2017-07-26,676493.39
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,2017-08-09,671050.00
TFL CORPORATE,THE BOSTON CONSULTING GROUP UK LLP,2017-07-26,667038.00
LONDON UNDERGROUND LTD,VINCI CONSTRUCTION UK LTD,2017-08-07,657551.94
LONDON UNDERGROUND LTD,C SPENCER LIMITED,2017-08-16,629989.48
TFL CORPORATE,NETWORK RAIL,2017-07-31,617823.05
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2017-08-16,601666.93
RAIL FOR LONDON LIMITED,NETWORK RAIL,2017-08-16,599000.00
SURFACE TRANSPORT CORP,COSTAIN LTD,2017-08-16,598188.83
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2017-08-18,598022.74
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,2017-08-14,595013.83
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2017-08-02,587208.68
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2017-07-26,580948.66
LUL NOMINEE SSL LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-07-26,578207.06
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,2017-08-07,572488.55
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2017-08-18,568779.75
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2017-07-31,564369.00
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2017-07-31,563402.00
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2017-08-02,560561.57
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-08-02,550100.95
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LTD,2017-08-07,544834.46
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,528375.80
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2017-08-16,514939.48
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-07-26,513573.31
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2017-08-18,509956.56
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2017-08-02,504766.91
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-08-14,499179.29
LONDON UNDERGROUND LTD,EDF ENERGY,2017-08-07,498837.43
RAIL FOR LONDON LIMITED,HOCHTIEF UK CONSTRUCTION LTD,2017-08-14,491663.97
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2017-08-02,466576.73
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,2017-07-26,461108.39
TUBELINES LTD,THALES RAIL SIGNALLING SOLUTIONS,2017-08-18,459295.39
TUBELINES LTD,KONE PLC,2017-07-28,457175.92
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-08-14,454125.70
TUBELINES LTD,SCHWEERBAU GMBH & CO.KG,2017-08-04,439800.00
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2017-08-02,436658.91
RAIL FOR LONDON LIMITED,ARCADIS,2017-07-31,433851.84
TFL CORPORATE,COMPUTACENTER,2017-07-24,429817.19
TFL CORPORATE,KPMG,2017-08-09,415232.88
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2017-07-31,412922.00
LONDON UNDERGROUND LTD,SIEMENS,2017-08-07,400169.96
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,2017-07-31,399313.00
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2017-08-07,397204.27
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2017-08-02,388180.20
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-08-14,385775.00
LONDON UNDERGROUND LTD,ATKINS LIMITED,2017-08-16,385124.16
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2017-08-04,383613.82
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-16,382864.90
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-07-26,382864.90
LONDON UNDERGROUND LTD,SPENCE LIMITED,2017-08-09,381032.02
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,379021.73
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2017-07-26,378847.62
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-08-04,377037.70
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2017-08-02,376995.18
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-08-14,368300.11
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2017-08-18,364985.31
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-07-31,358200.00
LUL NOMINEE SSL LIMITED,VOESTALPINE VAE UK LTD,2017-07-31,347952.81
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,2017-08-09,346800.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,2017-08-09,342835.49
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2017-07-31,341339.78
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-26,340441.98
TFL CORPORATE,CAP GEMINI UK PLC,2017-07-26,339255.83
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,2017-08-14,335085.63
TUBELINES LTD,KONE PLC,2017-08-04,332341.98
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,331573.01
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2017-08-02,323821.40
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-07-24,319705.78
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-07-24,319705.78
LONDON UNDERGROUND LTD,EDF ENERGY,2017-07-26,319435.32
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-08-02,314510.10
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2017-07-26,313494.69
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2017-08-02,312754.34
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,312625.98
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-31,310991.58
SURFACE TRANSPORT CORP,THE CITY OF LONDON POLICE,2017-08-02,309334.00
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2017-08-18,305586.97
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2017-08-07,302194.45
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,300786.28
TRANSPORT TRADING LTD,ABM GROUP UK LTD,2017-08-16,297491.07
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,296216.42
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2017-08-16,294458.05
LONDON UNDERGROUND LTD,DELOITTE,2017-08-09,285348.75
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-08-16,283456.90
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-08-02,281639.04
TFL CORPORATE,SAP UK LTD,2017-08-07,280657.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2017-08-14,278496.85
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-08-11,275861.65
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2017-08-02,269715.56
TUBELINES LTD,MCGINLEY SUPPORT SERVICES LTD,2017-08-11,268363.24
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,267631.20
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-08-16,267594.43
SURFACE TRANSPORT CORP,ASHURST LLP,2017-07-26,265982.10
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-08-02,265776.59
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,265752.15
PUBLIC CARRIAGE OFFICE,NSL LTD,2017-07-26,264999.86
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-07-26,264660.00
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2017-08-09,264000.00
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,2017-08-09,262330.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-07-31,261476.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-07-31,257794.35
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-31,257559.18
SURFACE TRANSPORT CORP,SIEMENS,2017-07-26,255195.34
SURFACE TRANSPORT CORP,SIEMENS,2017-08-16,255195.34
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,2017-07-26,254885.03
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-04,253231.81
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-08-07,248557.11
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-08-07,248476.77
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,2017-08-16,243572.84
TFL CORPORATE,DELOITTE,2017-08-16,243350.00
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-08-16,241989.04
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,238370.00
TRANSPORT TRADING LTD,EDF ENERGY,2017-07-25,238223.32
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-07-28,238158.93
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-08-11,237974.19
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-07-31,237496.03
CYCLE HIRE SCHEME,JOURNEYCALL LTD,2017-08-16,237081.27
TRANSPORT TRADING LTD,SODEXO LTD,2017-08-14,236923.00
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,2017-08-16,234429.97
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-08-07,232181.22
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-08-09,230907.26
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2017-08-09,229968.34
RAIL FOR LONDON LIMITED,ARCADIS,2017-08-02,229295.47
SURFACE TRANSPORT CORP,SIEMENS,2017-08-02,229284.78
LUL NOMINEE SSL LIMITED,WINGATE ELECTRICAL PLC,2017-08-09,223553.83
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-08-16,223490.27
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2017-07-31,221556.00
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2017-08-16,220672.65
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-08-09,217273.61
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2017-08-02,217081.81
TUBELINES LTD,AURORA LIFTS LTD,2017-08-11,216176.78
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-08-09,214692.41
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-08-16,214692.41
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,211953.03
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2017-07-26,208218.57
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2017-08-18,206873.20
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2017-07-26,203220.20
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-07-26,202758.35
RAIL FOR LONDON LIMITED,NETWORK RAIL,2017-07-26,201363.12
SURFACE TRANSPORT CORP,PINSENT MASONS,2017-07-25,200000.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF REDBRIDGE,2017-08-09,198968.47
PUBLIC CARRIAGE OFFICE,NSL LTD,2017-08-09,196133.92
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-16,192935.00
TUBELINES LTD,AURORA LIFTS LTD,2017-07-26,192554.33
SURFACE TRANSPORT CORP,SIEMENS,2017-07-26,192197.81
SURFACE TRANSPORT CORP,SIEMENS,2017-08-16,192197.81
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-07-26,191669.07
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,2017-08-09,190046.19
TFL CORPORATE,VCCP GROUP LLP,2017-08-02,190000.00
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2017-08-02,187443.50
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2017-07-24,186696.64
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2017-08-02,183128.76
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2017-07-25,182184.00
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,2017-08-16,181000.00
SURFACE TRANSPORT CORP,SUSTRANS LTD,2017-07-26,180549.08
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-08-18,180000.00
LONDON UNDERGROUND LTD,INSIGHT DIRECT UK LIMITED,2017-08-07,179636.84
SURFACE TRANSPORT CORP,EDF ENERGY,2017-08-02,178605.26
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,176801.15
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-07-31,176675.38
TUBELINES LTD,MORSON HUMAN RESOURCES LTD,2017-08-02,175129.20
TFL CORPORATE,TNS UK LTD,2017-08-16,174504.00
SURFACE TRANSPORT CORP,CSTS LTD,2017-08-09,174090.05
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,2017-08-17,174000.00
TFL CORPORATE,DELOITTE,2017-08-16,173531.50
LUL NOMINEE SSL LIMITED,OTIS LIMITED,2017-08-16,172193.11
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-08-16,171308.22
LUL NOMINEE BCV LIMITED,POS RAIL SERVICES LTD,2017-07-26,170402.87
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAVERING,2017-07-31,168387.07
TRANSPORT TRADING LTD,ASK,2017-08-17,166800.00
LONDON UNDERGROUND LTD,EDF ENERGY,2017-08-02,164804.36
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,2017-08-01,163130.53
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,2017-08-16,162598.30
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-08-02,161363.77
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-31,159690.28
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2017-07-31,159518.00
TUBELINES LTD,LANES GROUP PLC,2017-08-18,159030.19
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,2017-08-09,157384.18
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2017-08-02,156101.19
SURFACE TRANSPORT CORP,SUSTRANS LTD,2017-07-26,155341.96
SURFACE TRANSPORT CORP,"SYSTEMS ENGINEERING, ASSESSMENT",2017-07-24,154000.00
SURFACE TRANSPORT CORP,PELL FRISCHMANN CONSULTANTS LTD,2017-08-09,153552.96
TRANSPORT TRADING LTD,ITSO LIMITED,2017-07-27,153521.50
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-08-07,153500.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,153242.00
TUBELINES LTD,BARWIT CONTROL SYSTEMS LTD,2017-07-26,151106.75
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2017-07-31,150304.78
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-08-02,150135.12
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,150000.00
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2017-08-16,149972.28
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2017-08-09,146829.81
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2017-08-07,146073.00
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2017-08-09,144963.27
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-08-07,144452.98
TUBELINES LTD,Z-TECH CONTROL SYSTEMS LTD,2017-08-09,144427.22
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2017-08-09,144261.93
LUL NOMINEE SSL LIMITED,EMICO LTD,2017-08-09,142806.57
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-07-31,142714.00
DOCKLANDS LIGHT RAILWAY,SEG,2017-07-27,141945.99
LUL NOMINEE SSL LIMITED,JACOBS ENGINEERING UK LTD,2017-08-09,141826.27
LONDON UNDERGROUND LTD,INSIGHT DIRECT UK LIMITED,2017-07-26,141756.00
CYCLE HIRE SCHEME,BUTTERWORTH SPENGLER COMMERCIAL LTD,2017-07-31,141523.20
LUL NOMINEE SSL LIMITED,HA MARKS LTD,2017-08-03,140683.16
LONDON TRANSPORT MUSEUM,SYSCO,2017-08-15,140679.99
LONDON UNDERGROUND LTD,PROJECT 7 CONSULTANCY LTD,2017-07-31,140500.86
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-08-11,139900.59
LONDON BUS SERVICES LTD,MOTT MACDONALD LIMITED,2017-08-16,139830.00
TFL CORPORATE,GFK UK LTD,2017-08-07,139707.00
TFL CORPORATE,MEDIAEDGE,2017-08-16,139587.87
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-08-04,139001.92
TRANSPORT TRADING LTD,LEVEL 3 COMMUNICATIONS LTD,2017-07-24,138751.95
TUBELINES LTD,BRITISH STEEL LIMITED,2017-08-16,138240.00
TUBELINES LTD,1STINRAIL LIMITED,2017-07-26,136850.81
LONDON BUS SERVICES LTD,MOTT MACDONALD LIMITED,2017-07-26,136750.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,136540.00
TUBELINES LTD,1STINRAIL LIMITED,2017-08-11,136460.82
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,136292.00
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-08-02,135834.14
LONDON UNDERGROUND LTD,CH2M HILL UNITED KINGDOM,2017-07-24,135087.93
SURFACE TRANSPORT CORP,ASITE SOLUTIONS LTD,2017-07-26,135000.00
