Organisational Unit,Benificiary Name,Payment Date,Amount
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARINGEY,2018-04-03,1999235.00
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,2018-04-27,1977668.60
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,2018-04-11,1946469.90
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-04-27,1935240.36
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-25,1836900.56
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-04-27,1804905.47
TUBE LINES LTD,ABM FACILITY SERVICES UK LTD,2018-04-13,1777885.55
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-04-11,1772962.69
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-04-25,1767518.05
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-04-25,1746753.70
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-04-03,1692499.76
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,2018-04-27,1688124.27
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,2018-04-11,1597023.69
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-04-11,1531110.86
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-04-11,1413299.51
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-04-13,1407285.28
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-04-03,1403244.09
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,2018-04-25,1403124.39
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2018-04-23,1347776.09
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-04-03,1331749.52
LONDON UNDERGROUND LTD,LONDON PENSIONS FUND AUTHORITY,2018-04-03,1259725.00
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LTD,2018-04-03,1222645.50
LONDON BUS SERVICES LTD,TAIT EUROPE LTD,2018-04-23,1220526.00
LONDON UNDERGROUND LTD,VINCI CONSTRUCTION UK LTD,2018-04-03,1153475.28
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-04-03,1130690.38
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-04-13,1125999.09
LONDON BUS SERVICES LTD,METROBUS LIMITED,2018-04-27,1102895.34
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-04-11,1057000.00
LUL NOMINEE BCV LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-04-09,1041850.00
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-04-18,1035754.44
LONDON UNDERGROUND LTD,MORGAN SINDALL CONST. & INFRAS. LTD,2018-04-16,1008232.80
RAIL FOR LONDON LIMITED,HOCHTIEF (UK) CONSTRUCTION LTD,2018-04-25,991792.40
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,2018-04-27,991146.50
TFL CORPORATE,COMPUTACENTER,2018-04-23,989892.00
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-04-13,977430.71
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-04-27,972677.77
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-04-03,969190.49
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,2018-04-09,959123.14
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-04-11,945176.57
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-04-03,927993.94
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,2018-04-11,913549.77
LONDON BUS SERVICES LTD,TRAVEL LONDON (WEST) LTD,2018-04-27,884165.85
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-04-03,861217.43
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,2018-04-10,850620.28
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,2018-04-03,841959.00
SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,2018-04-03,841959.00
CYCLE HIRE SCHEME,SERCO LTD,2018-04-18,839020.81
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-04-03,823235.34
SURFACE TRANSPORT CORP,WSP UK LTD,2018-04-23,789934.22
TFL CORPORATE,NETWORK RAIL,2018-04-16,771221.58
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,2018-04-27,764557.19
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,2018-04-09,756605.70
RAIL FOR LONDON LIMITED,JOHN F HUNT DEMOLITION LTD,2018-04-25,752668.37
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2018-04-03,747637.53
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-04-03,718905.45
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2018-04-03,713956.01
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,2018-04-25,666000.00
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-04-27,654722.48
LUL NOMINEE BCV LIMITED,ABM FACILITY SERVICES UK LTD,2018-04-03,595147.52
LUL NOMINEE BCV LIMITED,ABM FACILITY SERVICES UK LTD,2018-04-25,593571.19
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2018-04-05,580203.00
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-04-23,544834.46
RAIL FOR LONDON LIMITED,ARCADIS,2018-04-18,535167.61
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-04-03,534992.59
LONDON UNDERGROUND LTD,HOCHTIEF (UK) CONSTRUCTION LTD,2018-04-25,532905.04
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2018-04-16,517495.69
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2018-04-25,490300.00
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,2018-04-25,490179.39
SURFACE TRANSPORT CORP,NETWORK RAIL,2018-04-11,489468.00
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-04-13,486545.81
TRANSPORT TRADING LTD,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,486437.33
TFL CORPORATE,KPMG,2018-04-23,483686.00
RAIL FOR LONDON LIMITED,GEOFFREY OSBORNE LTD,2018-04-25,475578.15
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-04-23,472451.07
TRANSPORT TRADING LTD,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,465536.18
TRANSPORT TRADING LTD,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,465536.18
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-04-27,460727.27
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2018-04-25,455927.18
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,2018-04-03,453310.18
TFL CORPORATE,COMPUTACENTER,2018-04-03,436811.91
TUBE LINES LTD,ENGIE SERVICES LTD,2018-04-13,433976.69
RAIL FOR LONDON LIMITED,JOHN F HUNT DEMOLITION LTD,2018-04-09,430162.02
TUBE LINES LTD,SCHWEERBAU GMBH & CO.KG,2018-04-11,430000.00
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-04-03,419422.51
LONDON RIVER SERVICES LTD,CVU JOINT VENTURE,2018-04-03,415845.40
LUL NOMINEE SSL LIMITED,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,410994.82
LUL NOMINEE SSL LIMITED,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,410994.82
LUL NOMINEE SSL LIMITED,INTERSERVE (FACILITIES MGMT) LTD,2018-04-25,410994.82
TFL CORPORATE,KPMG,2018-04-25,406874.06
TFL CORPORATE,GREATER LONDON AUTHORITY,2018-04-11,404027.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2018-04-09,395566.31
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-04-25,389084.34
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-04-25,388417.98
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-04-11,387316.81
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-04-23,380834.55
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,2018-04-03,377586.05
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-04-27,369046.15
TUBE LINES LTD,KONE PLC,2018-04-18,364419.53
LUL NOMINEE BCV LIMITED,INTERSERVE FS (UK) LTD,2018-04-25,361596.70
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,2018-04-25,359750.79
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-04-05,356418.00
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2018-04-11,351790.20
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,2018-04-03,344370.34
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-04-05,338924.04
TFL CORPORATE,BENTLEY SYSTEMS LTD,2018-04-25,338157.00
TFL CORPORATE,BENTLEY SYSTEMS LTD,2018-04-18,337671.00
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-04-27,336208.96
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,336103.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,336103.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,335470.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,335470.00
LUL NOMINEE BCV LIMITED,INTERSERVE FS (UK) LTD,2018-04-09,332156.91
TFL CORPORATE,CAP GEMINI UK PLC,2018-04-25,328095.63
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-04-23,327508.24
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-04-03,324299.25
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-04-18,317003.92
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-04-05,316996.00
DOCKLANDS LIGHT RAILWAY,TEAM SIMOCO LTD,2018-04-25,316936.72
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-04-27,314901.41
RAIL FOR LONDON LIMITED,AXON SOLUTIONS LTD,2018-04-11,314279.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2018-04-03,313727.56
TFL CORPORATE,COMPUTACENTER,2018-04-16,309022.90
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-04-18,305978.98
LONDON UNDERGROUND LTD,DELOITTE,2018-04-11,305546.00
TUBE LINES LTD,LANES GROUP PLC,2018-04-13,305125.20
RAIL FOR LONDON LIMITED,LINSINGER MASCHINENBAU GESELLSCHAFT,2018-04-06,304967.33
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,304123.31
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-04-03,303646.08
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,299819.60
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-04-11,298689.79
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ISLINGTON,2018-04-09,291722.88
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-04-03,291357.30
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,2018-04-25,287608.69
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-04-13,286174.49
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-04-23,284999.09
LUL NOMINEE SSL LIMITED,ARCADIS,2018-04-03,281962.22
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-04-18,276503.31
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-04-03,273753.26
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2018-04-25,273538.98
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-04-25,267126.90
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2018-04-25,263991.59
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,2018-04-27,263392.85
SURFACE TRANSPORT CORP,SKANSKA CONTRUCTIONS UK LTD,2018-04-18,262036.53
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,2018-04-25,261007.81
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-04-13,255236.71
SURFACE TRANSPORT CORP,SIEMENS,2018-04-11,254945.34
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2018-04-23,252693.46
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-04-23,251163.96
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,2018-04-03,250739.16
TFL CORPORATE,HP INC UK LTD,2018-04-18,249021.88
TFL CORPORATE,HP INC UK LTD,2018-04-23,249021.88
SURFACE TRANSPORT CORP,MORGAN SINDALL CONST. & INFRAS. LTD,2018-04-03,247871.97
LONDON BUS SERVICES LTD,TRAVEL LONDON (WEST) LTD,2018-04-03,246290.00
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-04-23,244845.01
TFL CORPORATE,VCCP GROUP LLP,2018-04-11,236000.00
TRANSPORT TRADING LTD,SODEXO LTD,2018-04-18,235843.00
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2018-04-11,233794.64
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-04-13,232033.37
TFL CORPORATE,"THALES CANADA, TRANSPORTATION SOLUT",2018-04-10,231360.00
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,2018-04-11,228583.33
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2018-04-16,228026.26
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-04-05,227772.00
TUBE LINES LTD,AURORA LIFTS LTD,2018-04-05,226838.01
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2018-04-13,224462.44
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,223069.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,223069.00
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-04-05,221684.08
RAIL FOR LONDON LIMITED,ARCADIS,2018-04-18,221637.06
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-04-03,220770.00
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-04-18,220636.06
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-09,219360.30
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,219209.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-04-16,219209.00
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-04-11,216740.72
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2018-04-18,215853.13
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-04-25,214616.36
TRANSPORT TRADING LTD,SSE CONTRACTING,2018-04-23,214448.72
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,2018-04-25,213230.27
TFL CORPORATE,TURNER & TOWNSEND LLP,2018-04-25,212932.78
TFL CORPORATE,LINKEDIN IRELAND UNLIMITED COMPANY,2018-04-04,212611.52
TFL CORPORATE,JACOBS ENGINEERING UK LTD,2018-04-25,212309.00
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-04-25,211894.60
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,2018-04-13,211574.97
TUBE LINES LTD,AURORA LIFTS LTD,2018-04-20,211175.81
LONDON UNDERGROUND LTD,SPENCE LIMITED,2018-04-03,209801.97
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-04-23,206726.34
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,2018-04-11,204940.21
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-04-25,201175.76
TFL CORPORATE,VCCP GROUP LLP,2018-04-11,200000.00
TFL CORPORATE,GREATER LONDON AUTHORITY,2018-04-11,200000.00
SURFACE TRANSPORT CORP,PINSENT MASONS,2018-04-18,200000.00
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-04-11,199622.81
TFL CORPORATE,COMPUTACENTER,2018-04-25,199442.69
TFL CORPORATE,VCCP GROUP LLP,2018-04-16,199112.50
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-04-03,199031.65
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-04-05,195732.86
TFL CORPORATE,PROBRAND LTD,2018-04-18,195350.00
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-04-25,193548.13
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-04-18,193108.00
SURFACE TRANSPORT CORP,SIEMENS,2018-04-11,192197.81
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-04-03,190255.62
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-04-05,188294.45
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-04-25,187260.49
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-04-23,186237.49
LONDON UNDERGROUND LTD,CASTLE WATER LIMITED,2018-04-03,185718.69
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-04-23,184768.33
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,2018-04-03,184129.00
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-04-03,183708.24
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2018-04-16,181823.32
LONDON UNDERGROUND LTD,EMICO LTD,2018-04-16,179044.23
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,2018-04-18,178405.35
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2018-04-25,178310.13
LONDON BUS SERVICES LTD,O2 UK LTD,2018-04-25,177120.00
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,2018-04-18,175960.30
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-04-25,175904.67
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-03,175188.64
TUBE LINES LTD,MORSON HUMAN RESOURCES LTD,2018-04-13,174253.60
TRANSPORT TRADING LTD,EDF ENERGY,2018-04-25,173052.64
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-04-11,172676.79
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-04-20,171875.00
TFL CORPORATE,O2 UK LTD,2018-04-11,170764.50
TFL CORPORATE,O2 UK LTD,2018-04-11,170682.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2018-04-05,170480.21
TUBE LINES LTD,ENGIE SERVICES LTD,2018-04-11,167791.29
TFL CORPORATE,ERNST & YOUNG LLP,2018-04-18,167500.00
TFL CORPORATE,ERNST & YOUNG LLP,2018-04-23,167500.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2018-04-09,165668.60
TFL CORPORATE,O2 UK LTD,2018-04-11,165394.50
TRANSPORT TRADING LTD,OUTDOOR PLUS LIMITED,2018-04-03,164676.80
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-04-25,163647.60
TFL CORPORATE,COMPUTACENTER,2018-04-25,162915.00
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,2018-04-11,161916.67
TFL CORPORATE,COMPUTACENTER,2018-04-25,161700.00
TRANSPORT TRADING LTD,ITSO LIMITED,2018-04-26,161663.25
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2018-04-05,160870.28
LUL NOMINEE SSL LIMITED,WINGATE ELECTRICAL PLC,2018-04-23,160688.86
SURFACE TRANSPORT CORP,CORPORATION OF LONDON,2018-04-03,160507.41
TFL CORPORATE,VCCP GROUP LLP,2018-04-11,160000.00
TFL CORPORATE,VCCP GROUP LLP,2018-04-03,160000.00
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-04-03,159142.68
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-04-03,158970.91
LUL NOMINEE SSL LIMITED,NETWORK RAIL,2018-04-09,158738.68
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-04-18,158273.24
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-04-27,158053.98
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-04-11,157000.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2018-04-05,156917.07
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-04-11,156102.75
LONDON UNDERGROUND LTD,M J QUINN INTEGRATED SERVICES,2018-04-03,155956.06
LUL NOMINEE SSL LIMITED,EMICO LTD,2018-04-11,155838.54
LONDON UNDERGROUND LTD,DELATIM LIMITED,2018-04-11,155283.03
LONDON UNDERGROUND LTD,ABM FACILITY SERVICES UK LTD,2018-04-25,154648.02
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,2018-04-25,154200.44
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-04-11,153666.02
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,2018-04-18,152181.15
TFL CORPORATE,DELOITTE,2018-04-11,151236.50
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-04-05,150396.04
TFL CORPORATE,WILKINSON EYRE ARCHITECTS,2018-04-06,150000.00
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2018-04-25,150000.00
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-04-25,148321.10
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-04-11,147437.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-04-05,146718.00
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2018-04-11,144582.00
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-04-03,144422.94
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,2018-04-03,143186.45
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2018-04-25,142934.25
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-04-16,142846.32
TRANSPORT TRADING LTD,COMPUTACENTER,2018-04-25,142471.68
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2018-04-25,140911.12
