Organisational Unit,Benificiary Name,Payment Date,Amount
LONDON UNDERGROUND LTD,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-23,945628.63
LONDON BUS SERVICES LTD,TRAVEL LONDON (WEST) LTD,2018-05-25,887576.47
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-02,886765.30
LONDON UNDERGROUND LTD,HOCHTIEF (UK) CONSTRUCTION LTD,2018-05-23,868761.59
CYCLE HIRE SCHEME,SERCO LTD,2018-05-21,838181.79
RAIL FOR LONDON LIMITED,ARCADIS,2018-05-23,802180.85
TFL CORPORATE,NETWORK RAIL,2018-05-04,786134.67
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-05-04,776900.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,2018-05-21,764078.22
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-23,727755.75
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2018-05-01,727029.02
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-05-25,724819.83
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-05-16,710887.43
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,2018-05-21,689560.21
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,2018-05-25,661930.63
LONDON UNDERGROUND LTD,BECHTEL LIMITED,2018-05-14,645435.34
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,2018-05-16,635295.67
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,2018-05-25,612810.41
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2018-04-30,580203.00
LONDON UNDERGROUND LTD,SIEMENS,2018-05-04,579248.44
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,2018-04-30,575049.14
DOCKLANDS LIGHT RAILWAY,OTIS LIMITED,2018-05-23,569477.65
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-23,563203.98
RAIL FOR LONDON LIMITED,HOCHTIEF (UK) CONSTRUCTION LTD,2018-05-23,552464.40
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-05-25,549197.80
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-05-16,538142.35
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-05-04,527901.00
LONDON UNDERGROUND LTD,EDF ENERGY,2018-05-04,525170.29
SURFACE TRANSPORT CORP,EDF ENERGY,2018-05-25,521703.29
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,518601.18
TUBE LINES LTD,INTERSERVE,2018-05-08,512482.16
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-05-04,509732.08
SURFACE TRANSPORT CORP,AA DRIVETECH,2018-04-30,505052.00
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-05-02,503038.06
TFL CORPORATE,COMPUTACENTER,2018-05-02,499532.79
LONDON RIVER SERVICES LTD,CVU JOINT VENTURE,2018-05-02,499156.84
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,2018-05-23,490751.89
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-05-11,487444.71
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,2018-05-09,477717.00
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-05-25,464790.58
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-05-04,455582.00
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-05-02,455436.53
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2018-05-02,450379.38
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,2018-05-09,446633.46
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-02,440805.36
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,2018-05-14,439611.01
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2018-05-16,436920.46
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,436675.44
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,2018-05-16,435232.32
TUBE LINES LTD,MILWAUKEE COMPOSITES INC,2018-05-17,432774.36
LUL NOMINEE SSL LIMITED,SSE PLC,2018-04-30,424219.40
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,414227.34
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-05-23,411977.44
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-05-23,409284.75
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-05-02,397995.07
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-09,397123.22
LONDON BUS SERVICES LTD,BALLARD POWER SYSTEMS INC.,2018-05-11,396124.98
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,2018-05-02,393923.98
LONDON UNDERGROUND LTD,COSTAIN LTD,2018-05-23,392821.35
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAMM& FULHAM,2018-04-30,391802.29
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-05-25,388342.98
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2018-05-23,385577.45
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-05-25,369811.86
TRANSPORT TRADING LTD,ABM FACILITY SERVICES UK LTD,2018-05-23,364202.13
TRANSPORT TRADING LTD,ABM FACILITY SERVICES UK LTD,2018-04-30,351320.62
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2018-05-14,349263.86
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,2018-05-04,344370.34
LONDON UNDERGROUND LTD,JACOBS ENGINEERING UK LTD,2018-05-09,342451.65
TFL CORPORATE,ATKINS LIMITED,2018-05-23,337341.57
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-05-14,333677.13
LUL NOMINEE SSL LIMITED,SKANSKA CONTRUCTIONS UK LTD,2018-05-02,329114.80
TFL CORPORATE,CAP GEMINI UK PLC,2018-05-23,328095.63
SURFACE TRANSPORT CORP,THE ROYAL PARKS,2018-05-21,325000.00
LONDON UNDERGROUND LTD,DELOITTE,2018-05-09,323622.00
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-05-16,320057.59
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-05-16,319193.69
LONDON BUS SERVICES LTD,CVU JOINT VENTURE,2018-05-02,318991.72
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2018-05-16,316797.89
LUL NOMINEE SSL LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-05-21,311439.41
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-23,310555.91
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-05-25,308846.94
TUBE LINES LTD,LANES GROUP PLC,2018-05-18,302353.73
RAIL FOR LONDON LIMITED,AXON SOLUTIONS LTD,2018-05-09,302192.00
TFL CORPORATE,BLOOM PROCUREMENT SERVICES LIMITED,2018-05-16,300795.00
DOCKLANDS LIGHT RAILWAY,VINCI CONSTRUCTION UK LTD,2018-05-23,300000.00
LONDON UNDERGROUND LTD,THAMES WATER,2018-05-23,299849.26
TRANSPORT TRADING LTD,INSIGHT DIRECT UK LIMITED,2018-04-30,295003.52
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-02,285834.68
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-05-25,283590.93
TUBE LINES LTD,MCGINLEY SUPPORT SERVICES LTD,2018-05-04,283567.96
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-21,283450.42
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-05-04,283006.78
TFL CORPORATE,O2 UK LTD,2018-05-09,272483.00
LONDON UNDERGROUND LTD,COSTAIN LTD,2018-04-30,271510.87
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-05-25,270044.53
SURFACE TRANSPORT CORP,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-02,266461.39
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,2018-05-04,264929.11
SURFACE TRANSPORT CORP,SIEMENS,2018-05-23,261720.13
SURFACE TRANSPORT CORP,SUSTRANS LTD,2018-05-14,260975.31
TRANSPORT TRADING LTD,COMPUTACENTER,2018-05-02,260094.40
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,2018-05-21,258734.59
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-04,257190.00
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-05-09,252411.45
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,248853.83
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,2018-05-02,248461.01
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2018-05-25,246118.31
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-05-01,245775.00
TFL CORPORATE,HP INC UK LTD,2018-05-25,244450.14
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-05-04,244000.00
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-05-23,243331.26
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2018-05-09,242722.10
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2018-04-30,241989.04
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,241645.08
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-05-24,241255.59
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2018-05-09,239021.87
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-05-23,235988.29
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,2018-05-09,235300.71
TFL CORPORATE,COMPUTACENTER,2018-05-16,234052.00
LUL NOMINEE SSL LIMITED,ARCADIS,2018-05-04,232699.14
LONDON UNDERGROUND LTD,SIEMENS,2018-05-23,229485.07
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,2018-05-04,229464.95
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-04-30,227772.00
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2018-05-23,223524.96
LONDON BUS SERVICES LTD,TRL LTD,2018-05-21,222962.49
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,2018-05-02,219056.91
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-05-23,218044.25
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-05-01,216500.00
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2018-04-30,215625.50
LUL NOMINEE SSL LIMITED,ARCADIS,2018-05-04,215219.14
SURFACE TRANSPORT CORP,SIEMENS,2018-05-04,214344.32
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-05-16,213899.00
LUL NOMINEE BCV LIMITED,MORSON PROJECTS LIMITED,2018-05-11,213774.10
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2018-05-14,212440.13
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-05-23,210340.28
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,2018-05-01,209450.00
SURFACE TRANSPORT CORP,SUSTRANS LTD,2018-04-30,206871.49
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-14,205277.00
TUBE LINES LTD,AURORA LIFTS LTD,2018-05-23,204799.32
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2018-05-02,203219.35
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-05-21,202635.11
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-05-21,202635.11
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,2018-05-23,201817.00
LONDON UNDERGROUND LTD,U AND I GROUP PLC,2018-05-21,201229.53
LONDON UNDERGROUND LTD,U AND I GROUP PLC,2018-05-17,201229.53
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-04-30,198900.00
SURFACE TRANSPORT CORP,SIEMENS,2018-05-23,197300.18
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2018-05-14,195771.44
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-09,195232.00
RAIL FOR LONDON LIMITED,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-25,194627.33
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-05-23,193010.86
TUBE LINES LTD,LANES GROUP PLC,2018-05-18,192645.33
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2018-05-23,191194.58
TFL CORPORATE,DELOITTE,2018-05-09,189234.50
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,2018-05-23,185000.00
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-05-09,184441.86
LONDON UNDERGROUND LTD,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-16,184209.31
SURFACE TRANSPORT CORP,ROYAL BOROUGH KENSINGTON & CHELSEA,2018-05-09,183483.60
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,2018-05-14,181800.00
RAIL FOR LONDON LIMITED,NETACCESS SOFTWARE LTD,2018-05-02,179397.58
TUBE LINES LTD,MORSON HUMAN RESOURCES LTD,2018-05-25,177311.00
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2018-05-04,176032.32
LONDON UNDERGROUND LTD,LANES GROUP PLC,2018-05-23,175777.74
SURFACE TRANSPORT CORP,CSTS LTD,2018-05-09,175495.63
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2018-05-25,172863.76
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-05-10,171541.45
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2018-04-30,171308.22
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-23,169538.66
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,2018-05-04,169526.00
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-05-25,169103.88
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2018-05-04,168494.60
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2018-05-04,168336.40
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-05-02,168220.52
TFL CORPORATE,ERNST & YOUNG LLP,2018-05-21,167500.00
TUBE LINES LTD,ENGIE SERVICES LTD,2018-05-11,166429.39
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-14,166006.59
LUL NOMINEE SSL LIMITED,LOMBARD,2018-05-14,165719.85
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-05-25,164917.77
LONDON BUS SERVICES LTD,ABM FACILITY SERVICES UK LTD,2018-04-30,162565.45
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-05-14,162347.92
RAIL FOR LONDON LIMITED,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-25,161924.70
TRANSPORT TRADING LTD,ASK,2018-05-10,161700.00
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-05-04,160685.14
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-05-14,159751.94
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-05-02,159326.64
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-05-25,159120.67
TFL CORPORATE,MOTT MACDONALD LIMITED,2018-05-23,158620.27
LUL NOMINEE SSL LIMITED,CH2M HILL UNITED KINGDOM,2018-05-14,158565.24
LUL NOMINEE SSL LIMITED,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-23,158506.86
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-05-09,158273.13
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-04,157241.98
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2018-04-30,156909.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-04-30,155870.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-04-30,155870.00
LONDON BUS SERVICES LTD,TRL LTD,2018-05-14,155019.77
LUL NOMINEE SSL LIMITED,DESIGN RATIONALE,2018-05-18,154271.75
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-02,154264.33
TFL CORPORATE,KPMG,2018-05-14,153810.00
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-04-30,153026.26
LUL NOMINEE SSL LIMITED,T.R.I. CONTRACTING SERVICES LTD,2018-05-15,152629.39
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,2018-05-23,151852.16
LUL NOMINEE SSL LIMITED,FOURWAY COMMUNICATION LTD,2018-05-10,150688.42
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-05-23,150000.00
TFL CORPORATE,LB BEXLEY,2018-05-23,150000.00
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-05-21,149405.98
TFL CORPORATE,MOTT MACDONALD LIMITED,2018-05-02,149072.91
LUL NOMINEE BCV LIMITED,MARL INTERNATIONAL LTD,2018-05-04,148660.23
LUL NOMINEE SSL LIMITED,WINGATE ELECTRICAL PLC,2018-05-04,147641.88
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD,2018-05-02,147135.41
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-04-30,146718.00
LUL NOMINEE SSL LIMITED,CH2M HILL UNITED KINGDOM,2018-05-23,146278.13
TFL CORPORATE,ATKINS LIMITED,2018-05-23,146084.18
SURFACE TRANSPORT CORP,CAPITAL PROPERTY & INFRASTRUCTURE L,2018-05-23,145705.27
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-04,145247.00
LONDON UNDERGROUND LTD,SRL COUNTERTECH,2018-05-03,144410.97
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-02,143549.69
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,2018-05-04,142572.42
LONDON UNDERGROUND LTD,PROBRAND LTD,2018-05-09,142479.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-05-16,142359.84
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2018-05-04,142260.00
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,2018-05-04,141588.72
RAIL FOR LONDON LIMITED,MORGAN SINDALL CONST. & INFRAS. LTD,2018-05-09,140597.26
LONDON UNDERGROUND LTD,MATRIX CONTROL SOLUTIONS LTD,2018-05-25,139923.25
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2018-05-09,137943.75
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-05-21,137349.27
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,2018-05-09,136980.81
SURFACE TRANSPORT CORP,HOCHTIEF (UK) CONSTRUCTION LTD,2018-05-23,136776.71
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-05-25,135811.00
