Organisational Unit,Benificiary Name,Payment Date,Amount
RAIL FOR LONDON LIMITED,BAM NUTTALL LTD,2017-06-26,286619.48
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,2017-06-28,284206.90
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-07-03,284127.86
SURFACE TRANSPORT CORP,EDF ENERGY,2017-07-12,280932.72
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,2017-07-10,277233.41
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-07-05,275758.16
TRANSPORT TRADING LTD,EDF ENERGY,2017-07-19,274912.49
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-07-03,271391.19
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2017-07-10,269433.37
TUBELINES LTD,MCGINLEY SUPPORT SERVICES LTD,2017-07-14,269395.29
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2017-06-28,268344.43
TUBELINES LTD,M J QUINN INTEGRATED SERVICES,2017-07-19,268147.85
PUBLIC CARRIAGE OFFICE,NSL LTD,2017-06-28,267704.86
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-07-05,265859.95
LUL NOMINEE BCV LIMITED,HUBER & SUHNER (UK) LTD,2017-07-19,265057.22
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2017-06-28,264660.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-03,264596.78
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,2017-07-03,262481.55
TFL CORPORATE,TMP (UK) LTD,2017-06-26,261760.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-06-29,261476.00
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2017-07-12,261399.87
TUBELINES LTD,ISS FACILITY SERVICES LTD,2017-06-30,261398.06
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,2017-07-05,259819.69
TFL CORPORATE,PROBRAND LTD,2017-06-26,257384.08
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,2017-07-19,255001.13
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-12,254242.00
TUBELINES LTD,KONE PLC,2017-07-12,250796.51
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,250631.51
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,2017-06-28,248657.34
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-07-19,247013.00
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-07-17,246798.00
TUBELINES LTD,M J QUINN INTEGRATED SERVICES,2017-07-19,244242.01
SURFACE TRANSPORT CORP,ASHURST LLP,2017-07-05,242732.00
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,241989.04
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,241989.04
TRANSPORT TRADING LTD,SODEXO LTD,2017-06-27,240738.00
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-07-07,239178.34
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,2017-07-17,239134.31
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-12,238517.00
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2017-07-19,238497.16
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-07-05,237880.11
TRANSPORT TRADING LTD,SODEXO LTD,2017-07-03,237044.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-06-26,236919.98
TUBELINES LTD,THALES RAIL SIGNALLING SOLUTIONS,2017-07-19,235535.59
SURFACE TRANSPORT CORP,EDF ENERGY,2017-07-17,233670.83
SURFACE TRANSPORT CORP,SIEMENS,2017-07-12,232856.49
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-06-30,232825.43
LONDON UNDERGROUND LTD,EDF ENERGY,2017-07-03,229292.36
LONDON UNDERGROUND LTD,NORTON ROSE FULBRIGHT,2017-06-26,228459.96
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-07-19,228113.95
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-05,222912.60
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2017-06-29,221556.00
LONDON UNDERGROUND LTD,ATKINS LIMITED,2017-07-19,220791.06
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2017-06-26,213812.18
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2017-07-05,212081.65
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-07-17,210747.54
LONDON BUS SERVICES LTD,ISS FACILITY SERVICES LTD,2017-06-26,210619.36
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2017-07-19,209749.09
SURFACE TRANSPORT CORP,O2 UK LTD,2017-07-12,206765.34
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-07-05,206445.98
TFL CORPORATE,SENTRUM IV LIMITED,2017-07-05,205421.04
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2017-07-03,204678.64
RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,2017-06-28,203429.83
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2017-07-18,202536.03
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-06-26,202262.45
SURFACE TRANSPORT CORP,EDF ENERGY,2017-07-12,200667.18
TRANSPORT TRADING LTD,OUTDOOR PLUS LIMITED,2017-07-19,200447.00
TFL CORPORATE,SALESFORCE,2017-07-06,198471.48
LONDON UNDERGROUND LTD,TRENITALIA C2C LIMITED,2017-07-10,196643.52
LONDON UNDERGROUND LTD,AON UK LTD,2017-07-10,195767.11
LONDON UNDERGROUND LTD,EDF ENERGY,2017-07-19,194982.82
RAIL FOR LONDON LIMITED,DYER & BUTLER LTD,2017-07-05,193980.64
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2017-07-05,192326.30
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2017-06-26,192147.00
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-06-28,192092.76
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,2017-07-19,190391.74
TFL CORPORATE,REWARD GATEWAY (UK) LTD,2017-07-11,190116.67
PUBLIC CARRIAGE OFFICE,NSL LTD,2017-07-19,190020.49
TFL CORPORATE,GALLAGHER BASSETT INT LTD,2017-07-12,186416.60
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,2017-07-19,186324.34
LUL NOMINEE SSL LIMITED,SYDAC LIMITED,2017-06-29,182600.00
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,2017-06-26,181551.96
TRANSPORT TRADING LTD,CARLISLE SECURITY SERVICES LTD,2017-07-17,177459.49
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,177426.37
RAIL FOR LONDON LIMITED,SNC-LAVALIN RAIL & TRANSIT LTD,2017-07-05,177094.08
TUBELINES LTD,MORSON HUMAN RESOURCES LTD,2017-07-05,175070.20
SURFACE TRANSPORT CORP,CSTS LTD,2017-07-12,174096.83
SURFACE TRANSPORT CORP,SKANSKA CONTRUCTIONS UK LTD,2017-06-28,173583.63
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-03,173410.25
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-07-12,172889.56
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,171308.22
SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,2017-07-19,171308.22
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-06-28,171264.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-06-26,170399.63
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-06-26,167688.03
LUL NOMINEE SSL LIMITED,T.R.I. CONTRACTING SERVICES LTD,2017-07-12,165033.78
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-07-12,164601.12
LONDON UNDERGROUND LTD,AON UK LTD,2017-07-10,164160.03
TFL CORPORATE,COMPUTACENTER,2017-07-19,162105.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2017-06-29,159518.00
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2017-07-19,157000.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-06-26,155016.04
LONDON UNDERGROUND LTD,KN NETWORK SERVICES LTD,2017-07-12,154529.60
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-14,153242.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-14,153242.00
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2017-07-19,150777.57
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2017-07-19,150491.10
TUBELINES LTD,KONE PLC,2017-06-30,150039.88
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-07-12,147617.05
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2017-06-28,147572.91
LONDON UNDERGROUND LTD,CH2M HILL UNITED KINGDOM,2017-06-26,147546.04
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,2017-07-03,147189.11
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2017-07-19,145668.38
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-07-03,144608.81
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-10,143955.80
TUBELINES LTD,AMEY LUL 2 LIMITED,2017-06-30,143790.48
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-06-29,142714.00
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-06-30,142416.09
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-03,141690.06
