Organisational Unit,Benificiary Name,Payment Date,Amount
SURFACE TRANSPORT CORP,WESTMINSTER COUNCIL,2018-06-25,512537.49
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-07-06,506032.17
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,2018-07-18,505190.15
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,2018-07-02,503527.00
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,2018-06-28,495540.00
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-07-02,491852.17
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HOUNSLOW,2018-07-02,480000.00
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-06-27,474454.66
LONDON BUS SERVICES LTD,CT PLUS LIMITED,2018-07-20,468188.10
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2018-06-27,460769.61
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2018-07-09,455003.15
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-06-29,448593.00
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-07-04,447995.62
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-06-25,439423.73
TFL CORPORATE,COMPUTACENTER,2018-06-27,436123.02
TFL CORPORATE,COMPUTACENTER,2018-06-27,429197.95
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-06-27,418073.72
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-07-04,408370.71
LUL NOMINEE SSL LIMITED,MORGAN SINDALL  PLC,2018-07-18,398968.75
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-07-09,398198.00
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,2018-06-29,396800.00
SURFACE TRANSPORT CORP,WSP UK LTD,2018-06-27,388389.12
PUBLIC CARRIAGE OFFICE,NSL LIMITED,2018-06-27,384147.98
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-07-09,380375.00
LUL NOMINEE BCV LIMITED,INTERSERVE,2018-06-27,377654.89
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,2018-07-20,368815.35
TRANSPORT TRADING LTD,GBM SERVICES LTD,2018-07-18,364119.04
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,2018-06-25,351943.13
TRANSPORT TRADING LTD,WORKMAN LLP - CHORLEY CENTRAL,2018-07-20,350191.78
LONDON UNDERGROUND LTD,KONE PLC,2018-06-27,341573.28
LUL NOMINEE SSL LIMITED,KIROW ARDELT GMBH,2018-07-06,338875.74
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,2018-07-18,335189.01
LUL NOMINEE BCV LIMITED,INTERSERVE,2018-07-18,331535.07
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2018-06-25,331228.16
LONDON UNDERGROUND LTD,SERVICE SUPPORT (BTP) LTD,2018-07-04,330287.07
TFL CORPORATE,CAP GEMINI UK PLC,2018-06-25,328095.63
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,2018-07-20,316739.77
LONDON UNDERGROUND LTD,KONE PLC,2018-07-18,316243.61
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-07-11,314371.17
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2018-07-02,312527.07
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-06-25,303024.46
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,2018-06-27,300940.71
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-06-29,300596.85
TFL CORPORATE,QINETIQ COMMERCE DECISIONS LTD.,2018-07-11,300000.00
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-11,298340.59
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-07-16,297250.10
LONDON UNDERGROUND LTD,LANES GROUP PLC,2018-07-18,294296.16
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-06-27,285071.23
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,2018-07-09,285030.48
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,2018-07-11,284476.38
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,2018-07-18,284087.62
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2018-07-09,279331.64
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,2018-07-09,279331.64
LONDON UNDERGROUND LTD,KONE PLC,2018-06-25,274694.46
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-18,268958.32
DOCKLANDS LIGHT RAILWAY,EKSPAN,2018-07-13,263829.60
TRANSPORT TRADING LTD,BAA BUSINESS SUPPORT CENTR LTD,2018-06-27,261570.27
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-07-04,260983.39
LONDON UNDERGROUND LTD,SIEMENS,2018-07-18,259678.29
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-09,259163.87
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-18,258697.09
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2018-06-25,258171.86
TFL CORPORATE,SAP UK LTD,2018-06-27,255488.00
TFL CORPORATE,PROBRAND LTD,2018-07-04,252954.89
LONDON UNDERGROUND LTD,EDF ENERGY,2018-07-16,250973.68
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-07-11,247749.88
TFL CORPORATE,DELOITTE,2018-07-11,245545.00
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,2018-06-27,244049.48
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,2018-07-18,243637.38
TRANSPORT TRADING LTD,SODEXO LIMITED,2018-07-11,240662.00
TFL CORPORATE,DAISY COMMUNICATIONS LTD,2018-07-18,240597.86
TRANSPORT TRADING LTD,SODEXO LIMITED,2018-07-11,237446.00
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-07-20,236454.12
TRANSPORT TRADING LTD,JOURNEYCALL LTD,2018-07-18,235267.32
TFL CORPORATE,TURNER & TOWNSEND LLP,2018-06-27,231188.00
SURFACE TRANSPORT CORP,EDF ENERGY,2018-07-02,229604.75
TRANSPORT TRADING LTD,OUTDOOR PLUS LIMITED,2018-07-17,227896.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-06-27,227772.00
LUL NOMINEE SSL LIMITED,JOHN F HUNT DEMOLITION LTD,2018-07-02,221641.53
TFL CORPORATE,ASPERITY EMPLOYEE BENEFITS LTD,2018-07-13,221333.33
LUL NOMINEE SSL LIMITED,VAE UK LIMITED,2018-06-27,220383.75
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-07-18,218044.25
LONDON UNDERGROUND LTD,ALBA POWER LIMITED,2018-07-18,216722.81
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2018-07-18,215007.07
DOCKLANDS LIGHT RAILWAY,THALES RAIL SIGNALLING SOLUTIONS,2018-06-28,213540.00
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,2018-07-02,213491.84
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-07-20,212752.18
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-07-02,212726.47
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,2018-07-19,212222.56
LONDON BUS SERVICES LTD,EDF ENERGY,2018-07-02,209691.36
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-07-09,206736.48
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-06-25,203869.34
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-06-27,203162.36
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-18,202851.07
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-07-16,202635.11
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-07-11,202621.54
LONDON UNDERGROUND LTD,OCL RAIL LTD,2018-07-16,200921.19
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2018-06-27,195929.66
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,2018-06-27,195291.36
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-07-11,194231.72
LUL NOMINEE SSL LIMITED,INTERSERVE,2018-06-27,194159.59
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2018-07-09,193962.45
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-09,191938.69
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,2018-07-02,191426.37
SURFACE TRANSPORT CORP,ATKINS LIMITED,2018-06-27,190755.71
LUL NOMINEE SSL LIMITED,ERIKS  EMS,2018-07-11,189335.46
LUL NOMINEE BCV LIMITED,POD-TRAK LTD,2018-07-04,188635.79
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-27,187044.00
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,2018-06-25,185066.14
SURFACE TRANSPORT CORP,ATKINS LIMITED,2018-07-18,184926.44
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,2018-07-18,183440.00
LONDON BUS SERVICES LTD,TAIT EUROPE LTD,2018-07-18,182377.14
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-06-27,181832.12
TRANSPORT TRADING LTD,EXCEET CARD AUSTRIA GMBH,2018-07-06,181800.00
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,2018-07-11,181796.44
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-06-27,181161.74
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-16,179978.75
TFL CORPORATE,DELOITTE,2018-07-11,179567.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF SUTTON,2018-07-02,179479.32
SURFACE TRANSPORT CORP,EDF ENERGY,2018-07-09,178851.01
LONDON UNDERGROUND LTD,COSTAIN LTD,2018-07-18,177446.32
LONDON UNDERGROUND LTD,KONE PLC,2018-06-27,175708.63
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,2018-07-04,174164.52
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,2018-06-27,174026.25
DOCKLANDS LIGHT RAILWAY,CH2M HILL UNITED KINGDOM,2018-07-18,173945.39
TFL CORPORATE,EVERSHEDS,2018-07-16,173592.70
TFL CORPORATE,O2 UK LTD,2018-07-18,172394.00
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-07-11,171925.00
TFL CORPORATE,O2 UK LTD,2018-07-18,171258.00
TFL CORPORATE,O2 UK LTD,2018-07-18,170442.00
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-07-02,170055.24
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-07-11,169541.01
LUL NOMINEE SSL LIMITED,LOMBARD,2018-07-18,169237.27
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2018-06-27,169028.42
LONDON UNDERGROUND LTD,KONE PLC,2018-07-11,167902.04
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-07-16,166206.46
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-06-27,163405.00
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-07-20,162838.73
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-07-16,162441.83
TRANSPORT TRADING LTD,ASK,2018-06-25,161700.00
TRANSPORT TRADING LTD,ASK,2018-06-25,161700.00
TRANSPORT TRADING LTD,ASK,2018-07-06,161700.00
TRANSPORT TRADING LTD,ASK,2018-07-03,161700.00
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,2018-07-18,158885.67
TFL CORPORATE,SAP UK LTD,2018-07-18,158803.00
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,2018-07-18,158763.00
TFL CORPORATE,GFK NOP LTD,2018-06-25,158437.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2018-06-27,156909.00
LONDON UNDERGROUND LTD,KONE PLC,2018-07-11,156539.67
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-07-11,156532.75
TFL CORPORATE,MEDIAEDGE,2018-07-02,156437.27
SURFACE TRANSPORT CORP,SUSTRANS LTD,2018-06-27,155946.56
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-06-27,155475.13
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-06-27,151144.28
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-07-04,150476.61
LONDON UNDERGROUND LTD,K & L GATES,2018-07-05,150453.40
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,2018-07-04,150372.68
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,2018-07-18,150000.00
TRANSPORT TRADING LTD,EVERSHEDS,2018-06-27,148265.00
LONDON BUS SERVICES LTD,GBM SERVICES LTD,2018-07-18,147103.86
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-06-27,146718.00
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,2018-07-04,145748.47
LONDON UNDERGROUND LTD,GBM SERVICES LTD,2018-07-18,145440.93
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2018-06-25,144873.26
LONDON UNDERGROUND LTD,K & L GATES,2018-07-05,141901.10
LONDON UNDERGROUND LTD,CASTLE WATER LIMITED,2018-07-09,140533.56
LONDON BUS SERVICES LTD,GLENNY,2018-06-28,140000.00
LONDON UNDERGROUND LTD,KONE PLC,2018-06-27,139426.67
LUL NOMINEE SSL LIMITED,STOCKTON ENGINEERING MANAGEMENT LTD,2018-07-20,137957.50
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,2018-07-17,137268.53
LONDON UNDERGROUND LTD,INSIGHT DIRECT UK LIMITED,2018-06-27,137256.00
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-07-20,137193.42
RAIL FOR LONDON LIMITED,RAIL SAFETY & STANDARDS BOARD,2018-07-11,135363.94
SURFACE TRANSPORT CORP,CSTS LTD,2018-06-27,134799.42
TFL CORPORATE,BPP (FARRINGDON) LTD,2018-07-04,134789.47
TRANSPORT TRADING LTD,THE LEISURE PASS GROUP,2018-06-29,134641.28
TFL CORPORATE,GFK NOP LTD,2018-06-25,133871.50
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-06-25,133548.48
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-07-16,133218.00
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2018-07-02,131925.39
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-07-13,131112.72
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,2018-06-27,130815.00
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-06-27,130730.04
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,2018-06-27,130005.51
