Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,C SPENCER LIMITED,MR Construction Costs,1005\5109337950,22 Jun 2018,"505,982.98",
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,Operational Cleaning,1031\5109339770,20 Jun 2018,"505,090.43",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900040864,08 Jun 2018,"502,945.38",
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance,791426,01 Jun 2018,"501,887.34",
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900040848,08 Jun 2018,"494,296.44",
LONDON BUS SERVICES LTD,STAGECOACH SERVICESLTD,Bus Contract Payments,1006\1900040866,08 Jun 2018,"490,368.23",
TUBE LINES LTD,LANES GROUP PLC,Maintenance,792549,01 Jun 2018,"485,066.70",
LUL NOMINEE BCV LIMITED,INTERSERVE,Track General Maintenance,1033\5109329181,30 May 2018,"484,776.02",
LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,Operator Costs,1007\5109314010,06 Jun 2018,"479,221.53",
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900040905,22 Jun 2018,"466,772.99",
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109327106,20 Jun 2018,"466,432.61",
LONDON BUS SERVICES LTD,TRL LTD,Management & Support Consultancy,1006\5109328974,20 Jun 2018,"465,064.08",
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109329356,30 May 2018,"462,503.05",
SURFACE TRANSPORT CORP,HOCHTIEF UK CONSTRUCTION LTD,Contracted Services - Highway Bridges,1002\5109326427,06 Jun 2018,"462,250.00",
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109317678,11 Jun 2018,"460,800.46",
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900040852,08 Jun 2018,"456,992.62",
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1031\5109325615,18 Jun 2018,"448,682.07",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Civil Engineering Construction Works,1031\5109333736,20 Jun 2018,"428,328.80",
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Computer Hardware,1001\5109321327,06 Jun 2018,"421,975.28",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900055128,30 May 2018,"420,376.71",
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109328919,30 May 2018,"419,681.78",
LUL NOMINEE SSL LIMITED,INTERSERVE,Track General Maintenance,1031\5109329178,30 May 2018,"410,221.71",
LUL NOMINEE SSL LIMITED,INTERSERVE,Security Services (Guards),1031\5109323336,13 Jun 2018,"400,856.67",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109332814,06 Jun 2018,"397,123.22",
LUL NOMINEE SSL LIMITED,F M CONWAY LTD,Civil Engineering Construction Works,1031\5109329806,01 Jun 2018,"386,736.74",
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900040863,08 Jun 2018,"385,468.04",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Civil Engineering Construction Works,1031\5109332966,11 Jun 2018,"376,542.27",
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,Road Maintenance,1002\5109328907,30 May 2018,"372,959.68",
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900040906,22 Jun 2018,"369,941.29",
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109339777,20 Jun 2018,"364,035.69",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WANDSWORTH - BSP,Section 159 Payments,1002\1900055212,30 May 2018,"357,500.00",
TFL CORPORATE,REDSIXTY LIMITED,Manage IT Services,1001\5109332756,05 Jun 2018,"357,059.55",
RAIL FOR LONDON LIMITED,HYDER CONSULTING (UK) LTD,Professional Engineering Services,1020\5109332858,06 Jun 2018,"347,550.71",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Civil Engineering Construction Works,1031\5109312395,06 Jun 2018,"346,275.31",
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Franchise/Concession Fixed Fee,1012\5109324825,06 Jun 2018,"344,370.34",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Civil Engineering Construction Works,1031\5109332935,06 Jun 2018,"343,248.94",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109325179,11 Jun 2018,"336,103.00",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109325174,11 Jun 2018,"335,470.00",
TRANSPORT TRADING LTD,INSTANT OFFICES MANAGED LLP,Commercial Property Rent,1004\1901659024,13 Jun 2018,"335,013.00",
LONDON UNDERGROUND LTD,MATRIX CONTROL SOLUTIONS LTD,MR Construction Costs,1005\5109340708,20 Jun 2018,"333,692.38",
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900040858,08 Jun 2018,"332,904.58",
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109339952,18 Jun 2018,"331,425.69",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109334169,11 Jun 2018,"326,052.70",
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900040908,22 Jun 2018,"319,151.23",
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901659408,20 Jun 2018,"314,102.73",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109329027,30 May 2018,"313,238.27",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS,Borough Services,1002\1900054296,01 Jun 2018,"310,312.28",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109325181,11 Jun 2018,"307,895.18",
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,Building Maintenance & Repairs,1031\5109325617,18 Jun 2018,"305,978.98",
LONDON UNDERGROUND LTD,EVERSHEDS,Planning & Development Consultancy,1005\1900202709,06 Jun 2018,"305,133.03",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109340667,20 Jun 2018,"303,466.80",
TRANSPORT TRADING LTD,ITC PROPERTIES (TOWNSEND HOUSE) COM,Commercial Property Rent,1004\1901659545,21 Jun 2018,"300,000.50",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109324788,13 Jun 2018,"298,615.48",
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,MR Construction Costs,1031\5109333823,11 Jun 2018,"297,219.51",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109334195,20 Jun 2018,"296,808.62",
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109322754,13 Jun 2018,"294,296.16",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109329030,30 May 2018,"293,261.66",
LONDON UNDERGROUND LTD,SPENCE LIMITED,MR Construction Costs,1005\5109329455,31 May 2018,"292,813.19",
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Management & Support Consultancy,1020\5109322873,13 Jun 2018,"292,685.83",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Civil Engineering Construction Works,1031\5109329024,30 May 2018,"292,432.94",
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1020\5109334243,18 Jun 2018,"292,326.93",
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109318423,06 Jun 2018,"276,078.50",
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,Contracted Services - Highway Bridges,1002\5109329873,13 Jun 2018,"273,963.82",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900055106,30 May 2018,"269,129.17",
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,Contracted Services - Roads,1002\5109329353,30 May 2018,"263,024.26",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900055105,30 May 2018,"260,029.09",
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,Purchase of Associates Loan Notes (Activity),1004\1901659516,22 Jun 2018,"259,000.00",
TUBE LINES LTD,INTERSERVE,Security,791224,20 Jun 2018,"256,130.80",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109330775,04 Jun 2018,"253,583.00",
TUBE LINES LTD,SCHWEERBAU GMBH & CO.KG,Hire Plant & Equipment,791428,01 Jun 2018,"253,232.00",
SURFACE TRANSPORT CORP,THE ROYAL PARKS,Contracted Services - Roads,1002\5109289722,30 May 2018,"242,594.84",
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,Purchases from TTL Properties Limited,1006\5109322944,15 Jun 2018,"242,550.00",
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Highway Bridges,1002\5109319063,30 May 2018,"237,861.23",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901659233,31 May 2018,"227,772.00",
TFL CORPORATE,OVE ARUP & PARTNERS LTD,Planning & Development Consultancy,1001\5109303077,06 Jun 2018,"227,591.42",
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Management & Support Consultancy,1020\5109322879,13 Jun 2018,"226,354.35",
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5109339775,19 Jun 2018,"225,706.88",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109334423,20 Jun 2018,"225,312.39",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5109330774,20 Jun 2018,"224,323.57",
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Equipment Repairs & Maintenance,1031\5109332845,06 Jun 2018,"224,250.00",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109324785,13 Jun 2018,"223,069.00",
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900040851,08 Jun 2018,"219,609.39",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109324786,13 Jun 2018,"219,209.00",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Maintenance of Plant & Equipment,1002\5109325961,06 Jun 2018,"217,426.97",
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,Civil Engineering Construction Works,1031\5109329674,01 Jun 2018,"216,512.23",
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Software Maintenance,1001\5109329391,01 Jun 2018,"215,000.00",
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5109328871,05 Jun 2018,"211,645.92",
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109329361,30 May 2018,"209,489.36",
LUL NOMINEE SSL LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1031\5109339282,20 Jun 2018,"208,332.39",
LUL NOMINEE SSL LIMITED,HYDER CONSULTING (UK) LTD,Planning & Development Consultancy,1031\5109330778,18 Jun 2018,"204,747.87",
LONDON UNDERGROUND LTD,OCL RAIL LTD,Civil Engineering Construction Works,1005\5109334425,11 Jun 2018,"204,409.25",
TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,Purchase of Associates Loan Notes (Activity),1004\5109338099,13 Jun 2018,"202,933.36",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5109319192,18 Jun 2018,"202,813.25",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5109329263,30 May 2018,"201,266.77",
LONDON UNDERGROUND LTD,DELOITTE & TOUCHE LLP,Management & Support Consultancy,1005\5109322103,11 Jun 2018,"201,074.50",
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,Civil Engineering Construction Works,1012\5109335779,18 Jun 2018,"200,632.90",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900203280,18 Jun 2018,"199,967.76",
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900040855,08 Jun 2018,"199,786.58",
