Supplier Name,Item Description,Category Family,Invoice GL Date,Spend
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-06,3671097.56
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-25,2969691.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-22,2709613.03
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-20,2031008.66
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,2008795.60
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-24,1574924.82
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-31,1570679.76
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-23,1565611.86
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-06,1397431.51
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-24,1226276.48
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,1191786.69
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,1054084.98
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-15,1028209.18
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-17,1018664.13
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-02,986395.56
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-20,986072.85
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-30,954662.33
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-22,806309.37
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-01,602616.24
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-14,601710.31
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-24,459255.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-24,383421.07
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-02,342980.10
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-28,322044.83
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-23,297019.63
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-02,274974.32
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-21,259986.37
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-22,258946.55
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-01,252123.26
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-24,240305.24
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-13,238115.73
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-06,218959.46
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-07,210842.55
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-17,179950.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-28,160978.71
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,117833.32
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-29,108791.78
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-27,87170.31
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-02,81718.81
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,68286.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-05,59143.12
Siemens Rail Automation Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-16,39762.23
Siemens Rail Automation Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-23,38566.22
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-08,33138.58
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-10,31425.67
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,4941959.58
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-27,2768330.20
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-20,2755223.96
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-21,2381627.15
Carillion Construction Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-16,2307900.09
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-20,1589935.00
Carillion Construction Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-22,1581381.00
Carillion Construction Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-07,1576892.00
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-31,1154894.30
Carillion Construction Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-16,1004131.87
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-02,794312.73
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-02,750000.00
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-02,698183.12
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-01,576046.28
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-20,413533.21
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-20,335116.89
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-27,295094.65
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-08,270674.36
Carillion Construction Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-17,264821.16
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-31,258860.01
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-03-29,257503.33
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-03-20,229006.99
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,214360.49
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-23,212332.17
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-03-16,208187.06
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-20,202516.29
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-03-29,165707.32
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-22,145569.97
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-29,141692.32
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-22,127174.38
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-23,120590.44
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-03-27,105868.44
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,100000.00
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-22,87463.58
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-20,80985.63
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-20,67019.85
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-08,38500.00
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-24,26498.39
EDF Energy Customers Plc,Procurement of utilities to operate the railway,Utilities,2017-03-08,26005644.53
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,2413299.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,2035638.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,1638419.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-23,1602753.02
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,1060585.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,905579.00
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-30,900000.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,895392.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-01,793207.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-01,631892.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,604956.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-12,508905.47
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-14,505114.10
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,458855.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,428416.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,414647.47
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,369919.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,350321.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,323363.82
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,312232.40
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,300000.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,247067.70
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-12,239502.74
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,217296.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,200000.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,185392.17
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-12,181466.55
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-15,174785.91
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,166343.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-23,165947.17
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,164364.08
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-14,157859.64
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-14,149429.06
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,142791.75
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,140672.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,136410.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,132526.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-20,132182.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,121848.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,112000.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,108665.31
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,105329.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,104261.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,98283.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,97111.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,91889.75
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-09,89277.13
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,88570.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-22,86826.95
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-12,86033.40
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-28,84532.94
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,80573.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,79598.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,78241.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-21,74867.81
Amey Rail,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-15,73502.09
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,66360.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,63323.68
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,61737.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,60543.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,60000.78
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,58282.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,57200.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,55185.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,54738.00
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-14,54262.08
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,50538.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,49458.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,45815.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,44160.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,42457.00
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-20,34652.34
Amey Rail,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-01,33974.48
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,33800.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,32665.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,31171.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-28,29440.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,27985.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,25536.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,5131969.07
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-01,2238221.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-08,1245732.12
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,1195957.00
Colas Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-03-22,970561.80
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-23,840642.89
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-08,836252.40
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-03-29,633929.77
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-03-27,633929.77
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-03-08,542307.69
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-03-27,528274.81
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,509457.68
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,500895.00
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-03-08,492048.20
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-01,481950.64
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,381270.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,351432.66
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,350000.00
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-03-27,321688.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-08,303516.35
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-23,300794.97
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,263904.37
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,249749.92
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,245179.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,237373.13
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,177042.57
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-23,167675.40
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,156785.61
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,149785.67
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-21,129044.10
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,128000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-02,125291.74
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-22,111479.72
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,111047.88
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,109180.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,107707.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,105415.75
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,103950.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-01,73910.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-21,73566.59
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,70708.90
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,69003.25
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,68000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,68000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,67556.05
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,63000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-02,62385.20
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,59574.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-23,59113.41
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,57451.16
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,56716.96
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,54723.87
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,54723.87
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,53411.81
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,52836.41
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,51688.96
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,51610.52
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-08,45122.70
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,44000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-29,36839.38
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-16,35603.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-02,34429.46
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-03-22,30095.14
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-27,29648.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-22,27795.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-16,26903.40
Balfour Beatty Rail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-01,5643962.33
Balfour Beatty Rail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-29,4965437.00
Balfour Beatty Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-24,2482201.72
Balfour Beatty Rail Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-23,1154393.25
Balfour Beatty Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-06,995760.64
Balfour Beatty Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-29,904684.19
Balfour Beatty Rail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-03-15,658809.07
Balfour Beatty Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-03-06,520440.91
Balfour Beatty Rail Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-03-16,433662.29
Balfour Beatty Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-02,405210.96
Balfour Beatty Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-03-27,357146.79
