Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-11,A&J KEITH LTD,8543265,revenue,1KR20,M&E Electrical,170326.45
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-11,A&J KEITH LTD,8543266,revenue,1KR20,M&E Electrical,33662.07
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-25,A&J KEITH LTD,8555024,revenue,1KVWC,Minor Works Contracts,37935.97
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-24,A&J KEITH LTD,8553946,revenue,1KVWC,Minor Works Contracts,77376.74
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-18,A&J KEITH LTD,8515576,revenue,1DE49,i4- Quayside NEC,4180.00
"Children, Education and Skills","Dir of Children, Educ & Skills",Revenue Expenditure,2022-02-14,A&S LOCKSMITHS,8542157,revenue,1EPYH,Mill Lane Youth Centre,299.71
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2022-02-04,A&S LOCKSMITHS,8505156,revenue,1E463,Castle Nursery Ryehill,337.5
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-02-15,A&S LOCKSMITHS,8545375,revenue,1KL61,Parks R&M,418.09
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-04,A&S LOCKSMITHS,8505157,revenue,1KEWA,Newington Road East Depot,603.97
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-24,A&S LOCKSMITHS,8553954,revenue,1KVWC,Minor Works Contracts,948.64
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-04,A&S LOCKSMITHS,8527088,revenue,1DY50,Misc Corporate Estates,550.32
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-22,A&S LOCKSMITHS,8542767,revenue,1DY54,Blackfriars,965.31
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-02,A&S LOCKSMITHS,8534735,revenue,1DE50,i6- Charlotte Square NEC,286.95
Place,Development Management,Revenue Expenditure,2022-02-04,A&S LOCKSMITHS,8526888,revenue,1V073,Historic Monuments,349.45
Public Health Service,Public Health,Revenue Expenditure,2022-02-10,A&S LOCKSMITHS,8542158,revenue,1KLHB,Park Lives,353.54
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,A1 FOSTER CARE,8556264,revenue,1MC22,IND Sector Foster Carer Costs,4560.00
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-15,AAA CHEMICALS LTD,8545281,revenue,3KES1,Fleet Stores,968
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-17,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8514176,revenue,1EA15,Newcastle City Learning Main,310
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-24,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8526876,revenue,1EA15,Newcastle City Learning Main,720
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ABBEYFIELD CASTLE FARM,8533301,revenue,1MG20,Residential Care OP,8172.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-23,ABBEYFIELD CASTLE FARM,8553047,revenue,1MR14,COVID 19 Rapid Testing,3251.92
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-28,ABBEYFIELD CASTLE FARM,8556330,revenue,1MR14,COVID 19 Rapid Testing,4863.88
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-24,ABBEYFIELD CASTLE FARM,8554128,revenue,1MR19,NLW Early Implementation 2022,1656.14
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ABBEYFIELD THE GROVE,8533293,revenue,1MG20,Residential Care OP,10897.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-23,ABBEYFIELD THE GROVE,8553053,revenue,1MR14,COVID 19 Rapid Testing,4181.04
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-28,ABBEYFIELD THE GROVE,8556331,revenue,1MR14,COVID 19 Rapid Testing,6541.08
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-24,ABBEYFIELD THE GROVE,8554141,revenue,1MR19,NLW Early Implementation 2022,2208.19
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ABBEYMOOR,8533302,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ABBEYMOOR LIFEWAYS,8533341,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ABBEYMOOR LIFEWAYS,8533341,revenue,1MM20,Residential Care MH,6248.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ABSOLUTE QUALITY CARE,8551261,revenue,1MG50,Home Care-Spot Purchased OP,14776.42
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ABSOLUTE QUALITY CARE,8551261,revenue,1MH50,Home Care PD,3545.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ABSOLUTE QUALITY CARE,8551261,revenue,1MK51,Home Care LD,3363.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ABSOLUTE QUALITY CARE,8551261,revenue,1MM50,Home Care MH,582.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ABSOLUTE QUALITY CARE,8551216,revenue,1MK50,Supported Living LD,9431.08
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-24,ABSOLUTE QUALITY CARE,8554089,revenue,1MR19,NLW Early Implementation 2022,9529.06
Place,Transport,Capital Expenditure,2022-02-04,ACCENT DISTRIBUTION SERVICES,8516713,Capital,2CAPI,Capital Investment,3360.00
Place,Transport,Capital Expenditure,2022-02-04,ACCENT DISTRIBUTION SERVICES,8527517,Capital,2CAPI,Capital Investment,656.4
Public Health Service,Public Health,Revenue Expenditure,2022-02-04,ACCENT DISTRIBUTION SERVICES,8536466,revenue,1KL0I,Outer West Project,2000
Resources,Financial Services,Revenue Expenditure,2022-02-04,ACCENTURE,8501634,revenue,1CF00,Payroll,5329.5
Resources,Financial Services,Revenue Expenditure,2022-02-04,ACCENTURE,8501635,revenue,1CF00,Payroll,6170.15
Resources,Financial Services,Revenue Expenditure,2022-02-17,ACCESS INDEPENDENT,8514018,revenue,1CS00,Revs and Bens Staffing,351
Resources,Financial Services,Revenue Expenditure,2022-02-14,ACCESS INDEPENDENT,8537488,revenue,1CS00,Revs and Bens Staffing,450
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-10,ACORN CARE & EDUCATION LTD,8515659,revenue,1E212,Transport Special,1687.4
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-10,ACORN CARE & EDUCATION LTD,8515660,revenue,1E212,Transport Special,2725.8
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-10,ACORN CARE & EDUCATION LTD,8516661,revenue,1E212,Transport Special,1557.6
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-02-18,ACORN CARE & EDUCATION LTD,8548018,revenue,1E20A,SB Independent Schools,25282.1
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-02-18,ACORN CARE & EDUCATION LTD,8548019,revenue,1E20P,High Needs Post16 Funding,2932.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACORN CARE (NE) LIMITED,8556265,revenue,1MC22,IND Sector Foster Carer Costs,3800
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-25,ACORN DAIRY,8531760,revenue,1KFX2,School Meals Overhead,11797.11
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACORN HOUSE,8556266,revenue,1MC22,IND Sector Foster Carer Costs,3437.6
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-18,ACP,8548009,revenue,1KESW,Fleet & Maintce Internal SLA,3908.6
Resources,Business Management,Revenue Expenditure,2022-02-18,ACP,8548009,revenue,1KSCD,External Vehicle Tracking,1337.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACTION FOR CHILDREN,8556277,revenue,1MC13,Post 18 Staying Put,1392.40
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2022-02-01,ACTION FOR CHILDREN,8533234,revenue,1EEG4,C&FN Inner West,2000.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACTIVE ARK,8556298,revenue,1MC02,Ind Sector Placements,23800
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACTIVE ARK,8556297,revenue,1MC02,Ind Sector Placements,19343.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ACTIVE ARK,8556296,revenue,1MC02,Ind Sector Placements,23800
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-18,AD SERVICES,8547872,revenue,1V616,Lower Steenbergs Yard,800
Operations & Reg Services,Parking,Revenue Expenditure,2022-02-11,ADL BUILDERS NE LTD,8525182,revenue,1V204,Car Parking Infrastructure,350.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-11,ADL BUILDERS NE LTD,8525142,revenue,1DT06,Foundry Lane Industrial Estate,2338
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-11,ADL BUILDERS NE LTD,8525143,revenue,1DT10,Riversdales Court Ind Est,300.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-11,ADL BUILDERS NE LTD,8525140,revenue,1DT10,Riversdales Court Ind Est,2500.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-18,ADL BUILDERS NE LTD,8546575,revenue,1DT10,Riversdales Court Ind Est,650.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-16,ADL BUILDERS NE LTD,8546567,revenue,1DZW4,Bells Close Ind. Est.,400
Place,Commercial Dev & Property,Revenue Expenditure,2022-02-25,ADL BUILDERS NE LTD,8546576,revenue,1DY50,Misc Corporate Estates,600
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-11,AEBI SCHMIDT UK LTD,8512814,revenue,3KES1,Fleet Stores,1219.09
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-11,AEBI SCHMIDT UK LTD,8514614,revenue,3KES1,Fleet Stores,280.68
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-18,AEBI SCHMIDT UK LTD,8525040,revenue,3KES1,Fleet Stores,544.56
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-23,AEBI SCHMIDT UK LTD,8536201,revenue,3KES1,Fleet Stores,1432.75
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-09,AEBI SCHMIDT UK LTD,8509842,revenue,3KES1,Fleet Stores,740.05
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-09,AEBI SCHMIDT UK LTD,8536200,revenue,3KES1,Fleet Stores,391.4
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-25,AEBI SCHMIDT UK LTD,8537235,revenue,3KES1,Fleet Stores,336.22
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-24,AFD SOFTWARE LTD,8553938,revenue,1EA15,Newcastle City Learning Main,2000.00
Place,Transport,Revenue Expenditure,2022-02-11,AGD SYSTEMS LTD,8537464,revenue,1KELH,Traffic Sig Newcastle Maintce,3020.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-23,AKW MEDI-CARE LTD,8553167,revenue,1KVEM,Mechanical Stand Alone Works,943.56
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-25,AKW MEDI-CARE LTD,8554160,revenue,1KR12,DDA,405.64
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-24,AKW MEDI-CARE LTD,8525168,revenue,1KR12,DDA,254.19
Place,Development Management,Revenue Expenditure,2022-02-04,ALAN WILLIAMS ARCHAEOLOGY,8519240,revenue,1V079,Heritage Projects,400.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-25,ALARM SUPPLIES SCOTLAND LTD,8530538,revenue,1KJ42,Security Consultancy,448.5
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-25,ALARM SUPPLIES SCOTLAND LTD,8530539,revenue,1KJ42,Security Consultancy,1381
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-25,ALARM SUPPLIES SCOTLAND LTD,8532120,revenue,1KJ42,Security Consultancy,2250.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALBANY HOUSE  (WHITLEY BAY),8533303,revenue,1MM20,Residential Care MH,2104.12
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-02-11,ALBANYOFFICE FURNITURESOLUTIONS,8527031,revenue,1MX01,Welford Resource Centre LD,525
Resources,Financial Services,Revenue Expenditure,2022-02-04,ALBANYOFFICE FURNITURESOLUTIONS,8501672,revenue,1FF51,Finance,499
Place,Fairer Housing Unit,Capital Expenditure,2022-02-07,ALL FLOORS (SERVICES) LTD,8519610,Capital,2CAPI,Capital Investment,17000.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MG10,Nursing Care OP,64219.99
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MG20,Residential Care OP,76686.42
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MH10,Nursing Care PD,3474.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MH20,Residential Care PD,2724.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MK10,Nursing Care LD,6198.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MM10,Nursing Care MH,51739.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MM20,Residential Care MH,8172.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ALLAN COURT RESIDENTIAL HOME,8533359,revenue,1MG30,Deferred Payments-OP,2724.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-24,ALLAN COURT RESIDENTIAL HOME,8554054,revenue,1MR19,NLW Early Implementation 2022,31892.85
Place,Major Projects,Capital Expenditure,2022-02-04,ALLEN ARCHAEOLOGY,8505169,Capital,2CAPI,Capital Investment,2485.10
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-22,ALLIANCE DISPOSABLES LTD,8549085,revenue,1KFX2,School Meals Overhead,636
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-16,ALLIANCE DISPOSABLES LTD,8514190,revenue,1KFMH,Meals at Home,296.39
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-02-18,ALLIES GROUP LTD,8541062,revenue,1EJ9G,BIPC DCMS Funded Proj,522.5
Operations & Reg Services,Parking,Revenue Expenditure,2022-02-14,ALPHA HOUSE LTD,8508129,revenue,1V204,Car Parking Infrastructure,601.76
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-02-04,ALPHA RECOVERY LTD,8504114,revenue,3KES1,Fleet Stores,720
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-11,AMARI PLASTICS PLC,8516781,revenue,1KVWC,Minor Works Contracts,460.00
Resources,Democratic Services,Revenue Expenditure,2022-02-09,ANDERSON & GARLAND LTD,8524944,revenue,1FN01,Lord Mayors Secretariat,350
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-17,ANDREW SYKES HIRE LIMITED,8505183,revenue,1KR05,District Heating,7428.4
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-17,ANDREW SYKES HIRE LIMITED,8505184,revenue,1KR05,District Heating,7708.4
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-14,ANDREW SYKES HIRE LIMITED,8505167,revenue,1KR05,District Heating,26833
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-14,ANDREW SYKES HIRE LIMITED,8505168,revenue,1KR05,District Heating,3576.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-02-09,ANDTECH SYSTEMS,8506942,revenue,1KJ42,Security Consultancy,400
Resources,ICT,Revenue Expenditure,2022-02-16,ANTALIS MCNAUGHTON LTD,8546597,revenue,1CP17,Digital Printing,477
Resources,ICT,Revenue Expenditure,2022-02-16,ANTALIS MCNAUGHTON LTD,8546599,revenue,1CP17,Digital Printing,2240
Resources,ICT,Revenue Expenditure,2022-02-16,ANTALIS MCNAUGHTON LTD,8546600,revenue,1CP17,Digital Printing,541.2
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-11,APPLE TRANSCRIPTION LIMITED,8510792,revenue,1MD68,Legal Fees Care,287.82
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-15,APPLETON MANOR CARE HOME,8545577,revenue,1MG20,Residential Care OP,2608
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-02-15,APPLETON MANOR CARE HOME,8545577,revenue,1MG20,Residential Care OP,-966.28
City Futures,Policy and Performance,Revenue Expenditure,2022-02-22,APSE,8551805,revenue,1FT83,Climate Change Strategy,700.00
Operations & Reg Services,Local Services,Revenue Expenditure,2022-02-28,ARBORICULTURAL ASSOCIATION,8556650,revenue,1KEHA,Arbor Team,650
City Futures,Communities Team,Revenue Expenditure,2022-02-23,ARC SUSTAINABLE FOOD HUB,8552844,revenue,1FW04,Byker,12560
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-28,ARCADEA,8556466,revenue,1MK60,Ind Day Care LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555005,revenue,1MK51,Home Care LD,232
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555005,revenue,1MK60,Ind Day Care LD,660
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555007,revenue,1MK60,Ind Day Care LD,408.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555016,revenue,1MK60,Ind Day Care LD,488.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555066,revenue,1MK60,Ind Day Care LD,278.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555067,revenue,1MK60,Ind Day Care LD,1232
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555068,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555100,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555102,revenue,1MK60,Ind Day Care LD,531.04
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555151,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555244,revenue,1MK60,Ind Day Care LD,1018.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555008,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-25,ARCADEA,8555006,revenue,1MK60,Ind Day Care LD,1850.8
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-18,ARCO LTD,8518642,revenue,1MC41,Bedeburn Short Break Unit,400.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-02-18,ARCO LTD,8536337,revenue,1KR05,District Heating,447.9
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-02-04,ARMADILLO SYSTEMS,8519814,revenue,1EJ20,City Library and Hub,1600
Place,Transport,Revenue Expenditure,2022-02-11,ARMCON LTD,8543187,revenue,1KEMC,Highways,674.70
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-17,ARNOLD CLARK,8521040,revenue,1KESY,Spot Hires,344.4
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-11,ARNOLD CLARK,8512830,revenue,1KESY,Spot Hires,356.16
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-18,ARNOLD CLARK,8548223,revenue,1KESY,Spot Hires,348.6
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-18,ARNOLD CLARK,8548225,revenue,1KESY,Spot Hires,270
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-18,ARNOLD CLARK,8548226,revenue,1KESY,Spot Hires,356.16
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-10,ARNOLD CLARK,8509849,revenue,1KESY,Spot Hires,339.5
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-23,ARNOLD CLARK,8536215,revenue,1KESY,Spot Hires,334.60
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-16,ARNOLD CLARK,8514626,revenue,1KESY,Spot Hires,334.60
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-09,ARNOLD CLARK,8509164,revenue,1KESY,Spot Hires,334.6
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-25,ARNOLD CLARK,8536219,revenue,1KESY,Spot Hires,356.16
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-25,ARNOLD CLARK,8537266,revenue,1KESY,Spot Hires,334.60
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-03,ARNOLD CLARK,8502182,revenue,1KESY,Spot Hires,344.40
Operations & Reg Services,Operations,Revenue Expenditure,2022-02-24,ARNOLD CLARK,8536217,revenue,1KESY,Spot Hires,339.5
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ARTEMIS DOMICILIARY CARE,8551291,revenue,1MG50,Home Care-Spot Purchased OP,64572.23
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ARTEMIS DOMICILIARY CARE,8551291,revenue,1MH50,Home Care PD,13449.57
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-22,ARTEMIS DOMICILIARY CARE,8551291,revenue,1MM50,Home Care MH,1187.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-23,ARTEMIS DOMICILIARY CARE,8553018,revenue,1MR14,COVID 19 Rapid Testing,12059.32
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-24,ARTEMIS DOMICILIARY CARE,8554090,revenue,1MR19,NLW Early Implementation 2022,10874.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ARTEMIS SUPPORT,8556302,revenue,1MC02,Ind Sector Placements,36216
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-02-28,ARTEMIS SUPPORT,8556301,revenue,1MC02,Ind Sector Placements,22000
Public Health Service,Public Health,Revenue Expenditure,2022-02-07,ASDA STORES LIMITED,8536478,revenue,1ML11,PH - Smoking & Tobacco,365.06
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-02-18,ASHBROOKE SCHOOL,8548016,revenue,1E20A,SB Independent Schools,9535.65
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-02-18,ASHBROOKE SCHOOL,8548017,revenue,1E20P,High Needs Post16 Funding,23619.51
Public Health Service,Public Health,Revenue Expenditure,2022-02-07,ASHCHEM PHARMACY LTD,8536480,revenue,1ML11,PH - Smoking & Tobacco,294.22
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ASHFIELD COURT,8533304,revenue,1MG20,Residential Care OP,2553.32
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-02-01,ASHFIELD COURT,8533304,revenue,1MG20,Residential Care OP,-690.36
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-01,ASHMOLE MINICOACHES,8521093,revenue,1E212,Transport Special,1529.70
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-01,ASHMOLE MINICOACHES,8521175,revenue,1E212,Transport Special,1529.70
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-01,ASHMOLE MINICOACHES,8532092,revenue,1E212,Transport Special,1529.7
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-21,ASHMOLE MINICOACHES,8539095,revenue,1E212,Transport Special,1529.7
"Children, Education and Skills",Education,Revenue Expenditure,2022-02-21,ASHMOLE MINICOACHES,8546592,revenue,1E212,Transport Special,1529.7
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ASHTON COURT CARE HOME,8533344,revenue,1MG10,Nursing Care OP,52249.47
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ASHTON COURT CARE HOME,8533344,revenue,1MG20,Residential Care OP,48750.07
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ASHTON COURT CARE HOME,8533344,revenue,1MH10,Nursing Care PD,750.40
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-02-01,ASHTON COURT CARE HOME,8533344,revenue,1MH20,Residential Care PD,2724.28
