Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-17,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8134217,revenue,1EA15,Newcastle City Learning Main,455
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-10,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8117498,revenue,1EA15,Newcastle City Learning Main,791
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-03,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8114402,revenue,1EA15,Newcastle City Learning Main,326
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ABBEYFIELD CASTLE FARM,8134435,revenue,1MR03,COVID19 Premium Payments,534.18
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYFIELD CASTLE FARM,8132187,revenue,1MG10,Nursing Care OP,3406.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYFIELD CASTLE FARM,8132187,revenue,1MG20,Residential Care OP,8012.64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYFIELD CASTLE FARM,8132187,revenue,1MG30,Deferred Payments-OP,2670.88
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-16,ABBEYFIELD CASTLE FARM,8133530,revenue,1MR07,COVID19 Infection Control Fund,11120.04
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ABBEYFIELD THE GROVE,8134436,revenue,1MR03,COVID19 Premium Payments,667.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYFIELD THE GROVE,8132175,revenue,1MG20,Residential Care OP,10683.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYMOOR,8132188,revenue,1MH10,Nursing Care PD,5901.64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ABBEYMOOR LIFEWAYS,8134437,revenue,1MR03,COVID19 Premium Payments,295.08
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ABBEYMOOR LIFEWAYS,8134439,revenue,1MR03,COVID19 Premium Payments,480.48
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYMOOR LIFEWAYS,8132227,revenue,1MH10,Nursing Care PD,5901.64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ABBEYMOOR LIFEWAYS,8132227,revenue,1MM10,Nursing Care MH,4443.68
Public Health Service,Public Health,Revenue Expenditure,2020-09-28,ABEL ALARM COMPANY LTD,8131222,revenue,1KL0F,Parklife Projects - Leisure,407
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-18,ABILITY PROJECTS LTD,8108475,revenue,1KVEM,Mechanical Stand Alone Works,24461.61
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ABSOLUTE QUALITY CARE,8127694,revenue,1MG50,Home Care-Spot Purchased OP,26353.23
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ABSOLUTE QUALITY CARE,8127694,revenue,1MH50,Home Care PD,6888.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ABSOLUTE QUALITY CARE,8127694,revenue,1MK51,Home Care LD,1552.32
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ABSOLUTE QUALITY CARE,8127694,revenue,1MM50,Home Care MH,452.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ABSOLUTE QUALITY CARE,8127675,revenue,1MK50,Supported Living LD,9246.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ABSOLUTE QUALITY CARE,8130207,revenue,1MR07,COVID19 Infection Control Fund,11258.7
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-11,ABSOLUTE QUALITY CARE,8130905,revenue,1MR03,COVID19 Premium Payments,2007.53
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,ABSOLUTE QUALITY CARE,8116224,revenue,1MR03,COVID19 Premium Payments,2027.36
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-08,ABSOLUTE QUALITY CARE,8127675,revenue,1MK50,Supported Living LD,238.6
Resources,Human Resources,Revenue Expenditure,2020-09-16,ACAS,8133550,revenue,1FP80,Operational HR,525
Place,Transport,Capital Expenditure,2020-09-01,ACCENT DISTRIBUTION SERVICES,8102905,Capital,2CAPI,Capital Investment,1200.00
Resources,Financial Services,Revenue Expenditure,2020-09-25,ACCESS INDEPENDENT,8135785,revenue,1CS00,Revs and Bens Staffing,675.00
Resources,Financial Services,Revenue Expenditure,2020-09-01,ACCESS INDEPENDENT,8115488,revenue,1CR01,Revs and Bens Supp&Svs,852.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-28,ACCOUNTABILITY,8142219,revenue,1MH40,Direct Payments PD,2782
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,ACCOUNTABILITY,8116025,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-07,ACP,8126456,revenue,1KESW,Fleet & Maintce Internal SLA,3628.9
Resources,Business Management,Revenue Expenditure,2020-09-07,ACP,8126456,revenue,1KSCD,External Vehicle Tracking,1409.65
Resources,Financial Services,Revenue Expenditure,2020-09-01,ACS LTD,8115473,revenue,1CS14,Revs & Bens Small Grants,650.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ACTION FOR CHILDREN,8131551,revenue,1MC13,Post 18 Staying Put,1360
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ACTION FOR CHILDREN,8131551,revenue,1MC22,IND Sector Foster Carer Costs,6200
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-18,ACTION ON HEARING LOSS,8135756,revenue,1MR03,COVID19 Premium Payments,2008.27
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ACTIVE ARK,8131569,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ACTIVE ARK,8131570,revenue,1MC02,Ind Sector Placements,18620
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ACTIVE ARK,8131571,revenue,1MC02,Ind Sector Placements,27820.00
Resources,Democratic Services,Revenue Expenditure,2020-09-08,ADARE LTD,8118818,revenue,1FL01,Electoral Registration Unit,337.28
Resources,Democratic Services,Revenue Expenditure,2020-09-03,ADARE LTD,8116061,revenue,1FL01,Electoral Registration Unit,936.00
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2020-09-15,ADT FIRE & SECURITY,8115091,revenue,1VH22,Temporary Accommodation Prem,1987.23
Operations&Regulatory Services,Operations,Capital Expenditure,2020-09-21,ADT FIRE & SECURITY,8126842,Capital,2CAPI,Capital Investment,4351
Operations & Regulatory Services,Operations,Revenue Expenditure,2020-09-18,AEBI SCHMIDT UK LTD,8126044,revenue,3KES1,Fleetmaster Stores Account,493.81
Operations & Regulatory Services,Operations,Revenue Expenditure,2020-09-11,AEBI SCHMIDT UK LTD,8109050,revenue,3KES1,Fleetmaster Stores Account,621.46
Place,Transport,Capital Expenditure,2020-09-23,AECOM,8139173,Capital,2CAPI,Capital Investment,97248.12
Place,Transport,Revenue Expenditure,2020-09-23,AECOM,8139250,revenue,1V091,Air Quality,109428.01
Place,Transport,Revenue Expenditure,2020-09-24,AGD SYSTEMS LTD,8107510,revenue,1KELK,Traffic Sig Gateshead Maintce,1648
Operations & Reg Services,Local Services,Revenue Expenditure,2020-09-29,AGROVISTA UK LTD,8134169,revenue,1KEFA,Grounds Maintenance,437
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-04,AIMRANGE (N.E.) LTD,8110987,revenue,1KR30,Standby,300
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-11,AKW MEDI-CARE LTD,8115179,revenue,1KR12,DDA,377.69
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-01,AKW MEDI-CARE LTD,8111087,revenue,1KR12,DDA,307.44
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALBANY HOUSE  (WHITLEY BAY),8132189,revenue,1MM20,Residential Care MH,3923.12
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2020-09-09,ALBANYOFFICE FURNITURESOLUTIONS,8117192,revenue,1MX01,Welford Resource Centre LD,343.00
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-09,ALBANYOFFICE FURNITURESOLUTIONS,8118264,revenue,1EJ20,City Library and Hub,3530
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-29,ALEXANDRA HOUSE,8143681,revenue,1MG20,Residential Care OP,4424.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,ALEXANDRA HOUSE,8115512,revenue,1MG20,Residential Care OP,4424
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-29,ALEXANDRA HOUSE,8143681,revenue,1MG20,Residential Care OP,1190.8
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-01,ALEXANDRA HOUSE,8115512,revenue,1MG20,Residential Care OP,1190.8
Resources,Business Management,Revenue Expenditure,2020-09-01,ALIGNED ASSETS LTD,8110926,revenue,1KS02,Business Management,8190
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MG10,Nursing Care OP,10367.42
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MG20,Residential Care OP,79511.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MH10,Nursing Care PD,3406.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MK10,Nursing Care LD,4355.11
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MM10,Nursing Care MH,12291.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ALLAN COURT RESIDENTIAL HOME,8132250,revenue,1MM20,Residential Care MH,12130.48
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-22,ALLAN COURT RESIDENTIAL HOME,8138109,revenue,1MH20,Residential Care PD,776.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-22,ALLAN COURT RESIDENTIAL HOME,8138107,revenue,1MM20,Residential Care MH,776.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-22,ALLAN COURT RESIDENTIAL HOME,8138108,revenue,1MM20,Residential Care MH,646.80
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-22,ALLAN COURT RESIDENTIAL HOME,8138110,revenue,1MM20,Residential Care MH,1358.28
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2020-09-25,ALLIANCE DISPOSABLES LTD,8141347,revenue,1KFWC,Welford Day Centre,261.39
Operations & Regulatory Services,Operations,Revenue Expenditure,2020-09-03,ALPHA RECOVERY LTD,8106695,revenue,3KES1,Fleetmaster Stores Account,420
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2020-09-04,ALTIOR HOLDINGS,8118628,revenue,1FRAT,Housing Advice,16402.55
Place,Commercial Dev & Property,Revenue Expenditure,2020-09-04,ANDERSON & GARLAND LTD,8118733,revenue,1V075,Guildhall,430
Corporate Budgets,Corporate Budgets,Revenue Expenditure,2020-09-22,AON HEWITT LIMITED,8138121,revenue,1RB10,Pension Deficit Payments,5100.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,APM CLEANING LTD,8107298,revenue,1MG01,Care Management OP,1333.33
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2020-09-01,APOLLOMAX LTD,8114406,revenue,1MG27,General Resource Centres,1386.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-29,APPLEBY CARE HOME,8143688,revenue,1MG10,Nursing Care OP,3041.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,APPLEBY CARE HOME,8115519,revenue,1MG10,Nursing Care OP,3041.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-29,APPLETON MANOR CARE HOME,8143781,revenue,1MG20,Residential Care OP,2332
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,APPLETON MANOR CARE HOME,8115614,revenue,1MG20,Residential Care OP,2332
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-29,APPLETON MANOR CARE HOME,8143781,revenue,1MG20,Residential Care OP,949.92
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-01,APPLETON MANOR CARE HOME,8115614,revenue,1MG20,Residential Care OP,949.92
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-29,APPLETREE GRANGE,8143758,revenue,1MG20,Residential Care OP,1708.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,APPLETREE GRANGE,8115590,revenue,1MG20,Residential Care OP,4848.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,APPLIED CARE AND DEVELOPMENT LTD,8131595,revenue,1MC02,Ind Sector Placements,19000
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-09,AQA EDUCATION,8129440,revenue,1EM10,Youth offending Team,614.25
Operations & Reg Services,Environment&Public Protection,Revenue Expenditure,2020-09-17,AQUILLA TRAINING SERVICES,8134798,revenue,1D528,Property Licensing,375.00
Operations & Reg Services,Local Services,Revenue Expenditure,2020-09-10,ARBORICULTURAL ASSOCIATION,8129975,revenue,1KEHA,Arbor Team,1070
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-07,ARC ENVIROMENTAL LTD,8126203,revenue,1KR10,Voids,3850.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130161,revenue,1MH60,Day Care PD,1158
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130161,revenue,1MK51,Home Care LD,240.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130162,revenue,1MK51,Home Care LD,112
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130162,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130158,revenue,1MK51,Home Care LD,56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130158,revenue,1MK60,Ind Day Care LD,260.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130170,revenue,1MK51,Home Care LD,80.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130170,revenue,1MK60,Ind Day Care LD,198.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130171,revenue,1MK51,Home Care LD,256.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130171,revenue,1MK60,Ind Day Care LD,992.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130172,revenue,1MK55,Home Care Family/Carer LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130166,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130165,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130163,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130173,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130177,revenue,1MK60,Ind Day Care LD,672.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-10,ARCADEA,8130179,revenue,1MK60,Ind Day Care LD,603.28
Place,Transport,Revenue Expenditure,2020-09-07,ARCO LTD,8107511,revenue,1KEMC,Highways,1572.64
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2020-09-23,ARMAH SWITCHGEAR LTD,8134222,revenue,1KR01,Responsive Maintenance,972
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-14,ARNFIELD CARE LTD,8131584,revenue,1MC02,Ind Sector Placements,17411.52
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-08,ARNOLD CLARK,8106696,revenue,1KESY,Spot Hires,314.02
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-09,ARNOLD CLARK,8106697,revenue,1KESY,Spot Hires,314.02
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-23,ARNOLD CLARK,8114119,revenue,1KESY,Spot Hires,314.02
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-11,ARNOLD CLARK,8114116,revenue,1KESY,Spot Hires,314.02
Operations & Reg Services,Operations,Revenue Expenditure,2020-09-22,ARNOLD CLARK,8113749,revenue,1KESY,Spot Hires,314.02
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ARTEMIS DOMICILIARY CARE,8127731,revenue,1MG50,Home Care-Spot Purchased OP,25219.94
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ARTEMIS DOMICILIARY CARE,8127731,revenue,1MH50,Home Care PD,998.60
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-08,ARTEMIS DOMICILIARY CARE,8127730,revenue,1MG50,Home Care-Spot Purchased OP,550.82
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-07,ARTEMIS DOMICILIARY CARE,8126030,revenue,1MR03,COVID19 Premium Payments,1291.15
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-14,ARTEMIS DOMICILIARY CARE,8131471,revenue,1MR07,COVID19 Infection Control Fund,7221.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ARTEMIS DOMICILIARY CARE,8132754,revenue,1MR03,COVID19 Premium Payments,1253.11
"Children, Education and Skills",Education Schools,Revenue Expenditure,2020-09-10,ASHBROOKE SCHOOL,8130097,revenue,1E20A,SB Independent Schools,11541.01
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ASHFIELD COURT,8134445,revenue,1MR03,COVID19 Premium Payments,250.95
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASHFIELD COURT,8132190,revenue,1MG20,Residential Care OP,5019.08
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-15,ASHFIELD COURT,8132190,revenue,1MG20,Residential Care OP,1432.48
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-28,ASHMOLE MINICOACHES,8137383,revenue,1E212,Transport Special,1405
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-30,ASHMOLE MINICOACHES,8144533,revenue,1E212,Transport Special,1124.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-17,ASHTON COURT CARE HOME,8134515,revenue,1MR03,COVID19 Premium Payments,4615.89
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASHTON COURT CARE HOME,8132232,revenue,1MG10,Nursing Care OP,47966.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASHTON COURT CARE HOME,8132232,revenue,1MG20,Residential Care OP,60322.15
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASHTON COURT CARE HOME,8132232,revenue,1MH20,Residential Care PD,2670.88
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-18,ASKEWS LIBRARY SERVICES LTD,8132736,revenue,1EJ13,Stock Services,665.75
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-15,ASKEWS LIBRARY SERVICES LTD,8132727,revenue,1EJ13,Stock Services,687.45
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-15,ASKEWS LIBRARY SERVICES LTD,8132728,revenue,1EJ13,Stock Services,393.98
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-15,ASKEWS LIBRARY SERVICES LTD,8132729,revenue,1EJ13,Stock Services,819.25
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-15,ASKEWS LIBRARY SERVICES LTD,8132730,revenue,1EJ13,Stock Services,262.97
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118342,revenue,1EJ13,Stock Services,763.9
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118343,revenue,1EJ13,Stock Services,535.03
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118344,revenue,1EJ13,Stock Services,854.38
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118345,revenue,1EJ13,Stock Services,286.37
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118346,revenue,1EJ13,Stock Services,870.02
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118347,revenue,1EJ13,Stock Services,287.88
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118348,revenue,1EJ13,Stock Services,824.06
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118349,revenue,1EJ13,Stock Services,477
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118350,revenue,1EJ13,Stock Services,779.4
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118352,revenue,1EJ13,Stock Services,763.01
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118354,revenue,1EJ13,Stock Services,822.74
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-03,ASKEWS LIBRARY SERVICES LTD,8118358,revenue,1EJ13,Stock Services,325.42
Operations & Reg Services,Community Hubs,Revenue Expenditure,2020-09-16,ASKEWS LIBRARY SERVICES LTD,8132734,revenue,1EJ13,Stock Services,690.29
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-29,ASPECTS HOUSE,8143763,revenue,1MM20,Residential Care MH,3886.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-01,ASPECTS HOUSE,8115595,revenue,1MM20,Residential Care MH,3886.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASPEN COURT,8132229,revenue,1MG10,Nursing Care OP,3383.68
ASC & Integrated Services,Adult Social Care,Revenue Income,2020-09-15,ASPEN COURT,8132229,revenue,1MG10,Nursing Care OP,699.4
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-07,ASPIRE HEALTHCARE LTD,8126029,revenue,1MR03,COVID19 Premium Payments,608.74
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2020-09-15,ASPIRE HEALTHCARE LTD,8132753,revenue,1MR03,COVID19 Premium Payments,608.74
Resources,ICT,Revenue Expenditure,2020-09-28,ASPIRE TECHNOLOGY SOLUTIONS LTD,8136856,revenue,1CX50,Technical Refresh,536.21
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-28,ASSOCIATION OF EDUCATIONAL PSYCHOLOGISTS,8141692,revenue,1E233,Educational Psychology Service,700
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2020-09-16,ATHA DEVELOPMENT NO 2 LTD,8133476,revenue,1MF02,16+ Team,2416.66
Place,Transport,Capital Expenditure,2020-09-09,ATKINS LTD,8129321,Capital,2N401,Capital General,21280
Place,Transport,Capital Expenditure,2020-09-09,ATKINS LTD,8129322,Capital,2N401,Capital General,7838.32
Place,Transport,Capital Expenditure,2020-09-09,ATKINS LTD,8129323,Capital,2N401,Capital General,22459.73
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-04,AURA (NCLE) PROJECT COMPANY LTD,8118754,revenue,1E31G,BSF Phase 1,3108.35
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-04,AURA (NCLE) PROJECT COMPANY LTD,8118753,revenue,1E31G,BSF Phase 1,360.00
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-04,AURA (NCLE) PROJECT COMPANY LTD,8118751,revenue,1E31G,BSF Phase 1,651.63
"Children, Education and Skills",Education,Revenue Expenditure,2020-09-04,AURA (NCLE) PROJECT COMPANY LTD,8118752,revenue,1E31G,BSF Phase 1,21659.25
