Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-01-05,AKW MEDI-CARE LTD,8202690,revenue,1KVWC,Minor Works Contracts,867.35
Operations & Reg Services,Environment&Public Protection,Revenue Expenditure,2021-01-26,ALAN HILLARY EVENTS LTD,8237013,revenue,1D505,COVID Enforcement,4776.80
Corporate Budgets,Corporate Budgets,Revenue Expenditure,2021-01-18,ALARM,8225793,revenue,1RB03,Insurance Provision,582.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-27,ALARM SUPPLIES SCOTLAND LTD,8238306,revenue,1KJ42,Security Consultancy,741.45
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-27,ALARM SUPPLIES SCOTLAND LTD,8238303,revenue,1KJ42,Security Consultancy,1800
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALBANY HOUSE  (WHITLEY BAY),8215810,revenue,1MM20,Residential Care MH,4119.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-19,ALEXANDRA HOUSE,8227247,revenue,1MG20,Residential Care OP,4424.00
ASC & Integrated Services,Adult Social Care,Revenue Income,2021-01-19,ALEXANDRA HOUSE,8227247,revenue,1MG20,Residential Care OP,-1190.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-27,ALLAN COURT RESIDENTIAL HOME,8238331,revenue,1MR07,COVID19 Infection Control Fund,20521.50
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-15,ALLAN COURT RESIDENTIAL HOME,8221508,revenue,1MH20,Residential Care PD,776.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-15,ALLAN COURT RESIDENTIAL HOME,8221506,revenue,1MK10,Nursing Care LD,258.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-15,ALLAN COURT RESIDENTIAL HOME,8221504,revenue,1MM20,Residential Care MH,646.8
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-15,ALLAN COURT RESIDENTIAL HOME,8221505,revenue,1MM20,Residential Care MH,776.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-15,ALLAN COURT RESIDENTIAL HOME,8221507,revenue,1MM20,Residential Care MH,1358.28
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MG10,Nursing Care OP,60409.83
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MG20,Residential Care OP,72450.43
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MH10,Nursing Care PD,3406.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MK10,Nursing Care LD,6077.44
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MM10,Nursing Care MH,8021.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-05,ALLAN COURT RESIDENTIAL HOME,8215867,revenue,1MM20,Residential Care MH,10683.52
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2021-01-08,ALLIANCE DISPOSABLES LTD,8217034,revenue,1EEG1,Community Family Hub - West,308.80
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-20,ALLIANCE DISPOSABLES LTD,8212807,revenue,1KFR1,Kenton School Academy,319.58
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-04,ALLIANCE DISPOSABLES LTD,8212808,revenue,1KFMH,Meals at Home,336.18
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-07,ALLIANCE DISPOSABLES LTD,8203463,revenue,1KFMH,Meals at Home,1523.45
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-01-08,ALLIED EXPOLORATION & GEOTECHNICS LIMITE,8219050,revenue,1KBRM,Sub Contractors R & M,1320
Resources,Financial Services,Revenue Expenditure,2021-01-28,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,8234035,revenue,1CR01,Revs and Bens Supp&Svs,421.9
Resources,Financial Services,Revenue Expenditure,2021-01-06,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,8216990,revenue,1CR01,Revs and Bens Supp&Svs,954.2
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-01-04,ALPHA RECOVERY LTD,8201197,revenue,3KES1,Fleetmaster Stores Account,590
City Futures,"Museums, Arts and Culture",Revenue Expenditure,2021-01-20,AMAR DESIGNS,8228435,revenue,1D506,Events,1400
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-01-28,AMARI PLASTICS PLC,8239341,revenue,1KVWC,Minor Works Contracts,1050
Place,Transport,Revenue Expenditure,2021-01-08,AMARI PLASTICS PLC,8219354,revenue,1KEMC,Highways,577.4
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-01-07,ANCHOR HANOVER GROUP,8218183,revenue,1MX51,VP Housing Support,2216.50
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-29,ANDTECH SYSTEMS,8240535,revenue,1KJ42,Security Consultancy,767.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-14,ANDTECH SYSTEMS,8218757,revenue,1KJ42,Security Consultancy,1290.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-14,ANDTECH SYSTEMS,8218759,revenue,1KJ42,Security Consultancy,1275
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-01-08,ANDTECH SYSTEMS,8218758,revenue,1KJ42,Security Consultancy,1815.4
Public Health Service,Public Health,Revenue Expenditure,2021-01-15,ANS GROUP LTD,8210814,revenue,1MR95,PH - COVID-19 Test and Trace,2500
Resources,ICT,Revenue Expenditure,2021-01-22,ANTALIS MCNAUGHTON LTD,8234053,revenue,1CP17,Digital Printing,481.6
Resources,ICT,Revenue Expenditure,2021-01-22,ANTALIS MCNAUGHTON LTD,8234065,revenue,1CP17,Digital Printing,318.2
Resources,ICT,Revenue Expenditure,2021-01-22,ANTALIS MCNAUGHTON LTD,8234068,revenue,1CP17,Digital Printing,1069.60
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,2021-01-21,ANTHONY COLLINS SOLICITORS,8229045,Capital,2HE01,Capital Citywide,740.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-01-12,APEX ACOUSTICS LTD,8209146,revenue,1KVWC,Minor Works Contracts,700
Place,Commercial Dev & Property,Revenue Expenditure,2021-01-12,APOLLOMAX LTD,8219178,revenue,1DR03,Grainger Market,780
Place,Commercial Dev & Property,Revenue Expenditure,2021-01-04,APOLLOMAX LTD,8213507,revenue,1DQ20,COVID19 - Commercial Recovery,780
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-19,APPLETON MANOR CARE HOME,8227347,revenue,1MG20,Residential Care OP,2332.00
ASC & Integrated Services,Adult Social Care,Revenue Income,2021-01-19,APPLETON MANOR CARE HOME,8227347,revenue,1MG20,Residential Care OP,-949.92
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-19,APPLETREE GRANGE,8227321,revenue,1MG20,Residential Care OP,2424
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-01-07,APPLIED CARE AND DEVELOPMENT LTD,8217685,revenue,1MC02,Ind Sector Placements,2035.71
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-26,ARCADEA,8236945,revenue,1MK60,Ind Day Care LD,527.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240219,revenue,1MH60,Day Care PD,1158.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240218,revenue,1MK51,Home Care LD,56.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240218,revenue,1MK60,Ind Day Care LD,794.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240220,revenue,1MK51,Home Care LD,60
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240220,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240223,revenue,1MK51,Home Care LD,116.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240223,revenue,1MK60,Ind Day Care LD,440
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240227,revenue,1MK55,Home Care Family/Carer LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240221,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240222,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240224,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240225,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240226,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240228,revenue,1MK60,Ind Day Care LD,260
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-29,ARCADEA,8240217,revenue,1MK60,Ind Day Care LD,1056.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217617,revenue,1MH60,Day Care PD,1158
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217619,revenue,1MK51,Home Care LD,64.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217619,revenue,1MK60,Ind Day Care LD,992
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217586,revenue,1MK55,Home Care Family/Carer LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217566,revenue,1MK60,Ind Day Care LD,640.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217564,revenue,1MK60,Ind Day Care LD,794.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217584,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217567,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217621,revenue,1MK60,Ind Day Care LD,260
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217582,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217568,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-07,ARCADEA,8217620,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216857,revenue,1MH60,Day Care PD,1158.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216858,revenue,1MK51,Home Care LD,64
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216858,revenue,1MK60,Ind Day Care LD,992
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216860,revenue,1MK51,Home Care LD,56.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216860,revenue,1MK60,Ind Day Care LD,794.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216861,revenue,1MK51,Home Care LD,60
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216861,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216864,revenue,1MK51,Home Care LD,116
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216864,revenue,1MK60,Ind Day Care LD,440.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216868,revenue,1MK51,Home Care LD,56.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216868,revenue,1MK60,Ind Day Care LD,260.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216867,revenue,1MK55,Home Care Family/Carer LD,366.24
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216862,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216863,revenue,1MK60,Ind Day Care LD,595.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216865,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216866,revenue,1MK60,Ind Day Care LD,397.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-01-06,ARCADEA,8216856,revenue,1MK60,Ind Day Care LD,397.12
Place,Transport,Revenue Expenditure,2021-01-29,ARCHI LIFT DESIGN T/A LIFT DESIGN,8227552,revenue,1KE09,City Bridge,1424
Place,Transport,Revenue Expenditure,2021-01-29,ARCHI LIFT DESIGN T/A LIFT DESIGN,8227553,revenue,1KE09,City Bridge,3556.65
Place,Transport,Revenue Expenditure,2021-01-07,ARCHI LIFT DESIGN T/A LIFT DESIGN,8217791,revenue,1KE09,City Bridge,7883.47
Place,Transport,Revenue Expenditure,2021-01-07,ARCHI LIFT DESIGN T/A LIFT DESIGN,8218058,revenue,1KE09,City Bridge,5877.87
Place,Transport,Revenue Expenditure,2021-01-05,ARCHI LIFT DESIGN T/A LIFT DESIGN,8209209,revenue,1KE09,City Bridge,5787.37
Place,Transport,Revenue Expenditure,2021-01-06,ARCO LTD,8202668,revenue,1KEMC,Highways,339.40
Place,Transport,Revenue Expenditure,2021-01-19,ARCO PROFESSIONAL SAFETY SERVICES,8218785,revenue,1KEMC,Highways,400
