Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Public Health Service,Public Health,Revenue Expenditure,2018-11-08,A&S LOCKSMITHS,7640906,revenue,1KL0F,Parklife Projects - Leisure,1742.63
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2018-11-23,AA GLOBAL LANGUAGES SERVICES LTD,7639797,revenue,1FT08,Translation Unit,726
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2018-11-07,AA GLOBAL LANGUAGES SERVICES LTD,7639793,revenue,1FT08,Translation Unit,48
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2018-11-07,AA GLOBAL LANGUAGES SERVICES LTD,7639795,revenue,1FT08,Translation Unit,285
People,Children's Social Care,Revenue Expenditure,2018-11-23,AA GLOBAL LANGUAGES SERVICES LTD,7639797,revenue,1MC21,Fostering Unit,647
People,Children's Social Care,Revenue Expenditure,2018-11-23,AA GLOBAL LANGUAGES SERVICES LTD,7639797,revenue,1MD67,S17 Children in Need,165
People,Children's Social Care,Revenue Expenditure,2018-11-07,AA GLOBAL LANGUAGES SERVICES LTD,7639793,revenue,1MD62,Support to LAC,30
People,Children's Social Care,Revenue Expenditure,2018-11-07,AA GLOBAL LANGUAGES SERVICES LTD,7639795,revenue,1MD68,Legal Fees Care,1775
People,Education,Revenue Expenditure,2018-11-23,AA GLOBAL LANGUAGES SERVICES LTD,7639797,revenue,1E320,SEND APR Team,25
Resources,Legal Services,Revenue Expenditure,2018-11-07,AA GLOBAL LANGUAGES SERVICES LTD,7639793,revenue,1FA51,Coroner,465
People,Education,Revenue Expenditure,2018-11-16,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7643517,revenue,1EA15,Newcastle City Learning Main,1688
People,Education,Revenue Expenditure,2018-11-27,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7655310,revenue,1EA15,Newcastle City Learning Main,414
People,Adult Social Care,Revenue Expenditure,2018-11-27,ABBEYFIELD CASTLE FARM,7655330,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-11-27,ABBEYFIELD THE GROVE,7655321,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-11-27,ABBEYMOOR LIFEWAYS,7655375,revenue,1MH10,Nursing Care PD,2279.5
People,Adult Social Care,Revenue Expenditure,2018-11-27,ABBEYMOOR LIFEWAYS,7655375,revenue,1MM10,Nursing Care MH,7032.64
People,Adult Social Care,Revenue Income,2018-11-27,ABBEYMOOR LIFEWAYS,7655375,revenue,1MH10,Nursing Care PD,24.53
Public Health Service,Public Health,Revenue Expenditure,2018-11-13,ABEL ALARM COMPANY LTD,7643389,revenue,1KL0F,Parklife Projects - Leisure,545
People,Adult Social Care,Revenue Expenditure,2018-11-20,ABSOLUTE QUALITY CARE,7648449,revenue,1MG51,Home Care-Personal OP,20704.32
People,Adult Social Care,Revenue Expenditure,2018-11-20,ABSOLUTE QUALITY CARE,7648449,revenue,1MH50,Home Care PD,9088.5
People,Adult Social Care,Revenue Expenditure,2018-11-20,ABSOLUTE QUALITY CARE,7648449,revenue,1MK51,Home Care LD,1299.4
People,Adult Social Care,Revenue Expenditure,2018-11-20,ABSOLUTE QUALITY CARE,7648449,revenue,1MM50,Home Care MH,372.3
People,Adult Social Care,Revenue Expenditure,2018-11-20,ABSOLUTE QUALITY CARE,7648435,revenue,1MK50,Supported Living LD,1897.36
HRA Expenditure,General Management,Revenue Expenditure,2018-11-26,ACADEMY GEOMATICS LTD,7636061,revenue,1HRA3,Misc Feasibility Study/Survey,2920
People,Adult Social Care,Revenue Expenditure,2018-11-26,ACCOUNTABILITY,7653810,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-27,ACORN DAIRY,7639170,revenue,1KFX2,School Meals Overhead,15377
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-23,ACP,7639172,revenue,1KESW,Fleet SLA Costs & Income,3719.4
Resources,Business Management (Res),Revenue Expenditure,2018-11-26,ACP,7619173,revenue,1KSCD,External Vehicle Tracking,641.34
Resources,Business Management (Res),Revenue Expenditure,2018-11-23,ACP,7639172,revenue,1KSCD,External Vehicle Tracking,1406.05
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-23,ACTAVO (UK) LTD,7652689,revenue,1KBM0,Public & Educ O/H,931.5
People,Children's Social Care,Revenue Expenditure,2018-11-12,ACTION FOR CHILDREN,7642898,revenue,1MC22,IND Sector Foster Carer Costs,16160
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-20,ACTION FOR CHILDREN,7649176,revenue,1EEG3,CFH - Commission,205765.8
People,Adult Social Care,Revenue Expenditure,2018-11-05,ACTION ON HEARING LOSS,7619408,revenue,1MH70,Equip Sensory/VI/Deaf/HOHSupp,453.82
People,Adult Social Care,Revenue Expenditure,2018-11-30,ACTION ON HEARING LOSS,7658247,revenue,1MH70,Equip Sensory/VI/Deaf/HOHSupp,647.01
People,Children's Social Care,Revenue Expenditure,2018-11-12,ACTIVE ARK,7642930,revenue,1MC02,Ind Sector Placements,18620
People,Children's Social Care,Revenue Expenditure,2018-11-12,ACTIVE ARK,7642929,revenue,1MC02,Ind Sector Placements,17955
People,Children's Social Care,Revenue Expenditure,2018-11-12,ACTIVE ARK,7642928,revenue,1MC02,Ind Sector Placements,18620
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-11-15,ADARE LTD,7641684,revenue,1FL01,Electoral Registration Unit,2720.78
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-11-27,ADARE LTD,7655451,revenue,1FL01,Electoral Registration Unit,740
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-02,ADT FIRE & SECURITY,7635097,revenue,1KJ94,Security Services Delegated,1966.39
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-02,ADT FIRE & SECURITY,7635098,revenue,1KJ94,Security Services Delegated,536.18
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-02,ADT FIRE & SECURITY,7635095,revenue,1KJ94,Security Services Delegated,811.58
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-15,ADT FIRE & SECURITY,7645668,revenue,1EEG2,Community Family Hub -Premises,718.74
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-29,ADT FIRE & SECURITY,7622275,revenue,1VH22,Temporary Accommodation Prem,269.5
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-21,ADVANCED CLEANING & MAINTENANCE LTD,7650669,revenue,1HA01,R&M Gen - Citywide,840
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-21,ADVANCED CLEANING & MAINTENANCE LTD,7650645,revenue,1HA01,R&M Gen - Citywide,512.84
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-19,ADVANCED CLEANING & MAINTENANCE LTD,7647498,revenue,1HA01,R&M Gen - Citywide,749
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-22,ADVANCED CLEANING & MAINTENANCE LTD,7647285,revenue,1HA01,R&M Gen - Citywide,1092
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-22,ADVANCED CLEANING & MAINTENANCE LTD,7651538,revenue,1HA01,R&M Gen - Citywide,2455
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-28,ADVANCED CLEANING & MAINTENANCE LTD,7647270,revenue,1HA01,R&M Gen - Citywide,300
People,Adult Social Care,Revenue Expenditure,2018-11-12,ADVANCED CLEANING & MAINTENANCE LTD,7641342,revenue,1MM50,Home Care MH,446.27
People,Adult Social Care,Revenue Expenditure,2018-11-12,ADVANCED CLEANING & MAINTENANCE LTD,7642595,revenue,1MM50,Home Care MH,466
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-22,ADVANCED CLEANING & MAINTENANCE LTD,7651409,revenue,1VH22,Temporary Accommodation Prem,3464.24
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-15,ADVANCED WATER TECHNOLOGIES,7645587,revenue,1KR05,District Heating,1100
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-15,ADVANCED WATER TECHNOLOGIES,7645587,revenue,1KR8L,Wide District Heating,265
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-28,ADVANCED WATER TECHNOLOGIES,7645658,revenue,1KR05,District Heating,1100
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-28,ADVANCED WATER TECHNOLOGIES,7645658,revenue,1KR8L,Wide District Heating,265
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-11-27,ADVANTAGE UTILTITIES LTD,7638093,revenue,1HBTC,Planned Tech Maintenance,400
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-21,ADVANTEX NETWORK SOLUTIONS LTD,7632787,revenue,1KVEE,Electrical Stand Alone Works,73392.63
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-20,AEBI SCHMIDT UK LTD,7648362,revenue,3KES1,Fleetmaster Stores Account,733.16
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-20,AEBI SCHMIDT UK LTD,7648364,revenue,3KES1,Fleetmaster Stores Account,305.94
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-22,AEBI SCHMIDT UK LTD,7634704,revenue,3KES1,Fleetmaster Stores Account,952.98
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-22,AEBI SCHMIDT UK LTD,7634705,revenue,3KES1,Fleetmaster Stores Account,537.68
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-09,AEBI SCHMIDT UK LTD,7632703,revenue,3KES1,Fleetmaster Stores Account,729.49
Place,Transport,Capital Expenditure,2018-11-12,AECOM,7639454,Capital,2CAPI,Capital Investment,13661
Place,Transport,Revenue Expenditure,2018-11-23,AGD SYSTEMS LTD,7632630,revenue,1KELA,Traffic Sig General O/H,1040
Place,Transport,Revenue Expenditure,2018-11-23,AGD SYSTEMS LTD,7652731,revenue,1KELR,Traffic Sig Sunderland Maintce,20
Place,Transport,Revenue Expenditure,2018-11-23,AGD SYSTEMS LTD,7652731,revenue,1KELT,Traffic Sig Sunderlnd Recharge,33706
Place,Transport,Revenue Expenditure,2018-11-02,AGD SYSTEMS LTD,7635723,revenue,1KELV,Traffic Sig Durham Recharge,710
People,Children's Social Care,Revenue Expenditure,2018-11-23,AIM PROJECT,7652239,revenue,1EM10,Youth offending Team,270
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-22,AIR TECHNIQUE,7635743,revenue,1KBM0,Public & Educ O/H,4365
People,Adult Social Care,Revenue Expenditure,2018-11-09,AIR TECHNIQUE,7641522,revenue,1MG25,Connie Lewcock House OP,270
People,Children's Social Care,Revenue Expenditure,2018-11-22,AIR TECHNIQUE,7643424,revenue,1MC09,Phillipson Street,547
Place,Commercial Dev & Property,Revenue Expenditure,2018-11-09,AIR TECHNIQUE,7641518,revenue,1KKX1,Civic Centre Direct Costs,2650
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-19,AKW MEDI-CARE LTD,7634244,revenue,1KR12,DDA,352.37
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-19,AKW MEDI-CARE LTD,7634243,revenue,1KR12,DDA,315.21
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-08,AKW MEDI-CARE LTD,7632634,revenue,1KR12,DDA,618.42
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-01,AKW MEDI-CARE LTD,7632632,revenue,1KR12,DDA,389.07
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-14,AKW MEDI-CARE LTD,7632636,revenue,1KR12,DDA,397.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-06,AKW MEDI-CARE LTD,7632633,revenue,1KR01,Responsive Maintenance,433.03
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-30,AKW MEDI-CARE LTD,7650218,revenue,1KR12,DDA,791.88
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-12,AKW MEDI-CARE LTD,7632635,revenue,1KR12,DDA,397.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-29,AKW MEDI-CARE LTD,7650217,revenue,1KR12,DDA,767.7
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-29,AKW MEDI-CARE LTD,7650215,revenue,1KR12,DDA,346.28
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-09,ALARM SUPPLIES SCOTLAND LTD,7641296,revenue,1KJ42,Security Consultancy,4507.95
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALBANY HOUSE  (WHITLEY BAY),7655331,revenue,1MM20,Residential Care MH,5658.36
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-30,ALBANY OFFICE FURNITURE SOLUTIONS,7652202,revenue,1EJ08,Library Repairs & Maintenance,690
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-14,ALBANY OFFICE FURNITURE SOLUTIONS,7606345,revenue,1KVWC,Minor Works Contracts,15920
Public Health Service,Public Health,Revenue Expenditure,2018-11-20,ALBANY OFFICE FURNITURE SOLUTIONS,7606338,revenue,1ML04,PH - Health Improvement,284
Resources,Business Management (Res),Revenue Expenditure,2018-11-20,ALBANY OFFICE FURNITURE SOLUTIONS,7649004,revenue,1MR52,Adults Admin Pool,560
Resources,Legal Services,Revenue Expenditure,2018-11-13,ALERE FORENSICS LTD,7643897,revenue,1FA51,Coroner,770
Resources,Legal Services,Revenue Expenditure,2018-11-13,ALERE FORENSICS LTD,7643904,revenue,1FA51,Coroner,1565
Resources,Legal Services,Revenue Expenditure,2018-11-13,ALERE FORENSICS LTD,7643898,revenue,1FA51,Coroner,495
Resources,Legal Services,Revenue Expenditure,2018-11-13,ALERE FORENSICS LTD,7643896,revenue,1FA51,Coroner,560
Resources,Legal Services,Revenue Expenditure,2018-11-30,ALERE FORENSICS LTD,7658423,revenue,1FA51,Coroner,470
Resources,Legal Services,Revenue Expenditure,2018-11-30,ALERE FORENSICS LTD,7658532,revenue,1FA51,Coroner,495
Resources,Legal Services,Revenue Expenditure,2018-11-12,ALERE FORENSICS LTD,7642458,revenue,1FA51,Coroner,1395
Resources,Legal Services,Revenue Expenditure,2018-11-12,ALERE FORENSICS LTD,7642454,revenue,1FA51,Coroner,1275
People,Adult Social Care,Revenue Expenditure,2018-11-08,ALERE LTD,7632640,revenue,1MP12,MESMAC,465.54
People,Adult Social Care,Revenue Expenditure,2018-11-13,ALEXANDRA HOUSE,7643612,revenue,1MG20,Residential Care OP,4152
People,Adult Social Care,Revenue Income,2018-11-13,ALEXANDRA HOUSE,7643612,revenue,1MG20,Residential Care OP,1104.8
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MG10,Nursing Care OP,68247.87
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MG20,Residential Care OP,58227.12
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MH10,Nursing Care PD,3003
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MH20,Residential Care PD,9312.13
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MM10,Nursing Care MH,5360.52
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655388,revenue,1MM20,Residential Care MH,16231.29
People,Adult Social Care,Revenue Expenditure,2018-11-27,ALLAN COURT RESIDENTIAL HOME,7655399,revenue,1MG10,Nursing Care OP,632.64
People,Adult Social Care,Revenue Expenditure,2018-11-20,ALLCARE COMMUNITY CARE SERVICE,7648479,revenue,1MG50,Home Care-Spot Purchased OP,5692.05
People,Adult Social Care,Revenue Expenditure,2018-11-20,ALLCARE COMMUNITY CARE SERVICE,7648479,revenue,1MG51,Home Care-Personal OP,973
People,Adult Social Care,Revenue Expenditure,2018-11-20,ALLCARE COMMUNITY CARE SERVICE,7648479,revenue,1MH50,Home Care PD,1977.28
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-20,ALLENDALE COMMUNITY CENTRE,7647396,revenue,1KL6D,General Expenditure - West,400
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-20,ALLIANCE DISPOSABLES LTD,7641852,revenue,1KFP9,Gosforth Academy,309.48
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-01,ALLIANCE DISPOSABLES LTD,7606992,revenue,1KFR1,Kenton School Academy,403.54
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-13,ALLIANCE DISPOSABLES LTD,7623229,revenue,1KFWC,Welford Day Centre,466.75
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-08,ALLIANCE DISPOSABLES LTD,7639558,revenue,1MW04,Foodworks Training,800.92
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-11-09,ALLIANCE DISPOSABLES LTD,7621179,revenue,1MW03,Foodworks Enterprise,279.68
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-30,ALPHA RECOVERY LTD,7640570,revenue,1KESA,Heavy Workshop Routine Repair,520
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-30,ALPHA RECOVERY LTD,7640570,revenue,1KESB,Heavy Workshop Code 5 Repairs,300
People,Children's Social Care,Revenue Expenditure,2018-11-22,ALPINE FENCING & LANDSCAPING LTD,7646565,revenue,1MD66,CWD Care Packages,550
Assistant Chief Executive,"Museums, Arts & Culture",Revenue Expenditure,2018-11-28,ANDREW WILSON,7654270,revenue,1DF12,The Holy Biscuit Residency,2200
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-13,ANDTECH SYSTEMS,7640716,revenue,1KJ42,Security Consultancy,1335
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-11-13,ANDTECH SYSTEMS,7640717,revenue,1KJ42,Security Consultancy,1980
People,Adult Social Care,Revenue Expenditure,2018-11-29,ANNE'S PET GROOMING,7656855,revenue,1MG92,Financial Safeguarding,307.5
Resources,ICT,Revenue Expenditure,2018-11-15,ANTALIS MCNAUGHTON LTD,7636666,revenue,1CP17,Digital Printing,431
Resources,ICT,Revenue Expenditure,2018-11-05,ANTALIS MCNAUGHTON LTD,7636670,revenue,1CP17,Digital Printing,428
HRA Expenditure,General Management,Revenue Expenditure,2018-11-15,APEX ACOUSTICS LTD,7628508,revenue,1HRA3,Misc Feasibility Study/Survey,1920
People,Adult Social Care,Revenue Expenditure,2018-11-13,APPLEBY CARE HOME,7643622,revenue,1MG10,Nursing Care OP,10012.44
People,Adult Social Care,Revenue Income,2018-11-13,APPLEBY CARE HOME,7643622,revenue,1MG10,Nursing Care OP,1193.52
Operations & Reg Services,Local services,Revenue Expenditure,2018-11-29,APSE,7654222,revenue,1KEAR,Street Services Management,3846
People,Adult Social Care,Revenue Expenditure,2018-11-20,ARCADEA,7648658,revenue,1MK51,Home Care LD,256
People,Adult Social Care,Revenue Expenditure,2018-11-23,ARCADEA,7650290,revenue,1MH50,Home Care PD,240
People,Adult Social Care,Revenue Expenditure,2018-11-23,ARCADEA,7650290,revenue,1MH60,Day Care PD,1158
Place,Major Projects,Capital Expenditure,2018-11-27,ARCADIS LLP,7655430,Capital,2N401,Capital General,20107
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-26,ARCO LTD,7652835,revenue,1V204,Car Parking Infrastructure,305.15
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-23,ARCO LTD,7639790,revenue,1V204,Car Parking Infrastructure,255.79
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-22,ARCO LTD,7639791,revenue,1V204,Car Parking Infrastructure,327.18
Place,Transport,Revenue Expenditure,2018-11-01,ARCO LTD,7635191,revenue,1KEMC,Highways,389.28
Place,Transport,Revenue Expenditure,2018-11-14,ARCO LTD,7632666,revenue,1KELA,Traffic Sig General O/H,1062
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-20,ARMAH SWITCHGEAR LTD,7647341,revenue,1KVEE,Electrical Stand Alone Works,6492
Place,Transport,Revenue Expenditure,2018-11-07,ARMCON LTD,7639350,revenue,1KEMC,Highways,1440.15
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-11-26,ARMSTRONG PRIESTLEY,7623162,revenue,1KVWC,Minor Works Contracts,1710
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-16,ARNOLD CLARK,7627482,revenue,1KESA,Heavy Workshop Routine Repair,406.8
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-16,ARNOLD CLARK,7627482,revenue,1KESB,Heavy Workshop Code 5 Repairs,52.03
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-20,ARNOLD CLARK,7648351,revenue,1KESY,Fleet Services Hire office,321.3
Operations & Reg Services,Operations,Revenue Expenditure,2018-11-12,ARNOLD CLARK,7642514,revenue,1KESY,Fleet Services Hire office,393.5
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-06,ARNOLD CLARK,7619281,revenue,3KES1,Fleetmaster Stores Account,281.34
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-11-29,ARNOLD CLARK,7640464,revenue,3KES1,Fleetmaster Stores Account,341.34
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-01,ARRIVA NORTH EAST,7635232,revenue,1V301,Travel office Travel Passes,4252
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-26,ARRIVA NORTH EAST,7654304,revenue,1V301,Travel office Travel Passes,1879
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-29,ARRIVA NORTH EAST,7654303,revenue,1V301,Travel office Travel Passes,2165
Operations & Reg Services,Parking,Revenue Expenditure,2018-11-20,ARRIVA RAIL NORTH LTD,7632814,revenue,1V301,Travel office Travel Passes,888
People,Adult Social Care,Revenue Expenditure,2018-11-20,ARTEMIS DOMICILIARY CARE,7648476,revenue,1MG50,Home Care-Spot Purchased OP,12505.67
People,Adult Social Care,Revenue Expenditure,2018-11-20,ARTEMIS DOMICILIARY CARE,7648476,revenue,1MG51,Home Care-Personal OP,2195.05
Resources,Financial Services,Revenue Expenditure,2018-11-20,ASCENTI HEALTH LTD,7649198,revenue,1V123,Blue Badge Applications,1380
Resources,Financial Services,Revenue Expenditure,2018-11-01,ASCENTI HEALTH LTD,7635227,revenue,1V123,Blue Badge Applications,8250
Resources,Financial Services,Revenue Expenditure,2018-11-12,ASCENTI HEALTH LTD,7642586,revenue,1V123,Blue Badge Applications,1335
People,Adult Social Care,Revenue Expenditure,2018-11-27,ASHFIELD COURT,7655332,revenue,1MG20,Residential Care OP,5226.56
People,Adult Social Care,Revenue Income,2018-11-27,ASHFIELD COURT,7655332,revenue,1MG20,Residential Care OP,1434.64
People,Adult Social Care,Revenue Expenditure,2018-11-27,ASHTON COURT CARE HOME,7655379,revenue,1MG10,Nursing Care OP,63219.59
People,Adult Social Care,Revenue Expenditure,2018-11-27,ASHTON COURT CARE HOME,7655379,revenue,1MG20,Residential Care OP,40234.48
People,Adult Social Care,Revenue Expenditure,2018-11-27,ASHTON COURT CARE HOME,7655379,revenue,1MK10,Nursing Care LD,2789.36
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-16,ASKEWS LIBRARY SERVICES LTD,7636606,revenue,1EJ13,Stock Services,464.73
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-21,ASKEWS LIBRARY SERVICES LTD,7636607,revenue,1EJ13,Stock Services,843.53
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-15,ASKEWS LIBRARY SERVICES LTD,7645779,revenue,1EJ13,Stock Services,900.79
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-15,ASKEWS LIBRARY SERVICES LTD,7645782,revenue,1EJ13,Stock Services,549.66
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-05,ASKEWS LIBRARY SERVICES LTD,7636593,revenue,1EJ13,Stock Services,501.71
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-11-23,ASKEWS LIBRARY SERVICES LTD,7645784,revenue,1EJ13,Stock Services,280.07
