Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Capital -City Centre Business District Priority Streets,8058,Grants Capital Purps,2019-05-23,1900201046,16887.95,122514,BROW ART & BEAUTY LIMITED
,Capital -City Centre Business District Priority Streets,8058,Grants Capital Purps,2019-05-14,1900200821,16056.65,121914,NIGHTRAIN ENTERTAINMENT LIMITED
,Capital -City Centre Business District Priority Streets,8058,Grants Capital Purps,2019-05-16,1900200888,31128.74,121453,PERFECT SMILES GROUP LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-28,1900201126,4300.00,122539,KHALID HUSSAIN T/A K TECK WINDOWS
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-09,1900200540,3484.80,121348,MR D PAWSON T/A PAWSON ELECTRICAL
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-07,1900200466,3435.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-09,1900200547,3660.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-21,1900200933,11000.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-21,1900200915,672.00,122512,SHIELD SERVICES (YORKSHIRE) LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-05-14,1900200712,2100.00,122470,SIMON L SMITH ROOFING CONTRACTOR
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-05-14,1900200710,4250.00,122457,ARSONS BUILDING CONTRACTORS
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-05-09,1900200620,5000.00,121733,ON POINT CONSTRUCTION LTD
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-05-02,1900200376,660.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-05-09,1900200532,16020.88,117348,AMANAT ALI T/A AA BUILDERS
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-05-09,1900200542,4040.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-05-23,1900201026,8000.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-05-28,1900201113,4514.42,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Empty Private Sector Homes Strategy Empty Property Loans,8058,Grants Capital Purps,2019-05-02,1900200446,7000.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Empty Private Sector Homes Strategy Empty Property Loans,8058,Grants Capital Purps,2019-05-14,1900200709,6700.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-02,1900200442,500.00,ONETIME,BMDC
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-09,1900200495,620.40,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-23,1900201084,1325.00,ONETIME,The co op funeral care
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-30,1900201144,1768.00,ONETIME,The co-op Funeral care
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-02,1900200381,1470.00,ONETIME,The Co-operative Funeral Care Ltd
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-02,1900200382,3000.00,ONETIME,The Co-operative Funeral Care Ltd
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-02,1900200383,3214.20,ONETIME,The Co-operative Funeral Care Ltd
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-02,1900200384,1489.00,ONETIME,The Co-operative Funeral Care Ltd
,CCA Finance,4557,Mortuary/Burial Fees,2019-05-09,1900200675,1453.00,ONETIME,The Co-operative Funeral Care Ltd
,Child Protection,1530,IR35 Staff NI,2019-05-07,1900200470,21599.40,108904,HM REVENUE AND CUSTOMS
,Child Protection,4514,Legal Expenses,2019-05-16,1900200691,1000.00,ONETIME,Simpson Millar
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-02,1900200402,28083.25,A17449,AGE UK BRADFORD & DISTRICT
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200941,15000.00,101448,BEAP
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200942,14403.00,ONETIME,Community First Yorkshire
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-28,1900200184,8113.00,C58460,COMMUNITY WORKS
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200943,2250.00,116416,ENGAGING COMMUNITIES CIC
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200944,10000.00,G30351,GIRLINGTON COMMUNITY CENTRE
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200947,4358.50,H51221,HEALTHY LIFESTYLE SOLUTIONS CIC
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200948,4963.20,ONETIME,Horton Community Farm Cooperative
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200938,9775.00,ONETIME,International Mixed Ability Sports
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200949,15000.00,K03237,KARMAND COMMUNITY CENTRE ASS
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200951,14551.00,K15309,KEIGHLEY HEALTHY LIVING NETWORK
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200955,4717.40,L47994,LIGHT OF THE WORLD COMMUNITY CENTRE
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200956,4724.50,M50231,MILLAN CENTRE
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200957,13965.00,109039,NORTHCLIFFE ENVIRO ENTERPRISES TEAM
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200960,4962.66,109038,PURPLE PATCH ARTS
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200962,14155.00,105154,SHARING VOICES (BRADFORD)
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200939,5000.00,ONETIME,Shed Central Limited
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900201187,12959.50,S51788,SNOOP (NEWLANDS SRB PAYMENTS)
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200963,5000.00,ONETIME,ST John the Evangelist Church
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200953,10786.00,K64860,THE KIRKGATE CENTRE
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200965,7500.00,ONETIME,The Memory Tree CIC
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200959,10000.00,101115,THE POLISH COMMUNITY DAY CENTRE
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200940,9970.00,ONETIME,Upper Bolton Social Club
,Commissioning & Contracts,5400,Grants to Vol Orgs,2019-05-30,1900200966,9273.00,W28758,WEST BOWLING COMMUNITY ADVICE CNT
,Cultural Policy & Events,4700,Grants,2019-05-23,1900200912,500.00,ONETIME,Bingley Camera Club
,Cultural Policy & Events,4700,Grants,2019-05-21,1900201032,4950.00,120564,BRADFORD PRIDE
,Cultural Policy & Events,4700,Grants,2019-05-28,1900201040,38250.00,114441,CULTURE SQUARED CIC
,Cultural Policy & Events,4700,Grants,2019-05-21,1900200916,9000.00,M05622,MANNINGHAM MILLS SPORTS ASSOCIATION
,Cultural Policy & Events,5400,Grants to Vol Orgs,2019-05-21,1900201017,5000.00,Q29027,Q20 THEATRE
,Cultural Policy & Events,4700,Grants,2019-05-21,1900201037,5000.00,Q29027,Q20 THEATRE
,Cultural Policy & Events,4700,Grants,2019-05-21,1900200914,4500.00,117983,SALTAIRE COMMUNITY FESTIVAL
1038,Customer Relations,24130,ICT Maintenance Svs,2019-05-21,6101681857,9000.00,S13393,CIVICA UK LIMITED
1038,Customer Relations,24130,ICT Maintenance Svs,2019-05-21,6101681857,9000.00,S13393,CIVICA UK LIMITED
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577044,16781.00,104417,APPLETON ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577285,570.00,110029,ASKHAM BRYAN COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577275,18293.00,C07302,ASPIRE-IGEN GROUP LTD
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577043,4688.00,116998,ATLAS COMMUNITY PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577042,17102.00,116007,BARKEREND ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577040,10961.00,116541,BECKFOOT ALLERTON ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577039,55872.00,117001,BECKFOOT HEATON PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577038,7790.00,121032,BECKFOOT NESSFIELD PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577037,2462.00,116566,BECKFOOT OAKBANK ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577036,67746.00,118269,BECKFOOT PHOENIX PRIMARY SPECIAL SC
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577035,3331.00,118181,BECKFOOT PRIESTTHORPE ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577041,9517.00,B20025,BECKFOOT SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577034,15587.00,116769,BECKFOOT THORNTON ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577033,2003.00,114761,BECKFOOT UPPER HEATON
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576857,5162.00,116780,BELLE VUE GIRLS' ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576858,36045.00,122065,BFD ALTERNATIVE PROVISION ACADEMY
,Delegated Schools Fund,1400,Agency Staff,2019-05-21,1900201023,4474.20,B30682,BINGLEY GRAMMAR SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576900,36877.00,101881,BRADFORD ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577284,53933.00,B01502,BRADFORD COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576899,13547.00,111969,BRADFORD FORSTER ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576898,7444.00,B51612,BRADFORD GIRLS GRAMMAR SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576897,5723.00,116542,BUTTERSHAW B & E COLLEGE ACADEMY
,Delegated Schools Fund,1400,Agency Staff,2019-05-14,1900200822,7405.16,116542,BUTTERSHAW B & E COLLEGE ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576896,18660.00,120689,BYRON PRIMARY ACADEMY
,Delegated Schools Fund,1400,Agency Staff,2019-05-09,1900200703,1963.58,120689,BYRON PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577278,622.00,C01957,CALDERDALE COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576863,7254.00,W71705,CHRIST CHURCH CE ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576894,15147.00,118270,CLAYTON ST JOHN (CE) PRIMARY ACADEM
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576893,31139.00,117000,COPTHORNE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577283,11032.00,C78843,CRAVEN COLLEGE
,Delegated Schools Fund,4931,Individual School,2019-05-07,106560591,12127.50,121599,CROSSLEY HALL PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576892,50463.00,121599,CROSSLEY HALL PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576891,4857.00,121029,CULLINGWORTH VILLAGE SCHOOL ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576890,17075.00,117093,DENHOLME PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576889,20335.00,104443,DIXONS ALLERTON ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576882,6372.00,D45521,DIXONS CITY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576888,579.00,120582,DIXONS COTTINGLEY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576887,2520.00,113531,DIXONS KINGS ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576886,6319.00,S64113,DIXONS MANNINGHAM PRIMARY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576885,17061.00,B53060,DIXONS MARCHBANK PRIMARY SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576884,3870.00,115225,DIXONS MCMILLAN ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576883,2618.00,111944,DIXONS MUSIC PRIMARY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576881,2149.00,111945,DIXONS TRINITY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576880,2210.00,118287,EAST MORTON (CE) PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576879,27365.00,121030,EASTWOOD COMMUNITY SCHOOL ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576878,27000.00,120332,FARNHAM PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576877,13542.00,121401,FEARNVILLE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576876,3006.00,F23826,FEVERSHAM COLLEGE (ACADEMY)
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576875,21755.00,109650,FEVERSHAM PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576873,33460.00,116999,GREEN LANE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576872,8008.00,121600,GREENGATES PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576871,1414.00,H15308,HARDEN PRIMARY SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576870,22308.00,116543,HAWORTH PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577156,133760.00,105633,HAZELBECK SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577282,23828.00,H41350,HENSHAWS SOCIETY FOR BLIND PEOPLE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577155,18655.00,115824,HIGH CRAGS ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577154,140121.00,117533,HIGH PARK SCHOOL ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577153,10315.00,120333,HOLLINGWOOD PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577152,6480.00,118552,HOLYBROOK PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577151,12420.00,121031,HOLYCROFT PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577150,9800.00,118553,HORIZONS AT HOLYBROOK ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577149,30631.00,117004,HORTON GRANGE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577148,2363.00,117005,HORTON PARK PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577147,8082.00,I21005,ILKLEY GRAMMAR SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577146,4857.00,I29489,IMMANUEL COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577145,13711.00,117826,IQRA ACADEMY EDUCATION TRUST
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577274,9067.00,B53073,JAMES
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577144,4224.00,115858,LAISTERDYKE LEADERSHIP ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577143,21787.00,117234,LAPAGE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577281,20702.00,P05023,LEEDS CITY COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577008,1755.00,116171,LEES PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577007,4015.00,117235,LILYCROFT PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577006,12175.00,121601,LOWER FIELDS PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577005,20179.00,117236,MARGARET MCMILLAN PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577004,12102.00,G84525,MERLIN TOP PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577276,6123.00,107994,NEW COLLEGE WORCESTER
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577003,16920.00,116172,OAKWORTH PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576895,10269.00,C20366,OASIS ACADEMY LISTER PARK
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577002,1951.00,111258,ONE IN A MILLION FREE SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577001,16098.00,O68247,OUR LADY OF VICTORIES CATHOLIC PR
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577000,1206.00,116173,OXENHOPE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576999,9182.00,117237,PARKWOOD PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577280,2308.00,P28760,PENNINE CAMPHILL COMMUNITY LTD
,Delegated Schools Fund,4070,Learning Resources,2019-05-02,106555318,1666.60,121076,PIVOT EDUCATIONAL CONSULTANCY LIMIT
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577273,13463.00,121076,PIVOT EDUCATIONAL CONSULTANCY LIMIT
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577272,9800.00,B53395,PRISM YOUTH PROJECT
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576998,4998.00,116544,QUEENSBURY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576997,1266.00,111263,RAINBOW PRIMARY SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576996,6778.00,116800,REEVY HILL PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576995,11602.00,R85310,RYECROFT PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576994,983.00,S29779,SHIBDEN HEAD PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576993,7671.00,121521,SHIPLEY (CE) PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577279,45519.00,S29956,SHIPLEY COLLEGE
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576992,5722.00,S30308,SHIRLEY MANOR PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576991,228646.00,105655,SOUTHFIELD SCHOOL
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576990,8565.00,121824,SOUTHMERE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576989,7514.00,S01224,ST ANNES CATHOLIC PRIMARY SCHOOL V
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577032,14113.00,118382,ST JOHN'S (CE) PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577075,12406.00,116765,ST JOSEPH'S CATHOLIC (KLY) ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577074,16024.00,S07905,ST OSWALDS CE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577073,5182.00,S09725,ST PHILIPS CE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577072,10305.00,116801,ST WALBURGA'S PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577071,12097.00,116768,ST WINEFRIDE'S (RC) PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577070,10783.00,117094,THE ACADEMY AT ST JAMES
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577069,9081.00,121402,THE CO-OP ACADEMY PARKLAND
,Delegated Schools Fund,1000,Burnham Mthly Basic,2019-05-14,1900200823,1899.51,121402,THE CO-OP ACADEMY PARKLAND
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577068,3071.00,S11432,THE SACRED HEART CATHOLIC PRIMARY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576874,13772.00,G55043,THE SOUTHFIELD GRANGE TRUST
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577067,16678.00,116008,THORNBURY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577066,13570.00,117238,THORNTON PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577065,2289.00,117002,TONG LEADERSHIP ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106577271,8967.00,121047,TRAINING & SKILLS CENTRE LTD
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576869,4181.00,106380,UNIVERSITY ACADEMY KEIGHLEY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576868,11712.00,117095,VICTORIA PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576867,9179.00,117239,WESTBOURNE PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576866,13386.00,116174,WESTMINSTER PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576865,12089.00,W37408,WHETLEY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576864,2233.00,117240,WILSDEN PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576862,540.00,120880,WOODLANDS (CE) PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576861,15978.00,W82954,WOODSIDE ACADEMY TRUST
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576860,12466.00,117003,WORTH VALLEY PRIMARY ACADEMY
,Delegated Schools Fund,4070,Learning Resources,2019-05-21,106576859,4362.00,121403,WYCLIFFE (CE) PRIMARY ACADEMY
1021,Democratic Services,28170,Printing,2019-05-16,6101680413,53514.11,103282,ADARE
1021,Democratic Services,28170,Printing,2019-05-16,6101680414,17325.31,103282,ADARE
1021,Democratic Services,28170,Printing,2019-05-21,6101682013,110484.45,103282,ADARE
1021,Democratic Services,28170,Printing,2019-05-30,6101682973,3341.53,103282,ADARE
1021,Democratic Services,28170,Printing,2019-05-30,6101682992,1444.53,103282,ADARE
1021,Democratic Services,28180,Removal  & Storage,2019-05-21,6101681719,8250.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1021,Democratic Services,28180,Removal  & Storage,2019-05-21,6101681959,7250.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1021,Democratic Services,28180,Removal  & Storage,2019-05-21,6101682006,7726.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1021,Democratic Services,28180,Removal  & Storage,2019-05-21,6101682014,2910.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1021,Democratic Services,17290,Medic/Occ Health Svs,2019-05-14,6101680090,5325.50,A62050,DR F ALI
1021,Democratic Services,17290,Medic/Occ Health Svs,2019-05-28,6101682764,591.90,111106,DR K L HOPE
1021,Democratic Services,17290,Medic/Occ Health Svs,2019-05-28,6101682765,556.90,111106,DR K L HOPE
