Organisational Unit,Payment Date,Amount,Benificiary Name
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,837.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-20,921.90,ADA CARE LTD
Adult and Community Services,2016-10-06,943.04,ADEN HOUSE CARE HOME
Adult and Community Services,2016-10-05,943.04,ADEN HOUSE CARE HOME
Adult and Community Services,2016-10-05,-943.04,ADEN HOUSE CARE HOME
Adult and Community Services,2016-10-20,943.04,ADEN HOUSE CARE HOME
Adult and Community Services,2016-10-06,13779.10,AFFINITY TRUST
Adult and Community Services,2016-10-20,13698.10,AFFINITY TRUST
Adult and Community Services,2016-10-20,13698.10,AFFINITY TRUST
Adult and Community Services,2016-10-20,39863.80,AFFINITY TRUST
Adult and Community Services,2016-10-27,153032.30,AFFINITY TRUST
Adult and Community Services,2016-10-18,5784.00,AGE CONCERN BFD & DIST KLY OVER 50'
Adult and Community Services,2016-10-18,15367.50,AGE UK BRADFORD AND DISTRICT
Adult and Community Services,2016-10-19,18600.00,AGE UK BRADFORD AND DISTRICT
Adult and Community Services,2016-10-19,2500.00,AGE UK BRADFORD AND DISTRICT
Adult and Community Services,2016-10-26,31500.00,AGE UK BRADFORD AND DISTRICT
Adult and Community Services,2016-10-03,1568.20,AIDAPT BATHROOMS LIMITED
Adult and Community Services,2016-10-05,1925.00,AIDAPT BATHROOMS LIMITED
Adult and Community Services,2016-10-26,1475.00,AIDAPT BATHROOMS LIMITED
Adult and Community Services,2016-10-06,953.74,AIRE VIEW CARE HOME
Adult and Community Services,2016-10-05,953.74,AIRE VIEW CARE HOME
Adult and Community Services,2016-10-05,-953.74,AIRE VIEW CARE HOME
Adult and Community Services,2016-10-20,953.74,AIRE VIEW CARE HOME
Adult and Community Services,2016-10-06,835.28,AIREDALE CARE HOME
Adult and Community Services,2016-10-05,835.28,AIREDALE CARE HOME
Adult and Community Services,2016-10-05,-835.28,AIREDALE CARE HOME
Adult and Community Services,2016-10-20,835.28,AIREDALE CARE HOME
Adult and Community Services,2016-10-06,812.50,ALBERT HOUSE CARE HOME LTD
Adult and Community Services,2016-10-05,812.50,ALBERT HOUSE CARE HOME LTD
Adult and Community Services,2016-10-05,-812.50,ALBERT HOUSE CARE HOME LTD
Adult and Community Services,2016-10-20,812.50,ALBERT HOUSE CARE HOME LTD
Adult and Community Services,2016-10-06,-819.00,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,912.94,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,1016.12,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,874.16,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,1301.02,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,909.72,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,1015.98,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,966.42,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,850.08,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,835.24,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,963.62,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,909.44,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,-975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,-975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,835.24,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,2926.14,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,965.86,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,-921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-06,909.72,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,909.72,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,-975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,-975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,835.24,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,-2926.14,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,965.86,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,-921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,850.08,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,835.24,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,963.06,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,1015.98,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,966.42,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,909.44,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,963.62,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,912.94,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,1016.12,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,874.16,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,921.90,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,1301.02,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,3901.52,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,909.72,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,975.38,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,2299.11,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-27,-1816.87,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-27,2580.07,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-27,3901.52,ALLERTON PARK CARE CENTRE
Adult and Community Services,2016-10-20,1568.57,ALPINE LODGE NURSING HOME
Adult and Community Services,2016-10-11,50505.00,ALZHEIMERS SOCIETY
Adult and Community Services,2016-10-19,6159.50,ANAND MILAN CENTRE
Adult and Community Services,2016-10-20,11154.16,ANCHOR CAREHOMES LIMITED
Adult and Community Services,2016-10-20,-1045.60,ANCHOR CAREHOMES LIMITED
Adult and Community Services,2016-10-20,3687.60,ANCHOR CAREHOMES LIMITED
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST
Adult and Community Services,2016-10-06,966.00,ANCHOR TRUST
Adult and Community Services,2016-10-06,-966.00,ANCHOR TRUST
Adult and Community Services,2016-10-05,921.90,ANCHOR TRUST
Adult and Community Services,2016-10-05,966.00,ANCHOR TRUST
Adult and Community Services,2016-10-05,-966.00,ANCHOR TRUST
Adult and Community Services,2016-10-05,-921.90,ANCHOR TRUST
Adult and Community Services,2016-10-05,-966.00,ANCHOR TRUST
Adult and Community Services,2016-10-05,966.00,ANCHOR TRUST
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST
Adult and Community Services,2016-10-20,966.00,ANCHOR TRUST
Adult and Community Services,2016-10-20,-966.00,ANCHOR TRUST
Adult and Community Services,2016-10-06,4075.09,Anchor Trust
Adult and Community Services,2016-10-19,7179.50,ANCHOR TRUST
Adult and Community Services,2016-10-06,-790.20,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,909.72,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,2765.70,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-1843.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,1174.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,1185.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,835.24,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,790.20,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,1185.80,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,835.24,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,6209.28,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,2358.93,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,3687.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-1045.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-1021.02,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,1174.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,909.72,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,3687.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,-1053.60,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-20,921.90,ANCHOR TRUST-ASHCROFT CARE HOME
Adult and Community Services,2016-10-06,835.24,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,835.24,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,1021.86,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,1301.02,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
Adult and Community Services,2016-10-06,921.90,ANCHOR TRUST-SPRINGFIELD CARE HOME
