Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2015-02-02,995342,412.56,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995343,387.44,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995349,409.45,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995350,820.35,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995351,606.32,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995352,542.49,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995354,257.14,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995357,320.80,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995360,1080.00,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995361,687.06,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995368,360.60,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995371,682.11,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995372,660.00,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995373,283.14,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995377,587.91,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995381,910.56,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995384,548.62,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995387,775.36,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995388,678.97,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995389,286.22,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995390,2561.03,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995391,3061.39,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995392,1637.59,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995393,760.72,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995394,846.39,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995395,273.45,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-02-02,995407,2316.86,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995408,356.44,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995410,260.68,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995411,413.08,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995412,413.08,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995413,326.74,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995414,259.92,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995416,809.90,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995418,309.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995419,315.96,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995420,830.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995430,299.51,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995434,767.70,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995436,4790.10,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995437,1494.82,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995438,684.30,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995445,935.18,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995450,668.15,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995452,795.31,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995453,1055.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995456,532.25,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995461,1428.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995462,462.70,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995466,884.64,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995469,627.25,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995472,811.62,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995490,491.15,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995492,5327.50,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995493,315.50,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995498,272.92,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995499,1290.14,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995502,254.85,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995508,259.21,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995509,307.64,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995517,454.21,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995521,297.30,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995523,1399.12,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995541,2554.17,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995542,300.00,SWIFT - PREPAID CARDS,299980,Commissioning & Fair Access,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995548,258.23,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995552,320.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995553,509.16,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995560,316.20,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995562,1225.19,HOMES TOGETHER LTD,356831,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995562,79.85,HOMES TOGETHER LTD,356831,Adult Social Care,Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.RESIDENTIAL
2015-02-02,995563,483.64,Redacted Personal Data,391906,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995565,896.00,EQUAL PARTNERSHIPS LTD,391549,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995565,854.75,EQUAL PARTNERSHIPS LTD,391549,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995565,662.00,EQUAL PARTNERSHIPS LTD,391549,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995566,2002.00,Redacted Personal Data,353764,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995567,1655.40,EUROPEAN CARE UK - DOVECOTE,322403,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995567,430.00,EUROPEAN CARE UK - DOVECOTE,322403,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995568,405.02,Redacted Personal Data,388708,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995569,466.78,RENAL HEALTH LIMITED,391424,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995570,860.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,494.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,430.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,430.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,430.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,410.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,410.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,374.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995570,374.00,HOME FARM TRUST LTD,391420,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995571,1198.60,SELF NORTH EAST LTD,391376,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995572,1633.10,WILKINSON PARK,322345,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995572,925.41,WILKINSON PARK,322345,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995572,841.96,WILKINSON PARK,322345,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995572,448.64,WILKINSON PARK,322345,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995573,513.85,FOCUS SOCIAL CARE,391317,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995573,513.80,FOCUS SOCIAL CARE,391317,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995573,465.85,FOCUS SOCIAL CARE,391317,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995575,620.96,CRAEGMOOR HEALTHCARE,320607,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995575,99.30,CRAEGMOOR HEALTHCARE,320607,Adult Social Care,Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.RESIDENTIAL
2015-02-02,995576,481.00,NORTHERN HEALTH AND SOCIAL CARE TRUST,391172,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995577,316.00,Redacted Personal Data,376743,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-02-02,995578,281.95,ACCEPT CARE LIMITED,390995,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995579,688.00,BLUE DOOR PROJECT,371685,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.DAY CARE SERVICES
2015-02-02,995580,468.00,THE MANOR HOUSE,385703,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995581,448.64,WALLDENE COURT - ANCHOR TRUST,323724,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-02-02,995583,844.37,EQUAL PARTNERSHIPS LTD,390887,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-02-02,995584,483.64,ST MARTINS CARE LIMITED,383318,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-02-02,995584,483.64,ST MARTINS CARE LIMITED,383318,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-02-02,995584,483.64,ST MARTINS CARE LIMITED,383318,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-02-02,995584,483.64,ST MARTINS CARE LIMITED,383318,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
