Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Supplier ID,Organisational Unit,Service Label,Service Code,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2016-04-01,1219840,1794.00,UNITED CARLTON OFFICE SYSTEMS LTD,344835,Finance,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,17.OFFICE EQUIPMENT
2016-04-01,1219844,530.00,STEVE TRENHOLM,373594,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2016-04-01,1219846,2000.00,BACKWORTH COLLIERY BAND,326251,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,16.EVENTS & PROMOTIONS
2016-04-01,1219847,11.08,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,22.40,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,22.40,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,22.40,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,22.40,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,28.64,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,39.99,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,45.59,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,77.60,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,99.99,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,133.50,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,159.97,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219847,384.00,MAUDESPORT,019439,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219852,390.00,TYNEMOUTH DECORATORS,375577,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2016-04-01,1219853,257.50,GLASSFIBRE FLAGPOLES LTD,358482,Central Items,Central Services,102,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,REPAIR BUILD
2016-04-01,1219867,500.00,MRC EVENTS LTD,391262,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,16.EVENTS & PROMOTIONS
2016-04-01,1219870,900.00,RH ENVIRONMENTAL LTD,390882,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Employees,501,Indirect Employee Expenses,5002,Revenue,18.BOOKS & PUBLICATIONS
2016-04-01,1219870,900.00,RH ENVIRONMENTAL LTD,390882,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Employees,501,Indirect Employee Expenses,5002,Revenue,18.BOOKS & PUBLICATIONS
2016-04-01,1219871,751.20,LANGUAGE EMPIRE LTD,390029,Corporate Strategy,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,18.INTERPRETERS
2016-04-01,1219875,5501.16,TEACHERS PENSIONS AGENCY,341172,Capital,General Fund,,Balance Sheet,,Balance Sheet,,Capital,00.NON INFLUENCIBLE
2016-04-04,1220384,60.80,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,300.00,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,336.67,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,385.86,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,392.24,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,443.50,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,535.86,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,643.10,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,705.86,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,705.86,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,705.87,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,705.87,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,705.88,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,710.67,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-04,1220384,713.90,PERCY HEDLEY FOUNDATION,252934,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2016-04-01,1219876,1286490.85,TEACHERS PENSIONS AGENCY,341172,Capital,General Fund,,Balance Sheet,,Balance Sheet,,Capital,00.NON INFLUENCIBLE
2016-04-01,1219877,997.60,AMS NORTH EAST,379725,Capital,Capital,,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2016-04-01,1219878,4481.81,CUSTOM GROUP LIMITED,389328,Business & Economic Development,Planning Services,110,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,10.BLINDS CARPETS CURTAIN
2016-04-01,1219878,4481.81,CUSTOM GROUP LIMITED,389328,Business & Economic Development,Planning Services,110,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,10.BLINDS CARPETS CURTAIN
2016-04-01,1219878,4481.81,CUSTOM GROUP LIMITED,389328,Business & Economic Development,Planning Services,110,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,10.BLINDS CARPETS CURTAIN
2016-04-01,1219879,2348.24,CAPITA SYMONDS LTD,376582,Commissioning & Investment,Unallocated,,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2016-04-01,1219879,6500.00,CAPITA SYMONDS LTD,376582,Commissioning & Investment,Unallocated,,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2016-04-01,1219887,394.75,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2016-04-01,1219888,3342.17,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2016-04-01,1219890,324.80,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2016-04-01,1219892,1411.68,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2016-04-01,1219897,10000.00,Redacted Personal Data,393481,"Health, Education, Care and Safeguarding",Adult Social Care,101,Income,509,Customer and Client Receipts,5064,Revenue,NON INDIVIDUAL
2016-04-01,1219898,10063.43,Redacted Personal Data,393533,"Health, Education, Care and Safeguarding",Adult Social Care,101,Income,509,Customer and Client Receipts,5064,Revenue,NON INDIVIDUAL
2016-04-01,1219901,3800.00,AIRQUEE LIMITED,373583,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
2016-04-01,1219911,17785.39,LAND & WATER SERVICES LTD,392811,Capital,Capital,,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,04.REFUSE DISPOSAL
2016-04-01,1219912,17522.00,IMPOWER CONSULTING LTD,392733,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,ADULT SUPPORT
2016-04-01,1219922,1180.00,V W GYMNASTICS,386888,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2016-04-01,1219923,1006.00,TMP (UK) LTD,386724,Law & Governance,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,16.ADVERTISING
2016-04-01,1219924,10971.00,ISS FACILITY SERVICES - LANDSCAPING,386557,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Premises-Related Expenditure,502,"Repairs, alterations and maintenance of buildings",5005,Revenue,12.LANDSCAPING
2016-04-01,1219925,684.00,Redacted Personal Data,386468,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2016-04-01,1219926,425.00,SILVERLINE TAXIS LTD,368499,Commissioning & Investment,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2016-04-01,1219927,277.00,Redacted Personal Data,382451,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2016-04-01,1219929,824.83,THE MAILING HOUSE GROUP LIMITED,283691,Housing Revenue Account,Housing Services,108,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,18.POSTAGE
2016-04-01,1219929,5660.50,THE MAILING HOUSE GROUP LIMITED,283691,Housing Revenue Account,Housing Services,108,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,18.POSTAGE
2016-04-04,1219936,519.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219939,652.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219941,336.79,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219942,300.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219943,360.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219953,557.88,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219954,855.66,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219955,696.96,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219956,1369.36,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219957,606.57,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219958,727.20,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219960,259.97,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219961,340.18,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219963,337.63,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219964,1205.82,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219965,1921.89,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-04-04,1219968,263.36,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1219977,961.88,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1219980,409.07,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1219984,326.74,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1219985,259.92,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1219988,261.88,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220001,493.60,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220002,454.21,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220003,416.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220010,297.30,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220012,817.26,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220014,1290.14,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220015,462.10,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220017,597.34,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220018,298.29,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220028,1300.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220032,375.01,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220034,1170.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220037,1945.44,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220038,275.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220045,307.64,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220050,333.01,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220059,809.90,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220060,313.46,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220062,260.70,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220063,309.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220064,277.61,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220065,315.96,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220066,922.46,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220067,280.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220075,3860.24,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220087,310.01,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220089,311.40,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220093,293.02,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220097,268.46,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220102,491.15,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220103,355.18,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220110,971.35,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220111,260.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220119,767.70,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220129,264.23,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220133,466.89,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220134,1244.35,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220136,700.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220139,261.20,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220144,668.15,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220147,664.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220148,1055.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2016-04-04,1220151,905.01,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
