Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Other Services,02/10/2017,BIN WASHERS LLP T/A BIN WASHERS ENVIRONMENTAL SERVICES,4682487,"3,471.00",
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Grounds Maintenance Other,04/10/2017,BOB COWELL,4684093,127,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,04/10/2017,BOB COWELL,4684101,325,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,04/10/2017,BOB COWELL,4684093,48,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,04/10/2017,BOB COWELL,4684093,186,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Cleaning Materials,11/10/2017,CROMWELL POLYTHENE LTD,4683245,"1,268.96",
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,18/10/2017,GUSTO DIRECT LTD,4683680,630,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,18/10/2017,GUSTO DIRECT LTD,4683680,50,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Equipment,25/10/2017,HELPING HAND CO (LEDBURY) LTD,4684145,302.1,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,11/10/2017,JAC UITTENBOGAARD & ZONEN b.v.,4683513,626.41,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,18/10/2017,LANDSCAPE SUPPLY COMPANY,4683658,95.61,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,18/10/2017,LANDSCAPE SUPPLY COMPANY,4683658,53.16,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,18/10/2017,LANDSCAPE SUPPLY COMPANY,4683658,114.88,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,18/10/2017,LANDSCAPE SUPPLY COMPANY,4683658,89.94,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,04/10/2017,NOMIX ENVIRO LIMITED,4682705,88.2,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,04/10/2017,NOMIX ENVIRO LIMITED,4682705,"1,700.00",
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,04/10/2017,NOMIX ENVIRO LIMITED,4682705,206,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,External Security,04/10/2017,NORTH YORKSHIRE MOUNTED RANGER,4683843,"1,271.17",
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,PURECHEM LIMITED,4685159,374,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,PURECHEM LIMITED,4685159,50,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,PURECHEM LIMITED,4685159,60,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,PURECHEM LIMITED,4685159,116,
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,02/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684150,447.3,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,02/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684148,809.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684791,"1,341.90",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,25/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4685349,"3,004.47",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,02/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4683865,894.6,
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684474,447.3,
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684474,447.3,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,02/10/2017,WETHERBY SKIP HIRE SERVICES,4683136,200,various
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,02/10/2017,WETHERBY SKIP HIRE SERVICES,4683136,200,various
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,02/10/2017,WETHERBY SKIP HIRE SERVICES,4683136,200,various
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,WETHERBY SKIP HIRE SERVICES,4679053,750,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,25/10/2017,WETHERBY SKIP HIRE SERVICES,4679053,250,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,18/10/2017,ADWELD,4685075,"3,925.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,DH2 SOLUTIONS LTD,4684558,"3,429.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,E.A. GIBBS AND SON LTD,4684637,"7,121.55",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,F PEART & CO LTD,4684554,"2,233.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,F PEART & CO LTD,4684641,"2,600.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Supplies and Services,R,Community,Private Sector Housing,Other Expenses,18/10/2017,NORTHGATE PUBLIC SERVICES (UK) LTD,4684383,210.64,Support  and  Maintenance
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,16/10/2017,RDV CONTRACTING LTD,4684705,"7,000.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,18/10/2017,RDV CONTRACTING LTD,4685060,"10,715.76",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,38.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,18/10/2017,S & W DEVELOPMENTS LTD,4685083,"12,397.80",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,25/10/2017,THYSSENKRUPP ENCASA,4685406,"1,530.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,YORKSHIRE CARE EQUIPMENT LLP,4683201,"2,296.00",DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,YORKSHIRE HOUSING FOUNDATION,4684640,320,DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,YORKSHIRE HOUSING FOUNDATION,4684559,679.44,DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,11/10/2017,YORKSHIRE HOUSING FOUNDATION,4684636,854.59,DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,18/10/2017,YORKSHIRE HOUSING FOUNDATION,4685070,"2,473.04",DISABLED FACILITIES GRANT
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,1ST SELECT LIMITED,4684367,292.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,1ST SELECT LIMITED,4684368,390,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,16/10/2017,1ST SELECT LIMITED,4684520,481,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,1ST SELECT LIMITED,4684991,481,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,1ST SELECT LIMITED,4685354,481,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,04/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4684201,"1,984.71",AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,25/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4684999,"2,280.87",AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,02/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4683934,"2,195.13",AS60046921
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682702,268.71,265412/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682698,315.48,266004/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682699,358.82,262087/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682959,453.9,265389/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682701,492.32,261746/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682697,575.42,260831/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ALTERNATIVE WINDOWS (LEEDS) LTD,1682700,681.14,265999/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,18/10/2017,ARCO LTD,4683790,249.8,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,25/10/2017,ARCO LTD,4684013,382.86,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,CLARKES ENVIRONMENTAL LTD,1682705,684,266216/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,18/10/2017,CLARKES ENVIRONMENTAL LTD,1682962,"2,412.00",267402/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,04/10/2017,DUFFIELDS,1682342,"2,301.53",264315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,ENVIROVENT LTD,1680053,225,263496/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,ENVIROVENT LTD,1680054,225,265303/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ENVIROVENT LTD,1680055,225,262656/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ENVIROVENT LTD,1680056,225,264763/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,ENVIROVENT LTD,1680057,225,265710/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,ENVIROVENT LTD,1682350,300,265625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,ENVIROVENT LTD,1680051,534.56,261950/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,04/10/2017,ENVIROVENT LTD,1680052,225,264826/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,18/10/2017,ENVIROVENT LTD,1682714,"1,062.24",265804/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1680069,270,263745/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1682381,270,263788/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1682383,270,263721/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1682386,295,263250/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1680068,350,266402/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1680080,420,265420/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1679725,540,263845/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1680082,950,266963/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,23/10/2017,GRAFTON MERCHANTING GB LTD,4685277,329.06,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,04/10/2017,GRAFTON MERCHANTING GB LTD,4683010,461.31,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,23/10/2017,GRAFTON MERCHANTING GB LTD,4685280,674.04,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,18/10/2017,GRAFTON MERCHANTING GB LTD,4683972,"1,013.57",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,04/10/2017,GRAFTON MERCHANTING GB LTD,4683008,"1,302.63",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,04/10/2017,GRAFTON MERCHANTING GB LTD,4683007,"1,315.12",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,11/10/2017,GRAFTON MERCHANTING GB LTD,4683392,"1,434.55",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,23/10/2017,GRAFTON MERCHANTING GB LTD,4685281,"1,978.58",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,11/10/2017,GRAFTON MERCHANTING GB LTD,4683619,"1,989.10",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,18/10/2017,GRAFTON MERCHANTING GB LTD,4684675,"2,358.11",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,11/10/2017,GRAFTON MERCHANTING GB LTD,4683393,"2,441.89",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,18/10/2017,GRAFTON MERCHANTING GB LTD,4684632,"3,928.16",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,30/10/2017,GRAFTON MERCHANTING GB LTD,4684561,"5,687.60",IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,04/10/2017,GRAFTON MERCHANTING GB LTD,4683168,340.5,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,30/10/2017,GRAFTON MERCHANTING GB LTD,4684615,15.09,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,25/10/2017,GRAFTON MERCHANTING GB LTD,4684887,"3,446.79",
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,30/10/2017,GRAFTON MERCHANTING GB LTD,4684615,288.12,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,30/10/2017,GRAFTON MERCHANTING GB LTD,4684615,150.92,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267335/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267342/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267341/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267337/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267340/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267347/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267339/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267345/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267334/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267348/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267338/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682344,35,267343/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267317/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267326/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267332/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267320/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267314/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267321/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267333/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267313/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267325/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267316/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267323/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267322/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267308/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267312/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267319/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267329/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267311/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267318/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,GREENDALE LTD,1682343,35,267327/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,30/10/2017,H BEARDMORE DOBSON & SONS LTD,4685390,326.98,2.34601E+20
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,HAVEN BUILDING & MAINTENANCE,1682387,416,266861/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,HAYS SPECIALIST RECRUITMENT,4684354,429,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,HAYS SPECIALIST RECRUITMENT,4685215,431.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,HAYS SPECIALIST RECRUITMENT,4685701,437.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,HAYS SPECIALIST RECRUITMENT,4684486,443.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685155,450,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685031,610.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,HAYS SPECIALIST RECRUITMENT,4685216,610.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,HAYS SPECIALIST RECRUITMENT,4684355,638.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,09/10/2017,HAYS SPECIALIST RECRUITMENT,4684488,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685030,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685032,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685033,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,25/10/2017,HAYS SPECIALIST RECRUITMENT,4685214,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,HAYS SPECIALIST RECRUITMENT,4685217,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,04/10/2017,HAYS SPECIALIST RECRUITMENT,4684213,656.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,04/10/2017,HAYS SPECIALIST RECRUITMENT,4684215,656.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,30/10/2017,HAYS SPECIALIST RECRUITMENT,4685699,693.77,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,18/10/2017,HELP-LINK UK LTD,1682970,256.97,267390/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682389,149.9,261319/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682389,149.9,261367/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682389,149.9,261331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682369,610,267245/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682390,149.9,261356/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682390,189.59,261357/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682390,149.9,261324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682390,149.9,261334/1
