Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109929236,2021-05-07,5110091.20,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900045836,2021-05-28,5060584.56,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109937411,2021-05-26,4834416.59,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109933027,2021-05-24,4631571.53,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045738,2021-05-14,4525687.65,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900045825,2021-05-28,4458521.61,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900045832,2021-05-28,3936750.97,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045725,2021-05-14,3872438.69,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,Rates - Central Listed,1005\1900217625,2021-05-18,3840000.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045736,2021-05-14,3770497.97,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109929240,2021-05-07,3701269.64,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045831,2021-05-28,3582710.09,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109933451,2021-05-26,3477951.41,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045742,2021-05-14,3439145.32,
TFL CORPORATE,TOWN LEGAL LLP,Purchase of Land & Buildings,1001\1900072847,2021-05-14,3410359.64,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109931859,2021-05-24,3381549.87,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5109944404,2021-05-28,3284124.91,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045829,2021-05-28,3090388.00,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045728,2021-05-14,2945599.07,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109933452,2021-05-26,2676062.01,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109944901,2021-05-28,2582489.70,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109922820,2021-05-05,2553733.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045734,2021-05-14,2411692.93,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109931832,2021-05-25,2382389.34,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109921955,2021-05-05,2301567.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109936941,2021-05-12,2290037.74,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900045826,2021-05-28,2254886.61,
TUBE LINES LTD,EARLS COURT PARTNERSHIP LIMITED,Purchase of Associates Loan Notes (Activity),1040\1900000108,2021-05-27,2149700.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045823,2021-05-28,2063858.93,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109946852,2021-05-28,2061915.68,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109936156,2021-05-26,1940321.93,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900045731,2021-05-14,1932817.73,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900045839,2021-05-28,1888890.16,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109940854,2021-05-28,1828023.96,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109940675,2021-05-18,1761039.56,
SURFACE TRANSPORT CORP,AECOM LTD,Contracted Services - Roads,1002\5109933152,2021-05-04,1749636.56,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109943238,2021-05-26,1731842.93,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109934486,2021-05-10,1619670.58,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5109936481,2021-05-11,1619172.44,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901677403,2021-05-14,1601865.23,
SURFACE TRANSPORT CORP,AECOM LTD,Contracted Services - Roads,1002\5109935619,2021-05-06,1597360.42,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109946819,2021-05-26,1546470.23,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045837,2021-05-28,1491559.46,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5109929665,2021-05-26,1474550.00,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5109925222,2021-05-05,1470580.27,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045834,2021-05-28,1460136.98,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045841,2021-05-28,1439451.75,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109921851,2021-05-05,1309350.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045824,2021-05-28,1302847.80,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109929067,2021-05-05,1301774.12,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045729,2021-05-14,1266524.71,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109932171,2021-05-05,1222346.34,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5109939003,2021-05-13,1187212.68,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045835,2021-05-28,1184567.07,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Road Maintenance,1002\5109934487,2021-05-04,1179325.97,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109940677,2021-05-18,1161800.00,
DOCKLANDS LIGHT RAILWAY,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1012\5109935089,2021-05-12,1125623.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109928435,2021-05-04,1008230.12,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5109934710,2021-05-26,1000602.92,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109931838,2021-05-24,972677.77,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045827,2021-05-28,968097.36,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109931420,2021-05-19,946644.87,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Building Maintenance & Repairs,1002\5109947572,2021-05-28,939767.28,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109929344,2021-05-19,925375.78,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5109938521,2021-05-11,876092.56,
SURFACE TRANSPORT CORP,BATTERSEA PROJECT LAND COMPANY,Other Joint Funding Contributions,1002\1900068852,2021-05-05,869658.00,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Building Maintenance & Repairs,1002\5109947553,2021-05-28,868080.54,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109938487,2021-05-26,856206.57,
TFL CORPORATE,HCL TECHNOLOGIES UK LTD,Manage IT Services,1001\5109926408,2021-05-17,823995.50,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900068811,2021-05-12,815658.24,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109943242,2021-05-26,813779.08,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109923186,2021-05-05,800084.39,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109928416,2021-05-12,795484.98,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045833,2021-05-28,785946.65,
LONDON UNDERGROUND LTD,THE 4OC LIMITED,Cameras,1005\5109936915,2021-05-17,778584.00,
TFL CORPORATE,ESRI (UK) LIMITED,Software Maintenance,1001\5109935756,2021-05-21,750000.00,
TFL CORPORATE,ORACLE CORPORATION UK LTD,Computer Hardware,1001\5109933071,2021-05-25,737942.96,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5109935667,2021-05-06,733831.30,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109938497,2021-05-26,731630.29,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5109926588,2021-05-10,720501.45,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5109931999,2021-05-04,715896.99,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5109938534,2021-05-11,714015.85,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109943505,2021-05-26,708753.73,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5109947673,2021-05-28,697296.79,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109930234,2021-05-21,693541.62,
SURFACE TRANSPORT CORP,LONDON COUNCILS,Taxicard Funding,1002\1900069090,2021-05-27,684901.54,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109936404,2021-05-07,684854.28,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Computer Hardware,1001\5109919165,2021-05-04,666584.00,
oyster,RINGWAY JACOBS LIMITED,Contracted Services - Highway Bridges,1002\5109935641,2021-05-06,654360.40,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Software Maintenance,1001\5109926129,2021-05-12,649146.56,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900045830,2021-05-28,640706.07,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF GREENWICH,Borough Services - Claim Against Pr Yr Accrual,1002\1900068890,2021-05-19,639201.78,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5109934323,2021-05-04,631636.74,
TUBE LINES LTD,NETWORK RAIL,Computer Software,1025\5109932522,2021-05-25,622229.51,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5109947706,2021-05-28,608565.92,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901677253,2021-05-04,601692.00,
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5109915642,2021-05-11,595740.41,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800043362,2021-05-07,593020.30,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,COVID 19 planning,1005\5109934285,2021-05-04,586982.51,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109935276,2021-05-26,568536.39,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1005\5109944219,2021-05-24,568008.27,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900068808,2021-05-12,565653.72,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109928418,2021-05-25,555893.24,
SURFACE TRANSPORT CORP,THAMES WATER,Section 159 Payments,1002\1900069032,2021-05-18,553129.63,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900045741,2021-05-14,533052.72,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900045739,2021-05-14,527971.99,
SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,Borough Services - Claim Against Pr Yr Accrual,1002\1900068918,2021-05-25,513286.01,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5109932763,2021-05-07,511390.49,
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109935428,2021-05-05,510989.87,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109927907,2021-05-17,504143.59,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109944239,2021-05-26,488506.43,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109940860,2021-05-28,479673.41,
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5109939334,2021-05-13,476627.11,
SURFACE TRANSPORT CORP,COSTAIN LTD,Contracted Services - Highway Bridges,1002\5109929633,2021-05-06,452207.51,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5109938763,2021-05-12,450825.12,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109940859,2021-05-26,445574.99,
DOCKLANDS LIGHT RAILWAY,HYDER CONSULTING (UK) LTD,Professional Engineering Services,1012\5109939187,2021-05-12,443106.11,
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,Section 159 Payments,1002\1900069087,2021-05-25,436685.29,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900072794,2021-05-06,436077.89,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004\5109928655,2021-05-10,431455.75,
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5109928493,2021-05-17,430496.43,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900068836,2021-05-17,420486.47,
LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,MR Construction Costs,1005\5109934340,2021-05-10,417571.02,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5109938808,2021-05-12,410785.85,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109943241,2021-05-26,402353.35,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Other Joint Funding Contributions,1002\1900069046,2021-05-20,395000.00,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109943222,2021-05-26,387724.00,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109940008,2021-05-14,384278.96,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109928433,2021-05-04,382572.93,
LONDON BUS SERVICES LTD,NEL HYDROGEN A/S,Vehicle Repairs & Maintenance,1006\5109927916,2021-05-21,382198.00,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1020\5109931786,2021-05-24,379513.57,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109927899,2021-05-17,377974.80,
DOCKLANDS LIGHT RAILWAY,MACE Ltd,Professional Engineering Services,1012\5109931511,2021-05-19,365394.94,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900217753,2021-05-04,358514.05,
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109946842,2021-05-28,355438.18,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109929411,2021-05-12,354597.14,
LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,BTP PFI Service Costs,1005\5109946976,2021-05-28,348377.65,
TUBE LINES LTD,SIEMENS,Signalling Systems,1025\5109931987,2021-05-24,343182.00,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900217752,2021-05-04,342232.82,
TFL CORPORATE,LEMONGRASS CONSULTING LIMITED,Manage IT Services,1001\5109932335,2021-05-18,341552.00,
TFL CORPORATE,COMPUTACENTER PLC,Software Maintenance,1001\5109938940,2021-05-26,340640.99,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109927910,2021-05-17,334950.52,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045809,2021-05-28,333034.00,
SURFACE TRANSPORT CORP,SIEMENS,Computer Software,1002\5109931731,2021-05-24,332765.00,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004\1901677229,2021-05-04,332500.00,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900218054,2021-05-27,322135.81,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045828,2021-05-28,314083.16,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109931863,2021-05-12,311984.15,
TFL CORPORATE,SPECIALIST COMPUTER CENTRES LTD,Software Maintenance,1001\5109935155,2021-05-27,308205.22,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900218055,2021-05-27,306235.35,
LONDON UNDERGROUND LTD,SCHWEERBAU GMBH & CO.KG *PAID BACS*,Track General Maintenance,1005\5109929667,2021-05-26,295400.00,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109938484,2021-05-26,288919.14,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045818,2021-05-28,286033.38,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109925920,2021-05-12,284830.18,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109940377,2021-05-26,281281.81,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109938461,2021-05-26,279111.04,
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1031\5109943397,2021-05-26,278856.93,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045815,2021-05-28,272560.82,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109940661,2021-05-20,271729.25,
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5109936976,2021-05-10,267815.66,
TFL CORPORATE,VODAFONE LTD,Telephony Fixed,1001\5109927892,2021-05-24,263440.62,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5109928673,2021-05-18,261381.27,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Radio Systems Equipment & Maintenance,1005\5109921828,2021-05-05,259247.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109928006,2021-05-17,257878.90,
TUBE LINES LTD,RAIL SAFETY & STANDARDS BOARD,Publications & Periodicals,1025\5109928816,2021-05-18,257803.00,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5109946830,2021-05-27,249744.00,
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5109936969,2021-05-10,248717.17,
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Maintenance of Telecommunications Equipment,1001\5109922248,2021-05-05,248057.76,
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5109946859,2021-05-28,237212.01,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901677303,2021-05-04,236208.00,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900045838,2021-05-28,235962.13,
LONDON UNDERGROUND LTD,QHI RAIL LTD,Track General Maintenance,1005\5109947005,2021-05-28,230718.40,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900068750,2021-05-12,230190.88,
SURFACE TRANSPORT CORP,THAMES CLIPPERS,Civil Engineering Construction Works,1002\5109940038,2021-05-19,227015.09,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109932886,2021-05-28,225720.88,
TFL CORPORATE,HP INC UK LTD,Computer Hardware,1001\5109916326,2021-05-18,224391.43,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109940676,2021-05-18,217430.33,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109935278,2021-05-26,216762.51,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109940443,2021-05-26,215666.59,
LONDON UNDERGROUND LTD,ENTERPISE AMS GROUP LTD,IT Consultancy,1005\5109930367,2021-05-19,214900.00,
TRANSPORT TRADING LTD,SODEXO LTD,Caterers Service Charges,1004\5109929798,2021-05-19,211967.00,
TUBE LINES LTD,MITIE FM LIMITED,Security Services (Guards),1025\5109934981,2021-05-10,211320.59,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900045798,2021-05-27,210054.86,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5109938545,2021-05-17,208605.35,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Miscellaneous Costs,1005\5109946823,2021-05-27,208212.70,
TFL CORPORATE,BYTES SOFTWARE SERVICES,Computer Hardware,1001\5109921340,2021-05-28,208065.42,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109925921,2021-05-12,206809.68,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5109935650,2021-05-26,204548.34,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900068816,2021-05-12,200000.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109936155,2021-05-26,200000.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5109936338,2021-05-26,200000.00,
LONDON UNDERGROUND LTD,DELOITTE,Management & Support Consultancy,1005\5109928758,2021-05-18,198275.00,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5109944417,2021-05-28,196747.68,
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,MR Construction Costs,1005\5109935698,2021-05-19,195590.00,
SURFACE TRANSPORT CORP,KPMG,Professional Engineering Services,1002\5109939184,2021-05-13,195015.63,
