Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Public Health and Wellbeing,Premises,Rep & Maint,200079582,1,202205,Barclaycard - Global Commercial Payments,6.98,2022-08-15
Public Health and Wellbeing,Premises,Rep & Maint,200079620,1,202205,Barclaycard - Global Commercial Payments,79.15,2022-08-15
Public Health and Wellbeing,Premises,Rep & Maint,200077365,1,202205,Barclaycard - Global Commercial Payments,9.43,2022-08-08
Schools,Premises,Rep & Maint,200078298,1,202205,Barclaycard - Global Commercial Payments,124.96,2022-08-28
Schools,Premises,Rep & Maint,200078404,1,202205,Barclaycard - Global Commercial Payments,86.04,2022-08-28
Schools,Premises,Rep & Maint,200077376,1,202205,Barclaycard - Global Commercial Payments,30.82,2022-08-28
Schools,Premises,Rep & Maint,200077377,1,202205,Barclaycard - Global Commercial Payments,19.61,2022-08-28
Schools,Premises,Rep & Maint,200078242,1,202205,Barclaycard - Global Commercial Payments,7.66,2022-08-28
Schools,Premises,Rep & Maint,200077208,1,202205,Barclaycard - Global Commercial Payments,17.87,2022-08-08
Schools,Premises,Rep & Maint,200076795,1,202205,Barclaycard - Global Commercial Payments,46.45,2022-08-08
Schools,Premises,Rep & Maint,200077079,1,202205,Barclaycard - Global Commercial Payments,6.57,2022-08-08
Schools,Premises,Rep & Maint,200076198,1,202205,Barclaycard - Global Commercial Payments,7.48,2022-08-08
Schools,Premises,Rep & Maint,200076921,1,202205,Barclaycard - Global Commercial Payments,28.32,2022-08-08
Schools,Premises,Rep & Maint,200077429,1,202205,Barclaycard - Global Commercial Payments,9.98,2022-08-08
Schools,Premises,Rep & Maint,200077430,1,202205,Barclaycard - Global Commercial Payments,24.98,2022-08-08
Schools,Premises,Ground Maint,200076712,1,202205,Barclaycard - Global Commercial Payments,9.04,2022-08-08
Schools,Premises,Energy,200078180,1,202205,Barclaycard - Global Commercial Payments,30.07,2022-08-28
Schools,Premises,Energy,200078903,1,202205,Barclaycard - Global Commercial Payments,7.87,2022-08-28
Schools,Premises,Energy,200078179,1,202205,Barclaycard - Global Commercial Payments,263.01,2022-08-28
Schools,Premises,Cleaning,200075271,1,202205,Barclaycard - Global Commercial Payments,26.38,2022-08-08
Children's Social Care & Lifelong Learning,Premises,Fixtures & Fittings,200075334,1,202205,Barclaycard - Global Commercial Payments,226.00,2022-08-08
Children's Social Care & Lifelong Learning,Premises,Fixtures & Fittings,200076393,1,202205,Barclaycard - Global Commercial Payments,39.99,2022-08-28
Children's Social Care & Lifelong Learning,Premises,Fixtures & Fittings,200078780,1,202205,Barclaycard - Global Commercial Payments,34.99,2022-08-28
Children's Social Care & Lifelong Learning,Premises,Fixtures & Fittings,200079290,1,202205,Barclaycard - Global Commercial Payments,10.31,2022-08-28
Integrated Adults & Social Care Services,Premises,Fixtures & Fittings,200078117,1,202205,Barclaycard - Global Commercial Payments,19.98,2022-08-08
Integrated Adults & Social Care Services,Premises,Fixtures & Fittings,200078219,1,202205,Barclaycard - Global Commercial Payments,28.99,2022-08-08
Integrated Adults & Social Care Services,Premises,Fixtures & Fittings,200078220,1,202205,Barclaycard - Global Commercial Payments,15.99,2022-08-08
Integrated Adults & Social Care Services,Premises,Fixtures & Fittings,200078221,1,202205,Barclaycard - Global Commercial Payments,21.49,2022-08-08
Integrated Adults & Social Care Services,Premises,Fixtures & Fittings,200078439,1,202205,Barclaycard - Global Commercial Payments,-21.49,2022-08-08
Schools,Premises,Fixtures & Fittings,200078239,1,202205,Barclaycard - Global Commercial Payments,16.66,2022-08-08
Schools,Premises,Fixtures & Fittings,200077588,1,202205,Barclaycard - Global Commercial Payments,9.98,2022-08-08
Schools,Premises,Fixtures & Fittings,200078243,1,202205,Barclaycard - Global Commercial Payments,183.33,2022-08-28
Schools,Premises,Fixtures & Fittings,200078851,1,202205,Barclaycard - Global Commercial Payments,35.83,2022-08-28
Schools,Premises,Fixtures & Fittings,200076295,1,202205,Barclaycard - Global Commercial Payments,99.17,2022-08-08
Children's Social Care & Lifelong Learning,Transport,Public Transport and Taxi Fares,200076717,1,202205,Barclaycard - Global Commercial Payments,8.80,2022-08-28
Children's Social Care & Lifelong Learning,Transport,Public Transport and Taxi Fares,200076718,1,202205,Barclaycard - Global Commercial Payments,89.20,2022-08-28
"Housing, Environment and Healthy Communities",Transport,Public Transport and Taxi Fares,200079748,1,202205,Barclaycard - Global Commercial Payments,391.70,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200071027,1,202205,Barclaycard - Global Commercial Payments,2.60,2022-08-08
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200071617,1,202205,Barclaycard - Global Commercial Payments,1.70,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200072040,1,202205,Barclaycard - Global Commercial Payments,1.00,2022-08-08
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200074645,1,202205,Barclaycard - Global Commercial Payments,1.70,2022-08-08
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200076054,1,202205,Barclaycard - Global Commercial Payments,4.10,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200076252,1,202205,Barclaycard - Global Commercial Payments,4.10,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200076794,1,202205,Barclaycard - Global Commercial Payments,4.10,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200079049,1,202205,Barclaycard - Global Commercial Payments,4.00,2022-08-15
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200079336,1,202205,Barclaycard - Global Commercial Payments,4.20,2022-08-15
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200077585,1,202205,Barclaycard - Global Commercial Payments,47.26,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072403,1,202205,Barclaycard - Global Commercial Payments,41.98,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073010,1,202205,Barclaycard - Global Commercial Payments,48.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073113,1,202205,Barclaycard - Global Commercial Payments,257.73,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077590,1,202205,Barclaycard - Global Commercial Payments,124.20,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079132,1,202205,Barclaycard - Global Commercial Payments,359.85,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079604,1,202205,Barclaycard - Global Commercial Payments,59.98,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079246,1,202205,Barclaycard - Global Commercial Payments,21.64,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077835,1,202205,Barclaycard - Global Commercial Payments,15.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078009,1,202205,Barclaycard - Global Commercial Payments,143.15,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078920,1,202205,Barclaycard - Global Commercial Payments,4.00,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078921,1,202205,Barclaycard - Global Commercial Payments,13.98,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078922,1,202205,Barclaycard - Global Commercial Payments,21.36,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079134,1,202205,Barclaycard - Global Commercial Payments,3.80,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079250,1,202205,Barclaycard - Global Commercial Payments,132.76,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079324,1,202205,Barclaycard - Global Commercial Payments,44.00,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079325,1,202205,Barclaycard - Global Commercial Payments,33.25,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079326,1,202205,Barclaycard - Global Commercial Payments,29.10,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079384,1,202205,Barclaycard - Global Commercial Payments,62.27,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079674,1,202205,Barclaycard - Global Commercial Payments,7.20,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077896,1,202205,Barclaycard - Global Commercial Payments,14.11,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077985,1,202205,Barclaycard - Global Commercial Payments,7.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078409,1,202205,Barclaycard - Global Commercial Payments,4.50,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079004,1,202205,Barclaycard - Global Commercial Payments,18.85,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079231,1,202205,Barclaycard - Global Commercial Payments,18.12,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079232,1,202205,Barclaycard - Global Commercial Payments,4.79,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079375,1,202205,Barclaycard - Global Commercial Payments,4.10,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079433,1,202205,Barclaycard - Global Commercial Payments,3.72,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079559,1,202205,Barclaycard - Global Commercial Payments,8.75,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079560,1,202205,Barclaycard - Global Commercial Payments,5.40,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079561,1,202205,Barclaycard - Global Commercial Payments,9.00,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079798,1,202205,Barclaycard - Global Commercial Payments,11.26,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079800,1,202205,Barclaycard - Global Commercial Payments,6.30,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072340,1,202205,Barclaycard - Global Commercial Payments,20.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072342,1,202205,Barclaycard - Global Commercial Payments,50.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072402,1,202205,Barclaycard - Global Commercial Payments,13.99,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072404,1,202205,Barclaycard - Global Commercial Payments,10.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072405,1,202205,Barclaycard - Global Commercial Payments,9.96,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072469,1,202205,Barclaycard - Global Commercial Payments,2.50,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072561,1,202205,Barclaycard - Global Commercial Payments,15.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072562,1,202205,Barclaycard - Global Commercial Payments,15.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072564,1,202205,Barclaycard - Global Commercial Payments,25.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072746,1,202205,Barclaycard - Global Commercial Payments,12.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073219,1,202205,Barclaycard - Global Commercial Payments,500.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075391,1,202205,Barclaycard - Global Commercial Payments,14.50,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075615,1,202205,Barclaycard - Global Commercial Payments,450.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076083,1,202205,Barclaycard - Global Commercial Payments,79.80,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076389,1,202205,Barclaycard - Global Commercial Payments,159.99,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076722,1,202205,Barclaycard - Global Commercial Payments,13.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076996,1,202205,Barclaycard - Global Commercial Payments,500.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077092,1,202205,Barclaycard - Global Commercial Payments,393.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077269,1,202205,Barclaycard - Global Commercial Payments,35.10,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078781,1,202205,Barclaycard - Global Commercial Payments,13.96,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079199,1,202205,Barclaycard - Global Commercial Payments,24.99,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079281,1,202205,Barclaycard - Global Commercial Payments,6.20,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079416,1,202205,Barclaycard - Global Commercial Payments,27.90,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073499,1,202205,Barclaycard - Global Commercial Payments,299.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073500,1,202205,Barclaycard - Global Commercial Payments,108.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073501,1,202205,Barclaycard - Global Commercial Payments,3.99,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073502,1,202205,Barclaycard - Global Commercial Payments,3.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073814,1,202205,Barclaycard - Global Commercial Payments,13.98,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073977,1,202205,Barclaycard - Global Commercial Payments,10.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200074056,1,202205,Barclaycard - Global Commercial Payments,4.49,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200074355,1,202205,Barclaycard - Global Commercial Payments,760.12,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075550,1,202205,Barclaycard - Global Commercial Payments,23.76,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075860,1,202205,Barclaycard - Global Commercial Payments,155.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076344,1,202205,Barclaycard - Global Commercial Payments,19.99,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076345,1,202205,Barclaycard - Global Commercial Payments,57.20,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076477,1,202205,Barclaycard - Global Commercial Payments,10.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076548,1,202205,Barclaycard - Global Commercial Payments,40.98,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076549,1,202205,Barclaycard - Global Commercial Payments,3.99,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077063,1,202205,Barclaycard - Global Commercial Payments,36.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077260,1,202205,Barclaycard - Global Commercial Payments,5.30,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077370,1,202205,Barclaycard - Global Commercial Payments,5.50,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077373,1,202205,Barclaycard - Global Commercial Payments,52.49,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077484,1,202205,Barclaycard - Global Commercial Payments,10.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077485,1,202205,Barclaycard - Global Commercial Payments,6.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077487,1,202205,Barclaycard - Global Commercial Payments,2.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077565,1,202205,Barclaycard - Global Commercial Payments,89.99,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077567,1,202205,Barclaycard - Global Commercial Payments,4.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077570,1,202205,Barclaycard - Global Commercial Payments,149.99,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077851,1,202205,Barclaycard - Global Commercial Payments,6.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077943,1,202205,Barclaycard - Global Commercial Payments,46.20,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078131,1,202205,Barclaycard - Global Commercial Payments,27.94,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078133,1,202205,Barclaycard - Global Commercial Payments,20.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078454,1,202205,Barclaycard - Global Commercial Payments,37.18,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078563,1,202205,Barclaycard - Global Commercial Payments,4.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078755,1,202205,Barclaycard - Global Commercial Payments,5.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078842,1,202205,Barclaycard - Global Commercial Payments,128.95,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078843,1,202205,Barclaycard - Global Commercial Payments,4.00,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077070,1,202205,Barclaycard - Global Commercial Payments,167.21,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077072,1,202205,Barclaycard - Global Commercial Payments,48.33,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077232,1,202205,Barclaycard - Global Commercial Payments,5.42,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077684,1,202205,Barclaycard - Global Commercial Payments,5.98,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077957,1,202205,Barclaycard - Global Commercial Payments,52.97,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078144,1,202205,Barclaycard - Global Commercial Payments,61.76,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078250,1,202205,Barclaycard - Global Commercial Payments,97.10,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078583,1,202205,Barclaycard - Global Commercial Payments,7.45,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079069,1,202205,Barclaycard - Global Commercial Payments,56.00,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079458,1,202205,Barclaycard - Global Commercial Payments,45.83,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079459,1,202205,Barclaycard - Global Commercial Payments,82.37,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076140,1,202205,Barclaycard - Global Commercial Payments,20.81,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078603,1,202205,Barclaycard - Global Commercial Payments,197.37,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079211,1,202205,Barclaycard - Global Commercial Payments,42.48,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072073,1,202205,Barclaycard - Global Commercial Payments,78.94,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079766,1,202205,Barclaycard - Global Commercial Payments,16.65,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077375,1,202205,Barclaycard - Global Commercial Payments,6.32,2022-08-28
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078542,1,202205,Barclaycard - Global Commercial Payments,38.51,2022-08-08
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076094,1,202205,Barclaycard - Global Commercial Payments,600.00,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076405,1,202205,Barclaycard - Global Commercial Payments,178.40,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076406,1,202205,Barclaycard - Global Commercial Payments,652.50,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077298,1,202205,Barclaycard - Global Commercial Payments,46.65,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077621,1,202205,Barclaycard - Global Commercial Payments,59.96,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078283,1,202205,Barclaycard - Global Commercial Payments,14.99,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200073910,1,202205,Barclaycard - Global Commercial Payments,196.30,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200074328,1,202205,Barclaycard - Global Commercial Payments,200.76,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200074658,1,202205,Barclaycard - Global Commercial Payments,265.30,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200074872,1,202205,Barclaycard - Global Commercial Payments,219.40,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075142,1,202205,Barclaycard - Global Commercial Payments,96.44,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075228,1,202205,Barclaycard - Global Commercial Payments,66.65,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076314,1,202205,Barclaycard - Global Commercial Payments,15.08,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076315,1,202205,Barclaycard - Global Commercial Payments,24.99,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076459,1,202205,Barclaycard - Global Commercial Payments,49.98,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076460,1,202205,Barclaycard - Global Commercial Payments,74.99,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076530,1,202205,Barclaycard - Global Commercial Payments,32.58,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200076838,1,202205,Barclaycard - Global Commercial Payments,99.08,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077425,1,202205,Barclaycard - Global Commercial Payments,198.99,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077682,1,202205,Barclaycard - Global Commercial Payments,161.00,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077876,1,202205,Barclaycard - Global Commercial Payments,116.98,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078002,1,202205,Barclaycard - Global Commercial Payments,55.73,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078169,1,202205,Barclaycard - Global Commercial Payments,640.95,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078320,1,202205,Barclaycard - Global Commercial Payments,31.15,2022-08-15
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200078389,1,202205,Barclaycard - Global Commercial Payments,200.00,2022-08-15
