Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Transport,Public Transport and Taxi Fares,300001204,27,201904,CLICK TRAVEL LTD,118.33,2019-07-29
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41255931,1,201904,AON HEWITT LIMITED,950.00,2019-07-24
Corporate Resources,Transport,Public Transport and Taxi Fares,300001204,34,201904,CLICK TRAVEL LTD,12.20,2019-07-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300001204,36,201904,CLICK TRAVEL LTD,22.20,2019-07-29
Corporate Resources,Supplies and Services,Comms & Computing,41254958,1,201904,QUICKTHINK CLOUD LIMITED,1330.46,2019-07-09
Corporate Resources,Supplies and Services,Comms & Computing,41254959,1,201904,QUICKTHINK CLOUD LIMITED,3132.66,2019-07-09
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,9,201904,CLICK TRAVEL LTD,27.30,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,13,201904,CLICK TRAVEL LTD,27.70,2019-07-19
Corporate Resources,Supplies and Services,Comms & Computing,41255088,1,201904,CRITIQOM,1406.85,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,41255089,1,201904,CRITIQOM,505.26,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,41255091,1,201904,CRITIQOM,2188.31,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,41255093,1,201904,CRITIQOM,983.96,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,41255096,1,201904,CRITIQOM,1862.15,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,148031941,7,201904,ROYAL MAIL,195.57,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,7,201904,ROYAL MAIL,220.65,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,7,201904,ROYAL MAIL,236.00,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,7,201904,ROYAL MAIL,203.68,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,7,201904,ROYAL MAIL,152.44,2019-07-31
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44035890,0,201904,TOTAL ID,150.00,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44035890,1,201904,TOTAL ID,854.80,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44038372,0,201904,TOTAL ID,720.00,2019-07-03
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",148032014,1,201904,DDH PSYCHOLOGICAL SOLUTIONS LTD,420.00,2019-07-10
Corporate Resources,Transport,Public Transport and Taxi Fares,300001163,4,201904,CLICK TRAVEL LTD,15.10,2019-07-05
Corporate Resources,Supplies and Services,Comms & Computing,148031941,1,201904,ROYAL MAIL,64.58,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031941,2,201904,ROYAL MAIL,216.49,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,1,201904,ROYAL MAIL,449.98,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148031982,2,201904,ROYAL MAIL,172.85,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,1,201904,ROYAL MAIL,77.88,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032229,2,201904,ROYAL MAIL,206.62,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,1,201904,ROYAL MAIL,127.83,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,2,201904,ROYAL MAIL,179.34,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,1,201904,ROYAL MAIL,86.25,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,2,201904,ROYAL MAIL,156.71,2019-07-31
Corporate Resources,Third Party Payments,Third Party Payments,41254555,1,201904,CITIZENS ADVICE GATESHEAD,30000.00,2019-07-05
Corporate Resources,Third Party Payments,Third Party Payments,147045138,1,201904,REDACTED - Personal Information,5000.00,2019-07-24
Corporate Resources,Third Party Payments,Third Party Payments,147045139,1,201904,REDACTED - Personal Information,5000.00,2019-07-24
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41254663,1,201904,PREPAID FINANCIAL SERVICES LTD,2271.15,2019-07-05
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41254663,2,201904,PREPAID FINANCIAL SERVICES LTD,1160.20,2019-07-05
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41254663,3,201904,PREPAID FINANCIAL SERVICES LTD,1423.62,2019-07-05
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41256352,1,201904,PREPAID FINANCIAL SERVICES LTD,7017.97,2019-07-31
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41256352,2,201904,PREPAID FINANCIAL SERVICES LTD,1323.12,2019-07-31
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41256353,1,201904,PREPAID FINANCIAL SERVICES LTD,9387.61,2019-07-31
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41256353,2,201904,PREPAID FINANCIAL SERVICES LTD,1473.65,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,41255287,1,201904,REDACTED - Personal Information,4596.00,2019-07-29
Corporate Resources,Supplies and Services,Comms & Computing,148032077,1,201904,MHR INTERNATIONAL UK LTD,509.50,2019-07-16
Corporate Resources,Supplies and Services,Comms & Computing,148032219,1,201904,MHR INTERNATIONAL UK LTD,509.50,2019-07-30
Corporate Resources,Supplies and Services,Comms & Computing,148031941,6,201904,ROYAL MAIL,95.65,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,6,201904,ROYAL MAIL,63.87,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,6,201904,ROYAL MAIL,461.78,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,6,201904,ROYAL MAIL,48.68,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,6,201904,ROYAL MAIL,127.25,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148031941,3,201904,ROYAL MAIL,136.64,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031941,4,201904,ROYAL MAIL,243.82,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,3,201904,ROYAL MAIL,143.93,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148031982,4,201904,ROYAL MAIL,140.74,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,3,201904,ROYAL MAIL,195.46,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032229,4,201904,ROYAL MAIL,700.72,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,3,201904,ROYAL MAIL,214.35,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,4,201904,ROYAL MAIL,239.97,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,3,201904,ROYAL MAIL,159.27,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,4,201904,ROYAL MAIL,174.64,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148031941,5,201904,ROYAL MAIL,17.94,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,5,201904,ROYAL MAIL,51.89,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,5,201904,ROYAL MAIL,26.55,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032230,5,201904,ROYAL MAIL,185.75,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,5,201904,ROYAL MAIL,39.28,2019-07-31
Corporate Resources,Employees,Indirect Employee Expenses,44045537,0,201904,TES GLOBAL LIMITED,949.05,2019-07-22
Corporate Resources,Transport,Public Transport and Taxi Fares,300001196,2,201904,CLICK TRAVEL LTD,25.20,2019-07-23
Corporate Resources,Transport,Public Transport and Taxi Fares,300001196,4,201904,CLICK TRAVEL LTD,38.60,2019-07-23
Corporate Resources,Supplies and Services,Comms & Computing,44043835,0,201904,COMPLETE BACKGROUND SCREENING LTD,595.00,2019-07-12
Corporate Resources,Supplies and Services,Comms & Computing,44043836,0,201904,COMPLETE BACKGROUND SCREENING LTD,1800.00,2019-07-12
Corporate Resources,Supplies and Services,Comms & Computing,148031941,8,201904,ROYAL MAIL,11.73,2019-07-04
Corporate Resources,Supplies and Services,Comms & Computing,148031982,8,201904,ROYAL MAIL,1.48,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,148032229,8,201904,ROYAL MAIL,49.92,2019-07-31
Corporate Resources,Supplies and Services,Comms & Computing,148032231,8,201904,ROYAL MAIL,13.66,2019-07-31
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41253894,1,201904,DISCLOSURE & BARRING SERVICE,4394.00,2019-07-08
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254832,1,201904,COMPLETE BACKGROUND SCREENING LTD,1657.00,2019-07-08
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254837,1,201904,DISCLOSURE & BARRING SERVICE,6746.00,2019-07-08
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41255601,1,201904,COMPLETE BACKGROUND SCREENING LTD,3132.00,2019-07-24
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41255602,1,201904,COMPLETE BACKGROUND SCREENING LTD,1795.00,2019-07-24
Corporate Resources,Transport,Public Transport and Taxi Fares,300001163,6,201904,CLICK TRAVEL LTD,38.60,2019-07-05
Corporate Resources,Transport,Public Transport and Taxi Fares,300001163,25,201904,CLICK TRAVEL LTD,33.50,2019-07-05
Corporate Resources,Transport,Public Transport and Taxi Fares,300001183,23,201904,CLICK TRAVEL LTD,144.17,2019-07-15
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,2,201904,CLICK TRAVEL LTD,156.90,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,5,201904,CLICK TRAVEL LTD,27.30,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,10,201904,CLICK TRAVEL LTD,7.50,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,22,201904,CLICK TRAVEL LTD,55.40,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,24,201904,CLICK TRAVEL LTD,46.30,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,25,201904,CLICK TRAVEL LTD,11.30,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,30,201904,CLICK TRAVEL LTD,15.40,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001192,39,201904,CLICK TRAVEL LTD,14.05,2019-07-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300001195,24,201904,CLICK TRAVEL LTD,254.17,2019-07-23
Corporate Resources,Supplies and Services,Comms & Computing,41255290,1,201904,VIRGIN MEDIA LTD,714.42,2019-07-12
Corporate Resources,Supplies and Services,Comms & Computing,41255291,1,201904,VIRGIN MEDIA LTD,1203.23,2019-07-12
Corporate Resources,Supplies and Services,Comms & Computing,41255292,1,201904,VIRGIN MEDIA LTD,912.25,2019-07-12
Corporate Resources,Supplies and Services,Comms & Computing,44042546,0,201904,TRUSTMARQUE SOLUTIONS LTD,1939.97,2019-07-01
Corporate Resources,Supplies and Services,Comms & Computing,44042548,0,201904,TRUSTMARQUE SOLUTIONS LTD,1916.82,2019-07-01
Corporate Resources,Supplies and Services,Comms & Computing,41255327,1,201904,VIRGIN MEDIA PAYMENTS LTD,692.55,2019-07-15
Corporate Resources,Supplies and Services,Comms & Computing,44045665,0,201904,CAPITA BUSINESS SERVICES LTD,816.25,2019-07-24
Corporate Resources,Supplies and Services,Comms & Computing,44038350,0,201904,INSIGHT DIRECT UK LTD,419.00,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44043012,0,201904,UNITED CARLTON OFFICE SYSTEMS,2149.00,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44043451,0,201904,DELL COMPUTER CORPORATION LTD,4652.55,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44044147,0,201904,BECHTLE DIRECT LTD,1472.13,2019-07-15
Corporate Resources,Supplies and Services,Comms & Computing,44044148,0,201904,BECHTLE DIRECT LTD,1962.84,2019-07-15
Corporate Resources,Supplies and Services,Comms & Computing,44044991,0,201904,BECHTLE DIRECT LTD,490.71,2019-07-19
Corporate Resources,Supplies and Services,Comms & Computing,44044993,0,201904,MICRO COMPUTER CONSULTANTS LTD,1840.00,2019-07-18
Corporate Resources,Supplies and Services,Comms & Computing,44045563,0,201904,MICRO COMPUTER CONSULTANTS LTD,667.50,2019-07-22
Corporate Resources,Supplies and Services,Comms & Computing,44045684,0,201904,MICRO COMPUTER CONSULTANTS LTD,6900.00,2019-07-24
Corporate Resources,Supplies and Services,Comms & Computing,44045691,0,201904,MICRO COMPUTER CONSULTANTS LTD,689.00,2019-07-24
Corporate Resources,Supplies and Services,Comms & Computing,148032220,1,201904,INSIGHT DIRECT UK LTD,892.00,2019-07-30
Corporate Resources,Supplies and Services,Comms & Computing,44042566,0,201904,DELL BANK INTERNATIONAL LTD,1282.03,2019-07-01
Corporate Resources,Supplies and Services,Comms & Computing,44042567,0,201904,DELL BANK INTERNATIONAL LTD,726.61,2019-07-01
Corporate Resources,Supplies and Services,Comms & Computing,44043685,0,201904,DELL BANK INTERNATIONAL LTD,1133.82,2019-07-09
Corporate Resources,Supplies and Services,Comms & Computing,148031888,1,201904,DELL BANK INTERNATIONAL LTD,4972.88,2019-07-02
Corporate Resources,Supplies and Services,Comms & Computing,148031889,1,201904,DELL BANK INTERNATIONAL LTD,726.61,2019-07-02
Corporate Resources,Supplies and Services,Comms & Computing,148031890,1,201904,DELL BANK INTERNATIONAL LTD,1282.03,2019-07-02
Corporate Resources,Supplies and Services,Comms & Computing,44040836,0,201904,PHOENIX SOFTWARE LTD,1864.64,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44042541,0,201904,PHOENIX SOFTWARE LTD,1806.37,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44042542,0,201904,PHOENIX SOFTWARE LTD,1165.40,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44042543,0,201904,PHOENIX SOFTWARE LTD,1748.10,2019-07-10
Corporate Resources,Supplies and Services,Comms & Computing,44044777,0,201904,PHOENIX SOFTWARE LTD,2272.53,2019-07-25
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41255121,1,201904,CANON (UK) LTD,40076.61,2019-07-11
Corporate Resources,Supplies and Services,Comms & Computing,41254374,1,201904,VIRGIN MEDIA BUSINESS,0.53,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,41254374,2,201904,VIRGIN MEDIA BUSINESS,551.06,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,41254602,1,201904,VIRGIN MEDIA BUSINESS,415.36,2019-07-08
Corporate Resources,Supplies and Services,Comms & Computing,41255713,1,201904,VIRGIN MEDIA BUSINESS,3988.33,2019-07-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254602,2,201904,VIRGIN MEDIA BUSINESS,40.00,2019-07-08
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001163,5,201904,CLICK TRAVEL LTD,123.00,2019-07-05
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001163,9,201904,CLICK TRAVEL LTD,86.00,2019-07-05
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44044715,0,201904,P & A MEDCIAL LTD,2045.00,2019-07-18
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44044994,0,201904,MEDICALS PLUS LIMITED,4090.00,2019-07-18
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44043670,0,201904,TREATMENT SOLUTIONS,4166.66,2019-07-09
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44045710,0,201904,TREATMENT SOLUTIONS,4166.66,2019-07-25
Corporate Services & Governance,Supplies and Services,Comms & Computing,44043239,0,201904,TRUSTMARQUE SOLUTIONS LTD,543.20,2019-07-17
Corporate Services & Governance,Employees,Indirect Employee Expenses,44043573,0,201904,GATESHEAD COLLEGE,550.00,2019-07-09
Corporate Services & Governance,Employees,Indirect Employee Expenses,44044232,0,201904,GATESHEAD COLLEGE,550.00,2019-07-15
Corporate Services & Governance,Employees,Indirect Employee Expenses,41254375,1,201904,MAYBO LTD,2100.00,2019-07-09
Corporate Services & Governance,Employees,Indirect Employee Expenses,41254378,1,201904,MAYBO LTD,700.00,2019-07-09
Corporate Services & Governance,Employees,Indirect Employee Expenses,44045865,0,201904,HAZEL SIMPSON TRAINING CONSULTANT,1300.00,2019-07-25
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001195,32,201904,CLICK TRAVEL LTD,320.00,2019-07-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,44043443,0,201904,KATE CAIRNS ASSOCIATES LTD,440.00,2019-07-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,44045954,0,201904,SIX SPECIALIST SERVICES FOR FOSTERING AND ADOPTION,800.00,2019-07-26
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001204,3,201904,CLICK TRAVEL LTD,86.00,2019-07-29
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001204,11,201904,CLICK TRAVEL LTD,48.50,2019-07-29
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001204,32,201904,CLICK TRAVEL LTD,86.00,2019-07-29
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001204,37,201904,CLICK TRAVEL LTD,38.00,2019-07-29
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41254780,1,201904,PEGASUS MATERIAL HANDLING,879.10,2019-07-08
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44043400,0,201904,PREMIER PAPER GROUP,808.00,2019-07-08
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44044248,0,201904,ANTALIS LTD,511.20,2019-07-15
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44045967,0,201904,ANTALIS LTD,800.00,2019-07-26
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44045968,0,201904,ANTALIS LTD,511.20,2019-07-26
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44042479,0,201904,MV PRINT LTD,727.00,2019-07-04
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44045536,0,201904,JL GROUP LTD,1014.00,2019-07-22
Corporate Services & Governance,Supplies and Services,Comms & Computing,44045026,0,201904,CANON (UK) LTD,1500.00,2019-07-25
Corporate Services & Governance,Supplies and Services,Other Running Costs,41255119,1,201904,CANON (UK) LTD,4658.04,2019-07-17
Corporate Services & Governance,Supplies and Services,Comms & Computing,41250158,1,201904,ROYAL MAIL,3498.53,2019-07-08
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44045831,0,201904,SHAW & SONS LTD,986.60,2019-07-31
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41254431,1,201904,ADARE LIMITED,13344.35,2019-07-04
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41256287,1,201904,ROYAL MAIL,1385.88,2019-07-31
Corporate Services & Governance,Supplies and Services,Comms & Computing,41255389,1,201904,ROYAL MAIL,2588.93,2019-07-17
Corporate Services & Governance,Supplies and Services,Comms & Computing,41255725,1,201904,ADARE LIMITED,13279.78,2019-07-19
Corporate Services & Governance,Supplies and Services,Comms & Computing,41255726,1,201904,ADARE LIMITED,21752.94,2019-07-19
Corporate Services & Governance,Supplies and Services,Comms & Computing,41256092,1,201904,ROYAL MAIL,5105.72,2019-07-26
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001204,23,201904,CLICK TRAVEL LTD,65.50,2019-07-29
Corporate Resources,Supplies and Services,Comms & Computing,41254558,1,201904,PITNEY BOWES PURCHASE POWER,2000.00,2019-07-05
Corporate Resources,Supplies and Services,Comms & Computing,41254558,2,201904,PITNEY BOWES PURCHASE POWER,20.00,2019-07-05
Corporate Resources,Supplies and Services,Comms & Computing,41254558,5,201904,PITNEY BOWES PURCHASE POWER,1.24,2019-07-05
Corporate Resources,Supplies and Services,Comms & Computing,41254558,6,201904,PITNEY BOWES PURCHASE POWER,815.80,2019-07-05
Corporate Resources,Supplies and Services,Comms & Computing,41254559,1,201904,POSTAGE BY PHONE-PITNEY BOWES,19950.04,2019-07-04
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254558,3,201904,PITNEY BOWES PURCHASE POWER,20.41,2019-07-05
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254558,4,201904,PITNEY BOWES PURCHASE POWER,25.00,2019-07-05
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,11,201904,CANON (UK) LTD,62.29,2019-07-03
Corporate Resources,Supplies and Services,Comms & Computing,44046090,0,201904,DELL COMPUTER CORPORATION LTD,2924.66,2019-07-29
Corporate Resources,Supplies and Services,Comms & Computing,44044776,0,201904,TRUSTMARQUE SOLUTIONS LTD,10055.49,2019-07-18
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254646,1,201904,ZENITH CHAMBERS,1250.00,2019-07-05
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254836,1,201904,ENVIRONMENT AGENCY,1447.80,2019-07-08
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41254460,1,201904,SOUTH TYNESIDE MBC,3333.00,2019-07-03
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41254463,1,201904,ALLPAY LTD,3301.27,2019-07-03
Office of the Chief Executive,Supplies and Services,Catering & Provisions,147045037,1,201904,ROYAL BRITISH LEGION POPPY APPEAL,610.00,2019-07-17
Office of the Chief Executive,Supplies and Services,Other Running Costs,44042598,0,201904,AV WORKS LTD,1850.00,2019-07-09
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",41255141,1,201904,ICOM WORKS LTD,3150.00,2019-07-10
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",41255728,1,201904,ICOM WORKS LTD,3150.00,2019-07-19
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",41255828,1,201904,WEST DEVON BOROUGH COUNCIL,663.00,2019-07-22
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41256091,1,201904,LINK TREASURY SERVICES T/A LINK ASSET SERVICES,485.00,2019-07-26
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,6,201904,CANON (UK) LTD,117.92,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,11,201904,CANON (UK) LTD,39.45,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,12,201904,CANON (UK) LTD,2.19,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,13,201904,CANON (UK) LTD,35.36,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,14,201904,CANON (UK) LTD,0.66,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,8,201904,CANON (UK) LTD,117.92,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,19,201904,CANON (UK) LTD,47.01,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,20,201904,CANON (UK) LTD,3.47,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,21,201904,CANON (UK) LTD,35.73,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,22,201904,CANON (UK) LTD,1.14,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,13,201904,CANON (UK) LTD,117.92,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,31,201904,CANON (UK) LTD,71.36,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,32,201904,CANON (UK) LTD,2.10,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,33,201904,CANON (UK) LTD,78.54,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,34,201904,CANON (UK) LTD,1.22,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,10,201904,CANON (UK) LTD,62.29,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,4,201904,CANON (UK) LTD,117.92,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,14,201904,CANON (UK) LTD,62.29,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,3,201904,CANON (UK) LTD,62.29,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41254038,7,201904,CANON (UK) LTD,117.92,2019-07-03
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,15,201904,CANON (UK) LTD,31.57,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,16,201904,CANON (UK) LTD,5.90,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,17,201904,CANON (UK) LTD,22.44,2019-07-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",147045009,18,201904,CANON (UK) LTD,0.70,2019-07-12
