Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,33,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,159,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1200,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1235,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1512,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1612,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2061,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2073,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2230,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2298,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2329,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3116,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3425,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3742,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3791,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41198860,2,201703,CITY & GUILDS,747.8,2017-06-15
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036992,2,201703,SB BARBERING ACADEMY,1894.2,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036994,3,201703,ALD HAIRDRESSING TRAINING ACADEMY,3289.02,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036995,1,201703,SKILLS NORTH EAST LTD,22255.81,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147037196,2,201703,Y TRAIN LTD,5221.62,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,4,201703,ST. BEDES PRIMARY SCHOOL,1500,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,5,201703,LEGAL QUEST LTD,1500,2017-06-28
"Care, Wellbeing & Learning",Employees,Agency Staff,60091223,64,201703,DE POEL MANAGED SERVICES LIMITED,606.45,2017-06-06
"Care, Wellbeing & Learning",Employees,Agency Staff,60091224,15,201703,DE POEL MANAGED SERVICES LIMITED,497.6,2017-06-15
"Care, Wellbeing & Learning",Employees,Agency Staff,60091224,44,201703,DE POEL MANAGED SERVICES LIMITED,450.95,2017-06-15
"Care, Wellbeing & Learning",Employees,Agency Staff,60091226,18,201703,DE POEL MANAGED SERVICES LIMITED,606.45,2017-06-28
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41197729,48,201703,CANON (UK) LTD,27.66,2017-06-12
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41197729,49,201703,CANON (UK) LTD,14.02,2017-06-12
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41197729,50,201703,CANON (UK) LTD,0.04,2017-06-12
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41199541,1,201703,LOW FELL FLORISTS,450,2017-06-21
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",43953322,0,201703,OMNICOM IT SERVICES,421.8,2017-06-05
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,290,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,310,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,409,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1174,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1178,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1514,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1597,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2088,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,309,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,769,201703,O2 (UK) LTD,14.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2952,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3504,201703,O2 (UK) LTD,10.06,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036992,1,201703,SB BARBERING ACADEMY,1399.9,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036994,4,201703,ALD HAIRDRESSING TRAINING ACADEMY,2160.22,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,0,201703,WARDLEY PRIMARY SCHOOL,1500,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,1,201703,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1500,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,2,201703,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1500,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41199468,1,201703,WEB WE DO,1500,2017-06-19
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036995,2,201703,SKILLS NORTH EAST LTD,4074.72,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147037016,1,201703,Y TRAIN LTD,7434.13,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147037196,1,201703,Y TRAIN LTD,9848.75,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,6,201703,REDACTED - Personal Information,1500,2017-06-28
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000042,7,201703,BARNES JUNIOR SCHOOL,1500,2017-06-28
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,393,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,397,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2094,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2164,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1259,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1590,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,41199346,1,201703,BENSHAM GROVE COMMUNITY ASSOCIATION,750,2017-06-19
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",41199354,1,201703,NATSPEC LTD,750,2017-06-19
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036993,1,201703,BRIDGE INTERPRETING TRANSLATING & TRAINING SERVICE,7508.33,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036994,2,201703,ALD HAIRDRESSING TRAINING ACADEMY,2498.56,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197945,1,201703,2 WAY TENANCY SOLUTIONS CIC,8997.23,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197948,1,201703,LOW FELL LIBRARY ASSOCIATION,9000,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197950,1,201703,JUSTICE PRINCE CIC,6720,2017-06-12
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300000035,0,201703,GATESHEAD MUSLIM SOCIETY,7200,2017-06-22
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1602,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1609,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3268,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Premises,Energy,41197818,1,201703,BENSHAM GROVE COMMUNITY ASSOCIATION,4950,2017-06-02
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41199344,1,201703,BENSHAM GROVE COMMUNITY ASSOCIATION,1019.73,2017-06-19
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",41200109,1,201703,BENSHAM GROVE COMMUNITY ASSOCIATION,2430,2017-06-28
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1483,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1550,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2949,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Advertising,41199348,1,201703,BENSHAM GROVE COMMUNITY ASSOCIATION,875,2017-06-19
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,394,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1610,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2140,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2471,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2630,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2790,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2791,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3118,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,3388,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,356,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,358,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1212,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1214,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1529,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,2153,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41198860,1,201703,CITY & GUILDS,689.1,2017-06-15
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43957099,0,201703,SUMMERHILL BOOKS,708.5,2017-06-30
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41197652,1,201703,S JENKINS T/A DOT DOT DOT,1250,2017-06-08
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41197653,1,201703,REDACTED - Personal Information,1250,2017-06-08
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41197654,1,201703,REDACTED - Personal Information,675,2017-06-08
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41200111,1,201703,REDACTED - Personal Information,825,2017-06-27
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41200438,1,201703,REDACTED - Personal Information,1750,2017-06-29
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148024528,3,201703,DEAN TAXIS LTD,390,2017-06-23
"Care, Wellbeing & Learning",Transport,Car Allowances,148024653,9,201703,CO - WHEELS CARCLUB CIC,72.5,2017-06-27
"Care, Wellbeing & Learning",Transport,Car Allowances,148024655,9,201703,CO - WHEELS CARCLUB CIC,257.15,2017-06-27
"Care, Wellbeing & Learning",Transport,Car Allowances,148024656,25,201703,CO - WHEELS CARCLUB CIC,8.06,2017-06-27
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1538,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1970,201703,O2 (UK) LTD,0.35,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197626,1,201703,INSPIRED SUPPORT LTD,585,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197633,1,201703,INSPIRED SUPPORT LTD,520,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197634,1,201703,INSPIRED SUPPORT LTD,520,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197635,1,201703,INSPIRED SUPPORT LTD,520,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197637,1,201703,INSPIRED SUPPORT LTD,520,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197638,1,201703,INSPIRED SUPPORT LTD,585,2017-06-01
"Care, Wellbeing & Learning",Transport,Car Allowances,148024653,10,201703,CO - WHEELS CARCLUB CIC,72.5,2017-06-27
"Care, Wellbeing & Learning",Transport,Car Allowances,148024655,10,201703,CO - WHEELS CARCLUB CIC,257.15,2017-06-27
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41197774,1,201703,ITL NORTH EAST LTD,768,2017-06-01
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41197774,2,201703,ITL NORTH EAST LTD,54.4,2017-06-01
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000023,2,201703,CLICK TRAVEL LTD,0.65,2017-06-09
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000023,19,201703,CLICK TRAVEL LTD,9.6,2017-06-09
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000023,26,201703,CLICK TRAVEL LTD,11.9,2017-06-09
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000023,31,201703,CLICK TRAVEL LTD,9.6,2017-06-09
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000023,32,201703,CLICK TRAVEL LTD,9.6,2017-06-09
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,22,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,114,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,271,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,284,201703,O2 (UK) LTD,10,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1616,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1624,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600004,1626,201703,O2 (UK) LTD,4.5,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,33,201703,AKARI CARE LIMITED,6896,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,232,201703,COMMUNITY INTEGRATED CARE,7932,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,332,201703,FOUR SEASONS HEALTHCARE LTD,2178.56,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,1242,201703,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),4800,2017-06-13
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020274,699,201703,FOUR SEASONS HEALTHCARE LTD,402.6,2017-06-13
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020274,956,201703,AKARI CARE LIMITED,537.8,2017-06-13
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020274,1033,201703,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),402.6,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,1241,201703,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),620.2,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020274,345,201703,EMBRACE  GROUP,2096,2017-06-13
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020274,903,201703,EMBRACE  GROUP,2116.48,2017-06-13
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41197489,1,201703,INTERACTIVE DEVELOPMENT LTD,19959.33,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41199841,1,201703,INTERACTIVE DEVELOPMENT LTD,1120.3,2017-06-22
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036896,1,201703,MENCAP,28756.47,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036897,1,201703,COQUET TRUST,7188,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036898,1,201703,INTERACTIVE DEVELOPMENT LTD,13995.72,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036899,1,201703,CREATIVE SUPPORT,5552.88,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036900,2,201703,COQUET TRUST,10093.52,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036901,2,201703,INTERACTIVE DEVELOPMENT LTD,7695.7,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036901,4,201703,INTERACTIVE DEVELOPMENT LTD,467.05,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036902,1,201703,INTERACTIVE DEVELOPMENT LTD,10134.24,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,1,201703,COMMUNITY INTEGRATED CARE,16800,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,2,201703,COMMUNITY INTEGRATED CARE,448.8,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,3,201703,COMMUNITY INTEGRATED CARE,3852.8,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,4,201703,COMMUNITY INTEGRATED CARE,15120.15,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,6,201703,COMMUNITY INTEGRATED CARE,9326.3,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,7,201703,COMMUNITY INTEGRATED CARE,7768.32,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,8,201703,COMMUNITY INTEGRATED CARE,16014.48,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,9,201703,COMMUNITY INTEGRATED CARE,11340,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,10,201703,COMMUNITY INTEGRATED CARE,7336,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,11,201703,COMMUNITY INTEGRATED CARE,228.11,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,12,201703,COMMUNITY INTEGRATED CARE,284.57,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,13,201703,COMMUNITY INTEGRATED CARE,7728,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,14,201703,COMMUNITY INTEGRATED CARE,200,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,15,201703,COMMUNITY INTEGRATED CARE,302.32,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,16,201703,COMMUNITY INTEGRATED CARE,6807.76,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,17,201703,COMMUNITY INTEGRATED CARE,408,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,19,201703,COMMUNITY INTEGRATED CARE,9408,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147036935,20,201703,COMMUNITY INTEGRATED CARE,10757.44,2017-06-01
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147037090,1,201703,INTERACTIVE DEVELOPMENT LTD,41265,2017-06-20
