Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Transport,Public Transport and Taxi Fares,148002539,13,201303,CLICK TRAVEL LTD,59.06,2013-06-04
Community Based Services,Supplies and Services,Comms & Computing,148002844,53,201303,O2 (UK) LTD,91.20,2013-06-14
Community Based Services,Employees,Indirect Employee Expenses,148002518,5,201303,TYNE & WEAR PENSION FUND,3961.65,2013-06-03
Community Based Services,Supplies and Services,Comms & Computing,148002844,54,201303,O2 (UK) LTD,13.00,2013-06-14
Community Based Services,Employees,Indirect Employee Expenses,43731018,0,201303,VIVA ACCESS LTD T/A TSA TRAINING & ACCESS CONSULTANCY,1080.00,2013-06-26
Community Based Services,Transport,Public Transport and Taxi Fares,148002965,48,201303,CLICK TRAVEL LTD,53.96,2013-06-19
Community Based Services,Transport,Public Transport and Taxi Fares,148002965,49,201303,CLICK TRAVEL LTD,46.01,2013-06-19
Community Based Services,Supplies and Services,Comms & Computing,148002844,55,201303,O2 (UK) LTD,1.02,2013-06-14
Community Based Services,Transport,Car Allowances,148002691,19,201303,COMMONWHEELS CIC,0.75,2013-06-07
Community Based Services,Transport,Car Allowances,148002691,64,201303,COMMONWHEELS CIC,61.92,2013-06-07
Community Based Services,Supplies and Services,Comms & Computing,148002844,45,201303,O2 (UK) LTD,8.37,2013-06-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43733691,0,201303,HANDICARE,470.00,2013-06-05
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43733692,0,201303,HANDICARE,710.00,2013-06-05
Community Based Services,Supplies and Services,Comms & Computing,148002844,46,201303,O2 (UK) LTD,7.70,2013-06-14
Community Based Services,Supplies and Services,Comms & Computing,148002844,47,201303,O2 (UK) LTD,3.58,2013-06-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147000529,1,201303,LETS MOVE,500.00,2013-06-10
Community Based Services,Supplies and Services,Comms & Computing,148002844,48,201303,O2 (UK) LTD,14.72,2013-06-14
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43733498,0,201303,NORTHERN ROOTS,480.00,2013-06-05
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43733500,0,201303,GRINNING IDIOT COMEDY CLUB,800.00,2013-06-05
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43736730,0,201303,BIG WOODEN HORSE (UK) LTD,750.00,2013-06-26
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41004571,1,201303,REDACTED - Personal Information,2000.00,2013-06-12
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41004821,1,201303,REDACTED - Personal Information,1000.00,2013-06-12
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41004824,1,201303,REDACTED - Personal Information,2500.00,2013-06-12
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41005332,1,201303,REDACTED - Personal Information,1000.00,2013-06-12
Community Based Services,Premises,Security & Insurance,148002914,1,201303,MARSH LTD,29819.92,2013-06-18
Community Based Services,Transport,Public Transport and Taxi Fares,148003074,7,201303,CLICK TRAVEL LTD,138.85,2013-06-20
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",41002166,1,201303,UKACTIVE,1655.00,2013-06-03
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40002968,1,201303,TRIXTER EUROPE LTD,850.00,2013-06-12
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41001386,1,201303,DISCLOSURE & BARRING SERVICE,88.00,2013-06-13
Community Based Services,Premises,Rep & Maint,41001856,1,201303,WHITE LINE SERVICES INTERNATIONAL LTD,10530.00,2013-06-03
Community Based Services,Premises,Rep & Maint,43736739,0,201303,J HUGHES CONSTRUCTION,1324.80,2013-06-26
Community Based Services,Premises,Ground Maint,40998848,1,201303,TURF CARE SPECIALISTS LTD,450.00,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734724,0,201303,RAMGROUP,379.00,2013-06-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734850,0,201303,BROXAP LTD,616.00,2013-06-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40003767,1,201303,FORMATION NE LTD,611.26,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001869,1,201303,ASHTEAD PLANT HIRE CO LTD,370.00,2013-06-03
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001869,2,201303,ASHTEAD PLANT HIRE CO LTD,20.90,2013-06-03
Community Based Services,Supplies and Services,Catering & Provisions,41004100,1,201303,COCA-COLA ENTERPRISES LTD,781.62,2013-06-07
Community Based Services,Supplies and Services,Catering & Provisions,41004150,1,201303,BATLEYS LTD,183.41,2013-06-06
Community Based Services,Supplies and Services,Catering & Provisions,41004150,2,201303,BATLEYS LTD,216.14,2013-06-06
Community Based Services,Supplies and Services,Other Running Costs,41001870,1,201303,CITY OF SUNDERLAND,462.00,2013-06-03
Community Based Services,Premises,Energy,41003884,1,201303,ENER-G COMBINED POWER LTD,1705.49,2013-06-07
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41002587,1,201303,SPORTING LEISURE LTD,686.66,2013-06-04
Community Based Services,Premises,Energy,41003890,1,201303,ENER-G COMBINED POWER LTD,2016.09,2013-06-06
Community Based Services,Premises,Water,41008573,1,201303,DEMETER,348.00,2013-06-28
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43732342,0,201303,J P  LENNARD LTD,899.64,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734916,0,201303,BUNZL CLEANING & HYGIENE SUPPLIES,433.77,2013-06-18
Community Based Services,Supplies and Services,Catering & Provisions,41004156,1,201303,COCA-COLA ENTERPRISES LTD,460.26,2013-06-06
Community Based Services,Supplies and Services,Catering & Provisions,41006162,1,201303,COCA-COLA ENTERPRISES LTD,580.95,2013-06-26
Community Based Services,Supplies and Services,Catering & Provisions,41008602,1,201303,COCA-COLA ENTERPRISES LTD,409.71,2013-06-28
Community Based Services,Premises,Energy,41003898,1,201303,ENER-G COMBINED POWER LTD,1560.90,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41003453,1,201303,BRENNTAG UK LTD,888.68,2013-06-07
Community Based Services,Premises,Energy,41003896,1,201303,ENER-G COMBINED POWER LTD,1799.23,2013-06-05
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43733678,0,201303,BRENNTAG UK LTD,381.33,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43733681,0,201303,BRENNTAG UK LTD,632.72,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41005905,1,201303,DE LAGE LANDEN LEASING LTD,2408.87,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41006799,1,201303,TECHNOGYM UK LTD,590.02,2013-06-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43736554,0,201303,WADE INTERNATIONAL LTD,726.00,2013-06-27
Community Based Services,Premises,Energy,41003887,1,201303,ENER-G COMBINED POWER LTD,1693.93,2013-06-05
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43736930,0,201303,WADE INTERNATIONAL LTD,980.10,2013-06-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43733679,0,201303,BRENNTAG UK LTD,524.98,2013-06-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41006960,1,201303,DE LAGE LANDEN LEASING LTD,2120.61,2013-06-21
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43734752,0,201303,ASA AWARDS SCHEME,879.00,2013-06-17
Community Based Services,Employees,Agency Staff,41006636,1,201303,REDACTED - Personal Information,2765.76,2013-06-24
Community Based Services,Employees,Agency Staff,41006637,1,201303,REDACTED - Personal Information,3600.00,2013-06-24
Community Based Services,Employees,Agency Staff,41006639,1,201303,REDACTED - Personal Information,480.00,2013-06-24
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735213,0,201303,BROXAP LTD,3368.73,2013-06-18
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43737129,0,201303,HARRISON FLAGPOLES,2600.00,2013-06-27
Community Based Services,Supplies and Services,Advertising,43734754,0,201303,NOVA INTERNATIONAL LTD,796.25,2013-06-14
Community Based Services,Supplies and Services,Advertising,43735293,0,201303,UK ATHLETICS LTD,1750.00,2013-06-18
Community Based Services,Supplies and Services,Advertising,43735306,0,201303,NOVA INTERNATIONAL LTD,2200.00,2013-06-19
Community Based Services,Supplies and Services,Advertising,43735322,0,201303,CLEAR CHANNEL UK LTD,3140.00,2013-06-19
Community Based Services,Supplies and Services,Advertising,43735322,1,201303,CLEAR CHANNEL UK LTD,240.00,2013-06-19
Community Based Services,Supplies and Services,Other Running Costs,43734880,0,201303,CONTAINERS 2000 LTD,10575.00,2013-06-14
Community Based Services,Supplies and Services,Other Running Costs,43736844,0,201303,THOMPSONS OF PRUDHOE LTD,3600.00,2013-06-26
Community Based Services,Transfer Payments,Transfer Payments,148003167,1,201303,MARSH LTD,7182.56,2013-06-26
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43735292,0,201303,BLAYDON RACES FESTIVAL,3715.45,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43736536,0,201303,GAMELAN AT  WORK,2454.80,2013-06-26
Community Based Services,Supplies and Services,Advertising,41002692,1,201303,CRACK LTD,750.00,2013-06-03
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41004816,1,201303,IAN DOWSON FREELANCE WRITER,500.00,2013-06-10
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41006655,1,201303,H SCHELL,1010.00,2013-06-20
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43736655,0,201303,CRACK LTD,400.00,2013-06-26
Community Based Services,Transport,Car Allowances,148002691,10,201303,COMMONWHEELS CIC,35.00,2013-06-07
Community Based Services,Transport,Car Allowances,148002691,57,201303,COMMONWHEELS CIC,61.92,2013-06-07
Community Based Services,Supplies and Services,Other Running Costs,41006917,1,201303,BRITISH RED CROSS SOCIETY,490.00,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007885,1,201303,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,680.00,2013-06-25
Community Based Services,Transport,Car Allowances,148002691,11,201303,COMMONWHEELS CIC,116.54,2013-06-07
Community Based Services,Transport,Car Allowances,148002691,58,201303,COMMONWHEELS CIC,61.92,2013-06-07
Community Based Services,Supplies and Services,Miscellaneous Supplies,43733708,0,201303,TRANS UK SUPPLIES LTD,506.06,2013-06-06
Community Based Services,Premises,Rep & Maint,41006842,1,201303,STATUS SECURITY SYSTEMS LTD,561.48,2013-06-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734687,0,201303,GAP BOOKS,527.50,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734692,0,201303,KOMPASS,1152.00,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734698,0,201303,BLISSETT BOOKBINDERS,1329.75,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734701,0,201303,ASKEWS LIBRARY SERVICES LTD,6730.49,2013-06-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735263,0,201303,ASKEWS LIBRARY SERVICES LTD,5190.83,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735264,0,201303,ASKEWS LIBRARY SERVICES LTD,2475.15,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735266,0,201303,ASKEWS LIBRARY SERVICES LTD,6420.76,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735268,0,201303,ASKEWS LIBRARY SERVICES LTD,2697.22,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43736726,0,201303,ULVERSCROFT LARGE PRINT BOOKS,3578.75,2013-06-26
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",43734787,1,201303,BOOK PROTECTORS & CO,197.68,2013-06-18
Community Based Services,Supplies and Services,Miscellaneous Supplies,43734787,0,201303,BOOK PROTECTORS & CO,442.61,2013-06-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43735819,0,201303,SUPPLIES TEAM LTD,555.14,2013-06-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43734690,0,201303,THOMAS OWEN & SONS LTD,653.27,2013-06-18
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41006738,1,201303,ALBANY OFFICE EQUIP(W/SALE)LTD,1103.80,2013-06-21
Community Based Services,Transport,Public Transport and Taxi Fares,148002539,3,201303,CLICK TRAVEL LTD,5.80,2013-06-04
Community Based Services,Transport,Public Transport and Taxi Fares,148002539,8,201303,CLICK TRAVEL LTD,49.66,2013-06-04
Community Based Services,Supplies and Services,Comms & Computing,41008650,1,201303,CAPITA BUSINESS SERVICES LTD,2370.12,2013-06-27
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,2,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,3,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,4,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,5,201303,CLICK TRAVEL LTD,57.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,7,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,8,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,9,201303,CLICK TRAVEL LTD,118.22,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002695,10,201303,CLICK TRAVEL LTD,57.22,2013-06-07
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41005243,1,201303,THE CHURCH COMMISSIONERS,500.00,2013-06-11
Community Based Services,Third Party Payments,Third Party Payments,41003763,1,201303,HEALTH DIAGNOSTICS LTD,3971.36,2013-06-10
Community Based Services,Third Party Payments,Third Party Payments,41007895,1,201303,HEALTH DIAGNOSTICS LTD,12720.00,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41003746,1,201303,FELLING MAGPIES YPC,962.51,2013-06-10
Community Based Services,Transport,Car Allowances,148002691,40,201303,COMMONWHEELS CIC,1.95,2013-06-07
Community Based Services,Transport,Car Allowances,148002691,50,201303,COMMONWHEELS CIC,20.00,2013-06-07
Community Based Services,Transport,Public Transport and Taxi Fares,148002539,5,201303,CLICK TRAVEL LTD,112.58,2013-06-04
Community Based Services,Transport,Car Allowances,148002691,41,201303,COMMONWHEELS CIC,1.05,2013-06-07
Community Based Services,Transport,Car Allowances,148002691,51,201303,COMMONWHEELS CIC,10.00,2013-06-07
Community Based Services,Supplies and Services,Comms & Computing,43733298,0,201303,INSIGHT DIRECT UK LTD,556.00,2013-06-04
Community Based Services,Third Party Payments,Third Party Payments,41006803,1,201303,CANCER RESEARCH UK,4000.00,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41003765,1,201303,SLIMMING WORLD,7546.50,2013-06-10
Community Based Services,Third Party Payments,Third Party Payments,41005329,1,201303,WEIGHT WATCHERS (UK) LTD,8025.00,2013-06-14
Community Based Services,Third Party Payments,Third Party Payments,41008061,1,201303,CYCLE TREX LTD,2162.00,2013-06-26
Community Based Services,Third Party Payments,Third Party Payments,41007900,1,201303,BOOTS THE CHEMIST LTD,950.02,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41006545,1,201303,KEYFOBES GALORE LIMITED,1322.50,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006622,1,201303,CLOUD DATA SERVICE,1245.00,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006813,1,201303,BOOTS THE CHEMIST LTD,1151.28,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006814,1,201303,BOOTS THE CHEMIST LTD,475.20,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006832,1,201303,CO-OP PHARMACY,658.80,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006833,1,201303,CO-OP PHARMACY,572.40,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006835,1,201303,J F EILBECK CHEMIST LTD,427.68,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006836,1,201303,K & A PHARMACY,900.72,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006844,1,201303,L ROWLAND & CO RETAIL LTD,727.92,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006848,1,201303,LLOYDS PHARMACY,570.24,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006852,1,201303,LLOYDS PHARMACY,902.88,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006896,1,201303,LLOYDS PHARMACY,630.72,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006900,1,201303,LLOYDS PHARMACY,535.68,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006913,1,201303,N & B CHEMISTS LTD,421.20,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006922,1,201303,MD & AG BURDON LTD T/A WHICKHAM PHARMACY,565.92,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006924,1,201303,WHITWORTH CHEMISTS,602.64,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41007846,1,201303,BOOTS THE CHEMIST LTD,1283.04,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007847,1,201303,BOOTS THE CHEMIST LTD,717.12,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007849,1,201303,BOOTS THE CHEMIST LTD,619.92,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007852,1,201303,CO-OP PHARMACY,984.96,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007855,1,201303,CO-OP PHARMACY,1077.84,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007856,1,201303,G FURNESS LTD,475.20,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007859,1,201303,J F EILBECK CHEMIST LTD,885.60,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007863,1,201303,K & A PHARMACY,1088.64,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007864,1,201303,L ROWLAND & CO RETAIL LTD,965.52,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007865,1,201303,L ROWLAND & CO RETAIL LTD,473.04,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007866,1,201303,LLOYDS PHARMACY,889.92,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007886,1,201303,LLOYDS PHARMACY,868.32,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007888,1,201303,LLOYDS PHARMACY,632.88,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007889,1,201303,N & B CHEMISTS LTD,656.64,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007891,1,201303,TESCO STORES LTD,511.92,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007893,1,201303,MD & AG BURDON LTD T/A WHICKHAM PHARMACY,695.52,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007894,1,201303,WHITWORTH CHEMISTS,568.08,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41007925,1,201303,J F EILBECK CHEMIST LTD,461.89,2013-06-25
Community Based Services,Third Party Payments,Third Party Payments,41003237,1,201303,ADVANCED HEALTH AND CARE LTD,2250.00,2013-06-10
Community Based Services,Third Party Payments,Third Party Payments,41006638,1,201303,TYNESIDE CYRENIANS,8710.00,2013-06-21
Community Based Services,Third Party Payments,Third Party Payments,41006640,1,201303,TYNESIDE CYRENIANS,8710.00,2013-06-21
