Strategic Group,Spend Level,Spend Level2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,"Licenses, Housing, Fees",42207799,2,201011,UNIVERSITY OF BIRMINGHAM,2590.00,2011-02-04
Central Services,Supplies and Services,Miscellaneous Supplies,42207939,2,201011,NCJ MEDIA LTD,1000.00,2011-02-07
Central Services,Support Services,Support Services,42207942,5,201011,AUDIT COMMISSION,3159.54,2011-02-04
Central Services,Support Services,Support Services,42207942,6,201011,AUDIT COMMISSION,6522.27,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42207970,8,201011,CIVICA LTD,500.00,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42207970,5,201011,CIVICA LTD,500.00,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42207970,6,201011,CIVICA LTD,500.00,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42207970,7,201011,CIVICA LTD,500.00,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42208017,2,201011,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2011-02-04
Central Services,Supplies and Services,Comms & Computing,42208508,3,201011,VIRGIN MEDIA BUSINESS,1359.96,2011-02-10
Central Services,Supplies and Services,Comms & Computing,42208508,4,201011,VIRGIN MEDIA BUSINESS,792.65,2011-02-10
Central Services,Supplies and Services,Comms & Computing,42208509,3,201011,VIRGIN MEDIA BUSINESS,1359.96,2011-02-08
Central Services,Supplies and Services,Comms & Computing,42208509,4,201011,VIRGIN MEDIA BUSINESS,873.00,2011-02-08
Central Services,Supplies and Services,Comms & Computing,42208575,3,201011,VIRGIN MEDIA BUSINESS,397.44,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42208575,4,201011,VIRGIN MEDIA BUSINESS,594.85,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42208581,3,201011,VIRGIN MEDIA BUSINESS,397.44,2011-02-08
Central Services,Supplies and Services,Comms & Computing,42208581,4,201011,VIRGIN MEDIA BUSINESS,460.74,2011-02-08
Central Services,Supplies and Services,Comms & Computing,42208590,2,201011,VIRGIN MEDIA BUSINESS,3310.41,2011-02-08
Central Services,Transport,Public Transport and Taxi Fares,42209586,32,201011,TRAVEL BUREAU,322.20,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,33,201011,TRAVEL BUREAU,251.16,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,36,201011,TRAVEL BUREAU,221.40,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,30,201011,TRAVEL BUREAU,282.30,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,38,201011,TRAVEL BUREAU,241.08,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,22,201011,TRAVEL BUREAU,93.75,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,23,201011,TRAVEL BUREAU,301.50,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,35,201011,TRAVEL BUREAU,225.00,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,31,201011,TRAVEL BUREAU,107.64,2011-02-11
Central Services,Employees,Indirect Employee Expenses,42209586,28,201011,TRAVEL BUREAU,109.08,2011-02-11
Central Services,Employees,Indirect Employee Expenses,42209586,40,201011,TRAVEL BUREAU,69.95,2011-02-11
Central Services,Supplies and Services,Miscellaneous Supplies,42209586,19,201011,TRAVEL BUREAU,152.90,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,34,201011,TRAVEL BUREAU,78.69,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,29,201011,TRAVEL BUREAU,59.49,2011-02-11
Central Services,Transport,Public Transport and Taxi Fares,42209586,26,201011,TRAVEL BUREAU,296.76,2011-02-11
Central Services,Employees,Indirect Employee Expenses,42209586,27,201011,TRAVEL BUREAU,159.96,2011-02-11
Central Services,Third Party Payments,Third Party Payments,42209622,3,201011,NEWCASTLE & GATESHEAD INITIATIVE,29930.00,2011-02-10
Central Services,Supplies and Services,Miscellaneous Supplies,42209622,4,201011,NEWCASTLE & GATESHEAD INITIATIVE,7500.00,2011-02-10
Central Services,Supplies and Services,Miscellaneous Supplies,42209622,5,201011,NEWCASTLE & GATESHEAD INITIATIVE,7500.00,2011-02-10
Central Services,Supplies and Services,Comms & Computing,42209950,2,201011,LOGOTECH SYSTEMS,3500.00,2011-02-11
Central Services,Support Services,Support Services,42210491,7,201011,AUDIT COMMISSION,949.00,2011-02-14
Central Services,Support Services,Support Services,42210491,6,201011,AUDIT COMMISSION,124.50,2011-02-14
Central Services,Support Services,Support Services,42210491,10,201011,AUDIT COMMISSION,25973.52,2011-02-14
Central Services,Supplies and Services,Comms & Computing,42210492,2,201011,UNIT4 BUSINESS SOFTWARE LTD,3300.00,2011-02-14
Central Services,Supplies and Services,Comms & Computing,42210501,2,201011,NORTHGATEARINSO,3229.49,2011-02-14
Central Services,Works,,42210791,2,201011,DJM FABRICATIONS LTD,8000.00,2011-02-15
Central Services,Works,,42210792,2,201011,DJM FABRICATIONS LTD,8000.00,2011-02-15
Central Services,Works,,42210834,2,201011,PATTINSON SCIENTIFIC SERVICES,780.00,2011-02-15
Central Services,Works,,42210835,2,201011,PATTINSON SCIENTIFIC SERVICES,6009.44,2011-02-15
Central Services,Supplies and Services,"Licenses, Housing, Fees",42211005,2,201011,REDACTED - Personal Information,450.00,2011-02-15
Central Services,Supplies and Services,"Printing, Stationery etc",42211007,2,201011,SWEET & MAXWELL LTD,499.00,2011-02-15
Central Services,Supplies and Services,Comms & Computing,42211197,2,201011,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2011-02-15
Central Services,Supplies and Services,"Licenses, Housing, Fees",42211558,2,201011,NORTHUMBRIA UNIVERSITY,761.00,2011-02-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42211559,2,201011,NORTHUMBRIA UNIVERSITY,761.00,2011-02-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42211562,2,201011,NORTHUMBRIA UNIVERSITY,762.00,2011-02-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42211565,2,201011,NORTHERN CARE TRAINING LTD,937.50,2011-02-16
Central Services,Capital Financing Charges,Capital Financing,42211939,2,201011,TULLETT PREBON,8000.00,2011-02-17
Central Services,Works,,42212064,2,201011,J T  DUFFY ROOFING LTD,1180.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212171,2,201011,VIRGIN MEDIA BUSINESS,4230.44,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212183,2,201011,VIRGIN MEDIA BUSINESS,487.50,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,13,201011,ROYAL MAIL,690.11,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,8,201011,ROYAL MAIL,240.93,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,9,201011,ROYAL MAIL,56.88,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,10,201011,ROYAL MAIL,176.65,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,14,201011,ROYAL MAIL,4.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,15,201011,ROYAL MAIL,1.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,12,201011,ROYAL MAIL,919.82,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212576,11,201011,ROYAL MAIL,572.17,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,13,201011,ROYAL MAIL,810.03,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,8,201011,ROYAL MAIL,305.71,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,9,201011,ROYAL MAIL,166.32,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,10,201011,ROYAL MAIL,131.40,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,14,201011,ROYAL MAIL,5.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,12,201011,ROYAL MAIL,1610.69,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212580,11,201011,ROYAL MAIL,1131.50,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,12,201011,ROYAL MAIL,545.80,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,7,201011,ROYAL MAIL,221.94,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,8,201011,ROYAL MAIL,108.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,9,201011,ROYAL MAIL,63.29,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,11,201011,ROYAL MAIL,24.85,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212583,10,201011,ROYAL MAIL,505.07,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212588,2,201011,TELEWEST BUSINESS,687.37,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212660,3,201011,VODAFONE CORPORATE LTD,73.59,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212660,4,201011,VODAFONE CORPORATE LTD,397.76,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212660,5,201011,VODAFONE CORPORATE LTD,11.25,2011-02-18
Central Services,Supplies and Services,Comms & Computing,42212836,7,201011,NORTHGATEARINSO,9278.75,2011-02-21
Central Services,Supplies and Services,Comms & Computing,42212836,6,201011,NORTHGATEARINSO,19700.50,2011-02-21
Central Services,Supplies and Services,Comms & Computing,42212836,10,201011,NORTHGATEARINSO,375.00,2011-02-21
Central Services,Supplies and Services,Comms & Computing,42212836,9,201011,NORTHGATEARINSO,4421.75,2011-02-21
Central Services,Supplies and Services,Other Running Costs,42212836,8,201011,NORTHGATEARINSO,42259.00,2011-02-21
Central Services,Third Party Payments,Third Party Payments,42212838,2,201011,NEWCASTLE & GATESHEAD INITIATIVE,40146.00,2011-02-21
Central Services,Premises,Rent,42213008,2,201011,DTZ UK LAND ESTATES (SERVICES) LTD,901.96,2011-02-22
Central Services,Supplies and Services,Comms & Computing,42213064,13,201011,BRITISH TELECOM,8.42,2011-02-21
Central Services,Supplies and Services,Comms & Computing,42213064,12,201011,BRITISH TELECOM,7.35,2011-02-21
Central Services,Purchase of Equipment,,42213064,22,201011,BRITISH TELECOM,7.35,2011-02-21
Central Services,Supplies and Services,Comms & Computing,42213111,38,201011,BRITISH TELECOM,89.37,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,36,201011,BRITISH TELECOM,39.52,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,30,201011,BRITISH TELECOM,39.52,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,31,201011,BRITISH TELECOM,40.01,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,32,201011,BRITISH TELECOM,39.52,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,33,201011,BRITISH TELECOM,145.32,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,34,201011,BRITISH TELECOM,89.50,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,35,201011,BRITISH TELECOM,39.52,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,66,201011,BRITISH TELECOM,2815.00,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,37,201011,BRITISH TELECOM,39.52,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,39,201011,BRITISH TELECOM,57.77,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,65,201011,BRITISH TELECOM,891.79,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213111,62,201011,BRITISH TELECOM,187.35,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42213225,2,201011,CIRRUS INFORMATION TECHNOLOGY LTD,1775.00,2011-02-23
Central Services,Capital Financing Charges,Capital Financing,42213831,2,201011,SECTOR TREASURY SERVICES LTD,16500.00,2011-02-23
Central Services,Supplies and Services,Comms & Computing,42214253,6,201011,VODAFONE CORPORATE LTD,6.03,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,7,201011,VODAFONE CORPORATE LTD,20.39,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,8,201011,VODAFONE CORPORATE LTD,166.84,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,9,201011,VODAFONE CORPORATE LTD,6.03,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,10,201011,VODAFONE CORPORATE LTD,20.32,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,11,201011,VODAFONE CORPORATE LTD,166.84,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,12,201011,VODAFONE CORPORATE LTD,2.41,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,13,201011,VODAFONE CORPORATE LTD,8.12,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214253,14,201011,VODAFONE CORPORATE LTD,66.72,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214260,3,201011,VODAFONE CORPORATE LTD,534.67,2011-02-24
Central Services,Supplies and Services,Comms & Computing,42214260,4,201011,VODAFONE CORPORATE LTD,76.22,2011-02-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42214483,2,201011,IN FOCUS,975.00,2011-02-25
Central Services,Supplies and Services,"Licenses, Housing, Fees",42214667,2,201011,NEW VISION TRAINING,500.00,2011-02-25
Central Services,Supplies and Services,Comms & Computing,42214769,2,201011,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2011-02-25
Central Services,Supplies and Services,Comms & Computing,42215088,2,201011,TROJAN CONSULTANTS LTD,2628.00,2011-02-28
Central Services,Supplies and Services,Comms & Computing,42215099,2,201011,TROJAN CONSULTANTS LTD,1650.00,2011-02-28
Central Services,Supplies and Services,Comms & Computing,43605401,2,201011,DELL COMPUTER CORPORATION LTD,1822.08,2011-02-02
Central Services,Supplies and Services,Comms & Computing,43605410,2,201011,INSIGHT DIRECT UK LTD,1470.51,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43605414,2,201011,INSIGHT DIRECT UK LTD,1528.30,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43605416,2,201011,INSIGHT DIRECT UK LTD,822.15,2011-02-01
Central Services,Purchase of Equipment,,43606934,2,201011,DELL COMPUTER CORPORATION LTD,1335.84,2011-02-01
Central Services,Supplies and Services,Miscellaneous Supplies,43606937,2,201011,SUPPLIES TEAM LTD,487.20,2011-02-01
Central Services,Purchase of Equipment,,43606982,2,201011,DELL COMPUTER CORPORATION LTD,44748.00,2011-02-01
Central Services,Purchase of Equipment,,43607003,2,201011,DELL COMPUTER CORPORATION LTD,44748.00,2011-02-01
Central Services,Supplies and Services,Miscellaneous Supplies,43607025,2,201011,SUPPLIES TEAM LTD,1992.32,2011-02-01
Central Services,Purchase of Equipment,,43607061,2,201011,DELL COMPUTER CORPORATION LTD,851.28,2011-02-01
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,15,201011,HOGG NEWS,631.54,2011-02-02
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,16,201011,HOGG NEWS,140.80,2011-02-02
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,17,201011,HOGG NEWS,213.74,2011-02-02
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,19,201011,HOGG NEWS,48.21,2011-02-02
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,13,201011,HOGG NEWS,2.52,2011-02-02
Central Services,Supplies and Services,"Printing, Stationery etc",43607085,14,201011,HOGG NEWS,10.00,2011-02-02
Central Services,Purchase of Equipment,,43607097,2,201011,DESK TOP PUBLISHING GROUP,501.57,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43607098,2,201011,INSIGHT DIRECT UK LTD,3207.00,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43607117,2,201011,SIEMENS ENTERPRISE COMMUNICATIONS LTD,1780.00,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43607125,4,201011,LASER LIFE,229.00,2011-02-01
Central Services,Supplies and Services,"Clothing, Uniforms & Laundry",43607133,2,201011,SLATER MENSWEAR,702.00,2011-02-01
Central Services,Supplies and Services,Comms & Computing,43607206,2,201011,LEXIS NEXIS AXXIA,17479.04,2011-02-01
Central Services,Supplies and Services,"Licenses, Housing, Fees",43607601,2,201011,NEW VISION TRAINING,500.00,2011-02-03
Central Services,Supplies and Services,"Grants, Contribs & Subs",43607942,2,201011,E-BOX LTD,428.22,2011-02-03
Central Services,Supplies and Services,"Licenses, Housing, Fees",43608166,2,201011,NEW VISION TRAINING,500.00,2011-02-21
Central Services,Supplies and Services,Miscellaneous Supplies,43608227,2,201011,NCJ MEDIA LTD,1000.00,2011-02-07
Central Services,Supplies and Services,Comms & Computing,43608283,2,201011,DELL COMPUTER CORPORATION LTD,364.32,2011-02-07
Central Services,Supplies and Services,Comms & Computing,43608285,2,201011,DELL COMPUTER CORPORATION LTD,1240.44,2011-02-07
Central Services,Supplies and Services,"Printing, Stationery etc",43608318,2,201011,CANON (UK) LTD,621.81,2011-02-04
Central Services,Supplies and Services,"Printing, Stationery etc",43608320,2,201011,CANON (UK) LTD,960.59,2011-02-04
Central Services,Supplies and Services,Advertising,43608572,2,201011,BRAYTHORN LTD,450.00,2011-02-07
Central Services,Supplies and Services,"Licenses, Housing, Fees",43608718,10,201011,CRIMINAL RECORDS BUREAU,36.00,2011-02-08
Central Services,Supplies and Services,"Licenses, Housing, Fees",43608718,12,201011,CRIMINAL RECORDS BUREAU,144.00,2011-02-08
Central Services,Supplies and Services,Miscellaneous Supplies,43608995,2,201011,UP MY STREET,2000.00,2011-02-09
Central Services,Employees,Indirect Employee Expenses,43609266,2,201011,STRAND ELECTORAL MANAGEMENT SERVICES LTD,550.00,2011-02-10
Central Services,Supplies and Services,Comms & Computing,43609575,2,201011,SUPPLIES TEAM LTD,672.55,2011-02-11
Central Services,Purchase of Equipment,,43609642,2,201011,DELL COMPUTER CORPORATION LTD,366.96,2011-02-11
Central Services,Supplies and Services,Comms & Computing,43609674,2,201011,SETON,1676.15,2011-02-11
Central Services,Purchase of Equipment,,43609696,2,201011,DELL COMPUTER CORPORATION LTD,17752.56,2011-02-11
Central Services,Purchase of Equipment,,43609704,2,201011,DELL COMPUTER CORPORATION LTD,2380.60,2011-02-11
Central Services,Purchase of Equipment,,43609705,2,201011,NTE LTD,672.40,2011-02-11
Central Services,Purchase of Equipment,,43609708,2,201011,VIRGIN MEDIA BUSINESS,807.00,2011-02-11
Central Services,Purchase of Equipment,,43609709,2,201011,VIRGIN MEDIA BUSINESS,1885.00,2011-02-11
Central Services,Supplies and Services,"Licenses, Housing, Fees",43609737,2,201011,TREATMENT SOLUTIONS,4099.33,2011-02-14
Central Services,Purchase of Equipment,,43609744,2,201011,VIRGIN MEDIA BUSINESS,9978.56,2011-02-11
Central Services,Supplies and Services,Miscellaneous Supplies,43609777,2,201011,SUPPLIES TEAM LTD,368.01,2011-02-11
Central Services,Supplies and Services,Comms & Computing,43609782,2,201011,INSIGHT DIRECT UK LTD,3517.37,2011-02-11
Central Services,Purchase of Equipment,,43609783,2,201011,INSIGHT DIRECT UK LTD,4280.36,2011-02-11
Central Services,Purchase of Equipment,,43609784,2,201011,DELL COMPUTER CORPORATION LTD,17398.20,2011-02-11
Central Services,Employees,Indirect Employee Expenses,43609785,4,201011,SATISNET,750.00,2011-02-11
Central Services,Supplies and Services,Comms & Computing,43609785,3,201011,SATISNET,800.00,2011-02-11
Central Services,Supplies and Services,Comms & Computing,43609846,2,201011,DELL COMPUTER CORPORATION LTD,1092.96,2011-02-14
Central Services,Supplies and Services,Comms & Computing,43609849,2,201011,PHOENIX SOFTWARE LTD,431.20,2011-02-14
Central Services,Supplies and Services,"Grants, Contribs & Subs",43609900,2,201011,ROSPA,425.00,2011-02-15
Central Services,Supplies and Services,Miscellaneous Supplies,43610011,2,201011,PAYNE SECURITY,442.52,2011-02-15
Central Services,Supplies and Services,Comms & Computing,43610335,2,201011,PILAT EUROPE LTD,1400.00,2011-02-15
Central Services,Supplies and Services,Miscellaneous Supplies,43610338,2,201011,SUPPLIES TEAM LTD,383.63,2011-02-15
Central Services,Supplies and Services,Miscellaneous Supplies,43610405,2,201011,I2I PHOTOGRAPHY,358.10,2011-02-15
Central Services,Supplies and Services,Miscellaneous Supplies,43610512,2,201011,BIGBURY MINT,1590.00,2011-02-16
Central Services,Purchase of Equipment,,43610630,2,201011,CAPITA BUSINESS SERVICES LTD,9950.00,2011-02-16
Central Services,Supplies and Services,Miscellaneous Supplies,43610656,2,201011,REED SPECIALIST RECRUITMENT,371.70,2011-02-18
Central Services,Supplies and Services,Comms & Computing,43611116,2,201011,DELL FINANCIAL SERVICES,1580.32,2011-02-21
Central Services,Supplies and Services,Comms & Computing,43611118,2,201011,OMNICOM IT SERVICES,437.72,2011-02-21
Central Services,Supplies and Services,Comms & Computing,43611165,3,201011,SOFTCAT,3873.32,2011-02-18
Central Services,Supplies and Services,Comms & Computing,43611165,4,201011,SOFTCAT,950.40,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611187,2,201011,KINGSFIELD COMPUTER PRODUCTS,1991.95,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611220,2,201011,UKC DESIGN,1895.00,2011-02-18
Central Services,Employees,Indirect Employee Expenses,43611230,2,201011,NORTHUMBRIA UNIVERSITY,1200.00,2011-02-18
Central Services,Supplies and Services,Miscellaneous Supplies,43611238,2,201011,CAFE EIGHT,495.00,2011-02-18
Central Services,Supplies and Services,"Licenses, Housing, Fees",43611240,2,201011,THE LEARNING POOL,1000.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611241,2,201011,UKC DESIGN,4995.00,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611243,2,201011,ANTALIS MCNAUGHTON LTD,510.00,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611250,2,201011,ANTALIS MCNAUGHTON LTD,718.38,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611251,2,201011,ANTALIS MCNAUGHTON LTD,1446.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611257,2,201011,STATEX PRESS NORTHERN LTD,1551.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611258,2,201011,STATEX PRESS NORTHERN LTD,523.00,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611259,2,201011,GLENDALE PRESENTATION&GRAPHICS,720.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611262,2,201011,STATEX PRESS NORTHERN LTD,2434.00,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611264,2,201011,BANK OF SCOTLAND,2995.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611267,2,201011,STATEX PRESS NORTHERN LTD,395.00,2011-02-18
Central Services,Supplies and Services,Comms & Computing,43611269,2,201011,DATA DESIGN SERVICES LTD,1405.00,2011-02-18
Central Services,Supplies and Services,"Printing, Stationery etc",43611272,1,201011,SPD LTD,1200.00,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611274,2,201011,ANTALIS MCNAUGHTON LTD,711.36,2011-02-18
Central Services,Supplies and Services,Comms & Computing,43611296,2,201011,SUPPLIES TEAM LTD,1473.99,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611302,2,201011,ANTALIS MCNAUGHTON LTD,1756.45,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611308,2,201011,ANTALIS MCNAUGHTON LTD,1837.94,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611315,2,201011,XEROX OFFICE SUPPLIES LTD,404.40,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611318,2,201011,XEROX OFFICE SUPPLIES LTD,438.10,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611323,2,201011,XEROX OFFICE SUPPLIES LTD,416.90,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611335,2,201011,LYRECO UK LTD,380.85,2011-02-18
Central Services,Supplies and Services,"Furn, Equip & Mats",43611357,2,201011,INKLAND LTD,408.14,2011-02-21
Central Services,Supplies and Services,Comms & Computing,43611538,2,201011,LANWAY CBS LTD,1228.51,2011-02-22
Central Services,Supplies and Services,Comms & Computing,43611541,2,201011,LANWAY CBS LTD,2046.00,2011-02-22
Central Services,Supplies and Services,Comms & Computing,43611542,2,201011,OMNICOM IT SERVICES,1496.64,2011-02-22
Central Services,Supplies and Services,Comms & Computing,43611543,2,201011,UNITED CARLTON OFFICE SYSTEMS,1411.00,2011-02-22
Central Services,Supplies and Services,Comms & Computing,43611550,2,201011,LANWAY CBS LTD,448.17,2011-02-22
Central Services,Supplies and Services,"Licenses, Housing, Fees",43611590,2,201011,FIRSTASSIST SERVICES LIMITED,1026.00,2011-02-22
Central Services,Employees,Indirect Employee Expenses,43611594,2,201011,NORTHUMBRIA UNIVERSITY,4000.00,2011-02-22
Central Services,Supplies and Services,Comms & Computing,43611601,2,201011,AUTOCLOCK SYSTEMS LTD,7000.00,2011-02-22
