Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,"Furn, Equip & Mats",42348755,2,201204,ANTALIS MCNAUGHTON LTD,1180.40,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348773,16,201204,CLICK TRAVEL LTD,44.00,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348773,32,201204,CLICK TRAVEL LTD,186.00,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348773,25,201204,CLICK TRAVEL LTD,75.85,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348774,23,201204,CLICK TRAVEL LTD,196.00,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348774,20,201204,CLICK TRAVEL LTD,56.50,2012-07-11
Central Services,Transport,Public Transport and Taxi Fares,42348774,16,201204,CLICK TRAVEL LTD,193.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,14,201204,INTERCHANGE NEWS,47.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,15,201204,INTERCHANGE NEWS,59.57,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,16,201204,INTERCHANGE NEWS,99.45,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,17,201204,INTERCHANGE NEWS,17.25,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,23,201204,INTERCHANGE NEWS,8.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,12,201204,INTERCHANGE NEWS,3.20,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",42348846,22,201204,INTERCHANGE NEWS,23.45,2012-07-11
Central Services,Third Party Payments,Third Party Payments,42349270,2,201204,CALLCREDIT PLC,3250.00,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,11,201204,ROYAL MAIL,1081.19,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,6,201204,ROYAL MAIL,494.92,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,7,201204,ROYAL MAIL,497.74,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,8,201204,ROYAL MAIL,35.34,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,12,201204,ROYAL MAIL,50.00,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,10,201204,ROYAL MAIL,9.61,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349271,9,201204,ROYAL MAIL,1573.94,2012-07-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",42349311,2,201204,ERNST & YOUNG LLP,1850.00,2012-07-12
Central Services,Transport,Public Transport and Taxi Fares,42349321,23,201204,CLICK TRAVEL LTD,138.00,2012-07-12
Central Services,Transport,Public Transport and Taxi Fares,42349321,31,201204,CLICK TRAVEL LTD,104.00,2012-07-12
Central Services,Transport,Public Transport and Taxi Fares,42349321,20,201204,CLICK TRAVEL LTD,198.00,2012-07-12
Central Services,Supplies and Services,Comms & Computing,42349374,286,201204,O2 (UK) LTD,42.54,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,288,201204,O2 (UK) LTD,32.17,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,287,201204,O2 (UK) LTD,34.57,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,299,201204,O2 (UK) LTD,39.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,294,201204,O2 (UK) LTD,13.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,290,201204,O2 (UK) LTD,14.11,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,291,201204,O2 (UK) LTD,20.24,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,292,201204,O2 (UK) LTD,0.03,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,293,201204,O2 (UK) LTD,26.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,289,201204,O2 (UK) LTD,4.49,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,295,201204,O2 (UK) LTD,644.24,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,296,201204,O2 (UK) LTD,18.30,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,297,201204,O2 (UK) LTD,102.61,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,298,201204,O2 (UK) LTD,23.66,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,301,201204,O2 (UK) LTD,15.88,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,302,201204,O2 (UK) LTD,13.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,305,201204,O2 (UK) LTD,13.27,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349374,304,201204,O2 (UK) LTD,31.14,2012-07-13
Central Services,Supplies and Services,Comms & Computing,42349767,11,201204,ROYAL MAIL,719.47,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,6,201204,ROYAL MAIL,199.34,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,7,201204,ROYAL MAIL,116.49,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,8,201204,ROYAL MAIL,20.23,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,12,201204,ROYAL MAIL,40.00,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,10,201204,ROYAL MAIL,2641.01,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349767,9,201204,ROYAL MAIL,556.12,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349931,3,201204,VIRGIN MEDIA BUSINESS,1386.07,2012-07-16
Central Services,Supplies and Services,Comms & Computing,42349931,4,201204,VIRGIN MEDIA BUSINESS,680.46,2012-07-16
Central Services,Supplies and Services,"Furn, Equip & Mats",42349975,2,201204,OCE UK LTD,595.00,2012-07-16
Central Services,Supplies and Services,"Furn, Equip & Mats",42350104,2,201204,OCE UK LTD,685.00,2012-07-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",42350113,2,201204,POSITIVE PEOPLE,1000.00,2012-07-17
Central Services,Supplies and Services,Comms & Computing,42350155,51,201204,VIRGIN MEDIA BUSINESS,2452.45,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,56,201204,VIRGIN MEDIA BUSINESS,2452.45,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,57,201204,VIRGIN MEDIA BUSINESS,2452.45,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,61,201204,VIRGIN MEDIA BUSINESS,3590.83,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,64,201204,VIRGIN MEDIA BUSINESS,10089.50,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,65,201204,VIRGIN MEDIA BUSINESS,8483.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,73,201204,VIRGIN MEDIA BUSINESS,1250.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,74,201204,VIRGIN MEDIA BUSINESS,1250.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,78,201204,VIRGIN MEDIA BUSINESS,9554.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,79,201204,VIRGIN MEDIA BUSINESS,6876.50,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,80,201204,VIRGIN MEDIA BUSINESS,7412.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,86,201204,VIRGIN MEDIA BUSINESS,3590.83,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,76,201204,VIRGIN MEDIA BUSINESS,6300.20,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,81,201204,VIRGIN MEDIA BUSINESS,7412.85,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,82,201204,VIRGIN MEDIA BUSINESS,6300.20,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350155,92,201204,VIRGIN MEDIA BUSINESS,1785.00,2012-07-18
Central Services,Supplies and Services,Comms & Computing,42350156,2,201204,VIRGIN MEDIA BUSINESS,15578.33,2012-07-17
Central Services,Transport,Car Allowances,42350341,32,201204,COMMONWHEELS CIC,16.00,2012-07-17
Central Services,Transport,Car Allowances,42350341,36,201204,COMMONWHEELS CIC,3.30,2012-07-17
Central Services,Transport,Car Allowances,42350341,35,201204,COMMONWHEELS CIC,10.05,2012-07-17
Central Services,Transport,Car Allowances,42350341,34,201204,COMMONWHEELS CIC,86.00,2012-07-17
Central Services,Transport,Car Allowances,42350341,37,201204,COMMONWHEELS CIC,1.65,2012-07-17
Central Services,Transport,Car Allowances,42350341,33,201204,COMMONWHEELS CIC,49.00,2012-07-17
Central Services,Supplies and Services,Comms & Computing,42350632,3,201204,VIRGIN MEDIA BUSINESS,12.83,2012-07-17
Central Services,Supplies and Services,Comms & Computing,42350632,4,201204,VIRGIN MEDIA BUSINESS,4516.55,2012-07-17
Central Services,Works,,42350696,2,201204,THOMPSONS OF PRUDHOE LTD,2898.83,2012-07-18
Central Services,Third Party Payments,Third Party Payments,42351439,3,201204,NEWCASTLE & GATESHEAD INITIATIVE,33000.00,2012-07-19
Central Services,Supplies and Services,Miscellaneous Supplies,42351439,4,201204,NEWCASTLE & GATESHEAD INITIATIVE,15000.00,2012-07-19
Central Services,Third Party Payments,Third Party Payments,42351440,2,201204,NEWCASTLE & GATESHEAD INITIATIVE,12500.00,2012-07-19
Central Services,Supplies and Services,"Grants, Contribs & Subs",42352042,3,201204,FL MEMO LTD,101.10,2012-07-20
Central Services,Supplies and Services,"Grants, Contribs & Subs",42352042,4,201204,FL MEMO LTD,272.90,2012-07-20
Central Services,Supplies and Services,Catering & Provisions,42352046,2,201204,AUTOBAR UK LTD,448.78,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352047,2,201204,NORTHERN GRID FOR LEARNING,401.60,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352049,2,201204,GATESHEAD COLLEGE,594.00,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352050,2,201204,NORTHUMBRIA UNIVERSITY,500.00,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352051,2,201204,BEYOND THE BARRIERS LTD,1532.00,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352052,2,201204,PDC ASSOCIATES,1876.64,2012-07-20
Central Services,Supplies and Services,Miscellaneous Supplies,42352053,2,201204,ADT FIRE & SECURITY PLC,7500.00,2012-07-20
Central Services,Transport,Public Transport and Taxi Fares,42352054,21,201204,CLICK TRAVEL LTD,60.70,2012-07-20
Central Services,Transport,Public Transport and Taxi Fares,42352054,23,201204,CLICK TRAVEL LTD,63.00,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352066,2,201204,SPECSAVERS OPTICAL SUPERSTORE LTD,425.00,2012-07-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42352623,2,201204,CITY OF SUNDERLAND,5044.31,2012-07-23
Central Services,Supplies and Services,Miscellaneous Supplies,42352746,2,201204,LOOMIS UK LTD,929.26,2012-07-24
Central Services,Supplies and Services,"Printing, Stationery etc",42352748,2,201204,PITNEY BOWES LTD,976.00,2012-07-24
Central Services,Income: Customer and Client Receipts,Customer & Client Receipts,42352909,2,201204,BANCTEC LTD,425.00,2012-07-25
Central Services,Transport,Public Transport and Taxi Fares,42353029,24,201204,CLICK TRAVEL LTD,13.90,2012-07-26
Central Services,Transport,Public Transport and Taxi Fares,42353029,16,201204,CLICK TRAVEL LTD,72.30,2012-07-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42353051,2,201204,DO THE RIGHT THING,1700.00,2012-07-26
Central Services,Supplies and Services,Comms & Computing,42353393,20,201204,VODAFONE CORPORATE LTD,28.52,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,17,201204,VODAFONE CORPORATE LTD,19.54,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,18,201204,VODAFONE CORPORATE LTD,45.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,19,201204,VODAFONE CORPORATE LTD,2.28,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,23,201204,VODAFONE CORPORATE LTD,1.60,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,21,201204,VODAFONE CORPORATE LTD,90.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,22,201204,VODAFONE CORPORATE LTD,12.75,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,24,201204,VODAFONE CORPORATE LTD,90.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,27,201204,VODAFONE CORPORATE LTD,0.05,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,25,201204,VODAFONE CORPORATE LTD,123.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,26,201204,VODAFONE CORPORATE LTD,2.25,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,30,201204,VODAFONE CORPORATE LTD,15.44,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,28,201204,VODAFONE CORPORATE LTD,45.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353393,29,201204,VODAFONE CORPORATE LTD,2.25,2012-07-27
Central Services,Employees,Indirect Employee Expenses,42353395,3,201204,IRRV NORTHERN COUNTIES BRANCH,625.00,2012-07-27
Central Services,Employees,Indirect Employee Expenses,42353395,4,201204,IRRV NORTHERN COUNTIES BRANCH,625.00,2012-07-27
Central Services,Supplies and Services,"Printing, Stationery etc",42353399,2,201204,BLACKBURNS OF BOLTON LTD,915.00,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353578,3,201204,VIRGIN MEDIA BUSINESS,512.28,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353578,4,201204,VIRGIN MEDIA BUSINESS,414.95,2012-07-27
Central Services,Supplies and Services,Comms & Computing,42353653,2,201204,ROYAL MAIL,498.58,2012-07-30
Central Services,Support Services,Support Services,42353768,3,201204,AUDIT COMMISSION,195.00,2012-07-30
Central Services,Support Services,Support Services,42353768,4,201204,AUDIT COMMISSION,22096.00,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,11,201204,ROYAL MAIL,863.09,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,6,201204,ROYAL MAIL,376.03,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,7,201204,ROYAL MAIL,366.41,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,8,201204,ROYAL MAIL,56.75,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,12,201204,ROYAL MAIL,60.00,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,10,201204,ROYAL MAIL,353.40,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353769,9,201204,ROYAL MAIL,1530.99,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,11,201204,ROYAL MAIL,658.96,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,6,201204,ROYAL MAIL,417.20,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,7,201204,ROYAL MAIL,404.66,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,8,201204,ROYAL MAIL,28.51,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,12,201204,ROYAL MAIL,60.00,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,10,201204,ROYAL MAIL,1046.15,2012-07-30
Central Services,Supplies and Services,Comms & Computing,42353770,9,201204,ROYAL MAIL,870.00,2012-07-30
Central Services,Supplies and Services,"Furn, Equip & Mats",42353903,2,201204,OCE FINANCE,16394.73,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,11,201204,ROYAL MAIL,924.81,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,6,201204,ROYAL MAIL,243.22,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,7,201204,ROYAL MAIL,351.55,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,8,201204,ROYAL MAIL,50.92,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,12,201204,ROYAL MAIL,50.00,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,10,201204,ROYAL MAIL,374.57,2012-07-31
Central Services,Supplies and Services,Comms & Computing,42353946,9,201204,ROYAL MAIL,908.04,2012-07-31
Central Services,Purchase of Equipment,,43688942,3,201204,PROBRAND LTD,136.80,2012-07-04
Central Services,Purchase of Equipment,,43688942,4,201204,PROBRAND LTD,810.00,2012-07-04
Central Services,Supplies and Services,Comms & Computing,43689786,2,201204,RETOX DIGITAL LIMITED,350.00,2012-07-05
Central Services,Supplies and Services,Comms & Computing,43689802,2,201204,CIVICA UK LTD,4989.40,2012-07-04
Central Services,Supplies and Services,Comms & Computing,43689821,2,201204,O2 (UK) LTD,3330.00,2012-07-04
Central Services,Income: Customer and Client Receipts,Customer & Client Receipts,43689827,3,201204,NORTHGATEARINSO,190.00,2012-07-03
Central Services,Income: Customer and Client Receipts,Customer & Client Receipts,43689827,4,201204,NORTHGATEARINSO,190.00,2012-07-03
Central Services,Supplies and Services,"Licenses, Housing, Fees",43689842,2,201204,NCJ MEDIA LTD,415.20,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43689844,2,201204,CACI LTD,675.00,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43689874,2,201204,UNITED CARLTON OFFICE SYSTEMS,375.00,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43689875,2,201204,DSG RETAIL LTD,965.00,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43689878,2,201204,STORMFRONT RETAIL LTD,8361.93,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43689886,2,201204,LANWAY CBS LTD,1235.14,2012-07-03
Central Services,Supplies and Services,Comms & Computing,43690064,2,201204,SIEMENS ENTERPRISE COMMUNICATIONS LTD,2800.00,2012-07-04
Central Services,Purchase of Equipment,,43690067,2,201204,VIRGIN MEDIA BUSINESS,19744.00,2012-07-04
Central Services,Consultants,,43690068,3,201204,VIRGIN MEDIA BUSINESS,1493.75,2012-07-04
Central Services,Purchase of Equipment,,43690068,4,201204,VIRGIN MEDIA BUSINESS,616.41,2012-07-04
Central Services,Purchase of Equipment,,43690070,2,201204,VIRGIN MEDIA BUSINESS,35218.55,2012-07-04
Central Services,Employees,Indirect Employee Expenses,43690125,2,201204,HBINFO LTD,398.00,2012-07-04
Central Services,Supplies and Services,Comms & Computing,43690127,2,201204,CAPITA SOFTWARE SERVICES,4000.00,2012-07-04
Central Services,Supplies and Services,Miscellaneous Supplies,43690300,2,201204,LRQA LTD,1780.00,2012-07-05
Central Services,Employees,Indirect Employee Expenses,43690304,2,201204,SOLACE ENTERPRISES LTD,1600.00,2012-07-05
Central Services,Supplies and Services,Comms & Computing,43690735,2,201204,UNIT4 BUSINESS SOFTWARE LTD,3439.00,2012-07-09
Central Services,Consultants,,43690736,2,201204,UNIT4 BUSINESS SOFTWARE LTD,19125.00,2012-07-09
Central Services,Supplies and Services,"Printing, Stationery etc",43690967,2,201204,MPH ACCESSIBLE MEDIA LTD,926.02,2012-07-10
Central Services,Supplies and Services,Members Expenses,43690968,2,201204,N.E. REGIONAL EMPLOYERS ORGANISATION,350.00,2012-07-10
Central Services,Supplies and Services,"Printing, Stationery etc",43690969,2,201204,ST IVES DIRECT LTD,14725.00,2012-07-10
Central Services,Consultants,,43690999,2,201204,UNIT4 BUSINESS SOFTWARE LTD,2375.00,2012-07-10
Central Services,Supplies and Services,"Licenses, Housing, Fees",43691123,2,201204,TREATMENT SOLUTIONS,4099.33,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",43691137,2,201204,BAKERSHAW PRINT LTD,1203.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",43691139,2,201204,HILLPRINT MEDIA LTD,1926.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",43691143,2,201204,WASHINTON DIRECT MAIL,1373.00,2012-07-11
Central Services,Supplies and Services,"Printing, Stationery etc",43691144,2,201204,SPD 2000 LIMITED,8878.00,2012-07-11
Central Services,Supplies and Services,"Furn, Equip & Mats",43691146,2,201204,PRESSTEK EUROPE LTD,350.00,2012-07-11
Central Services,Supplies and Services,"Furn, Equip & Mats",43691149,2,201204,ANTALIS MCNAUGHTON LTD,1338.00,2012-07-11
Central Services,Supplies and Services,"Furn, Equip & Mats",43691153,2,201204,OCE FINANCE,2400.00,2012-07-11
Central Services,Supplies and Services,Comms & Computing,43691633,2,201204,SMAILES & HANNANT LTD,720.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,43691635,2,201204,SMAILES & HANNANT LTD,415.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,43691659,2,201204,UNITED CARLTON OFFICE SYSTEMS,380.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,43691660,2,201204,STORMFRONT RETAIL LTD,2400.00,2012-07-13
Central Services,Supplies and Services,Comms & Computing,43691666,2,201204,STORMFRONT RETAIL LTD,2495.00,2012-07-13
Central Services,Purchase of Equipment,,43691772,2,201204,INSIGHT DIRECT UK LTD,2889.60,2012-07-16
Central Services,Supplies and Services,Comms & Computing,43691776,2,201204,HEWLETT PACKARD LTD,1056.00,2012-07-16
Central Services,Purchase of Equipment,,43691777,2,201204,NTE LTD,1815.00,2012-07-16
Central Services,Purchase of Equipment,,43691779,2,201204,INSIGHT DIRECT UK LTD,3833.67,2012-07-16
Central Services,Purchase of Equipment,,43691782,2,201204,DELL COMPUTER CORPORATION LTD,3980.10,2012-07-16
Central Services,Supplies and Services,"Licenses, Housing, Fees",43691915,2,201204,MIND,1163.90,2012-07-17
Central Services,Supplies and Services,"Printing, Stationery etc",43692164,2,201204,STATEX PRESS NORTHERN LTD,1285.00,2012-07-17
Central Services,Supplies and Services,"Furn, Equip & Mats",43692309,2,201204,ANTALIS MCNAUGHTON LTD,892.00,2012-07-18
Central Services,Supplies and Services,"Licenses, Housing, Fees",43692679,2,201204,MARKET & OPINION RESEARCH INTL. LTD,16957.50,2012-07-18
Central Services,Employees,Agency Staff,43692698,2,201204,JB SKILLCARE LTD,1080.00,2012-07-18
Central Services,Supplies and Services,Miscellaneous Supplies,43693268,2,201204,FELL COTTAGE SURGERY,2964.64,2012-07-20
Central Services,Supplies and Services,Miscellaneous Supplies,43693272,2,201204,PAYNE SECURITY,409.00,2012-07-20
Central Services,Supplies and Services,"Printing, Stationery etc",43693275,2,201204,SPD 2000 LIMITED,650.00,2012-07-20
Central Services,Supplies and Services,Comms & Computing,43693280,2,201204,DELL FINANCIAL SERVICES,6477.55,2012-07-20
