Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG Grants to Registered Providers,1900017994,13344.00,2013-05-08
10008226,EDENRED (UK GROUP) LTD,504500,Staff Welfare Benefits,5107866081,13318.20,2013-05-13
10019713,BLOSSOMS HEALTHCARE LLP,504400,Staff Medical Insurance & Treatment,5107858826,12665.00,2013-05-13
10019459,SHARED INTELLIGENCE,542050,Research & Study Fees,5107860619,12381.75,2013-05-03
10017690,MEDIAEDGE:CIA UK LTD,540600,Marketing & Economic Research,5107874235,11858.41,2013-05-22
10017322,SERVOCA SECURE SOLUTIONS,502000,Agency Staff,5107841785,11564.28,2013-05-01
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849032,10945.86,2013-05-01
10022814,LEONARD CHESHIRE DISABILITY,544075,Grants to External Organisations,5107862599,10769.52,2013-05-23
10022936,TSP YOUTH SPACE,544075,Grants to External Organisations,5107874172,10546.00,2013-05-22
10014157,LONDON BOROUGH OF BROMLEY,544075,Grants to External Organisations,5107853922,10402.00,2013-05-13
10017690,MEDIAEDGE:CIA UK LTD,540600,Marketing & Economic Research,5107875399,10342.25,2013-05-24
13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107865889,10249.10,2013-05-22
10013650,VERCO ADVISORY SERVICES LTD,542000,Management & Support Consultancy,5107874706,10000.00,2013-05-24
10023153,FIELD TO FORK ORGANICS,544075,Grants to External Organisations,5107874710,9800.00,2013-05-23
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859236,9604.92,2013-05-13
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,Consultancy-Project Management,5107874416,9598.87,2013-05-22
10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107838472,9596.25,2013-05-13
10021360,ARTSAGENDA,544075,Grants to External Organisations,5107871582,9500.00,2013-05-21
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859492,9440.00,2013-05-13
10017690,MEDIAEDGE:CIA UK LTD,540050,Marketing Services,5107874139,9177.65,2013-05-22
10023075,SLIVERS OF TIME LIMITED,536300,Computer Hardware,5107859677,9029.00,2013-05-01
10016689,BLISS EVENTS MANAGEMENT LIMITED,540110,Marketing Exhibitions & Events,5107868923,8954.30,2013-05-15
10000758,HYDER CONSULTING (UK) LTD,542000,Management & Support Consultancy,5107848889,8918.00,2013-05-10
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107862437,8821.71,2013-05-22
10019763,RSM TENON,542000,Management & Support Consultancy,5107859164,8366.60,2013-05-22
10022226,DEPARTMENT OF HEALTH,504300,Staff Relocation,5107859882,7995.75,2013-05-02
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017993,7625.00,2013-05-08
10021236,YOUTHNET,542000,Management & Support Consultancy,5107871725,7500.00,2013-05-21
10018379,JACOBS U.K LIMITED,542000,Management & Support Consultancy,5107845917,7000.00,2013-05-08
15500402,LONDON BOROUGH OF HAVERING,544075,Grants to External Organisations,5107851476,7000.00,2013-05-14
10021598,SOCIAL SPACE STUDIOS,542002,Consultancy-Project Management,5107841311,6900.00,2013-05-03
10022064,PRECISE MEDIA MONITORING LTD,540700,Public Affairs & Media Relations,5107844956,6752.57,2013-05-13
10023084,STEVEN CUMMINS,542050,Research & Study Fees,5107855422,6360.00,2013-05-15
12002598,KINGSTON UNIVERSITY,542000,Management & Support Consultancy,5107849856,6250.00,2013-05-08
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107854998,6050.93,2013-05-02
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,Consultancy-Project Management,5107850423,5943.64,2013-05-03
10000493,UNIVERSITY OF EAST LONDON,544075,Grants to External Organisations,5107870269,5850.00,2013-05-16
10009952,BUCKINGHAMSHIRE COUNTY COUNCIL,544075,Grants to External Organisations,5107859307,5678.35,2013-05-15
10018379,JACOBS U.K LIMITED,542000,Management & Support Consultancy,5107845970,5517.50,2013-05-08
10022324,CLIMATE ENERGY SERVICES LTD,542002,Consultancy-Project Management,5107849032,5225.00,2013-05-01
10009468,TRUSTMARQUE SOLUTIONS,536200,Computer Software,5107851043,5125.48,2013-05-03
10020945,AGE UK BROMLEY,544075,Grants to External Organisations,5107865321,5063.00,2013-05-13
10022855,DMH ASSOCIATES,542355,Other Professional Fees,5107858827,5000.00,2013-04-30
10023008,UPDATE CONSULTANCY,542001,Consultancy  Evaluation Assessment,5107851082,5000.00,2013-05-03
15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107855790,4980.56,2013-05-08
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107868760,4942.00,2013-05-15
10022703,LISTEN AND LEARN RESEARCH,542000,Management & Support Consultancy,5107860585,4900.00,2013-05-08
10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107865941,4804.43,2013-05-13
10022064,PRECISE MEDIA MONITORING LTD,540700,Public Affairs & Media Relations,5107844957,4634.92,2013-05-13
10019763,RSM TENON,542000,Management & Support Consultancy,5107859479,4563.35,2013-05-01
10001544,GORKANA GROUP LIMITED,533100,Publications & Periodicals,5107873618,4500.00,2013-05-22
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107856902,4372.50,2013-05-14
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859489,4305.37,2013-05-13
10020937,LONDON & PARTNERS,542000,Management & Support Consultancy,5107863212,4200.00,2013-05-08
10000044,CITY OF LONDON,544075,Grants to External Organisations,5107848518,4000.00,2013-05-03
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017973,4000.00,2013-04-29
14000615,CAPITA SYMONDS LTD,542000,Management & Support Consultancy,5107864004,3821.98,2013-05-22
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107856896,3771.58,2013-05-15
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107854999,3747.49,2013-04-29
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107873837,3675.00,2013-05-21
10020277,SUBSTANCE,542000,Management & Support Consultancy,5107838256,3600.00,2013-05-23
10021767,KATE F JONES LTD,542002,Consultancy-Project Management,5107874409,3600.00,2013-05-23
10008997,LONDON WILDLIFE TRUST,544075,Grants to External Organisations,5107856511,3500.00,2013-05-01
10021176,CAMERON AND WILDING LTD,536000,Manage IT Services,5107860890,3500.00,2013-05-08
10021890,QUBE STRUCTURES LTD,542355,Other Professional Fees,5107860866,3500.00,2013-05-03
10004044,WORDWAVE INTERNATIONAL LIMITED,542322,Transcription,5107835976,3402.25,2013-04-30
10018532,CRISTIE DATA LIMITED,536300,Computer Hardware,5107863286,3375.00,2013-05-09
10022014,MEANWHILE SPACE CIC,542002,Consultancy-Project Management,5107871620,3250.00,2013-05-24
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107837513,3190.40,2013-05-21
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107860850,3032.40,2013-05-03
10017245,OCS CATERING,531010,Caterers Service Charges,5107853448,2965.85,2013-05-23
10021909,STAFFVETTING.COM LIMITED,536300,Computer Hardware,5107870553,2850.00,2013-05-17
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107870620,2847.50,2013-05-22
13002176,GBM SERVICES LTD,510010,Property Management Fees,5107864293,2844.05,2013-05-22
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107862451,2820.46,2013-05-22
10011291,SPM INTELLIGENT PRINT & COMMUNICATI,533000,Printing,5107844170,2650.00,2013-05-17
10023097,W A MCKEE,542000,Management & Support Consultancy,5107870563,2621.80,2013-05-17
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107841124,2499.26,2013-05-01
10007586,LEVEL 3 COMMUNICATIONS UK LTD,535000,"Telephone Line Rent, Calls & Equipment",1900017934,2434.01,2013-04-29
10021581,CHARTERFIELDS LIMITED,542355,Other Professional Fees,5107871142,2400.00,2013-05-22
13002176,GBM SERVICES LTD,510010,Property Management Fees,5107864279,2314.89,2013-05-22
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107868035,2243.20,2013-05-17
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107867296,2167.92,2013-05-22
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107856469,2131.20,2013-05-14
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107837225,2110.21,2013-05-13
13002176,GBM SERVICES LTD,510010,Property Management Fees,5107864284,2099.40,2013-05-22
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859487,2081.39,2013-05-13
10005471,GLENNY,542000,Management & Support Consultancy,5107858788,2042.50,2013-04-30
10018498,FRESH NETWORKS GLOBAL LTD,542000,Management & Support Consultancy,5107870321,2000.00,2013-05-21
10021495,5TH STUDIO LTD,542002,Consultancy-Project Management,5107873864,2000.00,2013-05-24
10023144,SIMON BRANDON,540110,Marketing Exhibitions & Events,5107873737,2000.00,2013-05-22
14001067,MICHAEL PAGE UK LTD,502000,Agency Staff,5107840580,2000.00,2013-05-01
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107840082,1983.75,2013-04-29
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107854174,1983.75,2013-05-15
10017322,SERVOCA SECURE SOLUTIONS,510025,Security Services (Guards),5107859063,1966.96,2013-05-01
10004044,WORDWAVE INTERNATIONAL LIMITED,542322,Transcription,5107837366,1916.25,2013-04-30
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107841151,1915.20,2013-05-01
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107871621,1915.20,2013-05-22
10019298,ECIRCLE LTD,542000,Management & Support Consultancy,5107865124,1900.00,2013-05-22
10006776,LONDON BOROUGH OF NEWHAM,537100,External Meeting Room Hire & Expenses,5107869798,1896.00,2013-05-16
10016944,IMPACT DISTRIBUTION SERVICES LTD,540600,Marketing & Economic Research,5107859658,1871.88,2013-05-01
10000559,SECURIT WORLD LTD,533050,Ticket & Pass Production,5107860609,1850.00,2013-05-07
15500130,LONDON BOROUGH OF LEWISHAM,540110,Marketing Exhibitions & Events,5107860576,1820.00,2013-05-03
10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107837953,1817.57,2013-05-21
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107867732,1806.60,2013-05-17
10017245,OCS CATERING,531010,Caterers Service Charges,5107853582,1782.40,2013-05-17
10016705,BT,535000,"Telephone Line Rent, Calls & Equipment",1900017955,1781.16,2013-05-08
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107868309,1776.49,2013-05-17
10017487,COLT,535250,Maintenance of Telecommunications Equipment,1900017980,1770.83,2013-05-20
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107841209,1731.33,2013-05-01
12000241,DST OUTPUT (LONDON) LTD,540510,Publications & Publicity Material,5107863214,1695.00,2013-05-22
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107846180,1600.00,2013-05-08
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107876322,1566.44,2013-05-24
10015669,JW CREATIVE DESIGN LIMITED,533000,Printing,5107871166,1560.00,2013-05-23
10004044,WORDWAVE INTERNATIONAL LIMITED,542323,Translation Sign Language,5107836806,1545.00,2013-05-17
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107841121,1532.16,2013-05-01
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107868751,1500.04,2013-05-17
10021495,5TH STUDIO LTD,542002,Consultancy-Project Management,5107874015,1500.00,2013-05-24
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107851149,1485.20,2013-05-15
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859490,1462.29,2013-05-13
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107849851,1444.50,2013-05-08
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107856070,1444.50,2013-05-15
14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107859444,1444.50,2013-05-22
10021206,M INTEGRATED SOLUTIONS PLC,540700,Public Affairs & Media Relations,5107870530,1400.00,2013-05-22
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107840408,1377.52,2013-05-01
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107856729,1373.81,2013-05-09
10017091,SUNRISE,540600,Marketing & Economic Research,5107871580,1350.00,2013-05-22
10022550,KORI,544075,Grants to External Organisations,5107865202,1314.00,2013-05-10
10017172,WILLIS,533100,Publications & Periodicals,5107841053,1313.17,2013-05-24
14001067,MICHAEL PAGE UK LTD,502000,Agency Staff,5107848748,1300.00,2013-05-13
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107871727,1291.29,2013-05-21
10017752,BADENOCH & CLARK LTD,502000,Agency Staff,5107841615,1211.35,2013-05-01
10023105,LAUREN O'FARRELL,544075,Grants to External Organisations,5107866587,1200.00,2013-05-15
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107853698,1175.25,2013-05-24
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107855006,1175.25,2013-05-24
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107862509,1169.60,2013-05-15
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859490,1167.50,2013-05-13
10011404,CLARION INTERPRETING LIMITED,542322,Transcription,5107862254,1126.00,2013-05-03
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107863299,1125.03,2013-05-10
12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107874133,1125.03,2013-05-22
10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107841170,1113.90,2013-05-01
14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107845586,1113.90,2013-05-14
10007129,ESRI (UK) LIMITED,542100,IT Consultancy,5107863136,1075.00,2013-05-22
10016705,BT,535000,"Telephone Line Rent, Calls & Equipment",1900017958,1063.82,2013-05-09
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107876659,1056.06,2013-05-24
10022909,ACC ANDRENA CUMELLA CONSULTING,542355,Other Professional Fees,5107868964,1050.00,2013-05-15
10001496,THOMSON REUTERS (PROFESSIONAL),543000,Corporate Subscriptions,5107841356,1036.00,2013-05-13
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107840041,1007.14,2013-04-30
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107844640,1007.14,2013-05-03
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107849460,1007.14,2013-05-14
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859490,1004.60,2013-05-13
10021236,YOUTHNET,542000,Management & Support Consultancy,5107871576,1000.00,2013-05-21
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107839799,987.21,2013-04-30
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107856900,980.5,2013-05-15
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107844511,940.2,2013-05-07
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107859653,900.9,2013-05-02
10005496,HAY GROUP LIMITED,542000,Management & Support Consultancy,5107870354,850,2013-05-22
10020781,ARC SEVEN COMMUNICATIONS,542000,Management & Support Consultancy,5107840106,850,2013-04-29
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107849032,828.46,2013-05-01
10000785,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107851144,754.8,2013-05-15
10000785,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107856821,754.8,2013-05-22
10000428,THE PRESS ASSOCIATION LTD,540700,Public Affairs & Media Relations,5107836536,733.55,2013-05-16
10000428,THE PRESS ASSOCIATION LTD,540700,Public Affairs & Media Relations,5107841172,733.55,2013-05-16
10016524,TRANSPORT FOR LONDON,540510,Publications & Publicity Material,5107844032,700,2013-05-03
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107873865,653,2013-05-21
10022064,PRECISE MEDIA MONITORING LTD,540700,Public Affairs & Media Relations,5107844958,650,2013-05-13
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107853611,632.73,2013-05-15
10004044,WORDWAVE INTERNATIONAL LIMITED,542323,Translation Sign Language,5107838220,624,2013-05-17
10017712,MWL PRINT GROUP,540110,Marketing Exhibitions & Events,5107863470,620,2013-05-09
10000785,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107841188,612,2013-05-01
10000785,HUNTRESS SEARCH LTD,504020,Recruitment Agency Fees,5107845595,612,2013-05-08
10016982,KOIS MIAH,540110,Marketing Exhibitions & Events,5107865865,600,2013-05-22
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859489,589.36,2013-05-13
14001120,MICHAEL PAGE INTERNATIONAL RECRUIT,502000,Agency Staff,5107840113,559.37,2013-04-30
10000063,VODAFONE CORPORATE LTD,536300,Computer Hardware,5107836137,550,2013-05-03
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859487,535.75,2013-05-13
10002303,AMEC ENVIRONMENT & INFRASTRUCTURE,542000,Management & Support Consultancy,5107845821,530.59,2013-05-01
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859489,527.32,2013-05-13
10003568,"SQUIRE, SANDERS & DEMPSEY (UK) LLP",542000,Management & Support Consultancy,5107860775,502.4,2013-05-22
10017866,JACK MORTON WORLDWIDE,542330,Event Management Fee,5107866162,500,2013-05-16
10019298,ECIRCLE LTD,542000,Management & Support Consultancy,5107841755,494.85,2013-05-16
10019298,ECIRCLE LTD,542000,Management & Support Consultancy,5107865126,487.08,2013-05-22
15050001,PLOWDEN & SMITH LIMITED,540110,Marketing Exhibitions & Events,1900017991,486,2013-05-22
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859489,471.49,2013-05-13
12001491,INDEPENDENT LIVING ALTERNATIVES,504500,Staff Welfare Benefits,5107860068,462,2013-05-08
14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107875879,455.46,2013-05-24
10000318,UNIVERSITY COLLEGE LONDON,504200,Staff Training,5107874879,425,2013-05-23
10000135,OFFICE DEPOT UK LTD,536300,Computer Hardware,5107855613,399.16,2013-05-22
10023049,BAKER GOODCHILD DM LIMITED,540050,Marketing Services,5107859297,392.77,2013-05-01
10014084,GERALD EVE,542000,Management & Support Consultancy,5107859236,354.2,2013-05-13
10000407,BT CONFERENCING,535000,"Telephone Line Rent, Calls & Equipment",1900018017,350.41,2013-05-22
10006389,THOMPSONS SOLICITORS,530010,Equipment Repairs & Maintenance,5107856607,350,2013-05-01
10022972,GOVERNMENT KNOWLEDGE TRAINING LTD,504200,Staff Training,5107859874,345,2013-05-07
10017712,MWL PRINT GROUP,540510,Publications & Publicity Material,5107871117,320,2013-05-22
10013203,SOUTHWARK CATHEDRAL (CONFERENCING),537100,External Meeting Room Hire & Expenses,5107874670,300,2013-05-22
10013203,SOUTHWARK CATHEDRAL (CONFERENCING),537100,External Meeting Room Hire & Expenses,5107859671,300,2013-05-07
15050001,DIGITAL SHOREDITCH LTD,504210,Conferences & Seminars,1900017938,297,2013-04-29
10023114,BLACK & WHITE TRADING LIMITED,504200,Staff Training,5107835802,282,2013-04-30
10022568,GOVERNMENT KNOWLEDGE EVENTS LTD,504200,Staff Training,5107870963,270,2013-05-20
10017245,OCS CATERING,531010,Caterers Service Charges,5107854173,255.3,2013-04-30
10013879,COLIN PATTERSON PHOTOGRAPHER,540100,Photography & Video,5107846177,250,2013-04-29
10004788,TRADE WINDS,540510,Publications & Publicity Material,5107873865,288,2013-05-21
10017690,MEDIAEDGE:CIA UK LTD,540050,Marketing Services,5107836503,331.46,2013-05-22
10002703,LONDON METROPOLITAN UNIVERSITY,544075,Grants to External Organisations,5107859662,494.14,2013-05-01
