Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-02,Community Services,Adult Social Care and Health,CARE UK,1051.16,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CARELINE LIFESTYLES,500,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),3890.56,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944,Residential
2011-02,Community Services,Adult Social Care and Health,CAREWATCH (DRS),2730.15,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),3488,Residential
2011-02,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),18215.43,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704,Residential
2011-02,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),6377.84,Residential
2011-02,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),6254.44,Residential
2011-02,Community Services,Adult Social Care and Health,COURTADE HOME CARE,1180.21,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,2175.8,Residential
2011-02,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,4536.8,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DALBY VIEW,3680,Residential
2011-02,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,2020,TRAINING
2011-02,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,3099.6,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,1476,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,117612.92,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,19595.83,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,8388.91,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,588.6,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,2811.11,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,DR IAN HALL,2164.9,COURT COSTS RECOVERED
2011-02,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,3152,Residential
2011-02,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,14184,Residential
2011-02,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,9456,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,EDEN COTTAGE,910,Day Care - Private Contractors
2011-02,Community Services,Adult Social Care and Health,EDEN COTTAGE,16426.34,Residential
2011-02,Community Services,Adult Social Care and Health,ELDERWOOD RESIDENTIAL HOME,31101.43,Residential
2011-02,Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,2369,Residential
2011-02,Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,2776.59,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,1771.92,Residential
2011-02,Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,1687.04,Residential
2011-02,Community Services,Adult Social Care and Health,FIRTREE HOUSE,1664.64,Residential
2011-02,Community Services,Adult Social Care and Health,FIRTREE HOUSE,6177.12,Residential
2011-02,Community Services,Adult Social Care and Health,FIRTREE HOUSE,1664.64,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,GAINFORD CARE HOMES LTD,1905.76,Residential
2011-02,Community Services,Adult Social Care and Health,GAINFORD CARE HOMES LTD,3811.52,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,GOLDSHIELD ELECTRONIC SECURITY LTD,650,EQUIPMENT
2011-02,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
2011-02,Community Services,Adult Social Care and Health,HADRIAN HEALTHCARE GROUP (NE LTD),4634.02,Residential
2011-02,Community Services,Adult Social Care and Health,HARDRIDING HOUSE,1595.96,Residential
2011-02,Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,992.29,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,817.47,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,975.7,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,956.73,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS ACCOUNTANCY PERSONNEL,959.73,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS OFFICE SUPPORT,990.1,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS OFFICE SUPPORT,984.09,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,1022.45,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,1008.66,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.7,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,916.37,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.7,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,981.7,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,949.33,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,989.69,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.7,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,978.9,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,975.69,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HCL,556.5,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HCL,583,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,1668,Residential
2011-02,Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,17275.71,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,J & R FARRAGHER T/A POTENS,5872.72,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,KEYSTONE COMPUTER GROUP,525,ICT HARDWARE PURCHASE
2011-02,Community Services,Adult Social Care and Health,KINGSWAY CARE HOME,3443.12,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,LAKESIDE LODGE,12928,Residential
2011-02,Community Services,Adult Social Care and Health,LAKESIDE LODGE,7500.86,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,LEONARD CHESHIRE,3166.84,Residential
2011-02,Community Services,Adult Social Care and Health,LEONARD CHESHIRE,3166.84,Residential
2011-02,Community Services,Adult Social Care and Health,LIFT ABLE LTD,1097.34,PRIVATE CONTRACTORS
2011-02,Community Services,Adult Social Care and Health,LINDISFARNE COURT,30952.17,Residential
2011-02,Community Services,Adult Social Care and Health,LINDISFARNE COURT,1823.76,Residential
2011-02,Community Services,Adult Social Care and Health,LINDISFARNE COURT,3647.52,Residential
2011-02,Community Services,Adult Social Care and Health,MANGAR INTERNATIONAL LIMITED,803.49,EQUIPMENT
2011-02,Community Services,Adult Social Care and Health,MEDEX SKILLS LTD,710,TRAINING
2011-02,Community Services,Adult Social Care and Health,MENCAP,1385.28,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,1385.28,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,1385.28,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,1385.28,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,732.6,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,532.8,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,6416.74,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENCAP,52194.52,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MENTAL HEALTH MATTERS,51574.5,PRIVATE CONTRACTORS
2011-02,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,1792,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,8960,Residential
2011-02,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,5890.02,Residential
2011-02,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,13262.8,Residential
2011-02,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,4282.28,Residential
2011-02,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,5890.02,Residential
2011-02,Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,1752,Residential
2011-02,Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,1752,Residential
2011-02,Community Services,Adult Social Care and Health,MOORLANDS,13150.6,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MOORLANDS,2595.45,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,MORGAN HUNT PUBLIC SECTOR LTD,900,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,701.24,PRIVATE CONTRACTORS
2011-02,Community Services,Adult Social Care and Health,NORTH YORKSHIRE MOBILITY & SAFETY,1333.95,REPAIRS AND MAINTENANCE
2011-02,Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,36651.43,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,42378.16,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,OSWALD HOUSE,2100,Residential
2011-02,Community Services,Adult Social Care and Health,PARKLANDS NURSING HOME,1721.56,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,PARKLANDS RESIDENTIAL HOME,1285.96,Residential
2011-02,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),13952,Residential
2011-02,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),16692.58,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,POPULAR CARE LTD,11454.14,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,POPULAR CARE LTD,9768,Residential
2011-02,Community Services,Adult Social Care and Health,POTENS,14880.6,Residential
2011-02,Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,3141.5,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,595.9,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,PREMIER COMMUNITY CARE LTD,3004.32,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,QUEENS HOUSE CARE HOME,4970.88,Residential
2011-02,Community Services,Adult Social Care and Health,QUEENS HOUSE CARE HOME,1906.64,Residential
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1069.11,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1323.84,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1245.04,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1272.9,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1018.32,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1187.9,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,526.07,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,977.12,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1408,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,960,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1240,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,592,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,960,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1072,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1148.85,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,947.03,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1216,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1195.43,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1024.65,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,2877.6,Residential
2011-02,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,994.5,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1111.5,AGENCY STAFF COSTS - NON TEACHING
2011-02,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,1576,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,3192,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,9616,Residential
2011-02,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,36173.9,Nursing - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERAPH LTD,5025.58,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2950,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-02,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,1885.76,Residential
2011-02,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,612.96,Day Care - Private Contractors
2011-02,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,41128,Residential
2011-02,Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,3011.81,Residential
2011-02,Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,2990,Residential
2011-02,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,1902.32,Residential
2011-02,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,1745,Residential
2011-02,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,1902.32,Residential
