Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-12,Place,Culture,ADT FIRE & SECURITY PLC,659.57,Repairs - Intruder Alarms
2012-12,Place,Culture,ALCHEMY FIREWORKS LIMITED,2500,Other Supplies & Services
2012-12,Place,Culture,ALL EVENTS SECURITY,790.5,Other Supplies & Services
2012-12,Place,Culture,ALLIANCE & LEICESTER COMMERCIAL FINANCE,6467,LEASING CHARGES
2012-12,Place,Culture,ARC ENTERTAINMENTS,520,Other Supplies & Services
2012-12,Place,Culture,ARTISTIC SOLUTIONS LIMITED,650,Production Costs
2012-12,Place,Culture,BILL KENWRIGHT LTD,37966.88,Artist payments
2012-12,Place,Culture,BILL KENWRIGHT LTD,772,Merchandise Sales Paid to Others
2012-12,Place,Culture,BONNIE DAVIES,1440,Artist payments
2012-12,Place,Culture,CHARTER FUELS LTD,1389.6,FUEL OIL FOR HEATING
2012-12,Place,Culture,CIMSPA,548.2,EMPLOYEE TRAINING COURSE COSTS
2012-12,Place,Culture,COVERGOLD LTD,5050,Projects
2012-12,Place,Culture,DIRECTA (UK) LIMITED,770.4,EQUIPMENT
2012-12,Place,Culture,ELVEDEN FARMS,1103.2,EVENTS & AWARDS
2012-12,Place,Culture,ENTA TICKETING SOLUTIONS,1496.69,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-12,Place,Culture,ENTA TICKETING SOLUTIONS,15092.62,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-12,Place,Culture,HARTLEPOOL BOROUGH COUNCIL,520,EQUIPMENT
2012-12,Place,Culture,HAUNTING JULIA LTD,9819.16,Artist payments
2012-12,Place,Culture,JAMES FLETCHER,4554.38,EQUIPMENT HIRE
2012-12,Place,Culture,OPENING THE BOOK FURNITURE LTD,1140,EQUIPMENT
2012-12,Place,Culture,PROMOACTIVE,7900,EQUIPMENT
2012-12,Place,Culture,QDOS PANTOMIMES,40000,Artist payments
2012-12,Place,Culture,QDOS PANTOMIMES,40000,Artist payments
2012-12,Place,Culture,QDOS PANTOMIMES,40000,Artist payments
2012-12,Place,Culture,VIGLEN LTD,3443,ICT HARDWARE PURCHASE
2012-12,Place,Culture,WEST END THEATRE MANAGERS LTD,1315,TMA Theatre Tokens
2012-12,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,34907.44,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,65333.16,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,APEC ENVIRONMENTAL,690,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,AT WAGGOTT HAULAGE,1044,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,AT WAGGOTT HAULAGE,1287,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,AT WAGGOTT HAULAGE,1110,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,ATLAS WASHROOM SYSTEMS,1991,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,AYCLIFFE FABRICATIONS LTD,1213,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,BRAKES BROS LTD,875.51,CATERING PROVISIONS
2012-12,Place,DLO Services,BRAKES BROS LTD,545.7,CATERING PROVISIONS
2012-12,Place,DLO Services,BRAKES BROS LTD,790.45,CATERING PROVISIONS
2012-12,Place,DLO Services,BRAKES BROS LTD,834.75,CATERING PROVISIONS
2012-12,Place,DLO Services,BT OPENREACH,11260.2,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,2148,TELEPHONE COSTS
2012-12,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,527.85,CLEANING MATERIALS & CONSUMABLES
2012-12,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,2535,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1950,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,2535,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1560,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CARBON REDUCTION TECHNOLOGY LIMITED,1560,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CHARLES WAGGOTT HAULAGE,522,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,CHARLES WAGGOTT HAULAGE,546,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1434,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,2100.35,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,12057.96,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,659.94,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,CROSSLING LTD,858.4,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,754.77,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1238.79,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,830.67,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1128.23,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,777.47,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,529.6,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1268.15,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1174.97,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1128.23,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,914.27,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1147.89,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1214.78,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1032.74,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1293.37,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1083.34,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,983.7,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,981.69,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,966.42,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,529.6,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,985.44,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1020.23,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,2539.37,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1280,OTHER CONSUMABLES
2012-12,Place,DLO Services,CROSSLING LTD,601.82,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1044.31,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1168.27,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,976.18,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,546.94,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,517.39,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,617.54,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,790.8,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1101.93,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1054.06,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,790.8,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,928.57,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,777.17,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1218.65,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,904.2,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1086.89,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1013.06,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,969.64,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,926.39,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,994.13,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,953.06,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1226.12,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1037.77,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,934.48,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1959.24,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1349.75,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,947.37,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1270.02,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,597.61,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,924.7,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,998.27,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1207.8,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1120.43,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1051.14,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1103.43,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,529.6,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1158.74,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1041.27,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,976.02,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,988.65,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,918.53,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1091.1,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1001.82,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,822.22,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1134.46,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1003.01,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1000.81,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,969.43,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,711.72,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1139.54,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1233.33,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,933.51,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,921.96,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1021.73,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,948.61,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1198.19,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1007.63,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,972.48,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,1046.97,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,CROSSLING LTD,901.48,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,3335.42,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,DUNELM PROPERTY SERVICES,59558.76,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,EASBY FLOORING LTD,522.09,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,ELECTRIC CENTRE,572,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,ELECTRIC CENTRE,1410,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,ELECTRIC CENTRE,572,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,2371,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,546.84,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,4241.16,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1156.68,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1542.24,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,696,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,696,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1236.33,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,889.84,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,1600,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,FRACKS TRANSPORT LIMITED,1613,TRANSPORT
2012-12,Place,DLO Services,FREEMAN CATERING BUTCHERS,1132.4,CATERING PROVISIONS
2012-12,Place,DLO Services,GENTOO CONSTRUCTION LTD,1275,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,GENTOO CONSTRUCTION LTD,2261.39,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,GEOFFREY ROBINSON,1693.01,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,GLASDON UK LTD,886.4,DIRECT CHARGES - MATERIALS (DLO)
2012-12,Place,DLO Services,GOLDSHIELD ELECTRONIC SECURITY LTD,639,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,GRAHAM,920.16,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,GRAHAM,690.12,STORES PURCHASES (DLO)
2012-12,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,28171.84,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,6081.81,DIRECT CHARGES - CONTRACTORS
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,689.92,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,603.68,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,AGENCY STAFF COSTS - NON TEACHING
2012-12,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
