Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-01,Community Services,Adult Social Care and Health,CARELINE LIFESTYLES,500,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),5888,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944,Residential
2011-01,Community Services,Adult Social Care and Health,CAREWATCH (DRS),2536.64,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),15416,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),3488,Residential
2011-01,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704,Residential
2011-01,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6589.84,Residential
2011-01,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6377.84,Residential
2011-01,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,2362,EQUIPMENT
2011-01,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,7670.85,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,COURTADE HOME CARE,2228.06,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,2175.8,Residential
2011-01,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,5059.16,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,CRUSE BEREAVEMENT CARE,1884.51,GRANTS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,4097.63,GRANTS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,14795.84,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,15295.84,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,2356.58,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,12500,SOCIAL CARE CLIENT SERVICES
2011-01,Community Services,Adult Social Care and Health,DARLINGTON MIND,29440.34,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,1476,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,3099.6,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,19835.59,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,119198,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,9257.64,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,2862.89,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,523.2,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DISC,5799.59,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2042.86,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2200,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2200,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2200,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,4400,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2200,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,2200,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,3978.8,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,11876.28,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,14184,Residential
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,3433.43,Residential
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,3152,Residential
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,16171.52,Residential
2011-01,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,7092,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,EDEN COTTAGE,15076.57,Residential
2011-01,Community Services,Adult Social Care and Health,EDUCATION & SERVICES FOR PEOPLE WITH AUTISM LTD,18984.09,Residential
2011-01,Community Services,Adult Social Care and Health,ELDERWOOD RESIDENTIAL HOME,32390,Residential
2011-01,Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,2369,Residential
2011-01,Community Services,Adult Social Care and Health,ELMRIDGE NURSING HOME,2776.59,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,1687.04,Residential
2011-01,Community Services,Adult Social Care and Health,ETHERLEY LODGE RESIDENTIAL HOME,1771.92,Residential
2011-01,Community Services,Adult Social Care and Health,FIRTREE HOUSE,1664.64,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,FIRTREE HOUSE,1664.64,Residential
2011-01,Community Services,Adult Social Care and Health,FIRTREE HOUSE,6177.12,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE - THE GRANGE,1792,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE - THE GRANGE,1792,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE - THE GRANGE,82472.29,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),53301.72,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE (THE LAWNS),2368,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE (THE LAWNS),5440,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE (THE LAWNS),1792,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE (THE LAWNS),67896.57,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,62971.71,Residential
2011-01,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,1792,Residential
2011-01,Community Services,Adult Social Care and Health,GRANGE ROAD BAPTIST CHURCH,4441.66,RENT OF FACILITIES
2011-01,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
2011-01,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
2011-01,Community Services,Adult Social Care and Health,HADRIAN HEALTHCARE GROUP (NE LTD),1905.76,Residential
2011-01,Community Services,Adult Social Care and Health,HARDRIDING HOUSE,1591.32,Residential
2011-01,Community Services,Adult Social Care and Health,HARROWGATE HILL METHODIST CHURCH,750,RENT OF FACILITIES
2011-01,Community Services,Adult Social Care and Health,HELEN GELDARD,650,TRAINING
2011-01,Community Services,Adult Social Care and Health,HELEN SANDERSON ASSOCIATES,1798,TRAINING
2011-01,Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,18586.28,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,HUNDENS PARK CARE CENTRE,8280.43,Residential
2011-01,Community Services,Adult Social Care and Health,J & R FARRAGHER T/A POTENS,5872.72,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,KINGSWAY CARE HOME,3443.12,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,LEWIS'S MEDICAL SUPPLIES,1121.51,Protective Clothing
2011-01,Community Services,Adult Social Care and Health,MANGAR INTERNATIONAL LIMITED,520.21,EQUIPMENT
2011-01,Community Services,Adult Social Care and Health,MANNING LIMITED,876.12,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,MANNING LIMITED,1387.68,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,MANOR CARE HOME GROUP,1684,Residential
2011-01,Community Services,Adult Social Care and Health,MANOR CARE HOME GROUP,89463.14,Residential
2011-01,Community Services,Adult Social Care and Health,MENCAP,532.8,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MENCAP,6003.82,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MENCAP,47176.56,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MENCAP,2690.64,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,1792,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,8960,Residential
2011-01,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,13208.4,Residential
2011-01,Community Services,Adult Social Care and Health,MILBURY CARE SERVICE LTD,4219.13,Residential
2011-01,Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,9010.29,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MIMOSA HEALTHCARE HOLDINGS LIMITED,1752,Residential
2011-01,Community Services,Adult Social Care and Health,MOORLANDS,26523,Residential
2011-01,Community Services,Adult Social Care and Health,MOORLANDS,13630.03,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MOORLANDS,1957.72,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,MR J.P.A.P. O'BRIEN,4450,Aborist Works
2011-01,Community Services,Adult Social Care and Health,NCC SERVICES LIMITED,600,ICT HARDWARE PURCHASE
2011-01,Community Services,Adult Social Care and Health,NORTH PARK CARE CENTRE,106172,Residential
2011-01,Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,701.24,PRIVATE CONTRACTORS
2011-01,Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,36651.43,Home Care - Private Contractor
2011-01,Community Services,Adult Social Care and Health,OSWALD HOUSE,2100,Residential
2011-01,Community Services,Adult Social Care and Health,PARKLANDS NURSING HOME,1721.56,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,PENDLETON CARE LIMITED,6120,Residential
2011-01,Community Services,Adult Social Care and Health,PERCY HEDLEY FOUNDATION,2691.4,Residential
2011-01,Community Services,Adult Social Care and Health,PERCY HEDLEY FOUNDATION,2691.4,Residential
2011-01,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),12208,Residential
2011-01,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),15696,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,POPULAR CARE LTD,10407.57,Nursing - Private Contractor
2011-01,Community Services,Adult Social Care and Health,POPULAR CARE LTD,10640.14,Residential
2011-01,Community Services,Adult Social Care and Health,POTENS,14880.6,Residential
2011-01,Community Services,Adult Social Care and Health,POTENS,14880.6,Residential
2011-01,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,2968,Residential
2011-01,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,2968,Residential
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1150.48,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1197.76,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1182,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1272.9,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,724.96,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1569.91,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1166.24,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,900.45,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1187.66,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,832,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1016,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,960,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1226.48,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,597.71,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,846.11,AGENCY STAFF COSTS - NON TEACHING
2011-01,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,807.3,AGENCY STAFF COSTS - NON TEACHING
