,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,MISS MICHELLE TEMPLE,1600.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS REBECCA STOKES-HERBST,1050.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS REBECCA STOKES-HERBST,750,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MR BRIAN MATHER,750,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MR BRIAN MATHER,750,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1634.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1486.75,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,851,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,650,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,9410.32,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,2777.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,1928.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,1160.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,880,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,QDOS ENTERTAINMENT (THEATRE) LTD,992,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,1170.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,REDACTA LIMITED,2518.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,RICHARD T GRAHAM TA CITYCLEAN,758.1,BUILDING CLEANING
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1323.28,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,500,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,911.36,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1021.17,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,SPECIALIST COMPUTER CENTRES PLC,2273.55,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,SPECIALIST COMPUTER CENTRES PLC,592,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,TCS MEDIA,7860.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,TCS MEDIA,5785.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,"TEES, ESK AND WEAR VALLEYS NHS",1400.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,"TEES, ESK AND WEAR VALLEYS NHS",1400.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,TFM RADIO STATION,849.96,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,THE LAW SOCIETY,4796.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1178.47,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,602.32,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,772.52,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1895.39,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1513.72,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,9531.71,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1113.25,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1031.77,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3199.95,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1838.84,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1778.09,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1533.84,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2114.93,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1387.23,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1641.07,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1251.81,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2663.65,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,635.36,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TRIMEGA LABS,1056.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,VERONICA WHITTAKER,671.88,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,VERONICA WHITTAKER,1168.35,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1487.50,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1190.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,CIPFA,2478.75,BOOKS
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,653.6,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,651.2,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,645.6,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,659.2,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,651.2,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,656.4,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,652.4,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,589.7,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,657.6,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,634.8,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,9181.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,3009.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1285.78,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,THE EDUCATION VILLAGE,3476.55,OTHER INCOME(OUTSIDE SCOPE VAT)
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,732.97,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,686.29,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10694.27,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9921.80,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,11265.55,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,1745.68,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,776.55,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,831.85,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,1086.25,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1150.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1300.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1740.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1720.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,2780.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,CASTLE GROUP LTD,740,EQUIPMENT R&M
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,24731.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,23947.50,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2954.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,4220.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2216.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7782.37,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,SPECIALIST COMPUTER CENTRES PLC,518.71,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,2700.00,Cyclical - Air Conditioning
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,1140.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3028.50,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,BARR & WRAY LTD,8505.00,Cyclical - Building Surveys
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1365.95,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,2702.35,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,2702.35,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,5209.51,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,5214.21,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3204.85,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1365.95,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CARBON REDUCTION TECHNOLOGY LIMITED,16710.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2308.39,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2337.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2577.79,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2871.14,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,82773.45,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,3335.07,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,92725.19,GAS
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10891.50,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10249.30,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10180.00,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10180.00,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,1300.00,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,511,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,597.64,Repairs - Emergency Lighting
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,567.71,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,621.55,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,FAB-TECH ENGINEERING (UK) LTD,980,Traffic Management
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,503.2,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,539.83,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,539.83,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,742.1,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,658.82,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,743.89,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,730.91,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,710.54,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,692.96,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,539.83,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,634.07,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.31,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,705.54,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,647.03,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Transformation,HPS MAINTENANCE & RESTORATION LTD,507.5,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,HPS MAINTENANCE & RESTORATION LTD,840,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,IDS FIRE & SECURITY,600,Repairs - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,INTEGRATED UTILITY SERVICES,539,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,LEGIONELLA CONTROL INTERNATIONAL,1360.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Transformation,LYTESTREAM ELECTRICAL CONTRACTORS,1908.36,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,LYTESTREAM ELECTRICAL CONTRACTORS,1641.57,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,MINES RESCUE SERVICE LTD,885,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Transformation,NES SERVICES LTD,5181.02,CCTV MONITORING CHARGE
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1613.16,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,679.39,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2803.40,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,577.95,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1189.28,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,629.63,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,4153.92,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2197.60,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1943.56,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,737.84,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1731.28,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2098.84,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1611.87,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2382.19,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,58879.44,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,5745.72,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,666.34,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1575.45,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4713.95,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3820.33,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1280.17,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4990.16,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3223.86,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3973.53,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1738.15,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1575.47,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,821.48,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1333.82,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,527.43,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1592.08,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,893.57,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,644.87,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,56557.53,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,504.9,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4797.42,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,8494.45,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,1022.44,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,3240.26,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,12192.65,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,4959.18,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,1057.24,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,666.34,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,690,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,690,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2196.76,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2306.60,Cyclical-Lift Maintenance
