Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,1362.99,POSTAGES
2012-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,1876.77,POSTAGES
2012-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,1329.97,POSTAGES
2012-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,2408.26,POSTAGES
2012-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,1386.91,POSTAGES
2012-08,Resources Group,Resources,SAPPHIRE GB LTD,1285.61,MARKETING & ADVERTISING
2012-08,Resources Group,Resources,THE NATIONAL ASSOC OF COUNCILLORS,832,SUBSCRIPTIONS
2012-08,Resources Group,Resources,TNT POST LTD,1428.37,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,10518.24,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,2693.82,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,621.27,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,586.88,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,637.53,POSTAGES
2012-08,Resources Group,Resources,TNT POST LTD,764.96,POSTAGES
2012-08,Resources Group,Resources,TRIMEGALABS,588,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Resources,WATERSTONS,2750,INTERNET COSTS
2012-08,Resources Group,Resources,WATERSTONS,1785,INTERNET COSTS
2012-08,Resources Group,Finance,CABLE & WIRELESS,2906.06,HOSPITALITY & ROOM HIRE
2012-08,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637,ICT HARDWARE SUPPORT & MAINTENANCE
2012-08,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.7,SECURITY SERVICES
2012-08,Resources Group,Finance,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,660.14,OTHER INCOME(OUTSIDE SCOPE VAT)
2012-08,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,772.75,TELEPHONE COSTS
2012-08,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,16750.05,TELEPHONE COSTS
2012-08,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10076.79,TELEPHONE COSTS
2012-08,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,2250,COUNSELLING RECHARGE
2012-08,Resources Group,Human resources management,BODY 2 FIT LTD,1320,PHYSIOTHERAPY RECHARGE
2012-08,Resources Group,Human resources management,CRB SOLUTIONS,4240,CRB CHECKS
2012-08,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,7787.49,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,4240,CRB CHECKS
2012-08,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,12652,OTHER LOCAL AUTHORITIES
2012-08,Resources Group,Human resources management,HAY GROUP LTD,1600,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,PROFESSIONAL FEES & CONSULTANCY
2012-08,Resources Group,Human resources management,P & A MEDICAL LTD,519,MEDICAL
2012-08,Resources Group,Human resources management,SKILLGATE LTD,800,EMPLOYEE TRAINING COURSE COSTS
2012-08,Resources Group,Transformation,ADT FIRE & SECURITY PLC,750.31,Cyclical - Intruder Alarms
2012-08,Resources Group,Transformation,CORONA ENERGY LTD,3009.33,GAS
2012-08,Resources Group,Transformation,CORONA ENERGY LTD,40537.96,GAS
2012-08,Resources Group,Transformation,LORD TECHNICAL LTD,529.25,EQUIPMENT
2012-08,Resources Group,Transformation,NORTHUMBRIAN WATER,1066.97,WATER CHARGES
2012-08,Resources Group,Transformation,NORTHUMBRIAN WATER,1778.09,WATER CHARGES
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,690,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,5112.44,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,849.22,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,53805.92,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3930.21,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2883.95,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2437.49,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,573.74,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4090.53,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3530.34,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,667.82,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1480.3,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3745.39,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3570.78,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,644.87,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,964.64,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3266.6,ELECTRICITY
2012-08,Resources Group,Transformation,NPOWER NORTHERN LTD,690,ELECTRICITY
2012-08,Resources Group,Transformation,PHS GROUP,542.04,HYGIENE SERVICES
2012-08,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.2,REMOVAL COSTS - STAFF MOVES
2012-08,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,578,REMOVAL COSTS - STAFF MOVES
2012-08,Resources Group,Transformation,STOREYS:SSP,1032.91,ELECTRICITY
2012-08,Resources Group,Transformation,STOREYS:SSP,729.19,ELECTRICITY
2012-08,Resources Group,Transformation,VIRGIN MEDIA BUSINESS LIMITED,1532.25,TELEPHONE COSTS
2012-08,Resources Group,Transformation,WORKERS EDUCATIONAL ASSOCIATION NE,3400,RENT OF FACILITIES
2012-08,Place,Building Design Services,BENTLEY SYSTEMS INTERNATIONAL,870,ICT SOFTWARE PURCHASE
2012-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,1060.5,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,830.93,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,640.4,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,Building Design Services,SPACEWORKS,3832.5,CONSULTANCY FEES
2012-08,Place,Building Design Services,URS SCOTT WILSON LTD,5481.23,CONSULTANCY FEES
2012-08,Place,Building Design Services,URS SCOTT WILSON LTD,928.97,CONSULTANCY FEES
2012-08,Place,Economic Regeneration,CS JOINERY & BUILDING SERVICES,750,GRANTS
2012-08,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138,PROFESSIONAL FEES & CONSULTANCY
2012-08,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,PROFESSIONAL FEES & CONSULTANCY
2012-08,Place,Economic Regeneration,NORTHGATE INFORMATION SOLUTIONS,2000,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-08,Place,Commercial Services,AIRWAVE SOLUTIONS LTD,1523.4,EQUIPMENT
2012-08,Place,Commercial Services,CSL DUALCOM LIMITED,540,EQUIPMENT
2012-08,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,863.31,EQUIPMENT
2012-08,Place,Commercial Services,NATIONAL SECURITY INSPECTORATE,1760,EQUIPMENT
2012-08,Place,Commercial Services,PHS GROUP,653.38,EQUIPMENT
2012-08,Place,Commercial Services,ROYSTON MARINE LTD,1798.4,EQUIPMENT
2012-08,Place,Culture,ADEM LIMITED,830,EQUIPMENT
2012-08,Place,Culture,ALL EVENTS SECURITY,807.5,Other Supplies & Services
2012-08,Place,Culture,ANDREA RAPER,504,Artist payments
2012-08,Place,Culture,AQUA SPHERE UK LTD,2627.93,ITEMS FOR RESALE
2012-08,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,1962.77,Artist payments
2012-08,Place,Culture,ARTISTIC SOLUTIONS LIMITED,3420,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,670,BOOKS
2012-08,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,635,BOOKS
2012-08,Place,Culture,BONNIE DAVIES,1800,Artist payments
2012-08,Place,Culture,BRENNTAG UK & IRELAND,544.32,EQUIPMENT
2012-08,Place,Culture,CLOVER,780,Other Supplies & Services
2012-08,Place,Culture,COMBINED POWER (SOUTH) LTD,2268.61,ELECTRICITY
2012-08,Place,Culture,ELITE ARTISTE MANAGEMENT LTD,4350.52,Artist payments
2012-08,Place,Culture,FIERYLIGHT 2010 LIMITED,17750.95,Artist payments
2012-08,Place,Culture,FOOLS PARADISE LTD,690,Other Supplies & Services
2012-08,Place,Culture,HILARITY BITES COMEDY CLUB,16599,Ticket Sales Paid to Others
2012-08,Place,Culture,I-KAN GC LTD,888,EQUIPMENT
2012-08,Place,Culture,JULIAN SMITH,1500,Artist payments
2012-08,Place,Culture,NORTHUMBRIAN WATER,2239.05,WATER CHARGES
2012-08,Place,Culture,PERFORMING RIGHT SOCIETY LIMITED,622.01,LICENCES
2012-08,Place,Culture,PETRA LLOYD,1632.9,Artist payments
2012-08,Place,Culture,QDOS PANTOMIMES,25000,Artist payments
2012-08,Place,Culture,RALPH GIVENS,2867.87,GOLF PROFESSIONALS RETAINER
2012-08,Place,Culture,RIGBY TAYLOR LTD,2577.1,EQUIPMENT
2012-08,Place,Culture,RIGBY TAYLOR LTD,2006.32,EQUIPMENT
2012-08,Place,Culture,ROY LAWSON,660,PROFESSIONAL FEES & CONSULTANCY
2012-08,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,2778,BUILDING REPAIRS AND MAINTENANCE
2012-08,Place,Culture,SCREENTECH,1262.8,EQUIPMENT
2012-08,Place,Culture,SCREENTECH,960.8,EQUIPMENT
2012-08,Place,Culture,SINGALONGA PRODUCTIONS LIMITED,3830.76,Artist payments
2012-08,Place,Culture,SPORT SYSTEMS LIMITED,3091.4,Other Supplies & Services
2012-08,Place,Culture,STAR RADIO,1000,MARKETING & ADVERTISING
2012-08,Place,Culture,STARLIGHT FESTIVAL TOUR,10000,Artist payments
2012-08,Place,Culture,STONEGRAVE AGGREGATES LTD,1025.45,WASTE DISPOSAL
2012-08,Place,Culture,STONEGRAVE AGGREGATES LTD,945.4,WASTE DISPOSAL
2012-08,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
2012-08,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
2012-08,Place,Culture,TYNESIDE PIANO COMPANY,625,EQUIPMENT
2012-08,Place,Culture,VIGLEN LTD,528,ICT HARDWARE PURCHASE
2012-08,Place,Culture,WILDCHILDS (PARTIES) LTD,500,Other Supplies & Services
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,17604.76,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1078,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1084.6,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,9492.83,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,758.83,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1291.83,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,755.81,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,763.35,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.3,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,760.33,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.3,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1513.13,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,AGRICULTURE  AND HORTICULTURAL DEVELOPMENT BOARD,1097.07,Other Supplies & Services
2012-08,Place,DLO Services,AIRCON REFRIGERATION LTD,3620,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,AT WAGGOTT HAULAGE,6654,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,BARCLAY ROOFING LTD,716.62,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,BEYOND THE BEAN,604.8,CATERING PROVISIONS
2012-08,Place,DLO Services,BLACKBURN & ROBERTS LTD,736,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,BRAKES BROS LTD,508.53,CATERING PROVISIONS
2012-08,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,11593.06,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,599,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,710.03,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,COCA COLA ENTERPRISES LTD,565.6,BAR PROVISIONS FOR RESALE
2012-08,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,2532.82,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,2941.93,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-08,Place,DLO Services,CROSSLING LTD,580.11,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,640,EQUIPMENT
2012-08,Place,DLO Services,CROSSLING LTD,670,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,640,EQUIPMENT
2012-08,Place,DLO Services,CROSSLING LTD,1042.17,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1019.12,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1191.9,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,802.05,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,929.14,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1518.64,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1132.47,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1042.4,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,940.83,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,599.22,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,948.22,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,922.17,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,739.56,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,995.68,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1015.99,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,966.38,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1224.92,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1156.25,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,881.16,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1037.33,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,856.7,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,562.1,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,562.1,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1026.93,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,706.77,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,793.28,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,910.6,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1005.57,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,987.53,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,914.36,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,CROSSLING LTD,1019.19,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,585,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,510,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,1010,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,563.37,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,675,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,22805.24,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,DORMA UK LIMITED,928,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,3703.7,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,570,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,1425.01,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,3230.01,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,997.5,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,665,Bedding Plug Plants
2012-08,Place,DLO Services,EARLEY ORNAMENTALS LTD,760,Bedding Plug Plants
2012-08,Place,DLO Services,EASBY FLOORING LTD,847.34,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,ELECTRIC CENTRE,1410,STORES PURCHASES (DLO)
2012-08,Place,DLO Services,ELECTRIC CENTRE,940,STORES PURCHASES (DLO)
2012-08,Place,DLO Services,ELECTRIC CENTRE,1288,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,ELECTRIC CENTRE,2288,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,ELECTRIC CENTRE,2508.8,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,ELECTRIC CENTRE,637.9,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,2150.2,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,20534.12,DIRECT CHARGES - MATERIALS (DLO)
2012-08,Place,DLO Services,FRACKS TRANSPORT LIMITED,1141,TRANSPORT
2012-08,Place,DLO Services,GENTOO CONSTRUCTION LTD,934.83,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,GRAHAM,690.12,STORES PURCHASES (DLO)
2012-08,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,2096.72,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,1592.87,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,1417.87,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,608.43,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,1095.04,DIRECT CHARGES - CONTRACTORS
2012-08,Place,DLO Services,HANSON CONTRACTING,1456.31,DIRECT CHARGES - CONTRACTORS
