Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-09,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2443.59,Electricity
2015-09,Resources Group,Transformation,COOPER LIGHTING & SECURITY,3071430,2244,Repairs - Emergency Lighting
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,3679.98,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1578.73,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1201.02,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,3154.89,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2022.49,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1982.88,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,535.23,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,668.85,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1449.3,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1583.27,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1954.88,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,507.71,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,866.1,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1123.69,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2186.78,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1396.59,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,693.65,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2321.29,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1563.13,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,618.74,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,582.33,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,660.03,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,6743.4,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,6823.97,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1293.48,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1972.95,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,903.97,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1443.17,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,563.76,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1171.26,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,860.54,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1843.16,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1820.46,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2095.7,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2002.96,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1862.26,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1833.61,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1716.37,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1525.3,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,989.79,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,2091.81,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,1417.76,Gas
2015-09,Resources Group,Transformation,CORONA ENERGY LTD,0,558.98,Gas
2015-09,Resources Group,Transformation,CROSSLING LTD,3071412,855,Repairs - Mechanical
2015-09,Resources Group,Transformation,DAMP SHIELD,3063618,4450,Repairs - Building Fabric
2015-09,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3070836,1155,Repairs - Building Fabric
2015-09,Resources Group,Transformation,EASBY FLOORING LTD,3070807,814.75,Repairs - Building Fabric
2015-09,Resources Group,Transformation,ELDERS WALKER GLASS LTD,3071574,540.26,Repairs - Building Fabric
2015-09,Resources Group,Transformation,ELDERS WALKER GLASS LTD,3071539,524.25,Repairs - Building Fabric
2015-09,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3072082,700,Repairs - Fire Alarms
2015-09,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,569.51,Agency Staff Costs - Non Teaching
2015-09,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,600.26,Agency Staff Costs - Non Teaching
2015-09,Resources Group,Transformation,HYGIENE SUPPLIES DIRECT LTD,3071540,550,Repairs - Electrical
2015-09,Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3066619,4239.32,Hygiene Services
2015-09,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3071343,875,Alterations & Improvements - Decoration
2015-09,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1959.26,Water Charges
2015-09,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1982.86,Water Charges
2015-09,Resources Group,Transformation,NORTHUMBRIAN WATER,0,3079.03,Water Charges
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,608.94,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1054.58,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,19326.2,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1070.82,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,804.61,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,14477.01,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1916.21,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1040.14,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,986.54,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,542.65,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
2015-09,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
2015-09,Resources Group,Transformation,PALINTEST LTD,3071544,834.95,Repairs - Mechanical
2015-09,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3070201,549,Repairs - Building Fabric
2015-09,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3072221,1037.4,Equipment
2015-09,Resources Group,Transformation,T P S BOILER SPARES,3069246,1670.1,Repairs - Mechanical
2015-09,Resources Group,Transformation,UPNORTH FOODSERVICE EQUIPMENT LIMITED,3071345,629.28,Equipment
2015-09,Resources Group,Transformation,YESSS ELECTRICAL,3072554,590,Alterations & Improvements - Electrical
2015-09,Resources Group,Transformation,YESSS ELECTRICAL,3070306,1650,Repairs - Electrical
2015-09,Place,Building Design Services,DE-POEL,0,906.53,Agency Staff Costs - Non Teaching
2015-09,Place,Building Design Services,DE-POEL,0,803.25,Agency Staff Costs - Non Teaching
2015-09,Place,Building Design Services,DESCO,3072804,1500,Consultancy Fees
2015-09,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,904.96,Agency Staff Costs - Non Teaching
2015-09,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1281.08,Agency Staff Costs - Non Teaching
2015-09,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1107.73,Agency Staff Costs - Non Teaching
2015-09,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071661,1890,Consultancy Fees
2015-09,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071663,1057.98,Consultancy Fees
2015-09,Place,Economic Regeneration,NE CHAMBER OF COMMERCE TRADE & INDTY,3072949,2208,Subscriptions
2015-09,Place,Economic Regeneration,NPOWER NORTHERN LTD,3072956,884.11,Events & Awards
2015-09,Place,Economic Regeneration,THE CREATIVE ALCHEMIST,3072509,1270,Marketing & Advertising
2015-09,Place,Commercial Services,ALL EVENTS SECURITY,3071460,1728,Other Supplies & Services
2015-09,Place,Commercial Services,DR TWISTS PHOTOGRAPHARIUM,3070251,590,Other Supplies & Services
2015-09,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3070512,3087.5,Equipment
2015-09,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3071525,8492,Equipment
2015-09,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,983.15,Bar Provisions For Resale
2015-09,Place,Commercial Services,SOUTHERN ELECTRIC GAS,0,3416.75,Electricity
2015-09,Place,Commercial Services,SOUTHERN ELECTRIC GAS,0,3224.71,Electricity
2015-09,Place,Culture,ACCESS TRAINING SERVICES,3072328,750,Course Purchase
2015-09,Place,Culture,AIR PRODUCTS PLC,0,583.26,Chemicals
2015-09,Place,Culture,ALL EVENTS SECURITY,3071645,528,Security Services
2015-09,Place,Culture,ARMADILLO MUSIC LTD,3072228,1000,Other Supplies & Services
2015-09,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,0,5757.62,Artist Payments
2015-09,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,680,Books
2015-09,Place,Culture,BONNIE DAVIES,3065832,782.89,Artist Payments
2015-09,Place,Culture,BPH DATA LTD,0,700,Equipment
2015-09,Place,Culture,BRENNTAG UK & IRELAND,3071289,2851.29,Chemicals
2015-09,Place,Culture,BURTS CONTRACT SERVICES,3070863,598,Direct Charges - Contractors
2015-09,Place,Culture,CHARTER SELF DRIVE LTD,3070343,544.17,Other Supplies & Services
2015-09,Place,Culture,COCA COLA ENTERPRISES LTD,0,673.05,Bar Provisions For Resale
2015-09,Place,Culture,COCA COLA ENTERPRISES LTD,0,609.03,Bar Provisions For Resale
2015-09,Place,Culture,DARLINGTON DANCE FESTIVAL ASSOCIATION,0,4472,Ticket Sales Paid To Others
2015-09,Place,Culture,DARLINGTON SCHOOL OF MATHEMATICS & SCIENCE,3072389,18705,Equipment
2015-09,Place,Culture,DEBBIE WAISTELL,0,2400,Agency Staff Costs - Non Teaching
2015-09,Place,Culture,ELECTRONIC SECURITY SOLUTIONS LTD,3069875,777.49,Building Repairs And Maintenance
2015-09,Place,Culture,HANDSHAKE LTD,0,7600.94,Artist Payments
2015-09,Place,Culture,HOPWELLS LIMITED,0,540.86,Catering Provisions
2015-09,Place,Culture,JAMES FLETCHER,3072419,577.5,Other Supplies & Services
2015-09,Place,Culture,JAMES FLETCHER,3068871,577.5,Other Supplies & Services
2015-09,Place,Culture,JERKIN CROCUS PROMOTIONS LTD,3072231,1000,Professional Fees & Consultancy
2015-09,Place,Culture,JERKIN CROCUS PROMOTIONS LTD,3072231,1000,Other Supplies & Services
2015-09,Place,Culture,LONGFIELD ACADEMY OF SPORT,3072396,13937,Equipment
2015-09,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1194.57,Bar Provisions For Resale
2015-09,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,567.48,Bar Provisions For Resale
2015-09,Place,Culture,NLS SECURITY LIMITED,0,717,Equipment
2015-09,Place,Culture,NORTH TEES & HARTLEPOOL NHS F TRUST,3067770,680.8,Chemicals
2015-09,Place,Culture,NORTHERN SEATING,3071104,2491.8,Equipment
2015-09,Place,Culture,PREMIER TRAFFIC MANAGEMENT,0,580,Other Supplies & Services
2015-09,Place,Culture,PROMOACTIVE,3071860,555.4,Equipment
2015-09,Place,Culture,RLF BUILDING FUTURES,3064675,1777.5,Other Supplies & Services
2015-09,Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
2015-09,Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
2015-09,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,3070250,700,Other Supplies & Services
2015-09,Place,Culture,SPEEDY HIRE,3068884,1002,Other Supplies & Services
2015-09,Place,Culture,SPORT SYSTEMS LIMITED,0,700.42,Other Supplies & Services
2015-09,Place,Culture,STOBBS WHOLESALERS,0,605.3,Catering Provisions
2015-09,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,4125.3,Licences
2015-09,Place,Culture,THE WOOD FLOOR COMPANY UK LTD,3071481,991.08,Building Repairs And Maintenance
2015-09,Place,Culture,THEATRICAL ADVENTURES LTD,0,15000,Artist Payments
2015-09,Place,Culture,W F HOWES LTD,0,1256.86,Books
2015-09,Place,Culture,WERNICK HIRE LTD,3071248,1340,Other Supplies & Services
2015-09,Place,Culture,WORLD ON STAGE LTD,0,2000,Artist Payments
2015-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3066108,20015.69,Direct Charges - Contractors
2015-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,2180.75,Materials
2015-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,1072.5,Materials
2015-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,572,Materials
2015-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,1680.25,Materials
2015-09,Place,DLO Services,AT WAGGOTT HAULAGE,3066651,8961,Direct Charges - Contractors
2015-09,Place,DLO Services,BATLEYS LTD,0,585.41,Catering Provisions
2015-09,Place,DLO Services,BEAVER84,3071364,720,Materials
2015-09,Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3069772,6982,Materials
2015-09,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3070107,7450,Direct Charges - Contractors
2015-09,Place,DLO Services,COSYSEAL INSULATION UK LTD,3072308,1109,Direct Charges - Contractors
2015-09,Place,DLO Services,CROSSLING LTD,3071735,1166.5,Materials
2015-09,Place,DLO Services,CTRACK LTD,3072067,650,Equipment
2015-09,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3071413,510,Direct Charges - Contractors
2015-09,Place,DLO Services,DE-POEL,0,647.87,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,533.4,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,985.6,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,620,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,522.3,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,701.08,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,866.04,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,542.1,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,513.6,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,584.69,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,590,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,807.93,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,593.6,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,549.08,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,650.52,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,592.74,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,712.89,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,881.99,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,557.22,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,557.22,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,536.41,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,589.29,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,617.16,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,558.8,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,985.6,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,780,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,620,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,652.88,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,824.8,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,DE-POEL,0,824.8,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,EASBY FLOORING LTD,3068899,628.34,Direct Charges - Contractors
2015-09,Place,DLO Services,EASBY FLOORING LTD,3070109,3386.95,Direct Charges - Contractors
2015-09,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3065420,2370,Direct Charges - Contractors
2015-09,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3071147,2140,Direct Charges - Contractors
2015-09,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3070625,2630.35,Direct Charges - Contractors
2015-09,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3071305,3627,Direct Charges - Contractors
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1051.24,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3068460,1102.52,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HAYS SPECIALIST SERVICES,3070486,599.05,Agency Staff Costs - Non Teaching
2015-09,Place,DLO Services,HILL BASTIN INTERIORS LTD,3070111,505.4,Direct Charges - Contractors
2015-09,Place,DLO Services,HOPWELLS LIMITED,0,513.3,Catering Provisions
2015-09,Place,DLO Services,HPS MAINTENANCE & RESTORATION LTD,3064446,50000,Direct Charges - Contractors
2015-09,Place,DLO Services,K C PLANT HIRE,3070321,700,Equipment
2015-09,Place,DLO Services,LUCY ZODION LTD,3071581,963.59,Materials
2015-09,Place,DLO Services,LYNX PRECAST LTD,3070184,2795,Direct Charges - Contractors
2015-09,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3068565,854.54,Direct Charges - Contractors
2015-09,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3070115,5940.92,Direct Charges - Contractors
2015-09,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3070116,20234.22,Direct Charges - Contractors
2015-09,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3067629,8630.25,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,771,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1131,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1211,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1845,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1131,Direct Charges - Contractors
2015-09,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,2040,Direct Charges - Contractors
2015-09,Place,DLO Services,MACLEAN ELECTRICAL,3069489,26515,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3063548,648,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3062098,591.53,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3069721,653.53,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3069955,1108.58,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3069955,554.29,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3071439,506,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3068580,646,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3068580,961,Materials
2015-09,Place,DLO Services,MASTERDOR  LTD,3069955,968,Materials
2015-09,Place,DLO Services,MCKENNA (PLASTERERS) LTD,3070185,1479,Direct Charges - Contractors
2015-09,Place,DLO Services,MECHPLANT NORTH EAST LTD,3071371,2960,Equipment
2015-09,Place,DLO Services,MECHPLANT NORTH EAST LTD,3065905,520,Plant Hire
2015-09,Place,DLO Services,MECHPLANT NORTH EAST LTD,3065905,500,Plant Hire
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3069487,1529,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071403,871.72,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071352,872.64,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071352,724.68,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071404,600.69,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071352,1186.31,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071352,886.31,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071404,593.59,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071441,1181.64,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071404,787.87,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071441,1414.11,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071963,8987.6,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071964,978.25,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3072201,1204.07,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3072233,544.32,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071351,561.5,Materials
2015-09,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071351,822.5,Materials
2015-09,Place,DLO Services,MRC ROADS LIMITED,3070099,783.5,Direct Charges - Contractors
2015-09,Place,DLO Services,MRC ROADS LIMITED,3069171,502.88,Direct Charges - Contractors
2015-09,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3064766,563.76,Direct Charges - Contractors
2015-09,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,1765.27,Direct Charges - Contractors
2015-09,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,2593.56,Direct Charges - Contractors
2015-09,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,522.57,Direct Charges - Contractors
2015-09,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,2735.12,Direct Charges - Contractors
2015-09,Place,DLO Services,PROTEUS EQUIPMENT LTD,3071355,940.76,Materials
2015-09,Place,DLO Services,S & I STRUCTURES,3071944,1150,Direct Charges - Contractors
