,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,TRINITY MIRROR PUBLISHING LTD,654.34,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Finance,CIPFA BUSINESS LIMITED,500.00,Subscriptions
INSERTED DETAIL,,Resources Group,Finance,NLGN,6000.00,Subscriptions
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,13561.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1059.16,Security Services
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,12562.87,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10362.77,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,1287.97,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1550.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1620.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,CIPFA,785.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,3432.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,JIGSAW @ WORK,1860.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8318.53,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,1994.04,Medical
INSERTED DETAIL,,Resources Group,Human resources management,MH SAFETY SOLUTIONS,1125.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,MH SAFETY SOLUTIONS,1125.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ASPECT CONTRACTS LTD,2700.00,Repairs - Asbestos Removal
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,570.00,Cyclical - Legionella Maint
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2408.01,Electricity
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,710.00,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,ESTATES GAZETTE,2100.00,Advertising
INSERTED DETAIL,,Resources Group,Transformation,LIDDLE DOORS LTD,1694.00,Repairs - Door Entry System
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2146.42,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1359.26,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1636.61,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1334.59,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,3207.79,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,3506.58,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,42054.90,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2560.69,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,720.00,Electricity
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2410.40,Cyclical-Lift Maintenance
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3096.24,Removal Costs - Staff Moves
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,2580.20,Removal Costs - Staff Moves
INSERTED DETAIL,,Resources Group,Transformation,STOREYS EDWARD SYMMONDS,96456.43,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,T P S BOILER SPARES,556.31,Cyclical-Boiler/Servicing
INSERTED DETAIL,,Resources Group,Transformation,UPEX  ELECTRICAL DISTRIBUTORS LTD,685.32,Repairs - Electrical
INSERTED DETAIL,,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,630.95,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,704.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,778.21,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,783.29,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,799.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,794.94,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,717.89,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,876.67,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,4869.11,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,865.62,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,525.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,2777.20,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,3720.97,Consultancy Fees
INSERTED DETAIL,,Place,Economic Regeneration,4 MOTION,500.00,Events & Awards
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,Professional Fees & Consultancy
INSERTED DETAIL,,Place,Commercial Services,BAUER RADIO LTD,1625.21,Sponsorship
INSERTED DETAIL,,Place,Commercial Services,CSL DUALCOM LIMITED,1260.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,EASI RECYCLING SOLUTIONS LIMITED,1146.00,Equipment
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,757.27,Equipment
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,949.95,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HEINEKEN UK,503.60,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,522.42,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,HULLEYS,563.09,Catering Provisions
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,1152.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,2873.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,2730.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,INDOOR OUTDOOR,2500.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,634.30,Bar Provisions For Resale
INSERTED DETAIL,,Place,Commercial Services,STATUESQUE PHYSICAL ARTS,500.00,Other Supplies & Services
INSERTED DETAIL,,Place,Commercial Services,STOBBS WHOLESALERS,689.61,Catering Provisions
INSERTED DETAIL,,Place,Culture,AMANDE CONCERTS,12000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4078.56,Artist Payments
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,10178.00,Equipment
INSERTED DETAIL,,Place,Culture,AUTOBAR VENDING SERVICES LTD,671.12,Catering Provisions
INSERTED DETAIL,,Place,Culture,BERENDSEN UK LTD,997.76,Production Costs
INSERTED DETAIL,,Place,Culture,BILL KENWRIGHT LTD,10000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,720.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,557.50,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,540.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,540.00,Artist Payments
INSERTED DETAIL,,Place,Culture,BRAKES BROS LTD,530.71,Catering Provisions
INSERTED DETAIL,,Place,Culture,BRAY CONTROL (UK) LTD,636.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,2955.53,Chemicals
INSERTED DETAIL,,Place,Culture,BRIGHT BOOK SUPPLIES LTD,999.97,Books
INSERTED DETAIL,,Place,Culture,CANS LEGAL INFORMATION,598.00,Books
INSERTED DETAIL,,Place,Culture,CLICK NETHERFIELD LTD,794.00,Production Costs
INSERTED DETAIL,,Place,Culture,EMBLEM PRINT PRODUCTS LTD,1001.52,Items For Resale
INSERTED DETAIL,,Place,Culture,ENTA TICKETING SOLUTIONS,900.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Culture,FIERYLIGHT 2010 LIMITED,20000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,FLOWERS BY NATTRASS,994.00,Production Costs
INSERTED DETAIL,,Place,Culture,GLOBAL MARKETING GROUP LIMITED,16143.00,Merchandise Sales Paid To Others
INSERTED DETAIL,,Place,Culture,HARTLEPOOL BOROUGH COUNCIL,992.00,Equipment
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,502.61,Catering Provisions
INSERTED DETAIL,,Place,Culture,LLOYDS BRITISH TESTING CO LTD,535.25,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,LUXI LTD,750.00,Projects
INSERTED DETAIL,,Place,Culture,M6 THEATRE COMPANY,775.00,Artist Payments
INSERTED DETAIL,,Place,Culture,MARIO PRODUCTIONS,5000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,MARIO PRODUCTIONS,5142.40,Artist Payments
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,652.65,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MGL (DEMOLITION) LTD,869.03,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,MICROFORM IMAGING LTD,605.03,Books
INSERTED DETAIL,,Place,Culture,NEW WRITING NORTH LTD,1244.75,Books
INSERTED DETAIL,,Place,Culture,NORTH TEES & HARTLEPOOL NHS F TRUST,525.00,Chemicals
INSERTED DETAIL,,Place,Culture,PALINTEST LTD,668.40,Chemicals
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,1440.00,Artist Payments
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,1093.78,Artist Payments
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,2075.00,Equipment
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,1875.00,Equipment
INSERTED DETAIL,,Place,Culture,PROQUEST INFORMATION & LEARNING LTD,2720.00,Books
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,107728.77,Artist Payments
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,560.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,ROYAL VOLUNTARY SERVICE,5000.00,Books
INSERTED DETAIL,,Place,Culture,SPORT SYSTEMS LIMITED,1750.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,722.61,Catering Provisions
INSERTED DETAIL,,Place,Culture,TARNSIDE CONSULTING,3882.27,Consultancy Fees
INSERTED DETAIL,,Place,Culture,TECHNOGYM UK LTD,2378.57,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,TECHNOGYM UK LTD,553.91,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,TT ELECMECH LIMITED,757.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,VAMPIRES ROCK LIMITED,5000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,VAMPIRES ROCK LIMITED,4551.27,Artist Payments
INSERTED DETAIL,,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,1364.00,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,1364.00,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1025.75,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,656.18,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,908.27,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,500.28,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,631.84,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,936.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,2055.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BEAVER84,640.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,30167.96,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,24242.40,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,510.60,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,513.04,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,948.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,2329.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,684.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,702.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,570.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,990.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,906.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1218.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,858.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,612.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1592.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1014.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,2403.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHRYSTAL CONSULTING,2441.63,Leasing Charges
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,544.36,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,COTTAGE CONTRACT FURNISHERS,948.50,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1057.39,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1426.54,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1406.94,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1363.49,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1129.06,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1160.34,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1413.39,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1121.29,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1121.29,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1121.29,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1366.65,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,888.37,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1411.71,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1305.34,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1005.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1434.30,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,886.56,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,885.15,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1186.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1080.23,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1627.24,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1042.05,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1160.13,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,747.11,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1318.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1121.29,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1061.53,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1121.29,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2040.36,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1524.89,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1186.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1313.68,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1388.30,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1566.13,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1436.43,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1071.75,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1355.60,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1080.24,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1449.31,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1332.99,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1106.03,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1457.31,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1340.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1082.01,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1499.83,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1335.14,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1255.70,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1144.52,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,702.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,772.81,Materials
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,730.46,Materials
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,940.41,Materials
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,1260.71,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,3107.30,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,6723.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,17811.79,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,GRAHAM,516.24,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GRAHAM,1142.55,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GRAHAM,617.35,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GRAHAM,1269.50,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GUS ROBINSON DEVELOPMENTS,773.38,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,H S S HIRE SERVICE GROUP PLC,1378.85,Plant Hire
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,568.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,948.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,900.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,685.08,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,591.66,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,597.60,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,508.80,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,508.80,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
