Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-07,Corporate Services,Corporate Services,TABS RECRUITMENT,2213.35,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Director,CIPFA,5765,SUBSCRIPTIONS
2011-07,Corporate Services,Director,CIPFA,4970,SUBSCRIPTIONS
2011-07,Corporate Services,Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,900,COUNSELLING RECHARGE
2011-07,Corporate Services,Human Resources,BODY 2 FIT LTD,2000,PHYSIOTHERAPY RECHARGE
2011-07,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,727.06,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,683.02,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,557.96,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,509.86,AGENCY STAFF COSTS - NON TEACHING
2011-07,Corporate Services,Human Resources,CRIMINAL RECORDS BUREAU,4620,CRB CHECKS
2011-07,Corporate Services,Human Resources,MEDACS HEALTHCARE PLC,816.41,MEDICAL
2011-07,Corporate Services,Human Resources,MEDACS HEALTHCARE PLC,8502.84,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Human Resources,MEDACS HEALTHCARE PLC,8502.84,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Human Resources,MEDACS HEALTHCARE PLC,563.86,MEDICAL
2011-07,Corporate Services,Human Resources,SYD STRIKE TRAINING SOLUTIONS,500,EMPLOYEE TRAINING COURSE COSTS
2011-07,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,6687.56,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,3115.54,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,4848.39,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,5662.17,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,6811.04,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,6643.62,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,TALKTALK BUSINESS,921.5,TELEPHONE COSTS
2011-07,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,640.67,TELEPHONE COSTS
2011-07,Corporate Services,Legal & Democratic,LAGAN TECHNOLOGIES LTD,3960,Other Supplies & Services
2011-07,Corporate Services,Legal & Democratic,LAGAN TECHNOLOGIES LTD,4100,Other Supplies & Services
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1840.75,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1470.75,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1702,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1554,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1535.5,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1544.75,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1289.2,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,NEIL COOKSON,1355,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,NEIL COOKSON,1757.5,CONSULTANCY FEES
2011-07,Corporate Services,Legal & Democratic,NEIL COOKSON,1963.75,PROFESSIONAL FEES & CONSULTANCY
2011-07,Corporate Services,Legal & Democratic,NORTH EAST REGIONAL EMPLOYERS ORG,720,EMPLOYEE TRAINING COURSE COSTS
2011-07,Corporate Services,Legal & Democratic,OTIS PLC,2092.16,BUILDING REPAIRS AND MAINTENANCE
2011-07,Corporate Services,Legal & Democratic,RICHARD T GRAHAM TA CITYCLEAN,776.15,BUILDING CLEANING
2011-07,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1668.06,POSTAGES
2011-07,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,500,POSTAGES
2011-07,Corporate Services,Legal & Democratic,TNT POST LTD,1664.74,POSTAGES
2011-07,Corporate Services,Legal & Democratic,TNT POST LTD,2380.2,POSTAGES
2011-07,Corporate Services,Legal & Democratic,TNT POST LTD,2053.36,POSTAGES
2011-07,Corporate Services,Legal & Democratic,TNT POST LTD,8677.85,POSTAGES
2011-07,Corporate Services,Legal & Democratic,WATERSTONS,1785,ICT HARDWARE PURCHASE
2011-07,Corporate Services,Legal & Democratic,WATERSTONS,1785,ICT HARDWARE PURCHASE
2011-07,Corporate Services,Public Protection,AIRCON REFRIGERATION LTD,560,EQUIPMENT
2011-07,Corporate Services,Public Protection,METRIC GROUP LIMITED,2376.36,"EQUPMENT, REPAIRS, SERVICE & INSURANCE (CURRICULUM)"
2011-07,Corporate Services,Public Protection,NSL LIMITED,4753.31,SECURITY SERVICES
2011-07,Corporate Services,Public Protection,PAY BY PHONE,512.66,ICT SOFTWARE SUPPORT & MAINTENANCE
2011-07,Corporate Services,Joint Leveys & Boards,TEES VALLEY UNLIMITED,101989,PROFESSIONAL FEES & CONSULTANCY
2011-07,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,6116.32,Day Care - Private Contractors
2011-07,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,6116.32,Adult Placement Schemes
2011-07,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,8303.31,Adult Placement Schemes
2011-07,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,572.36,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,BLUECARE,607.5,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,BLUECARE,688.5,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,BLUECARE,756,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,1281.28,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY (ALTO CARDS),1574.96,SERVICES FOR CARERS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY (ALTO CARDS),2228.16,SERVICES FOR CARERS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY (ALTO CARDS),2228.16,SERVICES FOR CARERS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY (ALTO CARDS),2051.88,SERVICES FOR CARERS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,9375,PROFESSIONAL FEES & CONSULTANCY
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,9375,PROFESSIONAL FEES & CONSULTANCY
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,2403.71,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13114.75,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,5274,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,5274,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13795.84,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,13114.75,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON MIND,29440.34,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,DARLINGTON PRIMARY CARE TRUST,4023.57,Nursing - Private Contractor
2011-07,Community Services,Adult Social Care and Health,DURHAM TEES VALLEY COMMUNICATIONS,705,EQUIPMENT
2011-07,Community Services,Adult Social Care and Health,EDEN COTTAGE,525,Day Care - Private Contractors
2011-07,Community Services,Adult Social Care and Health,FOUR SEASONS HEALTH CARE,1017.4,SERVICES FOR CARERS
2011-07,Community Services,Adult Social Care and Health,GOLD STANDARDS FRAMEWORK,26475,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,764.73,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,833.88,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,833.88,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,791.11,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,HAYS SPECIALIST SERVICES,791.1,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,INNOVATIONS,6919.54,Day Care - Private Contractors
2011-07,Community Services,Adult Social Care and Health,INNOVATIONS,5740,Day Care - Private Contractors
2011-07,Community Services,Adult Social Care and Health,INNOVATIONS,7312.72,Day Care - Private Contractors
2011-07,Community Services,Adult Social Care and Health,LIFT ABLE LTD,576.68,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,MANNING LIMITED,1411.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MENCAP,2972.5,RENT OF FACILITIES
2011-07,Community Services,Adult Social Care and Health,MENCAP,2972.5,RENT OF FACILITIES
2011-07,Community Services,Adult Social Care and Health,MENTAL HEALTH MATTERS,51574.5,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,MENTAL HEALTH MATTERS,51574.5,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1020,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,885,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1110,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1132.5,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,885,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1095,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1117.5,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,NORTH EAST AUTISM SOCIETY,1846.12,Residential
2011-07,Community Services,Adult Social Care and Health,NORTH EAST AUTISM SOCIETY,1846.12,Residential
2011-07,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,1065.6,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,1065.6,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,532.8,Residential
2011-07,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,586.08,Residential
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1585.45,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1585.45,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1302.64,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1585.45,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1885.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1199.8,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,1319.78,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1424,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1384,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1424,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1336,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1392,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1264,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,959.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1029.6,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1162.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1060.8,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1022,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,959.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1080.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1154.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1076.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,967.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1051.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,826.8,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1080.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1029.6,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1170,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,951.6,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,970.31,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1055.7,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1088,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1336,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1296,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1547.81,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1096.88,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1140.75,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1096.88,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,RITA RAY,689,PRIVATE CONTRACTORS
2011-07,Community Services,Adult Social Care and Health,ROYAL NATIONAL INSTITUTE BLIND,1394,BOOKS
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1079.3,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,808.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1114,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1114.8,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,859.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1132.8,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,837.3,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1132.4,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1121.2,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1121.6,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2557.5,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-07,Community Services,Adult Social Care and Health,SUPPLIES TEAM,585,STATIONERY
2011-07,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",3012,RENT OF FACILITIES
2011-07,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",11253,Residential
2011-07,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",2144.29,AGENCY STAFF COSTS - NON TEACHING
2011-07,Community Services,Adult Social Care and Health,VINE PROP MAN.LLP CLIENTS RE THE INDUSTRIAL TRUST,1500,RENT OF FACILITIES
2011-07,Community Services,Adult Social Care and Health,WOMENS ROYAL VOLUNTARY SERVICE (WRVS),12953.11,PRIVATE CONTRACTORS
2011-07,Community Services,Cultural Services,A M STEEL FABRICATIONS LTD,1550,EQUIPMENT
2011-07,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,915.71,Repairs - Intruder Alarms
2011-07,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,846.64,Other Supplies & Services
2011-07,Community Services,Cultural Services,ARC ENTERTAINMENTS,830,Other Supplies & Services
2011-07,Community Services,Cultural Services,AXIS,12886,PRINTING
2011-07,Community Services,Cultural Services,BILL KENWRIGHT LTD,35000,Artist payments
2011-07,Community Services,Cultural Services,BONNIE DAVIES,810,Artist payments
2011-07,Community Services,Cultural Services,BRIAN YEATES ASSOCIATES LTD,1530.02,Artist payments
2011-07,Community Services,Cultural Services,BRS ENTERTAINMENT LTD,2301.9,Artist payments
2011-07,Community Services,Cultural Services,BRUCE JAMES PRODUCTIONS LTD,11566.72,Artist payments
2011-07,Community Services,Cultural Services,BUILDING AUTOMATION SOLUTIONS LTD,650,EQUIPMENT
2011-07,Community Services,Cultural Services,CALDER MASONRY,2604,Production Costs
2011-07,Community Services,Cultural Services,COMBINED POWER (SOUTH) LTD,2186.84,ELECTRICITY
2011-07,Community Services,Cultural Services,DAVID PUGH LIMITED,109613.56,Artist payments
2011-07,Community Services,Cultural Services,DR CLIMBING WALLS INTERNATIONAL,823,Other Supplies & Services
2011-07,Community Services,Cultural Services,ENTERPRISE TRAVEL,541.5,Ticket Sales Paid to Others
2011-07,Community Services,Cultural Services,GEMINI DATA LOGGERS (UK) LIMITED,650,MATERIALS
2011-07,Community Services,Cultural Services,HEINEKEN UK,667.84,BAR PROVISIONS FOR RESALE
2011-07,Community Services,Cultural Services,HELEN JOHNSON,616,PROFESSIONAL FEES & CONSULTANCY
2011-07,Community Services,Cultural Services,INDOOR OUTDOOR,2849,Other Supplies & Services
2011-07,Community Services,Cultural Services,JAMIE WILSON PRODUCTIONS LTD,38338.47,Artist payments
2011-07,Community Services,Cultural Services,KELLOGG'S ASA AWARDS SCHEME,2689.75,ITEMS FOR RESALE
2011-07,Community Services,Cultural Services,M T AUDIO SYSTEMS,2120,Other Supplies & Services
2011-07,Community Services,Cultural Services,MANAGEMYCOMPLAINTS.COM,660,EMPLOYEE TRAINING COURSE COSTS
2011-07,Community Services,Cultural Services,MICO LIGHTING LTD,500.64,EQUIPMENT
2011-07,Community Services,Cultural Services,NATIONAL EXPRESS LTD,876.75,Ticket Sales Paid to Others
2011-07,Community Services,Cultural Services,NORTHUMBRIAN WATER,3097.63,WATER CHARGES
2011-07,Community Services,Cultural Services,NORTHUMBRIAN WATER,1237.84,WATER CHARGES
2011-07,Community Services,Cultural Services,NORTHUMBRIAN WATER,2493.56,WATER CHARGES
2011-07,Community Services,Cultural Services,NORTHUMBRIAN WATER,2705.15,WATER CHARGES
2011-07,Community Services,Cultural Services,OPERA INTERLUDES,6224.27,Artist payments
2011-07,Community Services,Cultural Services,OPERA NOVA,651.76,Artist payments
2011-07,Community Services,Cultural Services,OTIS PLC,11451.18,Other Supplies & Services
2011-07,Community Services,Cultural Services,PERFORMING RIGHT SOCIETY LIMITED,1133.42,LICENCES
2011-07,Community Services,Cultural Services,PETRA LLOYD,900,Artist payments
2011-07,Community Services,Cultural Services,PROMOACTIVE,968.26,EQUIPMENT
2011-07,Community Services,Cultural Services,PROMOACTIVE,5304,EQUIPMENT
2011-07,Community Services,Cultural Services,PROSPEC LTD,611.25,DLO RECHARGES
2011-07,Community Services,Cultural Services,QDOS PANTOMIMES,25000,Artist payments
2011-07,Community Services,Cultural Services,RALPH GIVENS,3800.13,GOLF PROFESSIONALS RETAINER
2011-07,Community Services,Cultural Services,RICHARD DURRANT LTD,900,Artist payments
2011-07,Community Services,Cultural Services,RIGBY TAYLOR LTD,560,Other Supplies & Services
2011-07,Community Services,Cultural Services,RIGBY TAYLOR LTD,660,Other Supplies & Services
2011-07,Community Services,Cultural Services,SAPPHIRE GB LTD,558.4,MARKETING & ADVERTISING
2011-07,Community Services,Cultural Services,SPEAKING VOLUMES LTD,1729.46,Artist payments
2011-07,Community Services,Cultural Services,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,15000,Artist payments
2011-07,Community Services,Cultural Services,STAGE ELECTRICS,675,EQUIPMENT
2011-07,Community Services,Cultural Services,STONEGRAVE AGGREGATES LTD,513.64,WASTE DISPOSAL
2011-07,Community Services,Cultural Services,TECHNICAL SURFACES,501.75,Other Supplies & Services
2011-07,Community Services,Cultural Services,TECHNOGYM LTD,1052.1,Other Supplies & Services
2011-07,Community Services,Cultural Services,THE CLOCKHOUSE THEATRE COMPANY,1253.69,Artist payments
