Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-06,Resources Group,Finance,CABLE & WIRELESS,999,TELEPHONE COSTS
2012-06,Resources Group,Finance,CABLE & WIRELESS,1944.11,TELEPHONE COSTS
2012-06,Resources Group,Finance,EDEN BROWN,654.4,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,636.4,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,648,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,647.6,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,654.8,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,656,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,651.8,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,667.6,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,648,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,EDEN BROWN,595,AGENCY STAFF COSTS - NON TEACHING
2012-06,Resources Group,Finance,LLOYDS REGISTER QUALITY ASSURANCE LTD,1440,PROFESSIONAL FEES & CONSULTANCY
2012-06,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,3825.23,ICT HARDWARE SUPPORT & MAINTENANCE
2012-06,Resources Group,Finance,MIDDLESBROUGH BOROUGH COUNCIL,5693.34,OTHER INCOME(OUTSIDE SCOPE VAT)
2012-06,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-06,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.44,SECURITY SERVICES
2012-06,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,16901.18,TELEPHONE COSTS
2012-06,Resources Group,ICT,DAISY COMMUNICATIONS LTD,12150.64,TELEPHONE COSTS
2012-06,Resources Group,ICT,DATA TRACK TECHNOLOGY PLC,2532.41,EQUIPMENT
2012-06,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,882.9,TELEPHONE COSTS
2012-06,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,998.9,TELEPHONE COSTS
2012-06,Resources Group,Human resources management,HAY GROUP LTD,950,PROFESSIONAL FEES & CONSULTANCY
2012-06,Resources Group,Transformation,CORONA ENERGY LTD,2562.34,GAS
2012-06,Resources Group,Transformation,CORONA ENERGY LTD,69740.36,GAS
2012-06,Resources Group,Transformation,LANDSCAPE SOLUTIONS,570,GROUND MAINTENANCE
2012-06,Resources Group,Transformation,NORTHERN STEEPLEJACKS (EDINBURGH) LTD,4795,Repairs - Building Fabric
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,56074.24,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4237.36,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3989.57,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2137.98,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,7189.54,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1105.7,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1739.5,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3790,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1033.11,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,627.27,ELECTRICITY
2012-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2917.02,ELECTRICITY
2012-06,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.2,REMOVAL COSTS - STAFF MOVES
2012-06,Resources Group,Transformation,STOREYS:SSP,42190.28,RENT OF FACILITIES
2012-06,Resources Group,Transformation,STOREYS:SSP,44115.62,RENT OF FACILITIES
2012-06,Resources Group,Transformation,STOREYS:SSP,713.47,ELECTRICITY
2012-06,Resources Group,Transformation,STOREYS:SSP,1121.13,ELECTRICITY
2012-06,Resources Group,Transformation,TEAM (EAA LTD),1465.5,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-06,Place,Building Design Services,HAYS SPECIALIST SERVICES,1060.5,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Building Design Services,HAYS SPECIALIST SERVICES,841.51,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Building Design Services,SPACEWORKS,7500,CONSULTANCY FEES
2012-06,Place,Economic Regeneration,NORTHGATE INFORMATION SOLUTIONS,13000,ICT SOFTWARE PURCHASE
2012-06,Place,Economic Regeneration,Q R L-T-D,750,EMPLOYEE TRAINING COURSE COSTS
2012-06,Place,Economic Regeneration,THE MOSAIC PARTNERSHIP,2070.73,CONSULTANCY FEES
2012-06,Place,Economic Regeneration,THE MOSAIC PARTNERSHIP,684.08,CONSULTANCY FEES
2012-06,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),1025,MARKETING & ADVERTISING
2012-06,Place,Commercial Services,EDEN FARM LTD,819.71,CATERING PROVISIONS
2012-06,Place,Commercial Services,EDEN FARM LTD,617.58,CATERING PROVISIONS
2012-06,Place,Commercial Services,HEINEKEN UK,633.2,BAR PROVISIONS FOR RESALE
2012-06,Place,Commercial Services,INDOOR OUTDOOR,3050,Other Supplies & Services
2012-06,Place,Commercial Services,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,990,MARKETING & ADVERTISING
2012-06,Place,Commercial Services,TECTONICS UK,3559.76,EQUIPMENT
2012-06,Place,Commercial Services,VISIT COUNTY DURHAM,825,MARKETING & ADVERTISING
2012-06,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),672.73,BAR PROVISIONS FOR RESALE
2012-06,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),801.4,BAR PROVISIONS FOR RESALE
2012-06,Place,Culture,ADT FIRE & SECURITY PLC,1775.92,Other Supplies & Services
2012-06,Place,Culture,ALISON ASHTON-ARTS PRACTITIONER,1500,Artist payments
2012-06,Place,Culture,ALREADY SORTED LTD,960,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Culture,AQUA SPHERE UK LTD,2811.26,ITEMS FOR RESALE
2012-06,Place,Culture,ARC ENTERTAINMENTS,600,Other Supplies & Services
2012-06,Place,Culture,ARTISTIC SOLUTIONS LIMITED,1972.5,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Culture,ARTISTIC SOLUTIONS LIMITED,1972.5,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Culture,AV IRRIGATION LTD,853.06,Other Supplies & Services
2012-06,Place,Culture,AXIELL LIMITED,5581.27,ICT HARDWARE SUPPORT & MAINTENANCE
2012-06,Place,Culture,AXIELL LIMITED,5236.94,ICT HARDWARE SUPPORT & MAINTENANCE
2012-06,Place,Culture,BLACK & WHITE ADVERTISING (URWIN GARTON),987.76,MARKETING & ADVERTISING
2012-06,Place,Culture,BONNIE DAVIES,3060,Artist payments
2012-06,Place,Culture,BRENNTAG UK & IRELAND,2162.68,CHEMICALS
2012-06,Place,Culture,CHARTER FUELS LTD,560.6,FUEL OIL FOR HEATING
2012-06,Place,Culture,CHARTER FUELS LTD,1442.99,FUEL OIL FOR HEATING
2012-06,Place,Culture,CHRISTIAN MIEVES,600,Artist payments
2012-06,Place,Culture,CIRQUE DU THEATRE LIMITED,8000,Artist payments
2012-06,Place,Culture,CIRQUE DU THEATRE LIMITED,14037.4,Artist payments
2012-06,Place,Culture,COMBINED POWER (SOUTH) LTD,2256.84,ELECTRICITY
2012-06,Place,Culture,GOODNIGHTS ENTERTAINMENT LTD,13129.77,Artist payments
2012-06,Place,Culture,IAN FRICKER (THEATRE) LTD,20000,Artist payments
2012-06,Place,Culture,INFINITE ARTS,1480,Other Supplies & Services
2012-06,Place,Culture,J FITZGERALD,649.91,Artist payments
2012-06,Place,Culture,JOHN GRUNDY,1185.05,Artist payments
2012-06,Place,Culture,KOMODO DESIGN LTD,728.4,PROFESSIONAL FEES & CONSULTANCY
2012-06,Place,Culture,LONGFIELD ACADEMY OF SPORT,7500,EQUIPMENT
2012-06,Place,Culture,LOUISE TOWNSEND,859.63,Artist payments
2012-06,Place,Culture,LUXI LTD,2747,Artist payments
2012-06,Place,Culture,MHG (SUPPLIES) LTD,2493,EQUIPMENT
2012-06,Place,Culture,MUCH LOVED PRODUCTIONS LTD,8522.66,Artist payments
2012-06,Place,Culture,MULTICORD,2400,Production Costs
2012-06,Place,Culture,NES SERVICES LTD,594.96,SECURITY SERVICES
2012-06,Place,Culture,NETWORK RAIL,1694,RENT OF FACILITIES
2012-06,Place,Culture,NORTHUMBRIAN WATER,2378.29,WATER CHARGES
2012-06,Place,Culture,NORTHUMBRIAN WATER,1319.16,WATER CHARGES
2012-06,Place,Culture,NORTHUMBRIAN WATER,1647.65,WATER CHARGES
2012-06,Place,Culture,OPERA DELLA LUNA,2000,Artist payments
2012-06,Place,Culture,PETRA LLOYD,900,Artist payments
2012-06,Place,Culture,PETRA LLOYD,541.63,Artist payments
2012-06,Place,Culture,PRESTIGE PRODUCTIONS,6000,Artist payments
2012-06,Place,Culture,RALPH GIVENS,3322.46,GOLF PROFESSIONALS RETAINER
2012-06,Place,Culture,REDCAR & CLEVELAND COLLEGE,2758,EMPLOYEE TRAINING COURSE COSTS
2012-06,Place,Culture,RIGBY TAYLOR LTD,2757.48,EQUIPMENT
2012-06,Place,Culture,SAPPHIRE GB LTD,571.25,MARKETING & ADVERTISING
2012-06,Place,Culture,SEVERNSIDE WHOLESALERS LTD,509.14,ITEMS FOR RESALE
2012-06,Place,Culture,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,21397.59,Artist payments
2012-06,Place,Culture,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,656,Programme Sales Paid to Others
2012-06,Place,Culture,STONEGRAVE AGGREGATES LTD,853.27,WASTE DISPOSAL
2012-06,Place,Culture,TECHNOGYM LTD,586.65,EQUIPMENT
2012-06,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
2012-06,Place,Culture,THE BIRMINGHAM STAGE COMPANY,18000,Artist payments
2012-06,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,1475.86,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-06,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,911.13,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-06,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,883.64,LICENCES
2012-06,Place,Culture,THEATRE HULLABALOO,5343,BUILDING REPAIRS AND MAINTENANCE
2012-06,Place,Culture,WHEEL-TASTIC SPORTS DEVELOPMENT,506,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,Culture,YES PRIME MINISTER LTD,20889.68,Artist payments
2012-06,Place,DLO Services,ACORN DAIRY,519.75,CATERING PROVISIONS
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,678.55,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,9298.77,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,8016.22,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2131.74,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1193.44,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,522.4,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,528.01,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,745.9,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,675.6,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1206.88,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,745.9,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,520.69,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1652.92,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2994.27,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,AON LIMITED,6360,MISC. INSURANCES
2012-06,Place,DLO Services,AON LIMITED,750,MISC. INSURANCES
2012-06,Place,DLO Services,ASTLEY FACADES (NORTH EAST) LTD,1500.18,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,AUTOBAR UK  LTD,535.58,CATERING PROVISIONS
2012-06,Place,DLO Services,AYCLIFFE FABRICATIONS LTD,1223.6,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,650,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,BRAKES BROS LTD,505.12,CATERING PROVISIONS
2012-06,Place,DLO Services,BRAKES BROS LTD,530.26,CATERING PROVISIONS
2012-06,Place,DLO Services,BROXAP  LTD,539,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,2072,TELEPHONE COSTS
2012-06,Place,DLO Services,BUILDROUTE LIMITED,2637.62,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,660,OTHER CONSUMABLES
2012-06,Place,DLO Services,CHARLES ENDIRECT LTD,765,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CHARTER FUELS LTD,695,BOTTLED GAS
2012-06,Place,DLO Services,CHUBB ELECTRONIC SECURITY LTD,1802.64,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,CONTAINER CENTRALEN LIMITED,581.72,EQUIPMENT
2012-06,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,607.42,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,556.13,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,735.8,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,556.13,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,CROSSLING LTD,1109.46,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1258.84,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1237.6,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,4395,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,929,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,939.24,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1689.16,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1747.33,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1174.25,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1930.66,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1036.29,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,919.73,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,919.73,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,941.49,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1844.13,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,862.04,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,2069.45,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1001.85,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1889.65,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,2142.79,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,936.46,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,670,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,910.6,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1197.39,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1241.4,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1126.12,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1126.12,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1077.96,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1135.04,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,909.32,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1587.76,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,930.46,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,2008.38,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,895.37,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,929,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1617.88,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,892.84,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,1124.36,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,807.69,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,CROSSLING LTD,659,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,510,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,550,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,1220.64,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,DRAIN DOCTOR PLUMBING,640,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,EASBY FLOORING LTD,535.39,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,ELECTRIC CENTRE,791.88,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,ELECTRIC CENTRE,705,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,ELECTRIC CENTRE,706.29,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,FRACKS TRANSPORT LIMITED,5226,TRANSPORT
2012-06,Place,DLO Services,GRAHAM,690.12,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,GRAHAM,690.12,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,GRAHAM,690.12,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,504.38,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,515.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,515.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,502.09,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,515.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,683.75,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HAYS SPECIALIST SERVICES,683.75,AGENCY STAFF COSTS - NON TEACHING
2012-06,Place,DLO Services,HEINEKEN UK,633.31,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,698.98,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,940.05,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,659.4,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,966.62,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,574.9,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,610.5,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,686.27,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HEINEKEN UK,654.95,BAR PROVISIONS FOR RESALE
2012-06,Place,DLO Services,HOPWELLS LIMITED,867.66,CATERING PROVISIONS
2012-06,Place,DLO Services,HOWELL CUMMINGS,1536.46,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,JEWSON LTD,792.1,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,JEWSON LTD,633.68,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,JW HOBSON,660,Compost
2012-06,Place,DLO Services,K C PLANT HIRE,805,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,K C PLANT HIRE,805,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,LOYAL GROVE LEISURE LLP,1958,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,LS SYSTEMS LTD,10951.2,Compost
2012-06,Place,DLO Services,LS SYSTEMS LTD,3650.4,Compost
2012-06,Place,DLO Services,LUBBE & SONS (BULBS) LTD,610.6,Bedding Plug Plants
2012-06,Place,DLO Services,LUBBE & SONS (BULBS) LTD,2324.63,Bedding Plug Plants
2012-06,Place,DLO Services,LUBBE & SONS (BULBS) LTD,2394.87,Bedding Plug Plants
2012-06,Place,DLO Services,LUCY ZODION LTD,1158,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,M H LAVERICK & PARTNERS,752,DIRECT CHARGES - CONTRACTORS
2012-06,Place,DLO Services,MALLATITE LIMITED,5617.04,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,6199.6,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,5742.93,DIRECT CHARGES - MATERIALS (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,662,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,662,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,596,STORES PURCHASES (DLO)
2012-06,Place,DLO Services,MANSE MASTERDOR  LTD,596,STORES PURCHASES (DLO)
