Date,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-03,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3067744,760,Cyclical - Air Conditioning
2016-03,Resources Group,Transformation,ALU-FIX,3077011,880,Repairs - Door Entry System
2016-03,Resources Group,Transformation,ALU-FIX,3077011,745,Repairs - Door Entry System
2016-03,Resources Group,Transformation,CITY CLEAN NORTHERN LTD,0,828.5,Building Cleaning
2016-03,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,3062571,530,Cyclical - Legionella Maint
2016-03,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,3062530,530,Cyclical - Legionella Maint
2016-03,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,3062529,530,Cyclical - Legionella Maint
2016-03,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,3062474,530,Cyclical - Legionella Maint
2016-03,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2502.8,Electricity
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,6012.94,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,15710.23,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,3810.9,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1660.51,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1693.8,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,556.71,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1797.09,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,918.59,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1489.39,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1550.24,Gas
2016-03,Resources Group,Transformation,CORONA ENERGY LTD,0,1011.13,Gas
2016-03,Resources Group,Transformation,CROSSLING LTD,3078452,814.97,Repairs - Mechanical
2016-03,Resources Group,Transformation,CROSSLING LTD,3078876,4580.43,Repairs - Mechanical
2016-03,Resources Group,Transformation,CROSSLING LTD,3078350,601.91,Repairs - Building Fabric
2016-03,Resources Group,Transformation,CROSSLING LTD,3078809,598.49,Repairs - Mechanical
2016-03,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3078230,764,Repairs - Building Fabric
2016-03,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3078759,1350,Repairs - Building Fabric
2016-03,Resources Group,Transformation,DURHAM COUNTY COUNCIL,3078773,1146.45,Repairs - Lifts
2016-03,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3077314,8966,Cctv Monitoring Charge
2016-03,Resources Group,Transformation,ENERGY METERING LTD,3079680,2600,Building Repairs And Maintenance
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3079741,6650,Repairs - Building Fabric
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3079741,1330,Repairs - Building Fabric
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3078775,4733.33,Repairs - Building Fabric
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3078775,946.67,Repairs - Building Fabric
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3078775,3820,Repairs - Building Fabric
2016-03,Resources Group,Transformation,FRANCIS CONSTRUCTION,3078775,3183.33,Repairs - Building Fabric
2016-03,Resources Group,Transformation,HYGIENE SUPPLIES DIRECT LTD,3079525,529.98,Alterations & Improvements - Electrical
2016-03,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3078598,880,Alterations & Improvements
2016-03,Resources Group,Transformation,NORTHUMBRIAN WATER,0,3719.19,Water Charges
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,636.64,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1053.25,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,986.2,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,881.62,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,668.87,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2463.47,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3235.18,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,10387.09,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1039.82,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,22920.33,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1481.62,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1404.44,Electricity
2016-03,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,659.78,Electricity
2016-03,Resources Group,Transformation,PROMINENT FLUID CONTROLS (UK) LTD,3079551,684.81,Routine Maintenance
2016-03,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3078764,1463,Equipment
2016-03,Resources Group,Transformation,T P S BOILER SPARES,3077215,514.12,Repairs - Mechanical
2016-03,Resources Group,Transformation,TT ELECMECH LIMITED,3075351,944,Cyclical - Air Conditioning
2016-03,Resources Group,Transformation,TT ELECMECH LIMITED,3075351,944,Cyclical - Air Conditioning
2016-03,Resources Group,Transformation,TT ELECMECH LIMITED,3079029,579,Repairs - Mechanical
2016-03,Resources Group,Transformation,TT ELECMECH LIMITED,3074589,1889.26,Cyclical - Air Conditioning
2016-03,Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3078384,500,Ground Maintenance
2016-03,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3078637,816.97,Other Consumables
2016-03,Place,Building Design Services,BAKER MALLETT LLP,3070463,970,Consultancy Fees
2016-03,Place,Building Design Services,BAKER MALLETT LLP,3079604,5067,Consultancy Fees
2016-03,Place,Building Design Services,DE-POEL,0,721.35,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,DE-POEL,0,572.5,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,DE-POEL,0,898.83,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,DE-POEL,0,858.75,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,DE-POEL,0,893.1,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3079783,655.25,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,0,624.42,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3079783,697.38,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3080040,998.84,Agency Staff Costs - Non Teaching
2016-03,Place,Building Design Services,RIBA ENTERPRISES,3079789,2650,Subscriptions
2016-03,Place,Building Design Services,ROYAL INST OF CHARTERED SURVEYORS BOOKS,3079788,1860,Subscriptions
2016-03,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3079791,2272.25,Consultancy Fees
2016-03,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3079192,1574.94,Consultancy Fees
2016-03,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3079486,949.78,Consultancy Fees
2016-03,Place,Economic Regeneration,DRONEFLIGHT LTD,3074226,1410,Materials
2016-03,Place,Commercial Services,ALL EVENTS SECURITY,3075717,1674,Other Supplies & Services
2016-03,Place,Commercial Services,ASSET EPOS SYSTEMS,0,585,Other Supplies & Services
2016-03,Place,Commercial Services,ELECTRICAL MECHANICAL AND COOLING LTD,0,1797,Equipment
2016-03,Place,Commercial Services,INDOOR OUTDOOR,0,3120,Other Supplies & Services
2016-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1957.4,Bar Provisions For Resale
2016-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,610.7,Bar Provisions For Resale
2016-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1417.16,Bar Provisions For Resale
2016-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1265.32,Bar Provisions For Resale
2016-03,Place,Commercial Services,STOBBS WHOLESALERS,0,524.52,Catering Provisions
2016-03,Place,Commercial Services,THE CCTV TRAINING ACADEMY LIMITED,3079247,2400,Employee Training Course Costs
2016-03,Place,Culture,222 SPORTS LIMITED,3079392,1200,Other Supplies & Services
2016-03,Place,Culture,ABBEY DISTRIBUTORS,3079093,1820,Events & Awards
2016-03,Place,Culture,ACORN DAIRY,0,592.43,Catering Provisions
2016-03,Place,Culture,AIR PRODUCTS PLC,3077636,611.16,Chemicals
2016-03,Place,Culture,AIR PRODUCTS PLC,0,677.26,Chemicals
2016-03,Place,Culture,ALEX EDWARDS,3079284,520,Production Costs
2016-03,Place,Culture,ANDREA RAPER,3065840,702,Artist Payments
2016-03,Place,Culture,ASSET EPOS SYSTEMS,0,2985,Other Supplies & Services
2016-03,Place,Culture,BERENDSEN UK LTD,0,504.13,Production Costs
2016-03,Place,Culture,BONNIE DAVIES,3065832,2160,Artist Payments
2016-03,Place,Culture,BONNIE DAVIES,3065832,2160,Artist Payments
2016-03,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,850.58,Cleaning Materials & Consumables
2016-03,Place,Culture,CLASSICAL EVENTS LTD,0,10411.02,Artist Payments
2016-03,Place,Culture,COCA COLA ENTERPRISES LTD,0,612.02,Bar Provisions For Resale
2016-03,Place,Culture,DEBBIE WAISTELL,3078172,1280,Projects
2016-03,Place,Culture,DR ANNE ALLEN,3078698,2000,Other Supplies & Services
2016-03,Place,Culture,ENCYCLOPAEDIA BRITANNICA (UK) LTD,0,835,Books
2016-03,Place,Culture,ENTERTAINERS SHOW PROVIDERS LTD,0,5243.2,Artist Payments
2016-03,Place,Culture,FLYING MUSIC CO  LTD,0,50000,Artist Payments
2016-03,Place,Culture,FREEMAN CATERING BUTCHERS,0,904.82,Catering Provisions
2016-03,Place,Culture,G & A SECURITY,0,1396.5,Security Services
2016-03,Place,Culture,GASTRONORTH,3078171,7708,Equipment
2016-03,Place,Culture,GRESSWELL,3077425,680,Stationery
2016-03,Place,Culture,HANDSHAKE LTD,0,9732.69,Artist Payments
2016-03,Place,Culture,HOPWELLS LIMITED,0,509.66,Catering Provisions
2016-03,Place,Culture,HUMANTICS COMMUNITY INTEREST COMPANY,3078762,1500,Projects
2016-03,Place,Culture,HUMMERSKNOTT ACTIVE LTD,3067184,547.5,Hospitality & Room Hire
2016-03,Place,Culture,HUMMERSKNOTT ACTIVE LTD,3067184,565,Hospitality & Room Hire
2016-03,Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,1675,Building Repairs And Maintenance
2016-03,Place,Culture,JULIE SMITH,3065841,576,Artist Payments
2016-03,Place,Culture,LP CREATIVES LTD,0,2862.84,Artist Payments
2016-03,Place,Culture,M T AUDIO SYSTEMS,3078580,740,Equipment Hire
2016-03,Place,Culture,MARK HAND,3079661,600,Production Costs
2016-03,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,646,Bar Provisions For Resale
2016-03,Place,Culture,MULTICORD,3067283,510,Production Costs
2016-03,Place,Culture,NORTH TEES & HARTLEPOOL NHS F TRUST,3067770,510.6,Chemicals
2016-03,Place,Culture,OCLC UK LTD,0,2324.3,Books
2016-03,Place,Culture,OPERA & BALLET INTERNATIONAL,0,5667.76,Artist Payments
2016-03,Place,Culture,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,634.15,Catering Provisions
2016-03,Place,Culture,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,900,Other Supplies & Services
2016-03,Place,Culture,PETRA LLOYD,3065836,1880,Artist Payments
2016-03,Place,Culture,PETRA LLOYD,3065836,1440,Artist Payments
2016-03,Place,Culture,PHIL BATTS,3079884,525,Equipment
2016-03,Place,Culture,PHIL MCINTYRE ENTERTAINMENTS LTD,0,10578.86,Artist Payments
2016-03,Place,Culture,PHOENIX SOFTWARE LTD,3080258,520,Ict Software Purchase
2016-03,Place,Culture,POOL COVER SYSTEMS UK,3077851,6370,Building Repairs And Maintenance
2016-03,Place,Culture,PREMIER TRAFFIC MANAGEMENT,0,2220,Other Supplies & Services
2016-03,Place,Culture,RACHEL PROUDLOCK,3078159,702,Artist Payments
2016-03,Place,Culture,ROYAL GEOGRAPHICAL SOCIETY,0,1432.51,Artist Payments
2016-03,Place,Culture,SALLY MORGAN,0,10000,Artist Payments
2016-03,Place,Culture,SCREENTECH,0,1000,Other Supplies & Services
2016-03,Place,Culture,SINGALONGA PRODUCTIONS LIMITED,0,4614.2,Artist Payments
2016-03,Place,Culture,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,0,28219.66,Artist Payments
2016-03,Place,Culture,STOBBS WHOLESALERS,0,705.36,Catering Provisions
2016-03,Place,Culture,TECHNOGYM UK LTD,3077022,6078.68,Equipment
2016-03,Place,Culture,THE BILLY FURY STORY LTD,0,6643.38,Artist Payments
2016-03,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,9568.93,Licences
2016-03,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,2789.24,Licences
2016-03,Place,Culture,THE TOURING CONSORTIUM LTD,0,20000,Artist Payments
2016-03,Place,Culture,UK TIMERS,0,2900,Other Supplies & Services
2016-03,Place,Culture,W & M WHOLESALE LTD,0,6900,Other Supplies & Services
2016-03,Place,Culture,W F HOWES LTD,0,1000,Books
2016-03,Place,Culture,W F HOWES LTD,0,3825,Books
2016-03,Place,Culture,W F HOWES LTD,0,2933.78,Books
2016-03,Place,Culture,W F HOWES LTD,0,4800.28,Books
2016-03,Place,Culture,WERNICK EVENT HIRE LTD,0,1240,Other Supplies & Services
2016-03,Place,Culture,XN LEISURE SYSTEMS LTD,3069975,600,Other Supplies & Services
2016-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3072560,500.28,Materials
2016-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3066108,1683.83,Direct Charges - Contractors
2016-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3079606,1185.6,Materials
2016-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3079606,1185.6,Materials
2016-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3079606,2964,Materials
2016-03,Place,DLO Services,AT WAGGOTT HAULAGE,3074959,6175,Direct Charges - Contractors
2016-03,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3074858,22201,Direct Charges - Contractors
2016-03,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,0,1440,Direct Charges - Contractors
2016-03,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3079636,720,Direct Charges - Contractors
2016-03,Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,3068075,3125,Direct Charges - Contractors
2016-03,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,3078614,817.92,Direct Charges - Contractors
2016-03,Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),0,19862,Ict Software Support & Maintenance
2016-03,Place,DLO Services,CENTREWIRE LTD,3078677,890,Materials
2016-03,Place,DLO Services,CROSSLING LTD,3078782,1198.26,Materials
2016-03,Place,DLO Services,DE-POEL,0,672.6,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,625.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.3,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.3,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,638.25,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.3,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.6,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.6,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,525,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,1046.1,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,750.24,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,666.88,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.3,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.3,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,565.5,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,680.8,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,752.5,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,778.75,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,564.52,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,729.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,526.03,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,510.6,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,771.08,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,697.82,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,688.86,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,771.08,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,854.44,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,549.54,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,536.41,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,771.08,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
