Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Transformation,NORTHUMBRIAN WATER,0,4078.50,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,2572.72,Water Charges
Resources Group,Transformation,NORTHUMBRIAN WATER,0,2064.25,Water Charges
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2570.82,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,867.93,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3927.09,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1291.37,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,4893.07,Electricity
Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1613.79,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,33874.63,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3055341,1438.00,Repairs - Building Fabric
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3057469,2493.75,Equipment
Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3056841,1995.00,Equipment
Resources Group,Transformation,T P S BOILER SPARES,3056845,596.82,Repairs - Mechanical
Resources Group,Transformation,UPNORTH FOODSERVICE EQUIPMENT LIMITED,3055827,2750.00,Repairs - Electrical
Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3057008,1144.40,Other Consumables
Council Wide,Council Wide,GATESHEAD MBC,3056854,64152.00,Memberships
Place,Building Design Services,BAKER MALLETT LLP,3057634,1050.00,Consultancy Fees
Place,Building Design Services,HAYS SPECIALIST SERVICES,3056405,1131.49,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,623.45,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,713.43,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,746.46,Agency Staff Costs - Non Teaching
Place,Building Design Services,HAYS SPECIALIST SERVICES,3053700,748.36,Agency Staff Costs - Non Teaching
Place,Building Design Services,MASTERBILL MICRO SYSTEMS LTD,3055399,2520.00,Ict Software Purchase
Place,Building Design Services,RMS RECRUITMENT,3054159,825.63,Agency Staff Costs - Non Teaching
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3055669,1875.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056516,4000.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057374,975,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3055667,3702.93,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3055088,961.8,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057640,1586.97,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057639,2000.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3057638,1050.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056516,8400.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056609,1490.79,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056610,1770.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056608,1502.81,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3055699,572.25,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056516,10000.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3055668,2000.00,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056493,500,Consultancy Fees
Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3056370,787.5,Consultancy Fees
Place,Economic Regeneration,MARCHDAY GROUP PLC,3057257,20000.00,Grants
Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
Place,Economic Regeneration,NPOWER NORTHERN LTD,0,857,Events & Awards
Place,Economic Regeneration,PRIMARY ENGINEER,3057320,1000.00,Grants
Place,Economic Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,3053816,500,Projects
Place,Commercial Services,AIRWAVE SOLUTIONS LTD,0,4014.50,Equipment
Place,Commercial Services,ALL EVENTS SECURITY,3056073,1728.60,Security Services
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,0,3860.00,Equipment
Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,0,3000.00,Equipment
Place,Commercial Services,INDOOR OUTDOOR,0,3234.00,Other Supplies & Services
Place,Commercial Services,INDOOR OUTDOOR,0,3190.00,Other Supplies & Services
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,647.16,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1172.37,Bar Provisions For Resale
Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,587.01,Bar Provisions For Resale
Place,Commercial Services,MB AUDIO VISUAL LTD,3056785,1500.00,Equipment Hire
Place,Commercial Services,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,0,530,Rent Income(Exempt Vat)
Place,Commercial Services,STATUESQUE PHYSICAL ARTS,0,825,Other Supplies & Services
Place,Commercial Services,UP NORTH GROUP,3055582,2100.00,Equipment
Place,Culture,A C ENTERTAINMENT TECHNOLOGIES,3055802,6483.62,Equipment
Place,Culture,ADT FIRE & SECURITY PLC,0,597.5,Building Repairs And Maintenance
Place,Culture,AIRQUEE LTD,3055537,1550.00,Equipment
Place,Culture,ALL EVENTS SECURITY,3056258,1087.20,Other Supplies & Services
Place,Culture,ALL EVENTS SECURITY,0,504,Repairs - Intruder Alarms
Place,Culture,ALL EVENTS SECURITY,0,504,Repairs - Intruder Alarms
Place,Culture,ALL EVENTS SECURITY,0,504,Repairs - Intruder Alarms
Place,Culture,ALL EVENTS SECURITY,0,504,Repairs - Intruder Alarms
Place,Culture,ALL EVENTS SECURITY,3057231,805.5,Other Supplies & Services
Place,Culture,B.O.S. PRODUCTIONS LIMITED,0,6091.67,Artist Payments
Place,Culture,BACKSCRATCH CIC,3057645,750,Other Supplies & Services
Place,Culture,BEYOND THE BARRICADE LIMITED,0,6713.06,Artist Payments
Place,Culture,BGP CONSULTING LIMITED,3054805,590.45,Alterations & Improvements
Place,Culture,BGP CONSULTING LIMITED,3054804,1204.50,Alterations & Improvements
Place,Culture,BILL KENWRIGHT LTD,0,25000.00,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,1080.00,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,540,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,1080.00,Artist Payments
Place,Culture,BONNIE DAVIES,3051964,540,Artist Payments
Place,Culture,BPH DATA LTD,0,762.5,Other Supplies & Services
Place,Culture,BRENNTAG UK & IRELAND,3057446,2558.86,Chemicals
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,904.75,Cleaning Materials & Consumables
Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,546,Cleaning Materials & Consumables
Place,Culture,CANFORD AUDIO PLC,3056511,513.34,Equipment
Place,Culture,COCA COLA ENTERPRISES LTD,0,527.88,Bar Provisions For Resale
Place,Culture,CRYOSERVICE LIMITED,3055066,548.36,Chemicals
Place,Culture,EASBY FLOORING LTD,3056640,1865.43,Repairs - Building Fabric
Place,Culture,ENTERTAINMENT TRADE MGT (AGENCIES)LTD,0,7655.36,Artist Payments
Place,Culture,FLINT HIRE AND SUPPLY LTD,3056853,685.25,Equipment
Place,Culture,FLYING MUSIC CO  LTD,0,1616.73,Licences
Place,Culture,GEMINI DATA LOGGERS (UK) LIMITED,3055996,659.95,Materials
Place,Culture,HANNAH MURRAY-LESLIE,3057710,520,Other Supplies & Services
Place,Culture,HOPWELLS LIMITED,0,501.44,Catering Provisions
Place,Culture,INSIGHT DIRECT (UK) LTD,3056204,700,Ict Hardware Purchase
Place,Culture,LLOYDS BRITISH TESTING CO LTD,3054420,878,Building Repairs And Maintenance
Place,Culture,LONGFIELD ACADEMY OF SPORT,3051266,570,Hospitality & Room Hire
Place,Culture,LUXI LTD,0,1000.00,Projects
Place,Culture,MARCHDAY GROUP PLC,3057656,10000.00,Projects
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,553.23,Bar Provisions For Resale
Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1375.28,Bar Provisions For Resale
Place,Culture,MAUDESPORT LTD,3056005,640,Equipment
Place,Culture,MHG (SUPPLIES) LTD,0,2495.75,Equipment
Place,Culture,MKM BUILDING SUPPLIES (HULL) LTD,3056977,502.15,Equipment
Place,Culture,MRS HELEN PICKARD,3051981,540,Artist Payments
Place,Culture,NETWORK RAIL,3057599,632,Rent Of Facilities
Place,Culture,NICOLA PARKIN,3057661,1000.00,Other Supplies & Services
Place,Culture,NICOLA PARKIN,3057661,1000.00,Other Supplies & Services
Place,Culture,NORTHUMBRIAN WATER,0,1505.41,Water Charges
Place,Culture,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,512.03,Catering Provisions
Place,Culture,PETRA LLOYD,3051975,900,Artist Payments
Place,Culture,PREMIER TRAFFIC MANAGEMENT,3056726,1400.00,Other Supplies & Services
Place,Culture,PROSPEC LTD,3056451,1600.00,Equipment
Place,Culture,RAY LAIDLAW,0,3294.60,Artist Payments
Place,Culture,RILEY DUNN & WILSON LIMITED,3053731,1812.90,Equipment
Place,Culture,RMS RECRUITMENT,0,866.33,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,558.96,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,1147.30,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,892.53,Agency Staff Costs - Non Teaching
Place,Culture,RMS RECRUITMENT,0,1172.96,Agency Staff Costs - Non Teaching
Place,Culture,RUNNING IMP INTERNATIONAL,3057412,586.55,Equipment
Place,Culture,SEVERNSIDE WHOLESALERS LTD,3057430,631.05,Items For Resale
Place,Culture,SOCIAL MEDIA TRAINING .CO.UK,0,1300.00,Employee Training Course Costs
Place,Culture,SPEEDY HIRE,3055448,690,Other Supplies & Services
Place,Culture,SPORT SYSTEMS LIMITED,0,1276.83,Other Supplies & Services
Place,Culture,SPORT SYSTEMS LIMITED,0,2670.69,Other Supplies & Services
Place,Culture,ST JOHN AMBULANCE,0,977.5,Other Supplies & Services
Place,Culture,STOBBS WHOLESALERS,0,1069.18,Catering Provisions
Place,Culture,TAG TEAMWEAR LIMITED,3056732,6392.50,Equipment
Place,Culture,TC CONSULTING (KILLINGHALL) LTD,3056039,835,Equipment
Place,Culture,TECHNOGYM UK LTD,3053456,5400.00,Equipment
Place,Culture,THAT HISTORY BLOKE,3054614,500,Professional Fees & Consultancy
Place,Culture,THE BREAD & BUTTER THEATRE COMPANY,3057025,650,Other Supplies & Services
Place,Culture,THE WOOD FLOOR COMPANY UK LTD,3056455,1990.00,Building Repairs And Maintenance
Place,Culture,THEORY BRANDING AGENCY LIMITED,0,2050.00,Marketing & Advertising
Place,Culture,TREVOR MEACHAM BOOKS,0,692.14,Books
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1364.00,Vehicle Hire
Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1364.00,Vehicle Hire
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3053197,578.25,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3053197,848.1,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3053197,732.45,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3053197,616.8,Materials
Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3053197,539.7,Materials
Place,DLO Services,APEC ENVIRONMENTAL,0,600,Direct Charges - Contractors
Place,DLO Services,ATLAS WASHROOM SYSTEMS,3055559,1052.00,Materials
Place,DLO Services,BARCLAY ROOFING LTD,3057606,1652.62,Direct Charges - Contractors
Place,DLO Services,BARCLAY ROOFING LTD,3057886,1121.25,Direct Charges - Contractors
Place,DLO Services,BATLEYS LTD,0,564.84,Catering Provisions
Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3057985,1543.00,Direct Charges - Contractors
Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,0,2042.42,Direct Charges - Contractors
Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,3056019,30016.00,Direct Charges - Contractors
Place,DLO Services,BROXAP  LTD,3056552,510,Materials
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,533.54,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,572.76,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,648.81,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3053715,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,541.8,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3052881,533.54,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3049163,741,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,539.46,Agency Staff Costs - Non Teaching
Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3049163,631.8,Agency Staff Costs - Non Teaching
Place,DLO Services,CROSSLING LTD,3057160,1590.00,Equipment
Place,DLO Services,CROSSLING LTD,3057134,1063.48,Materials
Place,DLO Services,CROSSLING LTD,3057133,1103.60,Materials
Place,DLO Services,CROSSLING LTD,3050406,780.64,Materials
Place,DLO Services,CROSSLING LTD,3056144,762.91,Materials
Place,DLO Services,CROSSLING LTD,3056685,766.27,Materials
Place,DLO Services,CROSSLING LTD,3056963,1307.25,Materials
Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3056020,598,Direct Charges - Contractors
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,0,1134.87,Direct Charges - Contractors
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,0,648.9,Direct Charges - Contractors
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,0,655.14,Direct Charges - Contractors
Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,0,2828.29,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3054677,537.93,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3057300,1006.20,Direct Charges - Contractors
Place,DLO Services,EASBY FLOORING LTD,3053365,841.34,Direct Charges - Contractors
Place,DLO Services,ELECTRO DIESEL NORTH EAST LTD,3057236,876.5,R&M (Vehicles)
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3054595,852,Materials
Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3054428,9080.10,Materials
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052887,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052966,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052885,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052887,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052889,580.16,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3052079,552.78,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,948.68,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,962.11,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,961.5,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,767.64,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,1025.60,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,935.86,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,974.32,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,0,807.66,Agency Staff Costs - Non Teaching
Place,DLO Services,HAYS SPECIALIST SERVICES,3052887,535.76,Agency Staff Costs - Non Teaching
Place,DLO Services,HILL BASTIN INTERIORS LTD,3056693,5001.34,Direct Charges - Contractors
Place,DLO Services,HOPWELLS LIMITED,0,524.05,Catering Provisions
Place,DLO Services,JEWSON LTD,3056954,683.42,Materials
Place,DLO Services,JEWSON LTD,3055719,652.7,Materials
Place,DLO Services,JEWSON LTD,3055738,700.07,Materials
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3056095,1660.00,Materials
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3056277,1197.00,Materials
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3057303,595,Direct Charges - Contractors
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3056856,1640.00,Materials
Place,DLO Services,LAMINATE PRODUCTS DIRECT LTD,3055597,570,Materials
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3055722,4165.34,Direct Charges - Contractors
Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3056022,3521.55,Direct Charges - Contractors
Place,DLO Services,M H LAVERICK & PARTNERS,3050927,1238.00,Direct Charges - Contractors
Place,DLO Services,MACLEAN ELECTRICAL,3053918,9172.80,Materials
Place,DLO Services,MASTERDOR  LTD,3053300,519.94,Materials
Place,DLO Services,MASTERDOR  LTD,3054089,663.38,Materials
Place,DLO Services,MASTERDOR  LTD,3054089,648.72,Materials
Place,DLO Services,MASTERDOR  LTD,3054089,509.7,Materials
Place,DLO Services,MASTERDOR  LTD,3054780,641,Materials
Place,DLO Services,MASTERDOR  LTD,3054089,657,Materials
Place,DLO Services,MASTERDOR  LTD,3054089,525.7,Materials
Place,DLO Services,MASTERDOR  LTD,3055723,817.48,Materials
Place,DLO Services,MASTERDOR  LTD,3049743,1224.68,Materials
Place,DLO Services,MECHPLANT NORTH EAST LTD,3049936,2157.10,Plant Hire
Place,DLO Services,MECHPLANT NORTH EAST LTD,3049936,2625.35,Plant Hire
Place,DLO Services,MGL (DEMOLITION) LTD,3056320,598.44,Direct Charges - Contractors
Place,DLO Services,MILES MACADAM LTD,3053428,55051.15,Direct Charges - Contractors
Place,DLO Services,MILTON PIPES LIMITED,3053257,3029.47,Materials
Place,DLO Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,0,12312.69,Direct Charges - Contractors
Place,DLO Services,MITIE TILLEY ROOFING LIMITED,0,667.75,Direct Charges - Contractors
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,759.52,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049296,1122.00,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3055724,1875.89,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,1582.96,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049246,2160.60,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049297,611.3,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3055369,675,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3049274,1234.22,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3055547,526,Materials
Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3056428,751.62,Materials
