Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-10,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,2156,DBS Checks
2015-10,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3067011,5286.5,Professional Fees & Consultancy
2015-10,Resources Group,Human resources management,MR JAMIE ANDERSON,3074289,750,Professional Fees & Consultancy
2015-10,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,3073373,1740,Employee Training Course Costs
2015-10,Resources Group,Human resources management,THOMPSONS SOLICITORS,0,1028.39,Professional Fees & Consultancy
2015-10,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3071572,565.6,Cyclical - Air Conditioning
2015-10,Resources Group,Transformation,CANON (UK) LIMITED,0,20876.65,Ict Hardware Purchase
2015-10,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2366.25,Electricity
2015-10,Resources Group,Transformation,CROSSLING LTD,3071538,508.8,Repairs - Mechanical
2015-10,Resources Group,Transformation,CROSSLING LTD,3068529,2871.12,Repairs - Mechanical
2015-10,Resources Group,Transformation,EASBY FLOORING LTD,3071350,1465,Repairs - Building Fabric
2015-10,Resources Group,Transformation,ELDERS WALKER GLASS LTD,3073103,636.25,Repairs - Door Entry System
2015-10,Resources Group,Transformation,FRANCIS CONSTRUCTION,3069437,840,Ground Maintenance
2015-10,Resources Group,Transformation,FRANCIS CONSTRUCTION,3072608,1600,Vandalism - Repairs & Cleaning
2015-10,Resources Group,Transformation,FRANCIS CONSTRUCTION,3069926,2040,Repairs - Building Fabric
2015-10,Resources Group,Transformation,FRANCIS CONSTRUCTION,3069926,510,Repairs - Building Fabric
2015-10,Resources Group,Transformation,FRANCIS CONSTRUCTION,3069630,1000,Repairs - Building Fabric
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,546.86,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,532.08,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,665.1,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,653.66,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,546.86,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3072872,680.36,Agency Staff Costs - Non Teaching
2015-10,Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3066619,4210.37,Hygiene Services
2015-10,Resources Group,Transformation,INTEGRATED UTILITY SERVICES,0,560.56,Cyclical - Electrical Installation Test
2015-10,Resources Group,Transformation,INVICTA VALVES LTD,3071541,1856,Alterations & Improvements - Electrical
2015-10,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3071342,865,Alterations & Improvements - Decoration
2015-10,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3071270,8250,Repairs - Building Fabric
2015-10,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3071106,2066.4,Repairs - Building Fabric
2015-10,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3066701,2273.52,Repairs - Building Fabric
2015-10,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3070884,2895,Repairs - Building Fabric
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,524.2,Water Charges
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2178.38,Water Charges
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1471.26,Water Charges
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1525.04,Water Charges
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2716.12,Water Charges
2015-10,Resources Group,Transformation,NORTHUMBRIAN WATER,0,4558.53,Water Charges
2015-10,Resources Group,Transformation,NPOWER,0,700,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,538.11,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1176.29,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1257.08,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,538.36,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,20286.72,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2815.1,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,540.94,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,9211.24,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1151.41,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,759.61,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,981.14,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,598.78,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1039.86,Electricity
2015-10,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1856.17,Electricity
2015-10,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3073465,1296.75,Equipment
2015-10,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3073470,544,Equipment
2015-10,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3073469,536,Equipment
2015-10,Resources Group,Transformation,STONE TECHNICAL SERVICES,3074126,4420,Repairs - Building Fabric
2015-10,Resources Group,Transformation,T M WARD (DARLINGTON) LTD,3070907,5750,Building Repairs And Maintenance
2015-10,Resources Group,Transformation,T P S BOILER SPARES,3069594,978.64,Repairs - Mechanical
2015-10,Resources Group,Transformation,TT ELECMECH LIMITED,3068762,701.11,Alterations & Improvements - Electrical
2015-10,Resources Group,Transformation,YESSS ELECTRICAL,3073417,874.76,Alterations & Improvements - Electrical
2015-10,Resources Group,Transformation,YESSS ELECTRICAL,3073507,774.09,Repairs - Electrical
2015-10,Place,Building Design Services,BAKER MALLETT LLP,3073745,2666,Consultancy Fees
2015-10,Place,Building Design Services,BAKER MALLETT LLP,3073745,2431,Consultancy Fees
2015-10,Place,Building Design Services,DE-POEL,0,872.1,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DE-POEL,0,642.6,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DE-POEL,0,522.11,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DE-POEL,0,562.28,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DE-POEL,0,820.46,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DE-POEL,0,722.93,Agency Staff Costs - Non Teaching
2015-10,Place,Building Design Services,DESCO,3074424,3000,Consultancy Fees
2015-10,Place,Building Design Services,IHS (GLOBAL) LIMITED,3074061,2866.25,Ict Software Support & Maintenance
2015-10,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3073984,900,Consultancy Fees
2015-10,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3072912,733.37,Consultancy Fees
2015-10,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3073147,1358.54,Consultancy Fees
2015-10,Place,Economic Regeneration,EVERYTHING EVERYWHERE LIMITED,3073801,891.26,Ict Hardware Purchase
2015-10,Place,Economic Regeneration,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3072507,2375,Alterations & Improvements - Decoration
2015-10,Place,Economic Regeneration,THE FRIENDS OF THE STOCKTON & DARLINGTON RAILWAY,3073621,1900,Conferences & Seminars
2015-10,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3069598,4808,Equipment
2015-10,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3069599,1623,Equipment
2015-10,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3069597,3804,Equipment
2015-10,Place,Commercial Services,INDOOR OUTDOOR,0,2000,Other Supplies & Services
2015-10,Place,Commercial Services,INDOOR OUTDOOR,0,2893,Other Supplies & Services
2015-10,Place,Commercial Services,INDOOR OUTDOOR,0,3751,Other Supplies & Services
2015-10,Place,Commercial Services,INDOOR OUTDOOR,0,869,Other Supplies & Services
2015-10,Place,Commercial Services,INDOOR OUTDOOR,0,875,Other Supplies & Services
2015-10,Place,Commercial Services,M & M VALUE LTD,0,514.88,Equipment
2015-10,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,649.31,Bar Provisions For Resale
2015-10,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,952.77,Bar Provisions For Resale
2015-10,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,771.96,Bar Provisions For Resale
2015-10,Place,Culture,ACORN DAIRY,0,568.56,Catering Provisions
2015-10,Place,Culture,ALL EVENTS SECURITY,3071645,528,Security Services
2015-10,Place,Culture,ALL EVENTS SECURITY,3072771,594,Other Supplies & Services
2015-10,Place,Culture,AMANDE CONCERTS,0,2718.95,Artist Payments
2015-10,Place,Culture,AMANDE CONCERTS,0,4000,Artist Payments
2015-10,Place,Culture,ANDREA RAPER,3065840,504,Artist Payments
2015-10,Place,Culture,ANDREA RAPER,3065840,517.5,Artist Payments
2015-10,Place,Culture,ATREBATES THEATRE COMPANY LTD,3073593,640,Professional Fees & Consultancy
2015-10,Place,Culture,B.O.S. PRODUCTIONS LIMITED,0,2417.5,Merchandise Sales Paid To Others
2015-10,Place,Culture,B.O.S. PRODUCTIONS LIMITED,0,22593.96,Artist Payments
2015-10,Place,Culture,BONNIE DAVIES,3065832,2160,Artist Payments
2015-10,Place,Culture,BONNIE DAVIES,3065832,2160,Artist Payments
2015-10,Place,Culture,BRENNTAG UK & IRELAND,3073334,1258.07,Chemicals
2015-10,Place,Culture,BRIAN & MARILYN LLEWELLYN,3067461,600,Professional Fees & Consultancy
2015-10,Place,Culture,BROXAP  LTD,3073418,714.28,Equipment
2015-10,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,553.18,Cleaning Materials & Consumables
2015-10,Place,Culture,CAROLE SOUVENIRS,3072640,733.86,Items For Resale
2015-10,Place,Culture,CHANNEL 5 BROADCASTING LTD,0,5133.48,Artist Payments
2015-10,Place,Culture,COBWEB INFORMATION LTD,0,1495,Books
2015-10,Place,Culture,C-TECH SOLUTIONS LTD,3073337,524,Ict Hardware Purchase
2015-10,Place,Culture,DANIEL TAYLOR PRODUCTIONS LTD,0,1987.53,Artist Payments
2015-10,Place,Culture,DOUG SCOTT,0,2205.78,Artist Payments
2015-10,Place,Culture,ENGLISH TOURING THEATRE,0,694.5,Production Costs
2015-10,Place,Culture,FAB-TECH ENGINEERING (UK) LTD,0,680,Building Repairs And Maintenance
2015-10,Place,Culture,FRANCIS CONSTRUCTION,3073527,3840,Repairs - Building Fabric
2015-10,Place,Culture,FRANCIS CONSTRUCTION,3073527,960,Repairs - Building Fabric
2015-10,Place,Culture,INITIAL WASHROOM HYGIENE,3073999,968.46,Hygiene Services
2015-10,Place,Culture,JILL ADAMSON,0,500,Artist Payments
2015-10,Place,Culture,JULIE SMITH,3065841,517.5,Artist Payments
2015-10,Place,Culture,M T AUDIO SYSTEMS,3071239,1535,Other Supplies & Services
2015-10,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,768.96,Bar Provisions For Resale
2015-10,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1186.87,Bar Provisions For Resale
2015-10,Place,Culture,MIDDLE GROUND THEATRE COMPANY,0,15000,Artist Payments
2015-10,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3074019,2300,Building Repairs And Maintenance
2015-10,Place,Culture,MRS HELEN PICKARD,3065838,754.96,Artist Payments
2015-10,Place,Culture,MRS HELEN PICKARD,3067480,865,Artist Payments
2015-10,Place,Culture,NORTHERN CHILDREN'S BOOK FESTIVAL,0,720,Other Supplies & Services
2015-10,Place,Culture,NORTHUMBRIAN WATER,0,1596.4,Water Charges
2015-10,Place,Culture,NPOWER NORTHERN FINANCE,0,504.48,Electricity
2015-10,Place,Culture,PAUL TAYLOR-MILLS LIMITED,0,4644.87,Artist Payments
2015-10,Place,Culture,PETER BRENT PROMOTIONS,0,9365.5,Artist Payments
2015-10,Place,Culture,PETRA LLOYD,3065836,1440,Artist Payments
2015-10,Place,Culture,PETRA LLOYD,3065836,1680,Artist Payments
2015-10,Place,Culture,PROSPEC LTD,3072132,750,Equipment
2015-10,Place,Culture,RACHEL PROUDLOCK,3065839,571.5,Artist Payments
2015-10,Place,Culture,RESPONSE TECHNICAL SERVICES LIMITED,0,830,Photocopy Charges
2015-10,Place,Culture,RILEY DUNN & WILSON LIMITED,3068633,4497.48,Production Costs
2015-10,Place,Culture,SEVERNSIDE WHOLESALERS LTD,3073321,626.64,Items For Resale
2015-10,Place,Culture,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,0,25000,Artist Payments
2015-10,Place,Culture,ST JOHN AMBULANCE,0,1052,Other Supplies & Services
2015-10,Place,Culture,TAG TEAMWEAR LIMITED,0,671,Ppe Clothing & Equipment
2015-10,Place,Culture,THE SYD LAWRENCE ORCHESTRA,0,4985.12,Artist Payments
2015-10,Place,Culture,THEATRICAL ADVENTURES LTD,0,19297.2,Artist Payments
2015-10,Place,Culture,THEATRICAL ADVENTURES LTD,0,1015,Programme Sales Paid To Others
2015-10,Place,Culture,WORLD ON STAGE LTD,0,2000,Artist Payments
2015-10,Place,Culture,WORLD ON STAGE LTD,0,918.72,Artist Payments
2015-10,Place,Culture,YOUTH SPORT TRUST,0,2450,Equipment
2015-10,Place,DLO Services,ACORN DAIRY,0,522.16,Catering Provisions
2015-10,Place,DLO Services,AT WAGGOTT HAULAGE,3066651,10218,Direct Charges - Contractors
2015-10,Place,DLO Services,B C STEWART LTD,3070280,1401,Direct Charges - Contractors
2015-10,Place,DLO Services,B C STEWART LTD,3070457,1901.25,Direct Charges - Contractors
2015-10,Place,DLO Services,BUNZL CATERING SUPPLIES,0,595.25,Cleaning Materials & Consumables
2015-10,Place,DLO Services,CLEARWATER TECHNOLOGY LTD,3062294,530,Direct Charges - Contractors
2015-10,Place,DLO Services,CROSSLING LTD,3071451,817.92,Materials
2015-10,Place,DLO Services,CROSSLING LTD,3069689,699,Equipment
2015-10,Place,DLO Services,CROSSLING LTD,3071753,720.95,Materials
2015-10,Place,DLO Services,CROSSLING LTD,3072914,756.29,Materials
2015-10,Place,DLO Services,CROSSLING LTD,3069689,1350,Materials
2015-10,Place,DLO Services,CROSSLING LTD,3073295,508.84,Materials
2015-10,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3071999,631,Direct Charges - Contractors
2015-10,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3073071,576,Direct Charges - Contractors
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,807.93,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,807.93,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,807.93,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,519.84,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,651.2,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,659.34,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,651.2,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,651.2,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,651.2,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,563.16,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,563.16,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,649.8,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,649.8,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,635.36,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,748.14,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,588.9,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,563.16,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,577.6,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,644.17,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,592.74,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,541.2,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,613.09,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,733.34,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,589.29,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,740,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,557.22,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,589.29,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,525.3,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,647.87,Agency Staff Costs - Non Teaching
2015-10,Place,DLO Services,DE-POEL,0,534.28,Agency Staff Costs - Non Teaching
