Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,875.38,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,965.55,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,787.25,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,746.13,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,897.9,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,928.65,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,781.38,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,953.25,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,605.13,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,922.5,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063270,977.85,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,ANDERS ELITE,3063269,564,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,BAKER MALLETT LLP,3063480,1350,Consultancy Fees
2015-03,Place,Building Design Services,BAKER MALLETT LLP,3063743,1300,Consultancy Fees
2015-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1112.54,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1105.18,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062397,1100.95,Agency Staff Costs - Non Teaching
2015-03,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063388,500,Consultancy Fees
2015-03,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063482,3120,Consultancy Fees
2015-03,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
2015-03,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
2015-03,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3052379,3138.22,Grants
2015-03,Place,Commercial Services,ASSET EPOS SYSTEMS,0,1800,Other Supplies & Services
2015-03,Place,Commercial Services,BEST EVIDENCE TECHNOLOGY LTD,3063582,510,Cctv Monitoring Charge
2015-03,Place,Commercial Services,COUNTING SOLUTIONS LTD,3063569,2890,Equipment
2015-03,Place,Commercial Services,CSL DUALCOM LIMITED,3063451,1260,Equipment
2015-03,Place,Commercial Services,DISTINCT DARLINGTON LIMITED,0,2800.04,Other Supplies & Services
2015-03,Place,Commercial Services,INDOOR OUTDOOR,0,3796,Other Supplies & Services
2015-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,790.04,Bar Provisions For Resale
2015-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1048.83,Bar Provisions For Resale
2015-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,949.73,Bar Provisions For Resale
2015-03,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,733.66,Bar Provisions For Resale
2015-03,Place,Commercial Services,SHOPFITTING SUPPLIES LTD,3063715,722.5,Equipment
2015-03,Place,Culture,222 SPORTS LIMITED,3064415,3600,Other Supplies & Services
2015-03,Place,Culture,ABBEY DISTRIBUTORS,3063117,1890,Events & Awards
2015-03,Place,Culture,ACORN DAIRY,0,532.98,Catering Provisions
2015-03,Place,Culture,A-HA DISTRIBUTION,3063311,960,Other Supplies & Services
2015-03,Place,Culture,ANDREA RAPER,3051986,504,Artist Payments
2015-03,Place,Culture,ARTIFAX SOFTWARE LTD,0,3684.42,Ict Software Support & Maintenance
2015-03,Place,Culture,ASG STAGE PRODUCTS LIMITED,3061134,800,Equipment
2015-03,Place,Culture,AUTHORS ABROAD & CABOODLE BOOKS LTD,0,616.67,Events & Awards
2015-03,Place,Culture,BARRY COLLINGS ENTERTAINMENTS,0,6358.81,Artist Payments
2015-03,Place,Culture,BIRDSONG PRODUCTIONS LTD,0,10000,Artist Payments
2015-03,Place,Culture,BONNIE DAVIES,3051964,2340,Artist Payments
2015-03,Place,Culture,BONNIE DAVIES,3051964,2340,Artist Payments
2015-03,Place,Culture,BOUND & GAGGED LIMITED,0,9658.62,Artist Payments
2015-03,Place,Culture,BRENNTAG UK & IRELAND,3063408,2734.66,Chemicals
2015-03,Place,Culture,BRIGHT BOOK SUPPLIES LTD,0,500.08,Books
2015-03,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,1098.9,Cleaning Materials & Consumables
2015-03,Place,Culture,CLEVELAND STUDIOS LIMITED,3062460,539.4,Production Costs
2015-03,Place,Culture,COCA COLA ENTERPRISES LTD,0,949.74,Bar Provisions For Resale
2015-03,Place,Culture,CROWCON DETECTION INST LTD,0,515.2,Other Supplies & Services
2015-03,Place,Culture,CRYOSERVICE LIMITED,0,548.36,Chemicals
2015-03,Place,Culture,DEBBIE WAISTELL,3052636,2220,Artist Payments
2015-03,Place,Culture,DEREK BLOCK CONCERT PROMOTIONS,0,4412.43,Artist Payments
2015-03,Place,Culture,ENCYCLOPAEDIA BRITANNICA (UK) LTD,0,770,Books
2015-03,Place,Culture,EXTERIOR LIGHTING SOLUTIONS LTD,0,773.08,Building Repairs And Maintenance
2015-03,Place,Culture,FIERYLIGHT AQUA LTD,0,3730.32,Artist Payments
2015-03,Place,Culture,FLYING ENTERTAINMENT LIMITED,0,7434.39,Artist Payments
2015-03,Place,Culture,FLYING ENTERTAINMENT LIMITED,0,520,Merchandise Sales Paid To Others
2015-03,Place,Culture,FORBIDDEN PLANET MUSICALS LTD,0,24000,Artist Payments
2015-03,Place,Culture,GOES WRONG LIMITED,0,14989.68,Artist Payments
2015-03,Place,Culture,GSA PARTNERS LLP,3064156,600,Other Supplies & Services
2015-03,Place,Culture,HANNAH MURRAY-LESLIE,0,1040,Other Supplies & Services
2015-03,Place,Culture,HIGHLY SPRUNG PERFORMANCE CO,0,2024,Artist Payments
2015-03,Place,Culture,HOPWELLS LIMITED,0,531.79,Catering Provisions
2015-03,Place,Culture,INDUSTRIAL DEEP CLEANING LTD,0,1675,Cleaning Materials & Consumables
2015-03,Place,Culture,IQL UK LTD,3063579,571,Employee Training Course Costs
2015-03,Place,Culture,J P LENNARD LTD,3064402,806.8,Equipment
2015-03,Place,Culture,JOHN LAYBOURN,0,1370,Books
2015-03,Place,Culture,JULIE MACBEAN,3059641,800,Artist Payments
2015-03,Place,Culture,MADELEINE LINDLEY LTD,0,740.61,Books
2015-03,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1185.94,Bar Provisions For Resale
2015-03,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,1593.72,Bar Provisions For Resale
2015-03,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,575.4,Bar Provisions For Resale
2015-03,Place,Culture,MICHELLE DOUGLAS,3053806,800,Artist Payments
2015-03,Place,Culture,MICROFORM IMAGING LTD,0,500.43,Books
2015-03,Place,Culture,MIDDLE GROUND THEATRE COMPANY,0,5237,Artist Payments
2015-03,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3063048,2280,Building Repairs And Maintenance
2015-03,Place,Culture,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3063314,600,Other Supplies & Services
2015-03,Place,Culture,NORTHUMBRIAN WATER,0,1415.32,Water Charges
2015-03,Place,Culture,OAKHILL PUBLISHING LTD,0,540,Books
2015-03,Place,Culture,OAKHILL PUBLISHING LTD,0,2080.8,Books
2015-03,Place,Culture,OCLC UK LTD,0,2324.3,Books
2015-03,Place,Culture,PETRA LLOYD,3051975,1440,Artist Payments
2015-03,Place,Culture,PETRA LLOYD,3051975,1650.52,Artist Payments
2015-03,Place,Culture,PHASE ONE,3063609,707.5,Equipment
2015-03,Place,Culture,PRIMARY PUBLISHING TEESSIDE LTD,3063295,1320,Marketing & Advertising
2015-03,Place,Culture,PROMOACTIVE,3063140,618.3,Equipment
2015-03,Place,Culture,PROSPEC LTD,3062557,846.4,Building Repairs And Maintenance
2015-03,Place,Culture,RARING2GO DARLINGTON LTD,3063212,956,Other Supplies & Services
2015-03,Place,Culture,RAYMOND GUBBAY LTD,0,2496,Programme Sales Paid To Others
2015-03,Place,Culture,RAYMOND GUBBAY LTD,0,59165.38,Artist Payments
2015-03,Place,Culture,RILEY DUNN & WILSON LIMITED,3061226,3763.44,Materials
2015-03,Place,Culture,RIP PRODUCTIONS LTD,0,1500,Artist Payments
2015-03,Place,Culture,SAVILLS (UK) LTD,0,4049.84,Rent Of Facilities
2015-03,Place,Culture,SCREENTECH,3063581,7868.75,Other Supplies & Services
2015-03,Place,Culture,STOBBS WHOLESALERS,0,598.65,Catering Provisions
2015-03,Place,Culture,TAG TEAMWEAR LIMITED,0,1184,Equipment
2015-03,Place,Culture,TARNSIDE CONSULTING,3055871,1694.72,Consultancy Fees
2015-03,Place,Culture,THE PERFORMING RIGHT SOCIETY LIMITED,0,7445.44,Licences
2015-03,Place,Culture,TYNESIDE PIANO COMPANY,3062833,690,Equipment Hire
2015-03,Place,Culture,UPEX  ELECTRICAL DISTRIBUTORS LTD,3063659,501.27,Building Repairs And Maintenance
2015-03,Place,Culture,VAMPIRES ROCK LIMITED,0,2665.78,Artist Payments
2015-03,Place,Culture,VAMPIRES ROCK LIMITED,0,4000,Artist Payments
2015-03,Place,Culture,W F HOWES LTD,0,2971.01,Books
2015-03,Place,Culture,W F HOWES LTD,0,1469,Books
2015-03,Place,Culture,W F HOWES LTD,0,562,Books
2015-03,Place,Culture,WELL INFORMED LIMITED,0,1042,Books
2015-03,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1232,Vehicle Hire
2015-03,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3062977,1224,Vehicle Hire
2015-03,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1364,Vehicle Hire
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,552.5,Materials
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,764.5,Materials
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,1071.83,Materials
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,799.25,Materials
2015-03,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,535.5,Materials
2015-03,Place,DLO Services,AT WAGGOTT HAULAGE,3058284,6560.5,Direct Charges - Contractors
2015-03,Place,DLO Services,BATLEYS LTD,0,514.26,Catering Provisions
2015-03,Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,4956.87,Materials
2015-03,Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3061683,31989.3,Materials
2015-03,Place,DLO Services,BESPOKE CONCRETE PRODUCTS LIMITED,3065135,4958.87,Materials
2015-03,Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,3609,Direct Charges - Contractors
2015-03,Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,4150,Materials
2015-03,Place,DLO Services,BRADFORD METROPOLITAN DISTRICT COUNCIL,0,2280,Direct Charges - Contractors
2015-03,Place,DLO Services,BROXAP  LTD,3063899,750,Direct Charges - Contractors
2015-03,Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),0,19337,Ict Software Support & Maintenance
2015-03,Place,DLO Services,CLEE HILL PLANT LTD,3062627,881,Plant Hire
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,727.23,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064045,566.47,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064043,577.2,Agency Staff Costs - Non Teaching
2015-03,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3064044,566.47,Agency Staff Costs - Non Teaching
