,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,688.85,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,540.55,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,551.36,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,JOHN GOOD LTD,3985.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,KANA,38957.47,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,KESTER ARMSTRONG,7700.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,KOMODO DESIGN LTD,651.77,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,KOMODO DESIGN LTD,913.62,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,LEXIS NEXIS,2391.30,BOOKS
INSERTED DETAIL,,Resources Group,Resources,MAXSI LTD,980.40,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,MISS MICHELLE TEMPLE,1600.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS REBECCA STOKES-HERBST,1050.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS REBECCA STOKES-HERBST,750.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MR BRIAN MATHER,750.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MR BRIAN MATHER,750.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1486.75,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1634.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1351.50,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,851.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,9410.32,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,2777.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,1928.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,650.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,546.21,ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,1160.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NWA SOCIAL AND MARKET RESEARCH LIMITED,7880.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,880.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,880.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,QDOS ENTERTAINMENT (THEATRE) LTD,992.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,QDOS PANTOMIMES,650.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,1170.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,REDACTA LIMITED,2518.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,RICHARD T GRAHAM TA CITYCLEAN,758.10,BUILDING CLEANING
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,1080.97,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1021.17,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,911.36,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1323.28,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1329.24,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,500.00,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,947.95,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,724.10,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,SIEMENS ENTERPRISE COMMUNICATIONS LTD,1500.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,SPECIALIST COMPUTER CENTRES PLC,2273.55,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,SPECIALIST COMPUTER CENTRES PLC,592.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,TCS MEDIA,5785.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,TCS MEDIA,7860.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,"TEES, ESK AND WEAR VALLEYS NHS",1400.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,"TEES, ESK AND WEAR VALLEYS NHS",1400.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,TFM RADIO STATION,849.96,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,THE LAW SOCIETY,4796.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,845.14,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1641.07,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1251.81,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,635.36,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1513.72,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,9531.71,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1113.25,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1529.92,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,6394.70,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2780.29,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1533.84,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1031.77,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2663.65,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3199.95,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,602.32,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1178.47,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2268.38,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1101.86,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,772.52,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1326.94,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2435.66,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1499.25,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1309.53,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1613.20,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,5543.53,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1387.23,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1838.84,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3184.20,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1895.39,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1778.09,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2114.93,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TRIMEGA LABS,1056.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,VERONICA WHITTAKER,671.88,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,VERONICA WHITTAKER,1168.35,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1487.50,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1190.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,CIPFA,2478.75,BOOKS
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,653.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,651.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,659.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,645.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,651.20,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,656.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,657.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,634.80,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,589.70,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,652.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,KBC LEASE,2681.43,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,OXFORD COMPUTER CONSULTANTS,41200.00,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,3009.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,4000.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,9181.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1285.78,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1285.78,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,THE EDUCATION VILLAGE,3476.55,OTHER INCOME(OUTSIDE SCOPE VAT)
INSERTED DETAIL,,Resources Group,Finance,THE EDUCATION VILLAGE ACADEMY TRUST,13210.80,OTHER INCOME(OUTSIDE SCOPE VAT)
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,10648.18,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,732.97,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,686.29,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9921.80,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10487.78,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10694.27,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,11265.55,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,2678.55,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,1745.68,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,831.85,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,890.80,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,776.55,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,1086.25,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1300.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1150.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1400.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1700.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,2780.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1740.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1720.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,CASTLE GROUP LTD,740.00,EQUIPMENT R&M
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,5577.50,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,6800.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,23947.50,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,24731.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,8960.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,766.66,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,3106.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,4220.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2216.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2954.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2288.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,EDUFOCUS LTD,3999.00,LICENCES
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7782.37,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8139.89,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,SPECIALIST COMPUTER CENTRES PLC,518.71,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Human resources management,SPECIALIST COMPUTER CENTRES PLC,518.71,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,2700.00,Cyclical - Air Conditioning
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,1140.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3028.50,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,BARR & WRAY LTD,8505.00,Cyclical - Building Surveys
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1365.95,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,11350.91,PRINTING
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1365.95,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,5214.21,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,2702.35,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,2702.35,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1365.95,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3644.18,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3204.85,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,3742.16,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,5209.51,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,1114.69,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CARBON REDUCTION TECHNOLOGY LIMITED,16710.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2450.63,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2308.39,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2339.68,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2337.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2577.79,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,CORMETON ELECTRONICS LTD,757.93,Repairs - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,82773.45,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,3335.07,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,92725.19,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2680.88,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,101739.00,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2871.14,GAS
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10249.30,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10891.50,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10180.00,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DANBRO LIMITED,10180.00,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,511.00,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,1300.00,Responsive Repairs (General)
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,567.71,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,621.55,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,597.64,Repairs - Emergency Lighting
INSERTED DETAIL,,Resources Group,Transformation,FAB-TECH ENGINEERING (UK) LTD,980.00,Traffic Management
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,940.00,Statutory Testing
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,500.00,Cyclical - Electrical Installation Test
