Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-11,Place,Building Design Services,MASTERBILL MICRO SYSTEMS LTD,2425,ICT SOFTWARE PURCHASE
2011-11,Place,Economic Regeneration,EVOLUTION,1000,PROFESSIONAL FEES & CONSULTANCY
2011-11,Place,Economic Regeneration,NE CHAMBER OF COMMERCE TRADE & INDTY,1685,SUBSCRIPTIONS
2011-11,Place,Economic Regeneration,POSTURITE (UK) LTD,528.18,MARKETING & ADVERTISING
2011-11,Place,Economic Regeneration,WINNING SALES,500,MARKETING & ADVERTISING
2011-11,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),720,MARKETING & ADVERTISING
2011-11,Place,Commercial Services,BLACK & WHITE MEDIA SERVICES LIMITED,720,MARKETING & ADVERTISING
2011-11,Place,Commercial Services,CSL DUALCOM LIMITED,630,TELEPHONE COSTS
2011-11,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,573.97,BUILDING REPAIRS AND MAINTENANCE
2011-11,Place,Commercial Services,HEINEKEN UK,569.8,BAR PROVISIONS FOR RESALE
2011-11,Place,Commercial Services,INDOOR OUTDOOR,775,Other Supplies & Services
2011-11,Place,Commercial Services,INDOOR OUTDOOR,2837,Other Supplies & Services
2011-11,Place,Commercial Services,INDOOR OUTDOOR,4646,Other Supplies & Services
2011-11,Place,Commercial Services,INDOOR OUTDOOR,665,Other Supplies & Services
2011-11,Place,Commercial Services,LADHAR LEISURE,1155,Ticket Sales Paid to Others
2011-11,Place,Commercial Services,MUSICALS ON TOUR LTD,1148.5,ADVERTISING INCOME
2011-11,Place,Commercial Services,NORTHUMBRIAN WATER,2928.81,WATER CHARGES
2011-11,Place,Commercial Services,OTIS PLC,9110.59,EQUIPMENT
2011-11,Place,Commercial Services,PATRIOT SYSTEMS,533.15,EQUIPMENT
2011-11,Place,Commercial Services,TCS MEDIA,1759.26,MARKETING & ADVERTISING
2011-11,Place,Culture,A I R  LTD,550,Other Supplies & Services
2011-11,Place,Culture,A M STEEL FABRICATIONS LTD,558,Routine Maintenance
2011-11,Place,Culture,ADT FIRE & SECURITY PLC,1083.51,Other Supplies & Services
2011-11,Place,Culture,ADT FIRE & SECURITY PLC,1167.43,Repairs - Intruder Alarms
2011-11,Place,Culture,ADT FIRE & SECURITY PLC,582.94,Other Supplies & Services
2011-11,Place,Culture,ADT FIRE & SECURITY PLC,915.79,Repairs - Intruder Alarms
2011-11,Place,Culture,ANDREA RAPER,504,Artist payments
2011-11,Place,Culture,APPLIED SCIENCE ACTIVITIES,1300,PROFESSIONAL FEES & CONSULTANCY
2011-11,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,515,BOOKS
2011-11,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,625,BOOKS
2011-11,Place,Culture,BEYOND ETERNITY PROMOTIONS LTD,1477.1,Artist payments
2011-11,Place,Culture,BONNIE DAVIES,554.77,Artist payments
2011-11,Place,Culture,BONNIE DAVIES,568.79,Artist payments
2011-11,Place,Culture,BONNIE DAVIES,558.47,Artist payments
2011-11,Place,Culture,CHARTER FUELS LTD,1413,FUEL OIL FOR HEATING
2011-11,Place,Culture,COMBINED POWER (SOUTH) LTD,2202.21,ELECTRICITY
2011-11,Place,Culture,DARLINGTON FOR CULTURE,684,Ticket Sales Paid to Others
2011-11,Place,Culture,DEAN FRIEDMAN PRODUCTIONS,509.16,Artist payments
2011-11,Place,Culture,HUNGRY CATERPILLAR PRODUCTIONS LTD,5009.18,Artist payments
2011-11,Place,Culture,IQL UK LTD,623.4,EQUIPMENT
2011-11,Place,Culture,JCB FINANCE (LEASING LTD),4187.86,LEASING CHARGES
2011-11,Place,Culture,JOHN F HUNT POWER SERVICES LIMITED,1160,EQUIPMENT HIRE
2011-11,Place,Culture,JOHN NEILSON,3899.43,Production Costs
2011-11,Place,Culture,KEN DODD,21031.78,Artist payments
2011-11,Place,Culture,MARK DOBINSON,510,AGENCY STAFF COSTS - NON TEACHING
2011-11,Place,Culture,MIDDLE GROUND THEATRE COMPANY,18000,Artist payments
2011-11,Place,Culture,MIND THE GAP,819.96,Artist payments
2011-11,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,1600,Alterations & Improvements - Decoration
2011-11,Place,Culture,MRS HELEN PICKARD,840,Artist payments
2011-11,Place,Culture,MUSIC FIX LTD,2155.51,Artist payments
2011-11,Place,Culture,MUSICALS ON TOUR LTD,49503.96,Artist payments
2011-11,Place,Culture,MUSICALS ON TOUR LTD,927.5,Merchandise Sales Paid to Others
2011-11,Place,Culture,NORMANDY MARSWORTH LIMITED,2663.52,Other Supplies & Services
2011-11,Place,Culture,NORTHUMBRIAN WATER,4174.95,WATER CHARGES
2011-11,Place,Culture,NORTHUMBRIAN WATER,2115.8,WATER CHARGES
2011-11,Place,Culture,NORTHUMBRIAN WATER,3082.8,WATER CHARGES
2011-11,Place,Culture,NORTHUMBRIAN WATER,2485.77,WATER CHARGES
2011-11,Place,Culture,PERFORMING RIGHT SOCIETY LIMITED,3049.98,ICT SOFTWARE SUPPORT & MAINTENANCE
2011-11,Place,Culture,PETRA LLOYD,1080,Artist payments
2011-11,Place,Culture,PETRA LLOYD,1119.06,Artist payments
2011-11,Place,Culture,PRESTON REED,663.42,Artist payments
2011-11,Place,Culture,PROMOACTIVE,608.96,EQUIPMENT
2011-11,Place,Culture,QDOS PANTOMIMES,40000,Artist payments
2011-11,Place,Culture,QDOS PANTOMIMES,40000,Artist payments
2011-11,Place,Culture,RALPH GIVENS,3218.13,GOLF PROFESSIONALS RETAINER
2011-11,Place,Culture,RALPH GIVENS,3588.53,GOLF PROFESSIONALS RETAINER
2011-11,Place,Culture,RIGBY TAYLOR LTD,1964.16,Routine Maintenance
2011-11,Place,Culture,SAMUEL JOSEPH ENTERTAINMENT & MEDIA GROUP,823.16,Artist payments
2011-11,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,623.28,Other Supplies & Services
2011-11,Place,Culture,ST JOHN AMBULANCE,512.5,Other Supplies & Services
2011-11,Place,Culture,STINK ON STAGE LTD,10000,Artist payments
2011-11,Place,Culture,TABBY TEXTILES,542.5,Artist payments
2011-11,Place,Culture,TECHNICAL SURFACES,1795,Responsive Repairs (General)
2011-11,Place,Culture,TECHNICAL SURFACES,501.75,Other Supplies & Services
2011-11,Place,Culture,TECHNOGYM LTD,762.98,DLO RECHARGES
2011-11,Place,Culture,THE BRITISH LIBRARY,555,BOOKS
2011-11,Place,Culture,THE CLOUD COMMISSION,1790.95,Artist payments
2011-11,Place,Culture,THE JOHN BODDY AGENCY LLP,3500,Artist payments
2011-11,Place,Culture,THE LITTLE ANGEL THEATRE,800,Artist payments
2011-11,Place,Culture,THORNTONS PLC,594.96,EQUIPMENT
2011-11,Place,Culture,THORNTONS PLC,594.96,EQUIPMENT
2011-11,Place,Culture,URS SCOTT WILSON LTD,550,Alterations & Improvements - Decoration
2011-11,Place,Culture,VIGLEN LTD,2518.5,ICT HARDWARE PURCHASE
2011-11,Place,Culture,XN LEISURE SYSTEMS LTD,1301.52,Other Supplies & Services
2011-11,Place,Culture,XN LEISURE SYSTEMS LTD,7743.27,Other Supplies & Services
2011-11,Place,DLO Services,ADT FIRE & SECURITY PLC,4150.23,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ADT FIRE & SECURITY PLC,2198.17,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ADT FIRE & SECURITY PLC,5461.1,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1593.24,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2751.96,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2607.12,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2462.28,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2765.13,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1716.88,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3133.57,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,573.59,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,638.47,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,AIRCON REFRIGERATION LTD,1879,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,AIRCON REFRIGERATION LTD,673,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,AIRCON REFRIGERATION LTD,1162,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ALAN WADKINS LTD,521.4,EQUIPMENT
2011-11,Place,DLO Services,ALBANY OFFICE FURNITURE SOLUTIONS,1350,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ALU-FIX,2200,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ALU-FIX,4797.22,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ALU-FIX,1504.07,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ALU-FIX,5525.04,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ANDREW SYKES HIRE LTD,2520,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,APEC ENVIRONMENTAL,5190,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,APEC ENVIRONMENTAL,2520,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,APEC ENVIRONMENTAL,1885,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,APEC ENVIRONMENTAL,1400,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,AUTOBAR UK  LTD,539.52,CATERING PROVISIONS
2011-11,Place,DLO Services,BARCLAY ROOFING LTD,21017.28,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BECKER (SLIDING PARTITIONS) LTD,8500.49,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,5366.28,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BLACK BOX SECURITY ALARM SYSTEMS LIMITED,890,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,4780.85,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,10443.15,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BRAKES BROS LTD,527.72,CATERING PROVISIONS
2011-11,Place,DLO Services,BRICKWORK DIRECT LIMITED,2463.58,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,BROXAP  LTD,1528,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,BROXAP  LTD,780,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,2072,TELEPHONE COSTS
2011-11,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,1940,TELEPHONE COSTS
2011-11,Place,DLO Services,BUILDING AUTOMATION SOLUTIONS LTD,4452.59,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CARPETTIME LIMITED,1411,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CARPETTIME LIMITED,2170,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CARPETTIME LIMITED,681.46,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,631.14,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CLEVELAND ROOFING CENTRE (ASPHALTIC),637.5,STORES PURCHASES (DLO)
2011-11,Place,DLO Services,COAST & COUNTRY,1868.59,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,Colas Ltd,24099.63,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1608.78,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,685.16,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,562.32,AGENCY STAFF COSTS - NON TEACHING
2011-11,Place,DLO Services,CORMETON ELECTRONICS LTD,840,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,CROSSLING LTD,1214.67,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1248.17,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,504.38,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,504.38,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1259.68,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1084.45,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1653.5,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,925.8,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,682.95,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,680.6,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,604.98,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,604.98,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,750,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,504.38,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,527.2,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,504.38,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,534.55,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1633.93,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,682.95,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1193.72,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1030.1,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1256.75,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1235.73,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1584.02,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1514.05,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1728,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1232.81,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,2932.03,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1413.48,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,967.6,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1245.09,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,587.36,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1202.85,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,907.5,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1046.44,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,819.54,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1117.26,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,540.54,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1147.75,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,679.77,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1230.21,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1269.45,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1229.49,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1304.09,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1215.99,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,CROSSLING LTD,1550.44,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,DARLINGTON ARTS CENTRE RHYTM & BLUES,550,PROFESSIONAL FEES & CONSULTANCY
2011-11,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,595,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,520,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,1360,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,DEERNESS FENCING & LANDSCAPING LTD,886.73,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,6650.64,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,9918.28,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,21386.51,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,E ON UK ENERGY SERVICES LTD (SUSTAINABLE ENERGY),13089.69,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,EASBY FLOORING LTD,672.04,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,EASBY FLOORING LTD,660,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,EDMUNDSON ELECTRICAL LTD,693.57,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EDMUNDSON ELECTRICAL LTD,1482.99,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EDMUNDSON ELECTRICAL LTD,1543.95,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EDMUNDSON ELECTRICAL LTD,4037.44,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELDERS WALKER GLASS LTD,873.3,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,ELDERS WALKER GLASS LTD,573.89,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELDERS WALKER GLASS LTD,1147.79,MATERIALS
2011-11,Place,DLO Services,ELECTRIC CENTRE,580.24,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,1175,STORES PURCHASES (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,866.2,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,2801.64,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,770.6,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,621.24,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,ELECTRIC CENTRE,803.53,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1595.8,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,775,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,507.5,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,508,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1942.83,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1545,DIRECT CHARGES - MATERIALS (DLO)
2011-11,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,2371,STORES PURCHASES (DLO)
2011-11,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,880,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3480,DIRECT CHARGES - CONTRACTORS
2011-11,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,2593.5,DIRECT CHARGES - CONTRACTORS
