,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2,
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,FINDLAY SURVEYS,55492765,2021-12-09,975.00,Consultant Civil Engineer,Capital Expenditure,Capital Fees,
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,NEWSQUEST MEDIA GROUP,55492807,2021-11-30,515.72,Advertising,Capital Expenditure,Capital Other,
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,NICHOLSON SLOAN CONSULTANCY LIMITED,55491626,2021-11-16,850.00,Engineers Fees,Capital Expenditure,Capital Fees,
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,TOTAL RESOURCES UK LTD,55491752,2021-10-10,600.00,Dlo Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,CORPORATE LANDLORD,DTA CONSULTING ENGINEERS LLP,55491889,2021-11-22,2170.00,Consultants - Other,Capital Expenditure,Capital Fees,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,CORPORATE LANDLORD,JH MECHANICAL SERVICES LTD,55493170,2021-11-30,2500.00,Dlo Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,CORPORATE LANDLORD,JH MECHANICAL SERVICES LTD,55493189,2021-11-30,500.00,Dlo Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,CORPORATE LANDLORD,MITIE PROPERTY SERVICES (NORTH EAST) LTD,55492477,2021-11-29,2595.00,Sce(R) - Education,Capital Income,Capital Borrowing,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,ANGLIAN WINDOWS LTD,55491963,2021-11-22,156094.12,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,APEC ENVIRONMENTAL,55493875,2021-12-09,800.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,HOMEFAIR BLINDS,55492862,2021-10-29,3381.67,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492298,2021-11-25,2955.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492305,2021-11-25,1480.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492307,2021-11-25,1135.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492646,2021-11-30,1695.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492494,2021-11-29,8995.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492000,2021-11-23,9325.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SECURESHIELD LTD,55492001,2021-11-23,9705.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SEKURA TRADE FRAMES T/ THE SEKURA GROUP,55492128,2021-11-23,794.00,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SOVEREIGN GROUP LIMITED,55492469,2021-11-29,10651.03,Other Contractor Payments,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,WESTWOOD DARLINGTON LTD T/A WESTWOOD TIMBER & FENCING,55492672,2021-11-26,1400.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ACCESS UK LTD,55492643,2021-11-30,4875.00,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57564555,2021-12-22,866.66,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57564556,2021-12-22,1146.75,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57564556,2021-12-22,1092.30,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ALEXANDRA PARK (AUTISM CARE) UK LTD,57563423,2021-12-13,6744.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ALZHEIMERS SOCIETY,55493171,2021-11-30,5108.50,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57563477,2021-12-13,4696.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57563477,2021-12-13,2348.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57563477,2021-12-13,27002.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57564557,2021-12-22,10984.79,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57564557,2021-12-22,2976.80,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57564557,2021-12-22,3515.65,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BCL MANAGEMENT LIMITED,55491892,2021-11-22,86281.45,VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BCL MANAGEMENT LIMITED,55491893,2021-11-22,101798.57,VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BENFIELD HALL,57563426,2021-12-13,1447.06,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BONDCARE WILLINGTON LTD,57564558,2021-12-22,5622.00,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BRIERTON LODGE CARE HOME - HC ONE OVAL LTD,57563428,2021-12-13,1661.20,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,BROOKFIELDS CARE HOME (SSL HEALTHCARE),57563429,2021-12-13,2037.84,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,C/O CARELINE LIFESTYLES LTD,57563435,2021-12-13,3708.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CADE CARE (BLUE RIBBON),57563432,2021-12-13,6898.64,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARE MATTERS,57564559,2021-12-22,4157.74,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARE MATTERS,57564559,2021-12-22,1075.13,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARE-ABILITY,55487903,2021-09-30,1379.00,Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARE-ABILITY,55488147,2021-09-30,1194.18,Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARE-ABILITY,55489498,2021-10-21,2446.22,Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,11146733,2021-12-14,80000.00,Grants,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,9277.99,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,5068.74,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,10282.33,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,40714.73,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,2554.10,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57564560,2021-12-22,747.26,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CARELINE LIFESTYLES,57563473,2021-12-13,3018.40,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CHESTNUT LODGE,57563431,2021-12-13,1433.20,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57564561,2021-12-22,8646.42,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57564561,2021-12-22,3418.11,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57563461,2021-12-13,4500.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57563433,2021-12-13,19098.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57563433,2021-12-13,5361.86,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57564562,2021-12-22,550.00,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57564563,2021-12-22,1312.50,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON MIND,57564574,2021-12-22,980.40,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57564565,2021-12-22,190037.35,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57564565,2021-12-22,3825.82,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
