,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Place,Culture,HAYLES & HOWE LTD,750.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,560.14,Catering Provisions
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,522.63,Catering Provisions
INSERTED DETAIL,,Place,Culture,HOPWELLS LIMITED,601.13,Catering Provisions
INSERTED DETAIL,,Place,Culture,JAMIE WILSON PRODUCTIONS LTD,4000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,LESTER JAMES PRODUCTIONS LTD,14000.00,Artist Payments
INSERTED DETAIL,,Place,Culture,MATTHEW CLARK WHOLESALE LTD,2020.10,Bar Provisions For Resale
INSERTED DETAIL,,Place,Culture,MITIE PROPERTY SERVICES (NORTH EAST) LTD,842.00,Building Repairs And Maintenance
INSERTED DETAIL,,Place,Culture,PROSPEC LTD,882.50,Equipment
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,649.69,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RMS RECRUITMENT,596.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Culture,RUNNING IMP INTERNATIONAL,504.30,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,RUNNING IMP INTERNATIONAL,1265.59,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,SEVERNSIDE WHOLESALERS LTD,598.85,Items For Resale
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,774.59,Catering Provisions
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,563.97,Catering Provisions
INSERTED DETAIL,,Place,Culture,STOBBS WHOLESALERS,658.20,Catering Provisions
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,5760.64,Artist Payments
INSERTED DETAIL,,Place,Culture,THE BREAD & BUTTER THEATRE COMPANY,650.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE TOURING CONSORTIUM LTD,11992.98,Artist Payments
INSERTED DETAIL,,Place,Culture,XN LEISURE SYSTEMS LTD,10783.37,Other Supplies & Services
INSERTED DETAIL,,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,1364.00,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,2606.34,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,850.50,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,893.75,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,ALBANY OFFICE FURNITURE SOLUTIONS,697.50,Equipment
INSERTED DETAIL,,Place,DLO Services,APSE PUBLICATIONS,2627.00,Subscriptions
INSERTED DETAIL,,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,5893.40,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,5800.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,30992.15,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ATLAS WASHROOM SYSTEMS,15815.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,BARCLAY ROOFING LTD,610.53,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,BATLEYS LTD,508.84,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,1954.76,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHRYSTAL CONSULTING,13862.50,Leasing Charges
INSERTED DETAIL,,Place,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,20307.61,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,533.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1074.43,Materials
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,546.70,Materials
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,806.13,Materials
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1002.73,Materials
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1126.67,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1192.83,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1401.54,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1504.55,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1347.51,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1204.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.55,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1103.57,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,857.24,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,989.11,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,991.55,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,866.58,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,790.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1124.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1192.38,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CTRACK LTD,16900.00,Equipment
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,560.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,510.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,832.84,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,590.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,810.59,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,798.48,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,738.39,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,573.61,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,579.09,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EASBY FLOORING LTD,551.54,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1896.80,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,1792.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,FRED WILLIAMSON & SONS LTD,1101.72,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,GELPACK EXCELSIOR LIMITED,1848.44,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,H S S HIRE SERVICE GROUP PLC,1425.16,Plant Hire
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,576.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,588.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,859.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,859.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,859.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,962.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,535.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,576.09,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,508.80,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,859.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,615.36,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,974.32,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,543.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,560.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,552.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HEASN LTD,606.29,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,HEASN LTD,606.29,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,HILL BASTIN INTERIORS LTD,1106.75,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,INDUSTRIAL DEEP CLEANING LTD,550.00,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,DLO Services,INLEC (UK) LIMITED,749.00,Equipment
INSERTED DETAIL,,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,2269.81,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,714.88,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,1176.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,LIDDLE DOORS LTD,1742.30,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LORD HIRE CENTRES,1058.00,Equipment
INSERTED DETAIL,,Place,DLO Services,LORD HIRE CENTRES,1139.00,Equipment
INSERTED DETAIL,,Place,DLO Services,LUCY ZODION LTD,1630.20,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,44875.16,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,766.56,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,2115.10,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,6038.54,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1096.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1558.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MACLEAN ELECTRICAL,1278.69,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MACLEAN ELECTRICAL,11389.17,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MALLATITE LIMITED,7778.22,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MALLATITE LIMITED,1000.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,651.96,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,508.48,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,508.48,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,700.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,501.94,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,512.94,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,504.98,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,554.40,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,508.48,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,844.42,Materials
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,802.72,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,759.72,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,627.72,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,2207.90,Plant Hire
INSERTED DETAIL,,Place,DLO Services,MGM LTD,514.80,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,7096.65,Direct Charges - Contractors
