,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,616.00,Programme Sales Paid To Others
INSERTED DETAIL,,Place,Culture,THE BIRMINGHAM STAGE COMPANY,10396.93,Artist Payments
INSERTED DETAIL,,Place,Culture,ULTIMATE COMMUNICATION SYSTEMS,525.00,Equipment
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,8485.30,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,9658.70,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,APEC ENVIRONMENTAL,715.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,822.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,822.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,688.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,510.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1248.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,2270.50,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,582.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AT WAGGOTT HAULAGE,1014.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,AUTOBAR UK  LTD,521.64,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,506.08,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BRAKES BROS LTD,580.67,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,BT TELEPHONE PAYMENT CENTRE,1072.00,Telephone Costs
INSERTED DETAIL,,Place,DLO Services,CALBARRIE LIMITED,633.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CAPITA BUSINESS SRV LTD (DARLINGTON),19190.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,651.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,976.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,628.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,CHARLES WAGGOTT HAULAGE,1360.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,548.71,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1230.01,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1354.10,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,2990.00,Other Consumables
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,3289.00,Other Consumables
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1072.38,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1324.88,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1191.15,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1203.35,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1342.43,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1235.84,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1238.25,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,790.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1389.49,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1054.40,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1398.61,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1333.36,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,779.71,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,779.62,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,670.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,910.60,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,626.40,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,626.40,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1265.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1178.31,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1276.71,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1238.28,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,881.94,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1237.14,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1230.44,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,901.61,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1240.54,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1302.68,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,CROSSLING LTD,1337.64,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,1000.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3060.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,DINNINGTON FENCING CO LTD,635.95,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,EAST RIDING HORTICULTURE LTD,2990.40,Compost
INSERTED DETAIL,,Place,DLO Services,ELDERS WALKER GLASS LTD,1046.34,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,940.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,ELECTRIC CENTRE,572.00,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,823.32,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,601.90,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,29158.35,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,GELPACK EXCELSIOR LIMITED,1786.54,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,GOLDSHIELD ELECTRONIC SECURITY LTD,1452.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,GRAHAM,805.14,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GRAHAM,575.10,Stores Purchases (Dlo)
INSERTED DETAIL,,Place,DLO Services,GROUNDWORK NORTH EAST,2174.20,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,HAYS SPECIALIST SERVICES,580.16,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,531.84,Bar Provisions For Resale
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,2001.67,Bar Provisions For Resale
INSERTED DETAIL,,Place,DLO Services,HEINEKEN UK,2530.74,Bar Provisions For Resale
INSERTED DETAIL,,Place,DLO Services,HIGHWAYS TRAINING ASSOCIATES LIMITED,1190.00,Employee Training Course Costs
INSERTED DETAIL,,Place,DLO Services,HOPWELLS LIMITED,604.41,Catering Provisions
INSERTED DETAIL,,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3225.97,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,798.55,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,J FREELEY LIMITED,14801.25,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,JDP CONTRACTING SERVICES LIMITED,2878.92,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,JDP CONTRACTING SERVICES LIMITED,2878.92,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,JEWSON LTD,2826.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,K C PLANT HIRE,735.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,K C PLANT HIRE,735.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,LORD HIRE CENTRES,1089.00,Equipment
INSERTED DETAIL,,Place,DLO Services,LS SYSTEMS LTD,7257.60,Compost
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,573.75,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,573.75,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M & J HORTICULTURE,2784.01,Greenhouses
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1480.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1330.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,516.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,1408.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,M H LAVERICK & PARTNERS,936.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MACHINE MART LTD,749.00,Equipment
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,512.94,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,1119.23,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MANSE MASTERDOR  LTD,505.73,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MECHPLANT NORTH EAST LTD,1114.80,Plant Hire
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,584.16,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,1058.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,538.79,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,543.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,513.13,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,628.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,628.80,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,554.32,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,651.60,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,706.44,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,841.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,608.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,755.27,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,1620.58,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,781.04,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,1200.73,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,1019.36,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,1465.08,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,MRC ROADS LIMITED,1060.82,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,NEASHAM NURSERIES LTD,1015.00,Finished Bedding
INSERTED DETAIL,,Place,DLO Services,NORTHGATE VEHICLE HIRE LIMITED,501.40,Vehicle Hire
INSERTED DETAIL,,Place,DLO Services,OCKWELLS,543.75,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,1639.87,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,1251.90,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,973.45,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,963.22,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,1600.30,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3638.41,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,4961.12,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,675.00,Direct Charges - Contractors
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,779.10,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,537.41,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,630.70,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,594.22,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,593.84,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,603.90,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,612.52,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,RMS RECRUITMENT,744.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,DLO Services,S & I STRUCTURES,870.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SHERBURN STONE CO LTD,730.13,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SHERBURN STONE CO LTD,1243.73,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SHERBURN STONE CO LTD,1066.37,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SHERBURN STONE CO LTD,688.19,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SHERBURN STONE CO LTD,7364.91,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SIBCAS LTD,590.00,Direct Charges - Materials (Dlo)
INSERTED DETAIL,,Place,DLO Services,SIEMENS FINANCIAL SERVICES LTD,44893.17,Leasing Charges
INSERTED DETAIL,,Place,DLO Services,SMH PRODUCTS LTD,1113.00,Plant Hire
INSERTED DETAIL,,Place,DLO Services,STOBBS WHOLESALERS,535.84,Catering Provisions
