Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-02,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3062839,2212.14,Consultancy Fees
2015-02,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3062404,500,Consultancy Fees
2015-02,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3063483,1538.88,Consultancy Fees
2015-02,Place,Economic Regeneration,DARLINGTON & DISTRICT BUSINESS CLUB,3058548,750,Events & Awards
2015-02,Place,Economic Regeneration,NIGEL WHITFIELD PHOTOGRAPHY,3063034,500,Marketing & Advertising
2015-02,Place,Commercial Services,EASI RECYCLING SOLUTIONS LIMITED,3062727,756.5,Equipment
2015-02,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3050010,1261.18,Equipment
2015-02,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3059568,1055.84,Equipment
2015-02,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3062936,8492,Equipment
2015-02,Place,Commercial Services,INDOOR OUTDOOR,0,1676,Other Supplies & Services
2015-02,Place,Commercial Services,INDOOR OUTDOOR,0,557,Other Supplies & Services
2015-02,Place,Commercial Services,INDOOR OUTDOOR,0,2500,Other Supplies & Services
2015-02,Place,Commercial Services,INDOOR OUTDOOR,0,4590,Other Supplies & Services
2015-02,Place,Commercial Services,INDOOR OUTDOOR,0,1500,Other Supplies & Services
2015-02,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1224.69,Bar Provisions For Resale
2015-02,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,802.29,Bar Provisions For Resale
2015-02,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1224.02,Bar Provisions For Resale
2015-02,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,1380.82,Bar Provisions For Resale
2015-02,Place,Culture,ANDY TAYLOR,3051993,720,Artist Payments
2015-02,Place,Culture,ARENA,0,8378.81,Artist Payments
2015-02,Place,Culture,AXIELL LIMITED,0,4810.08,Ict Hardware Support & Maintenance
2015-02,Place,Culture,AXIELL LIMITED,0,4810.08,Ict Hardware Support & Maintenance
2015-02,Place,Culture,AXIELL LIMITED,3061651,1000,Ict Hardware Support & Maintenance
2015-02,Place,Culture,BATLEYS LTD,0,503.65,Catering Provisions
2015-02,Place,Culture,BIBLIOGRAPHIC DATA SERVICE LTD (BDS),0,1410,Books
2015-02,Place,Culture,BONNIE DAVIES,3051964,2340,Artist Payments
2015-02,Place,Culture,CANS LEGAL INFORMATION,0,648,Books
2015-02,Place,Culture,COCA COLA ENTERPRISES LTD,0,653.71,Bar Provisions For Resale
2015-02,Place,Culture,C-TECH SOLUTIONS LTD,3061950,885.31,Ict Hardware Support & Maintenance
2015-02,Place,Culture,DARLINGTON FOR CULTURE,0,1850,Projects
2015-02,Place,Culture,EASBY FLOORING LTD,3058742,1557.44,Building Repairs And Maintenance
2015-02,Place,Culture,EMMA WARREN,3054031,740,Production Costs
2015-02,Place,Culture,ENTERTAINMENT TRADE MGT (AGENCIES)LTD,0,2750,Artist Payments
2015-02,Place,Culture,FIERYLIGHT AQUA LTD,0,12000,Artist Payments
2015-02,Place,Culture,G2 FIREWORKS,0,2000,Other Supplies & Services
2015-02,Place,Culture,GLOBAL MARKETING GROUP LIMITED,0,11273,Merchandise Sales Paid To Others
2015-02,Place,Culture,HOPWELLS LIMITED,0,560.12,Catering Provisions
2015-02,Place,Culture,HOPWELLS LIMITED,0,515.62,Catering Provisions
2015-02,Place,Culture,HUMMERSKNOTT ACTIVE LTD,3052992,500,Hospitality & Room Hire
2015-02,Place,Culture,LUXI LTD,0,1000,Projects
2015-02,Place,Culture,MATTHEW CLARK WHOLESALE LTD,0,718.64,Bar Provisions For Resale
2015-02,Place,Culture,MIDDLE GROUND THEATRE COMPANY,0,17000,Artist Payments
2015-02,Place,Culture,MKM BUILDING SUPPLIES (HULL) LTD,3061082,660.48,Equipment
2015-02,Place,Culture,NEW WRITING NORTH LTD,0,1200,Books
2015-02,Place,Culture,NORTHUMBRIAN WATER,0,2250.8,Water Charges
2015-02,Place,Culture,P W PRODUCTIONS LTD,0,18275.6,Artist Payments
2015-02,Place,Culture,PALINTEST LTD,3061919,519.7,Chemicals
2015-02,Place,Culture,PETRA LLOYD,3051975,1260,Artist Payments
2015-02,Place,Culture,PITBITZ LIMITED,3062589,866.7,Equipment
2015-02,Place,Culture,QDOS PANTOMIMES,0,140256.67,Artist Payments
2015-02,Place,Culture,QDOS PANTOMIMES,0,15000,Artist Payments
2015-02,Place,Culture,SAVILLS (UK) LTD,0,1516.67,Premises Insurance
2015-02,Place,Culture,SEVERNSIDE WHOLESALERS LTD,3062197,690.5,Items For Resale
2015-02,Place,Culture,STOBBS WHOLESALERS,0,561.78,Catering Provisions
2015-02,Place,Culture,TARNSIDE CONSULTING,3055871,672.26,Consultancy Fees
2015-02,Place,Culture,THE TOURING CONSORTIUM LTD,0,13124.58,Artist Payments
2015-02,Place,Culture,UPNORTH ENGINEERING SERVICES LTD,0,589.15,Equipment
2015-02,Place,Culture,VAMPIRES ROCK LIMITED,0,7000,Artist Payments
2015-02,Place,Culture,VIRGIN MEDIA BUSINESS,0,4471,Ict Hardware Support & Maintenance
2015-02,Place,DLO Services,ACCESS HIRE NATIONWIDE LTD,3042695,1364,Vehicle Hire
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,829.8,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,553.2,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,795.23,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,933.53,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,553.2,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,1227.96,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,1037.26,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,553.2,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,518.63,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,702.48,Materials
2015-02,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,3054043,968.1,Materials
2015-02,Place,DLO Services,AT WAGGOTT HAULAGE,3058284,3232.5,Direct Charges - Contractors
2015-02,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,3062991,3299.91,Direct Charges - Contractors
2015-02,Place,DLO Services,ATLAS ROOFING & CLADDING SYSTEMS,3062991,2499.91,Direct Charges - Contractors
2015-02,Place,DLO Services,BATLEYS LTD,0,660.39,Catering Provisions
2015-02,Place,DLO Services,BECKER (SLIDING PARTITIONS) LTD,0,654.45,Direct Charges - Contractors
2015-02,Place,DLO Services,BRADFORD FESTIVAL LIGHTS,3059178,2280,Direct Charges - Contractors
2015-02,Place,DLO Services,BRADFORD FESTIVAL LIGHTS,3053656,3609,Direct Charges - Contractors
2015-02,Place,DLO Services,BRADFORD FESTIVAL LIGHTS,3059179,4150,Materials
2015-02,Place,DLO Services,CAPITA ASSET SERVICES,0,7900,Equipment
2015-02,Place,DLO Services,CATERERS CHOICE LTD,0,1950,Catering Provisions
2015-02,Place,DLO Services,COAST & COUNTRY,3060231,602.28,Direct Charges - Contractors
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3063296,796.12,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3063296,681.3,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,580.5,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,811.2,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,566.47,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3058545,577.2,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3063296,673.64,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3054725,574.13,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,572.76,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,3059276,565.02,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,CROSSLING LTD,3062324,1722.5,Materials
2015-02,Place,DLO Services,CROSSLING LTD,3062325,1686.49,Materials
2015-02,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,3063161,3038.4,Direct Charges - Contractors
2015-02,Place,DLO Services,DARLINGTON TIMBER SUPPLIES LTD,3063195,2378.31,Materials
2015-02,Place,DLO Services,EASBY FLOORING LTD,3059924,933.14,Materials
2015-02,Place,DLO Services,EASBY FLOORING LTD,3063547,514.22,Direct Charges - Contractors
2015-02,Place,DLO Services,EASBY FLOORING LTD,3061807,626.12,Direct Charges - Contractors
2015-02,Place,DLO Services,EASBY FLOORING LTD,3061979,575.12,Direct Charges - Contractors
2015-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3061653,2612.16,Materials
2015-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3060698,745.18,Materials
2015-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3058993,605.9,Materials
2015-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3059425,996.84,Materials
2015-02,Place,DLO Services,FLEMING & COMPANY (MACHINERY) LTD,3062035,851.24,Materials
2015-02,Place,DLO Services,G.SWEENEY LIMITED,3062308,630,Direct Charges - Contractors
2015-02,Place,DLO Services,GENTOO CONSTRUCTION LTD,0,6152.85,Direct Charges - Contractors
2015-02,Place,DLO Services,H2-GO HYDROBLAST,3060862,3003,Direct Charges - Contractors
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,527.62,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,527.62,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,527.62,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,580.16,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,632.32,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,527.62,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,527.62,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3061090,552.04,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3061090,552.04,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059600,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059599,577.53,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3059289,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3061090,552.04,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3061090,552.04,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS ACCOUNTANCY PERSONNEL,3061090,552.04,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062056,550.37,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062056,556.14,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062683,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062681,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062681,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062683,525.06,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062064,591.6,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062064,591.6,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,935.86,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,974.32,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,1179.44,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,974.32,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062063,591.6,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062063,591.6,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,974.32,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062683,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062682,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062682,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3062681,547.25,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,607.36,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,648.96,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3061266,615.68,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3063113,974.32,Agency Staff Costs - Non Teaching
2015-02,Place,DLO Services,HOPWELLS LIMITED,0,503.73,Catering Provisions
2015-02,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3061851,3688.87,Direct Charges - Contractors
2015-02,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3056645,13142.31,Direct Charges - Contractors
2015-02,Place,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,3063476,660,Direct Charges - Contractors
