Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898908,ERS INVOICE125893,400.00,REDACTED PERSONAL DATA,618161,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898909,ERS INVOICE125894,400.00,REDACTED PERSONAL DATA,586095,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898910,ERS INVOICE125895,400.00,REDACTED PERSONAL DATA,572817,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898911,ERS INVOICE125896,400.00,REDACTED PERSONAL DATA,560441,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898912,ERS INVOICE125897,400.00,REDACTED PERSONAL DATA,588249,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898913,ERS INVOICE125898,400.00,REDACTED PERSONAL DATA,573026,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898914,ERS INVOICE125899,400.00,REDACTED PERSONAL DATA,506881,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898915,ERS INVOICE125900,400.00,REDACTED PERSONAL DATA,627244,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898916,ERS INVOICE125901,400.00,REDACTED PERSONAL DATA,575840,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898917,ERS INVOICE125902,400.00,REDACTED PERSONAL DATA,627245,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898918,ERS INVOICE125903,400.00,REDACTED PERSONAL DATA,627246,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898919,ERS INVOICE125904,400.00,REDACTED PERSONAL DATA,616816,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898920,ERS INVOICE125905,400.00,REDACTED PERSONAL DATA,577409,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898921,ERS INVOICE125906,400.00,REDACTED PERSONAL DATA,570767,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898922,ERS INVOICE125907,400.00,REDACTED PERSONAL DATA,557902,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898923,ERS INVOICE125908,400.00,REDACTED PERSONAL DATA,572802,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898924,ERS INVOICE125909,400.00,REDACTED PERSONAL DATA,576862,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898925,ERS INVOICE125910,400.00,REDACTED PERSONAL DATA,585453,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898926,ERS INVOICE125911,400.00,REDACTED PERSONAL DATA,532749,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898927,ERS INVOICE125912,400.00,REDACTED PERSONAL DATA,540139,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898928,ERS INVOICE125913,400.00,REDACTED PERSONAL DATA,588551,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898929,ERS INVOICE125914,400.00,REDACTED PERSONAL DATA,543585,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898930,ERS INVOICE125915,400.00,REDACTED PERSONAL DATA,585786,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898931,ERS INVOICE125916,400.00,REDACTED PERSONAL DATA,620628,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898932,ERS INVOICE125917,400.00,REDACTED PERSONAL DATA,587784,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898933,ERS INVOICE125918,400.00,REDACTED PERSONAL DATA,559541,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898934,ERS INVOICE125919,400.00,REDACTED PERSONAL DATA,539382,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898935,ERS INVOICE125920,400.00,REDACTED PERSONAL DATA,586022,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898936,ERS INVOICE125921,400.00,REDACTED PERSONAL DATA,620230,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898937,ERS INVOICE125922,400.00,REDACTED PERSONAL DATA,536480,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898938,ERS INVOICE125923,400.00,REDACTED PERSONAL DATA,560112,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898939,ERS INVOICE125924,400.00,REDACTED PERSONAL DATA,532783,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898940,ERS INVOICE125925,400.00,REDACTED PERSONAL DATA,620543,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898941,ERS INVOICE125926,400.00,REDACTED PERSONAL DATA,571122,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898942,ERS INVOICE125927,400.00,REDACTED PERSONAL DATA,538885,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898943,ERS INVOICE125928,400.00,REDACTED PERSONAL DATA,536322,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898944,ERS INVOICE125929,400.00,REDACTED PERSONAL DATA,540908,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898945,ERS INVOICE125930,400.00,REDACTED PERSONAL DATA,544196,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898946,ERS INVOICE125931,400.00,REDACTED PERSONAL DATA,585201,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898947,ERS INVOICE125932,400.00,REDACTED PERSONAL DATA,561837,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898948,ERS INVOICE125933,400.00,REDACTED PERSONAL DATA,546273,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898949,ERS INVOICE125934,400.00,REDACTED PERSONAL DATA,537252,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898950,ERS INVOICE125935,400.00,REDACTED PERSONAL DATA,627317,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898951,ERS INVOICE125936,400.00,REDACTED PERSONAL DATA,559254,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898952,ERS INVOICE125937,400.00,REDACTED PERSONAL DATA,541116,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898953,ERS INVOICE125938,400.00,REDACTED PERSONAL DATA,620240,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898954,ERS INVOICE125939,400.00,REDACTED PERSONAL DATA,627321,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898955,ERS INVOICE125940,400.00,REDACTED PERSONAL DATA,627324,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898956,ERS INVOICE125941,400.00,REDACTED PERSONAL DATA,627326,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898957,ERS INVOICE125942,400.00,REDACTED PERSONAL DATA,627330,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898958,ERS INVOICE125943,400.00,REDACTED PERSONAL DATA,585998,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898959,ERS INVOICE125944,400.00,REDACTED PERSONAL DATA,618054,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898960,ERS INVOICE125945,400.00,REDACTED PERSONAL DATA,574014,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898961,ERS INVOICE125946,400.00,REDACTED PERSONAL DATA,627334,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898962,ERS INVOICE125947,400.00,REDACTED PERSONAL DATA,557143,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898963,ERS INVOICE125948,400.00,REDACTED PERSONAL DATA,585796,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898964,ERS INVOICE125949,400.00,REDACTED PERSONAL DATA,627338,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898965,ERS INVOICE125950,400.00,REDACTED PERSONAL DATA,627341,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-10-01,3898966,ERS INVOICE125951,400.00,REDACTED PERSONAL DATA,535235,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-10-01,3868213,TI04227,1650.22,LANGUAGELINE SOLUTIONS,206348,,TRANSLATORS & INTERPRETERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49776,PH COMMISSIONING PROJECTS,9040,VOLUNTARY BODIES,2015-10-01,3871400,LTH2653,3000.00,REDACTED PERSONAL DATA,556296,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,PLACE,97552,NEW BUILD COUNCIL HSG PHASE 1,1165,NC&A OTHER,2015-10-01,3873522,80816687,2669.17,NATIONAL GRID PLC,538765,,ELECTRICITY COMPANIES
SCR COMBINED AUTHORITY,ECONOMIC REGENERATION,30100,LEP CORE,5005,SALARIES BASIC PAY RECHARGED,2015-10-01,3886266,160588,11901.24,SHEFFIELD CITY COUNCIL,516704,,LOCAL GOVERNMENT
SHEFFIELD CITY COUNCIL,PLACE,25152,LANDSCAPE SERVICES,8060,MATERIALS AND SUPPLIES GENERAL,2015-10-01,3886890,SI/02755673,3214.00,NOMIX ENVIRO,207128,,CHEMICALS & ALLIED PRODUCTS
SHEFFIELD CITY COUNCIL,RESOURCES,12017,FSSG,8620,COMPUTER SOFTWARE LICENCES,2015-10-01,3889853,3649,264.00,INSIGHT MSC LIMITED,424598,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,PLACE,22049,ENERGY -SCHEME,6150,ELECTRICITY - INVOICE,2015-10-01,3890813,2714-019,110025.84,NPOWER NORTHERN LTD,207191,,ELECTRICITY COMPANIES
SCR COMBINED AUTHORITY,TRANSPORT AUTHORITY,30001,TRANSPORT AUTHORITY GENERAL,8350,MISCELLANEOUS EXPENSES,2015-10-01,3891044,IK45880,380.00,VODAFONE LIMITED (CORPORATE),209321,,MOBILE PHONES
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-10-01,3891848,1754,5917.40,FIELD ENTERPRISES LTD,320627,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,PLACE,22241,WASTE CONTRACT,9380,COLLN OF WHEELED AND BULK BINS,2015-10-01,3892415,5509165/EAS/7218,2937.94,NETWORK RAIL,319835,,RAILWAYS
SCR COMBINED AUTHORITY,ECONOMIC REGENERATION,30100,LEP CORE,8350,MISCELLANEOUS EXPENSES,2015-10-01,3892445,SI01-29940,20000.00,WEST YORKSHIRE COMBINED AUTHORITY,626699,,LOCAL GOVERNMENT
SHEFFIELD CITY COUNCIL,CYPF,39569,COMMUNITY YOUTH TEAMS,8590,LANDLINE TELEPHONES,2015-10-01,3892864,11241,398.84,MANOR DEVELOPMENT COMPANY LIMITED,420262,,OFFICE RENTAL
SHEFFIELD CITY COUNCIL,CYPF,38202,OUT OF CITY GUM,9030,HEALTH,2015-10-01,3894678,6210042574,268.00,CENTRAL MANCHESTER UNIVERSITY HOSPITALS,590015,,PUBLIC HEALTH SUPPLIERS
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,8010,EQUIPMENT PURCHASE AND REPAIR,2015-10-01,3894767,11625,934.40,ZAGOTA CREATIONS LIMITED,393736,,INTERIOR DESIGNERS & FURNISHER
SHEFFIELD CITY COUNCIL,COMMUNITIES,49755,COMMUNITY WELL BEING PROGRAMME,9040,VOLUNTARY BODIES,2015-10-01,3895323,141,7344.00,THE TERMINUS INITIATIVE,580768,,PUBLIC HEALTH SUPPLIERS
SHEFFIELD CITY COUNCIL,PLACE,22236,CYCLE TRAINING,8440,FEE EXPENSES,2015-10-01,3895857,1431,2860.00,PEDAL READY CO-OPERATIVE LIMITED,404979,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2015-10-01,3897043,9517,1052.00,DENBY CATERING EQUIPMENT LIMITED,580220,,CATERING EQUIPMENT
SHEFFIELD CITY COUNCIL,RESOURCES,12026,BAILIFF PILOT PROJECT,5610,AGENCY STAFF,2015-10-01,3897054,124672,2750.00,UKSEARCH LIMITED,549570,,DEBT COLLECTION AGENCIES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2015-10-01,3897064,2406,990.00,HOMEFLAIR (MEXBOROUGH) LIMITED,620126,,FURNITURE - RETAIL
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,7140,PUBLIC TRANSPORT COSTS,2015-10-01,3897127,01/5747399,720.00,CLARITY TRAVEL MANAGEMENT,202987,,TRAVEL AGENTS & HOLIDAY COMPAN
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9160,PARTNERSHIP CONTRACTS,2015-10-01,3897167,17419,10797.00,AGE UK,306684,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,47009,MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-10-01,3897195,905,405.00,MR H S CUTTS NEIL CONSTRUCTION,453315,,BUILDING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-10-01,3897431,1602,1878.77,SUNSETTERS CLUB,474673,,NURSERIES & CRECHES
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-10-01,3897433,351,4061.64,MASKK,386161,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-10-01,3897437,AMY2509,1304.38,AMY'S HOUSE LTD,513258,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-10-01,3897515,SNIPS0027/2015,2400.00,STEPHEN HARRISON ACADEMY,479429,,"SNOOKER, BILLIARDS & POOL HALL"
SHEFFIELD CITY COUNCIL,PLACE,22151,LAND DRAINAGE & FLOOD MGMT,8460,CONSULTANTS FEES,2015-10-01,3897518,SCC-1326-0715-NL,8050.00,NEPRO LIMITED,598847,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,PLACE,28107,STRATEGY AND SKILLS,8440,FEE EXPENSES,2015-10-01,3897591,INV-1341,23610.00,GRADCORE LTD,511257,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-10-01,3898020,5220,489.00,NEW LEAF SIGN & DESIGN LTD,549524,,SIGN & POSTER WRITERS
SHEFFIELD CITY COUNCIL,PLACE,24205,KEEP SHEFFIELD WORKING,8440,FEE EXPENSES,2015-10-01,3898045,391,900.00,YORKSHIRE WORLD TRADE FORUM LTD,563331,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,PLACE,23037,MEDICO LEGAL CENTRE,5610,AGENCY STAFF,2015-10-01,3898054,3098727,822.58,PULSE HEALTHCARE LIMITED,616685,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,PLACE,22220,AIR QUALITY AND MODELLING,8030,EQUIPMENT MAINTENANCE CONTRACT,2015-10-01,3898066,1145,9083.60,MATTS MONITORS LIMITED,598720,,"MEASURING, ANALYSING & CONTROL"
SCR COMBINED AUTHORITY,ECONOMIC REGENERATION,30100,LEP CORE,5710,RECRUITMENT EXPENDITURE,2015-10-01,3898143,105326,3500.00,CITYROAD LTD T/A  BREWSTER PRATAP,616276,,EMPLOYMENT & RECRUITMENT AGENC
SCR COMBINED AUTHORITY,ECONOMIC REGENERATION,30100,LEP CORE,8460,CONSULTANTS FEES,2015-10-01,3898165,GEN866C,5232.50,GENECON,413503,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42015,SHORT BREAKS,8230,HOSPITALITY,2015-10-01,3898166,293946,312.62,TURNER PRICE LTD,326460,,CATERING FOOD & DRINK SUPPLIER
