Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,COMMUNITIES,47009,MINOR WORKS & ADAPTATIONS,6030,DAY TO DAY REPAIRS,2016-10-03,4080798,10003315,2079.54,KIER SERVICES MAINTENANCE EAST (KSME),591748,,CONSTRUCTION CONTRACTORS - GEN
SHEFFIELD CITY COUNCIL,PLACE,28106,CHINA BID,7140,PUBLIC TRANSPORT COSTS,2016-10-03,4080802,01/6453017,672.94,CLARITY TRAVEL MANAGEMENT,202987,,TRAVEL AGENTS & HOLIDAY COMPAN
SHEFFIELD CITY COUNCIL,CYPF,33089,CISOSS,7140,PUBLIC TRANSPORT COSTS,2016-10-03,4080807,01/6421136,288.90,CLARITY TRAVEL MANAGEMENT,202987,,TRAVEL AGENTS & HOLIDAY COMPAN
SHEFFIELD CITY COUNCIL,PLACE,28106,CHINA BID,7140,PUBLIC TRANSPORT COSTS,2016-10-03,4080813,01/6454777,1052.40,CLARITY TRAVEL MANAGEMENT,202987,,TRAVEL AGENTS & HOLIDAY COMPAN
SHEFFIELD CITY COUNCIL,COMMUNITIES,47009,MINOR WORKS & ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2016-10-03,4080839,9597,299.00,T & T CONSTRUCTION,208772,,CONSTRUCTION CONTRACTORS - GEN
SHEFFIELD CITY COUNCIL,RESOURCES,90083,FRA 15-16 FIRTH PK CLK TWR [R],1148,SURVEY COSTS,2016-10-03,4080872,I1034/QE/0916/SCC001,595.00,QUALSURV INTERNATIONAL LTD,569165,,ASBESTOS SURVEYS & REMOVALS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49355,AREA SOUTH WEST,8010,ESTATES EQUIP PURCHASE & REPAI,2016-10-03,4081687,928162273,600.00,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2016-10-03,4081795,SCC/SOC-0816,894.00,TRAVELLERS TAXIS,573383,,TAXIS & PRIVATE HIRE
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2016-10-03,4082467,24,1530.00,M M KHALIQ T/AS ACE MINIBUS TRAVEL,598946,,TAXIS & PRIVATE HIRE
SHEFFIELD CITY COUNCIL,PLACE,25001,GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2016-10-03,4082873,289,397.50,WHITTAKERS GROUND CARE,401131,,LANDSCAPE CONTRACTORS & GARDEN
SHEFFIELD CITY COUNCIL,PLACE,25001,GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2016-10-03,4083046,413137,378.41,ARGO FEEDS LTD,203028,,PET FOODS & ANIMAL FEEDS
SHEFFIELD CITY COUNCIL,PLACE,22049,ENERGY -SCHEME,6150,ELECTRICITY - INVOICE,2016-10-03,4083089,2714-019,94313.02,NPOWER NORTHERN LTD,207191,,ELECTRICITY COMPANIES
SHEFFIELD CITY COUNCIL,PLACE,22245,HIGHWAY MAINTENANCE GENERAL,5750,TRAINING EXPENDITURE,2016-10-03,4083546,2016/615,1350.00,SAFESCOPE LTD,637314,,HEALTH & SAFETY TRAINING
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2016-10-03,4083556,20652,408.50,NORTHERN TAXIS LIMITED,301182,,TAXIS & PRIVATE HIRE
SHEFFIELD CITY COUNCIL,PLACE,25012,NORFOLK (HERITAGE) PARK (CITY),8550,OTHER SERVICES,2016-10-03,4083584,5239/49,642.00,OAKDALE T & G IRRIGATION,481715,,IRRIGATION SYSTEMS
SHEFFIELD CITY COUNCIL,PLACE,25094,PARKS OPS SOUTH & SOUTH EAST,6370,GROUNDS MTCE AND ARBORICULTURE,2016-10-03,4083680,ASF/5929/SCC,1890.00,AVANTI STEEL FABRICATIONS,203151,,STEEL FABRICATORS & ERECTORS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49190,CITY WIDE ALARM - GENERAL,6030,REPAIRS TO TENANTED PROPERTIES,2016-10-03,4083710,INV/50301346,262.20,TUNSTALL HEALTHCARE (UK) LTD,209178,,TELECOMMUNICATIONS EQUIPMENT &
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4084315,12752,324.00,FORENSIC TESTING SERVICE LTD,557750,,MEDICAL & DENTAL LABORATORIES
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4084316,12769,287.65,FORENSIC TESTING SERVICE LTD,557750,,MEDICAL & DENTAL LABORATORIES
SHEFFIELD CITY COUNCIL,RESOURCES,15139,TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2016-10-03,4084319,I08705393,4455.00,WFL (UK) LTD HALL FUELS,633989,,FUEL DEALERS
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4084563,986693,450.00,KATE MORLEY,599526,,BARRISTERS
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,8440,FEE EXPENSES,2016-10-03,4084575,SL0071209,361.69,SYPTE,599106,,BUS & COACH OPERATORS & STATIO
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4084620,12887,278.34,FORENSIC TESTING SERVICE LTD,557750,,MEDICAL & DENTAL LABORATORIES
SHEFFIELD CITY COUNCIL,PLACE,25095,PARKS OPERATIONS WEST,8550,OTHER SERVICES,2016-10-03,4084640,1304,600.00,RIVER STEWARDSHIP COMPANY LTD,547441,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,PLACE,97147,ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2016-10-03,4084655,1036897,1625.00,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
SHEFFIELD CITY COUNCIL,PLACE,97147,ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2016-10-03,4084662,1036801,1625.00,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
SHEFFIELD CITY COUNCIL,RESOURCES,15138,GENERAL ADMINISTRATION,8440,FEE EXPENSES,2016-10-03,4084664,1617/1066,2448.00,APSE,337036,,BUSINESS & TRADE ORGANISATIONS
SHEFFIELD CITY COUNCIL,RESOURCES,15138,GENERAL ADMINISTRATION,6030,REPAIRS AND MTCE - RESPONSIVE,2016-10-03,4084677,54051,340.00,MHH CONTRACTING LTD,205329,,EXCAVATION & GROUNDWORK CONTRA
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084758,SCC002,284.62,SAVVY FOODS LTD,636729,,FOOD PRODUCTS - MNFRS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084759,MA2,309.37,BUCKNELL WHITEHOUSE LTD,623806,,ACCOUNTANTS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084761,CC2,309.37,BUCKNELL WHITEHOUSE LTD,623806,,ACCOUNTANTS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084762,CC1,532.12,BUCKNELL WHITEHOUSE LTD,623806,,ACCOUNTANTS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084766,SSC24,335.00,MONICA F HEWITT FLORIST LTD,599522,,FLORISTS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084767,2,330.00,PARK HOUSE WORKS LIMITED,637639,,FISHING & ANGLING EQUIPMENT
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084769,8522,269.01,DEARNESIDE FABRICATIONS LTD,461947,,STEEL FABRICATORS & ERECTORS
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2016-10-03,4084770,1,660.00,PREMIUM KITCHEN INSTALLATIONS,635371,,KITCHEN PLANNERS & FURNISHERS
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,8440,FEE EXPENSES,2016-10-03,4084776,10122,292.50,THE STUDIO ACADEMY LTD,618670,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,8440,FEE EXPENSES,2016-10-03,4084777,10123,292.50,THE STUDIO ACADEMY LTD,618670,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,8440,FEE EXPENSES,2016-10-03,4085829,10124,544.00,THE STUDIO ACADEMY LTD,618670,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,PLACE,25095,PARKS OPERATIONS WEST,8550,OTHER SERVICES,2016-10-03,4085838,5/1323/25LM/40826,385.00,WILDSCAPES LTD,472494,,LANDSCAPE ARCHITECTS & DESIGNE
SHEFFIELD CITY COUNCIL,PLACE,24417,CRYSTAL PEAKS,6210,RENTS,2016-10-03,4085844,00000004/45599/45598,7250.00,BRITEL FUND TRUSTEES LTD,566694,,LETTING AGENTS
SHEFFIELD CITY COUNCIL,PLACE,24417,CRYSTAL PEAKS,6270,SERVICE / PFI UNITARY CHARGE,2016-10-03,4085844,00000004/45599/45598,41029.64,BRITEL FUND TRUSTEES LTD,566694,,LETTING AGENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2016-10-03,4085846,TK1149841,4109.14,THOMAS KNEALE & CO LTD,441585,,TEXTILE MANUFACTURING
SHEFFIELD CITY COUNCIL,PLACE,25092,PARKS OPS EAST & NORTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2016-10-03,4085878,38540,331.62,GROUNDSMAN TOOLS AND SUPPLIES LLP,554773,,GARDEN TOOLS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2016-10-03,4085879,65486294000000X,738.20,YORKSHIRE WATER,362345,,WATER COMPANIES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,REPAIRS AND MTCE - RESPONSIVE,2016-10-03,4085881,6.54874E+14,1112.37,YORKSHIRE WATER,362345,,WATER COMPANIES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2016-10-03,4085882,6.54875E+14,489.63,YORKSHIRE WATER,362345,,WATER COMPANIES
SHEFFIELD CITY COUNCIL,CYPF,36023,CATERING CONTRACT,8440,FEE EXPENSES,2016-10-03,4085904,1978803,607.50,G4S CASH SOLUTIONS (UK) LTD,208285,,SECURITY SERVICES
SHEFFIELD CITY COUNCIL,PLACE,93110,BB2 CHESTERFIELD RD KBR,1146,L&B PROFESSIONAL FEES,2016-10-03,4085905,AR/KH/001/16,2313.25,ROGERSON HILTON LIMITED,625924,,SURVEYORS - LAND
SHEFFIELD CITY COUNCIL,PLACE,23014,SHEFFIELD TRADING STANDARDS,8440,FEE EXPENSES,2016-10-03,4085906,371371,450.00,KINGS CHAMBERS,567569,,LEGAL SERVICES
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4085907,INV-2904,972.00,FORESIGHT CLINICAL SERVICES LTD,638279,,LEGAL SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49484,HOME OWNERSHIP & BUSINESS MANA,8470,LEGAL FEES,2016-10-03,4085908,55357,350.00,JUSTIN BATES,570293,,BARRISTERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49376,MAINTENANCE PARTNERSHIP,8470,LEGAL FEES,2016-10-03,4085909,212823,500.00,REDACTED PERSONAL DATA,317078,,BARRISTERS
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4085911,1013957,450.00,HANNAH WALKER,576053,,BARRISTERS
SHEFFIELD CITY COUNCIL,RESOURCES,18041,RECRUITMENT ADVERTISING,5720,RECRUIT. ADV. - INVOICE,2016-10-03,4085934,20846363,1682.00,ESTATES GAZETTE,316364,,NEWSPAPER & MAGAZINE PUBLISHER
SHEFFIELD CITY COUNCIL,RESOURCES,11021,COURT COSTS & BR ADMIN GRANT,8470,LEGAL FEES,2016-10-03,4085936,676661,562.50,NO 5 CHAMBERS LTD (COLLECTION ACC),620025,,BARRISTERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,47009,MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2016-10-03,4085941,V144,1415.00,REDACTED PERSONAL DATA,459864,,BUILDING SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,47009,MINOR WORKS & ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2016-10-03,4085942,V143,926.00,REDACTED PERSONAL DATA,459864,,BUILDING SERVICES
SHEFFIELD CITY COUNCIL,PLACE,25001,GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2016-10-03,4085943,413922,323.76,ARGO FEEDS LTD,203028,,PET FOODS & ANIMAL FEEDS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49852,SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2016-10-03,4085946,1605257,1253.40,PETERS LTD,312836,,BOOKSELLERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49852,SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2016-10-03,4085951,1605365,1236.30,PETERS LTD,312836,,BOOKSELLERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49852,SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2016-10-03,4085953,1605756,864.90,PETERS LTD,312836,,BOOKSELLERS
SHEFFIELD CITY COUNCIL,RESOURCES,15184,CSSR INVOICE,6030,REPAIRS AND MTCE - RESPONSIVE,2016-10-03,4086087,16030497,255639.97,KIER FACILITIES SERVICES LTD,521631,,FACILITIES MANAGEMENT
SHEFFIELD CITY COUNCIL,RESOURCES,90081,FRA 15-16 STOCKSBRIDGE YC [R],1161,NC&A MAIN CONTRACT,2016-10-03,4086105,RE05108/1,47554.11,RF JOINERY AND SHOPFITTING LTD,588787,,JOINERS & CARPENTERS
SHEFFIELD CITY COUNCIL,RESOURCES,90083,FRA 15-16 FIRTH PK CLK TWR [R],1161,NC&A MAIN CONTRACT,2016-10-03,4086105,RE05108/1,25317.01,RF JOINERY AND SHOPFITTING LTD,588787,,JOINERS & CARPENTERS
SHEFFIELD CITY COUNCIL,CYPF,90744,FEL CAPITAL,1188,T&E OTHER CAPITAL COSTS,2016-10-03,4086112,SCC/CAP/DCN/08/2016,10150.70,ACTIVE COMMUNITY TRUST T/A,304968,,NURSERIES & CRECHES
SHEFFIELD CITY COUNCIL,CYPF,90744,FEL CAPITAL,1188,T&E OTHER CAPITAL COSTS,2016-10-03,4086113,SCC/CAP/DCN/10/2016,6090.42,ACTIVE COMMUNITY TRUST T/A,304968,,NURSERIES & CRECHES
SHEFFIELD CITY COUNCIL,CYPF,90744,FEL CAPITAL,1188,T&E OTHER CAPITAL COSTS,2016-10-03,4086114,SCC/CAP/DCN/11/2016,4780.28,ACTIVE COMMUNITY TRUST T/A,304968,,NURSERIES & CRECHES
SHEFFIELD CITY COUNCIL,RESOURCES,15203,CLIENT CONSULTATION STAFFING,8350,MISCELLANEOUS EXPENSES,2016-10-03,4086223,ASSL/16/25,1300.19,ACADEMY SERVICES SHEFFIELD LTD,438883,,LEASING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2016-10-03,4086235,10302,315.12,J L HARPHAM LTD,205900,,LEGAL SERVICES
SHEFFIELD CITY COUNCIL,RESOURCES,11079,CORPORATE CLEANING CONTRACT,9620,FINANCIAL PROCESSES,2016-10-03,4086486,CO055249,138807.34,CORDANT CLEANING LIMITED,634397,,CLEANING SERVICES - COMMERCIAL
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,8110,"CLOTHING, UNIFORM AND LAUNDRY",2016-10-03,4086530,SN2479312,378.24,BERENDSEN UK LTD,330548,,LINEN HIRE SERVICES
SHEFFIELD CITY COUNCIL,CYPF,33112,LDD PLACEMENTS AUG16-JUL17,9120,OTHER AGENCIES,2016-10-03,4086546,NR001,600.00,ONBOARD SHEFFIELD SKATEPARK,598407,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,33112,LDD PLACEMENTS AUG16-JUL17,9120,OTHER AGENCIES,2016-10-03,4086547,NR001,420.00,ONBOARD SHEFFIELD SKATEPARK,598407,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,RESOURCES,15213,CORPORATE MAIL,8570,POSTAGE & DELIVERY,2016-10-03,4086234,9053031985,8783.13,ROYAL MAIL GROUP LTD,295326,,DELIVERY SERVICES
SHEFFIELD CITY COUNCIL,PLACE,24062,MGMT OF SRQ PROPERTIES,6150,ELECTRICITY,2016-10-03,4086243,600621273,4457.10,BRITISH GAS BUSINESS,466029,,GAS COMPANIES
SHEFFIELD CITY COUNCIL,PLACE,21022,WISEWOOD SPORTS CENTRE,8060,MATERIALS AND SUPPLIES GENERAL,2016-10-03,4086490,4791761,703.65,PRS FOR MUSIC,514881,,MUSIC PUBLISHERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9180,DAYCARE,2016-10-03,4086268,J1656769 250916,381.60,REDACTED PERSONAL DATA,622499,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9180,DAYCARE,2016-10-03,4086303,J1659573 250916,288.00,REDACTED PERSONAL DATA,623633,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2016-10-03,4086304,J1659577 250916,428.60,REDACTED PERSONAL DATA,636909,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9180,RESPITE,2016-10-03,4086308,J1662272 250916,300.02,REDACTED PERSONAL DATA,328101,,HOME CARE SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9180,RESPITE,2016-10-03,4086309,J1662275 250916,257.16,REDACTED PERSONAL DATA,369406,,HOME CARE SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2016-10-03,4086318,J1664453 250916,428.60,REDACTED PERSONAL DATA,526062,,HOME CARE SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2016-10-03,4086319,J1664455 250916,257.16,REDACTED PERSONAL DATA,543677,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086329,J1664461,1589.59,REDACTED PERSONAL DATA,503655,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086331,J1664461,353.43,REDACTED PERSONAL DATA,514835,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086332,J1664461,2300.00,REDACTED PERSONAL DATA,515241,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086333,J1664461,401.10,REDACTED PERSONAL DATA,530704,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086334,J1664461,441.82,PEOPLEPLUS GROUP LIMITED,547567,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9190,DIRECT PAYMENTS,2016-10-03,4086335,J1664461,531.86,REDACTED PERSONAL DATA,547984,Social Community Care,CAREFIRST DIRECT PAYMENTS
