Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-10-03,1600422528,1444.8,240.8,1204,Prism Medical Uk,Community Health & Social Care,Disability Equipment
Salford City Council,2011-10-03,1600422055,1687.19,281.2,1405.99,Consolor Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-10-03,1600422052,2484,414,2070,Direct Healthcare Services Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-10-03,1600422717,2100,350,1750,Abca Systems,Sustainable Regeneration,Electricity
Salford City Council,2011-10-03,1600423842,639.04,106.51,532.53,Piggott & Whitfield Limited,Sustainable Regeneration,Energy Conservation
Salford City Council,2011-10-03,1600423841,1154.27,192.38,961.89,Piggott & Whitfield Limited,Sustainable Regeneration,Energy Conservation
Salford City Council,2011-10-03,1600422056,2616.54,436.09,2180.45,J C M Seating Solutions,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-10-03,1600423698,850.21,141.7,708.51,Wicksteed Leisure Ltd,Environment and Community Safety,Equipment Repair
Salford City Council,2011-10-03,1600422711,1881.6,313.6,1568,Emo Oil Ltd,Community Health & Social Care,Fuel Oil
Salford City Council,2011-10-03,601021999,1826.4,304.4,1522,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-10-03,601023116,1048.41,0,1048.41,Flutterbies Day Nursery,Children's Services,Grants
Salford City Council,2011-10-03,601023117,1000,0,1000,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-10-03,1600424182,74912.06,0,74912.06,Sodexo Ltd,Community Health & Social Care,Intergrated Drug Treatments
Salford City Council,2011-10-03,601022115,604.56,100.76,503.8,Bdma,Customer and Support Services,Medical Health/Safe
Salford City Council,2011-10-03,601023140,3000,0,3000,Gears + Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023070,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023081,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023083,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023086,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023087,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023105,15969,0,15969,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023082,16642,0,16642,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023069,18352,0,18352,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601023084,18352,0,18352,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,601021688,66165.54,0,66165.54,David Lewis Centre,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-03,1600422630,4800,800,4000,Advertising Site Management Ltd,Sustainable Regeneration,Office Equipment
Salford City Council,2011-10-03,601023138,540,0,540,Brighter Futures,Children's Services,Other Prof Fees
Salford City Council,2011-10-03,601023139,540,0,540,Brighter Futures,Children's Services,Other Prof Fees
Salford City Council,2011-10-03,601020778,704.4,0,704.4,Kids United Ltd,Children's Services,Other Prof Fees
Salford City Council,2011-10-03,601021239,19140,0,19140,Criminal Records Bureau,Customer and Support Services,Other Prof Fees
Salford City Council,2011-10-03,1600422692,25000,0,25000,Manchester City Council,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-10-03,601023129,46045.49,7674.25,38371.24,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2011-10-03,1600422693,56957.17,9492.86,47464.31,Environmental Resources Management,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2011-10-03,601021625,80749,0,80749,Salford Primary Care Trust,Community Health & Social Care,Payments to H A
Salford City Council,2011-10-03,601023135,1387.4,0,1387.4,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422700,3750,0,3750,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422634,7533,0,7533,Agr Care Services,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422633,7843,0,7843,Agr Care Services,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,601023123,9300,0,9300,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600417926,9835.8,0,9835.8,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422523,9835.8,0,9835.8,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422747,9835.8,0,9835.8,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,601023124,9835.8,0,9835.8,Social Care Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600419395,10163.66,0,10163.66,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422751,13996,0,13996,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422699,14250,0,14250,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,601023122,15617.14,0,15617.14,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,1600422505,15964.28,0,15964.28,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-03,601023054,858,143,715,Tenos Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023056,925.49,154.25,771.24,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,1600424269,1185.38,197.56,987.82,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,1600422046,1308,218,1090,Steve Wells Associates Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023046,1683.88,280.65,1403.23,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023061,2901.02,483.5,2417.52,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023049,3652.48,608.75,3043.73,S I G Roofing Supplies Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023062,5868.68,978.11,4890.57,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023053,6150.72,1025.12,5125.6,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023060,7128.12,1188.02,5940.1,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023108,7956,1326,6630,Openreach,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023050,12752.5,2125.42,10627.08,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601023130,350364.64,58394.11,291970.53,Birse Civils Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-03,601019233,2605.55,434.26,2171.29,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-10-03,1600423871,1320,220,1100,General Utilities North West Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2011-10-03,1600422044,540,90,450,Browns Ctp Ltd,Chief Executives,Print & Photocopying
Salford City Council,2011-10-03,1600422748,721,0,721,Indigo Lithoprint,Chief Executives,Print & Photocopying
Salford City Council,2011-10-03,26427515,632.95,15.75,617.2,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-10-03,1600422530,805.8,134.3,671.5,Sico Europe Ltd,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-03,1600422713,1032,172,860,Greswell Direct,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-03,1600422064,3545.48,590.91,2954.57,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-03,1600422714,5376,896,4480,Labelmarket Limited,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-03,601021288,1417.2,236.2,1181,Argus Security Systems Ltd,Children's Services,Security Services
Salford City Council,2011-10-03,601022830,1080,180,900,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-10-03,601022828,4658.7,776.45,3882.25,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-10-03,601022827,10451.83,1741.97,8709.86,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-10-03,601023039,675,112.5,562.5,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-10-03,601023040,1344,224,1120,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-10-03,601020336,780,130,650,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-10-03,601021204,670,0,670,Manchester Metropolitan University,Sustainable Regeneration,Training
Salford City Council,2011-10-03,601021249,1936,306,1630,Cipfa Business Ltd,Customer and Support Services,Training expenses
Salford City Council,2011-10-03,601021247,2148,333,1815,Cipfa Business Ltd,Customer and Support Services,Training expenses
Salford City Council,2011-10-03,601021245,3278,538,2740,Cipfa Business Ltd,Customer and Support Services,Training expenses
Salford City Council,2011-10-03,1600422334,510.24,85.04,425.2,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-10-03,1600420013,1079.78,179.96,899.82,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-10-03,1600423626,604.62,100.77,503.85,Chatfields Daf Manchester,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-03,1600424299,610.07,101.68,508.39,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-03,1600424358,907.2,151.2,756,Till & Whitehead Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-03,1600424276,3907.44,651.24,3256.2,Carlton Fuels,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-03,1600422703,574.42,95.74,478.68,Epl Skylift Manchester,Capital Expenditure,Works & Building
Salford City Council,2011-10-03,1600422264,18581.47,3096.91,15484.56,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,1600423701,11558.4,1926.4,9632,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-10-04,1600423707,73180.8,12196.8,60984,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-10-04,601023281,1473.19,245.53,1227.66,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-10-04,601023280,1496.29,249.38,1246.91,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-10-04,601023284,1498.88,249.81,1249.07,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-10-04,601023278,1693.88,282.31,1411.57,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-10-04,601020512,597,99.5,497.5,Merchant Rentals Plc,Children's Services,Cleaning Services
Salford City Council,2011-10-04,601023217,6274,1045.67,5228.33,Mott Macdonald Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-10-04,601022568,1884.57,0,1884.57,Mjcc,Community Health & Social Care,Day Care
Salford City Council,2011-10-04,1600423327,618,103,515,P N Daly,Capital Expenditure,Demolition
Salford City Council,2011-10-04,1600424522,720,120,600,National Grid,Capital Expenditure,Demolition
Salford City Council,2011-10-04,1600422115,808.8,134.8,674,Simplymed Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-10-04,601023188,566.93,0,566.93,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-10-04,26435468,758.04,0,758.04,Deco-Pak Ltd,Sustainable Regeneration,Equipment Purchase
Salford City Council,2011-10-04,601023261,16938.67,2823.11,14115.56,Lancaster Maloney Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-10-04,601021998,726,121,605,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-10-04,601022001,726,121,605,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-10-04,601022002,726,121,605,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-10-04,601022003,726,121,605,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-10-04,601023202,536.85,25.42,511.43,British Gas,Children's Services,Gas
Salford City Council,2011-10-04,1600422511,516,86,430,S & S Marquees,Customer and Support Services,Hire of Facilities
Salford City Council,2011-10-04,601023189,1000,0,1000,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-10-04,601023214,3482.92,0,3482.92,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-10-04,601023212,3700,0,3700,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-10-04,601023174,738.6,123.1,615.5,Applied Language Solutions,Community Health & Social Care,Interpreter/translat
Salford City Council,2011-10-04,601023252,528.75,78.75,450,Redacted Personal Data,Children's Services,Legal Fees
Salford City Council,2011-10-04,601020517,781.56,130.26,651.3,Michael Page International,Sustainable Regeneration,Legal Fees
Salford City Council,2011-10-04,601023150,3265,0,3265,City Secretary & Solicitors Courts,Sustainable Regeneration,Legal Fees
Salford City Council,2011-10-04,601023193,8500,0,8500,Redacted Personal Data,Children's Services,Legal Fees
Salford City Council,2011-10-04,601023191,14250,0,14250,Peasegoods Solicitors,Sustainable Regeneration,Legal Fees
Salford City Council,2011-10-04,1600424492,9476.82,1579.47,7897.35,Lift Able Ltd,Sustainable Regeneration,Lift Rep & Maint
Salford City Council,2011-10-04,1600424512,14083.2,2347.2,11736,Bfd Property Development Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-10-04,601023199,28482.63,0,28482.63,Witherslack Hall School,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-10-04,1600424577,1743.9,290.65,1453.25,S & S Marquees,Chief Executives,Other Prof Fees
Salford City Council,2011-10-04,601021617,24469.18,4078.2,20390.98,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2011-10-04,601023247,770.55,0,770.55,Fairfield Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-10-04,601023251,5058.45,0,5058.45,Crossroads Caring For Carers,Children's Services,Payts to Agencies
Salford City Council,2011-10-04,601020716,13692.85,0,13692.85,Alliance Care And Education,Children's Services,Payts to Agencies
Salford City Council,2011-10-04,601021271,3490.82,0,3490.82,Halton Borough Council,Children's Services,Payts to Other LA's
Salford City Council,2011-10-04,1600424017,522.98,87.16,435.82,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,1600424019,606.31,101.05,505.26,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,1600424565,3924,654,3270,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,1600424566,5748,958,4790,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,1600424563,5911.48,985.25,4926.23,"Hughes Brothers Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,601021752,22492.04,3748.67,18743.37,"G & J Seddon Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-04,601023176,552.48,92.08,460.4,Yorkshire Purchasing,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-04,1600422117,578.16,96.36,481.8,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furniture/Equipment
Salford City Council,2011-10-04,601023201,547,0,547,Stephen Draper Ltd,Community Health & Social Care,Pyts Agenc - Ext Fnd
Salford City Council,2011-10-04,601023196,10084.27,1680.71,8403.56,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-10-04,601023194,10093.07,1682.18,8410.89,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-10-04,26435629,1641.84,0,1641.84,Abbey Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-10-04,26435569,4856.88,0,4856.88,Abbey Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-10-04,26435479,4873.2,0,4873.2,Abbey Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-10-04,1600424003,540,0,540,Rb Training Solutions,Community Health & Social Care,Training of Others
Salford City Council,2011-10-04,601021397,1206.5,0,1206.5,First Manchester Limited,Children's Services,Travel Expenses
Salford City Council,2011-10-04,1600424528,1984.04,330.67,1653.37,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2011-10-04,1600424530,3301.36,550.23,2751.13,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2011-10-04,1600423688,684,114,570,Phillip Dean Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-04,1600424457,859.73,143.29,716.44,Cornthwaite Agricultural Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-04,1600424455,966.61,161.11,805.5,Cornthwaite Agricultural Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-10-04,601023259,570,95,475,Richard L. Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023246,1015.2,169.2,846,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023244,1461.91,243.65,1218.26,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023250,1560,260,1300,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023248,1692,282,1410,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023256,3175.2,529.2,2646,Ec Harris Llp,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,1600424071,4072.99,678.83,3394.16,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023254,5706.84,951.14,4755.7,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023257,5976,996,4980,Boothman Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601023253,13778.4,2296.4,11482,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-10-04,601022455,49688.44,8281.4,41407.04,"Warden Construction Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2011-10-05,1600424639,510,85,425,J Cocker (Tinsmith),Community Health & Social Care,Adapts/Alterations
Salford City Council,2011-10-05,1600423600,2054.4,342.4,1712,Palmer Demolition Ltd,Environment and Community Safety,Adapts/Alterations
Salford City Council,2011-10-05,1600423891,840,0,840,Leigh Dogs And Cats Home Ltd,Environment and Community Safety,Animal Boarding Fees
Salford City Council,2011-10-05,1600422837,3625.2,604.2,3021,Leigh Dogs And Cats Home Ltd,Environment and Community Safety,Animal Boarding Fees
Salford City Council,2011-10-05,26493986,1505.2,0,1505.2,Heineken Uk Ltd,Environment and Community Safety,Bar Stocks for Hired Venues for resale
Salford City Council,2011-10-05,26493983,1929,0,1929,Heineken Uk Ltd,Environment and Community Safety,Bar Stocks for Hired Venues for resale
Salford City Council,2011-10-05,601023357,575,0,575,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-10-05,601023358,755,0,755,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-10-05,1600423816,3131.83,521.97,2609.86,Harfield Components Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2011-10-05,601023356,1140,190,950,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-10-05,1600422499,613.2,102.2,511,Micron Electrical Contracting Ltd,Children's Services,Dev Servs Day to Day
Salford City Council,2011-10-05,601022838,558.36,93.06,465.3,Specialist Lamp Distributors,Sustainable Regeneration,Equipment Purchase
Salford City Council,2011-10-05,1600422312,793.2,132.2,661,Pdc Manchester,Chief Executives,Equipment Purchase
Salford City Council,2011-10-05,1600422316,830.4,138.4,692,Micron Electrical Contracting Ltd,Community Health & Social Care,External Audit Fees
Salford City Council,2011-10-05,601023384,1555.2,259.2,1296,Capita Symonds Limited,Capital Expenditure,External Fees-Other
Salford City Council,2011-10-05,601023132,4833.33,0,4833.33,Together Trust,Children's Services,Grants - External
Salford City Council,2011-10-05,1600424643,5390,0,5390,Salford Nhs Primary Care Trust,Community Health & Social Care,Grants - External
Salford City Council,2011-10-05,601023346,8200,0,8200,Manchester Metropolitan University,Chief Executives,Hire of Facilities
Salford City Council,2011-10-05,601023330,2000,0,2000,Accountant General To,Sustainable Regeneration,Legal Fees
Salford City Council,2011-10-05,26493929,700.62,0,700.62,Www.Eurekadirect.Co.Uk,Customer and Support Services,Other Professional Fees
Salford City Council,2011-10-05,601023331,640,0,640,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-10-05,601023390,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023396,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023398,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023399,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023400,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023401,2990.26,0,2990.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023402,3198.58,0,3198.58,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023403,3198.58,0,3198.58,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023404,3198.58,0,3198.58,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023405,3198.58,0,3198.58,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023413,3358.23,0,3358.23,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023412,3376.83,0,3376.83,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023406,3377.14,0,3377.14,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023409,3377.14,0,3377.14,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023410,3377.14,0,3377.14,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023389,3554.46,0,3554.46,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023407,3554.46,0,3554.46,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023408,3554.46,0,3554.46,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-10-05,601023125,206443.2,34407.2,172036,Barnardos,Children's Services,Payts to Vol Orgs
Salford City Council,2011-10-05,1600421301,802.8,133.8,669,Wessex Lift Co  Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,601022412,1625.4,270.9,1354.5,Nps Stockport Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,601022753,3120,520,2600,Ove Arup & Partners,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,601022409,3360,560,2800,Nps Stockport Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,1600424081,3562.8,593.8,2969,C Smithies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,1600423251,6432.59,1072.1,5360.49,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,601023342,91890.62,15315.1,76575.52,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-10-05,601023340,780,130,650,Royal Mail Group Plc,Sustainable Regeneration,Postage
Salford City Council,2011-10-05,1600423149,4811.4,801.9,4009.5,Electricity North West,Sustainable Regeneration,Principal Road Maint
Salford City Council,2011-10-05,1600422314,900,150,750,Browns Ctp Ltd,Chief Executives,Print & Photocopying
Salford City Council,2011-10-05,1600422306,1518,253,1265,Escape To Design Ltd,Sustainable Regeneration,Print & Photocopying
Salford City Council,2011-10-05,27176525,533.74,10.02,523.72,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-10-05,26493980,803.15,0,803.15,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2011-10-05,26493968,970.87,0,970.87,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2011-10-05,26493911,1566.67,0,1566.67,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2011-10-05,26527542,1998.23,0,1998.23,Quayside Bakery,Environment and Community Safety,Provisions
