Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2020-11-02,601289181,960.00,0.00,960.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-11-02,601289080,3000.00,0.00,3000.00,Redacted Data,Place Directorate,Refunds
Salford City Council,2020-11-02,1600656201,2098.32,349.72,1748.60,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-11-02,601289182,-660.00,0.00,-660.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-11-02,601289183,792.00,132.00,660.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-11-02,601289347,1877.40,0.00,1877.40,The Stables Day Nursery Limited,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-11-02,601289346,1391.96,0.00,1391.96,The Stables Day Nursery Monton,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-11-02,1600656212,4020.00,670.00,3350.00,Total Traffic Surveys Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-03,1600656253,6361.75,1060.29,5301.46,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2020-11-03,1600656236,3289.25,548.21,2741.04,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-11-03,601289454,3684.21,0.00,3684.21,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,601289452,7718.24,0.00,7718.24,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,1600656309,3240.00,540.00,2700.00,Caci - Social Software Ltd,People (Childrens) Service Group,Computer Maintenance
Salford City Council,2020-11-03,601289400,1170.00,195.00,975.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-11-03,1600656227,6000.00,1000.00,5000.00,Cmgrp Uk Ltd T/A Weber Shandwick,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-11-03,601289425,940.00,0.00,940.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-11-03,601289421,840.00,0.00,840.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2020-11-03,601289392,5250.00,0.00,5250.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-03,601289415,1139.82,189.97,949.85,Experian Ltd,Service Reform (Corp Bus & Transform),Oth Office Expenses
Salford City Council,2020-11-03,601289430,5267.50,0.00,5267.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-11-03,601289372,555.22,92.54,462.68,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289397,703.93,117.32,586.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289351,722.84,120.47,602.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289385,756.92,126.15,630.77,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289358,760.52,126.75,633.77,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289382,855.13,142.52,712.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289350,857.57,142.93,714.64,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289354,941.86,156.98,784.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289367,941.86,156.98,784.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289370,1018.62,169.77,848.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289378,1018.62,169.77,848.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289383,1036.87,172.82,864.05,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289389,1370.88,228.48,1142.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,601289375,1849.30,308.22,1541.08,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-11-03,1600655973,41630.00,0.00,41630.00,Healthwatch Salford,People (Adults) - CHSC,Payts to Agencies
Salford City Council,2020-11-03,1600656229,4800.00,800.00,4000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-03,1600656228,6000.00,1000.00,5000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-11-03,1600656235,7200.00,1200.00,6000.00,Jb Financial Consulting,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-03,601289450,7879.60,0.00,7879.60,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,601289448,8967.98,0.00,8967.98,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,601289412,643.37,107.23,536.14,Konica Minolta Business Solutions,People (Childrens) Service Group,Print & Photocopying
Salford City Council,2020-11-03,1600655971,34800.00,5800.00,29000.00,Languard Ltd,Place Directorate,Contractors
Salford City Council,2020-11-03,601289411,100588.30,16764.72,83823.58,Nsl Ltd,Place Directorate,Contractors
Salford City Council,2020-11-03,1600656295,6000.00,1000.00,5000.00,Penna Plc,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2020-11-03,1600656231,26566.80,5227.06,21339.74,Pentagon Group,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-11-03,1600656239,1620.00,270.00,1350.00,Red Box Recorders Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-11-03,601289427,2742.20,0.00,2742.20,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental
Salford City Council,2020-11-03,601289396,71382.49,11897.15,59485.34,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2020-11-03,1600655965,123499.42,20583.24,102916.18,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-11-03,1600656244,800.40,133.40,667.00,Spectra Security,Place Directorate,XXXXX SECURITY SYS R
Salford City Council,2020-11-03,601289456,4067.89,0.00,4067.89,Street Uk Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,601289444,6068.51,0.00,6068.51,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,601289446,7903.23,0.00,7903.23,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-03,1600656241,2700.00,450.00,2250.00,The Demolition Consultancy Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-03,1600656223,2400.00,400.00,2000.00,Valuation Office Agency,Place Directorate,Other Prof Fees
Salford City Council,2020-11-03,1600656266,648.00,108.00,540.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-11-03,1600656297,5511.19,918.53,4592.66,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-11-04,1600656397,801.00,25.48,775.52,1010 Taxis,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-11-04,1600656346,5340.66,890.11,4450.55,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission
Salford City Council,2020-11-04,601289468,9864.00,0.00,9864.00,Auxillis Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-11-04,601289509,14726.25,0.00,14726.25,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-04,601289503,16895.40,0.00,16895.40,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-04,601289497,5443.40,0.00,5443.40,Berrymans Lace Mawer Llp,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-11-04,601289462,2000.00,0.00,2000.00,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-11-04,601289463,2050.00,0.00,2050.00,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-11-04,1600656360,3050.00,0.00,3050.00,Clarendon Cottage School,People (Childrens) Service Group,Client Subsistence
Salford City Council,2020-11-04,1600656336,3511.20,585.20,2926.00,Creative Concern,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-11-04,1600656332,4229.52,704.92,3524.60,Creative Concern,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-11-04,1600656373,3780.00,630.00,3150.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-04,1600656371,7968.00,1328.00,6640.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-11-04,1600656335,272730.97,45455.16,227275.81,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-11-04,601289539,663.00,0.00,663.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-11-04,1600656333,3594.00,599.00,2995.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-11-04,1600656353,504.00,84.00,420.00,H Jenkinson & Company Ltd,People (Childrens) Service Group,Equipment Maint'ce
Salford City Council,2020-11-04,601289501,21729.88,0.00,21729.88,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-04,601289499,27769.22,0.00,27769.22,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-04,1600656317,4800.00,800.00,4000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-04,1600656318,4800.00,800.00,4000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-04,1600656319,4800.00,800.00,4000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-04,601289537,1178.40,196.40,982.00,Ijm Electrical Contractors Ltd,People (Childrens) Service Group,Unclass Road Maint
Salford City Council,2020-11-04,601289469,6353.23,0.00,6353.23,James Brindley Primary,Service Reform (Corp Bus & Transform),Premises Insurance
Salford City Council,2020-11-04,1600656361,1136.38,189.40,946.98,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2020-11-04,1600656364,1833.91,305.65,1528.26,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2020-11-04,1600656365,2423.93,403.99,2019.94,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2020-11-04,1600656363,1356.60,226.10,1130.50,Metric Group Limited,Place Directorate,Prog Maint & Works
Salford City Council,2020-11-04,1600656386,828.00,138.00,690.00,Ohec,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-11-04,601289467,625.00,0.00,625.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-11-04,601289466,2963.00,0.00,2963.00,Peel Investments (North) Ltd,Service Reform (Corp Bus & Transform),Unidentified Income
Salford City Council,2020-11-04,601289517,-1123.75,0.00,-1123.75,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,1600656391,630.00,0.00,630.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-11-04,601289506,1215.00,0.00,1215.00,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,601289510,1625.00,0.00,1625.00,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,601289502,3578.38,0.00,3578.38,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,601289504,13561.74,0.00,13561.74,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,601289500,28655.98,0.00,28655.98,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-11-04,1600656394,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-04,1600656334,3594.00,599.00,2995.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2020-11-04,1600656390,2597.15,432.86,2164.29,The Award Scheme Ltd,People (Childrens) Service Group,Subscriptions
Salford City Council,2020-11-04,601289512,3442.31,0.00,3442.31,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-04,1600656322,1760.38,293.40,1466.98,Truline Construction & Interior,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-11-04,1600656392,1908.00,318.00,1590.00,Uk Asbestos Specialists Ltd,Place Directorate,Training expenses
Salford City Council,2020-11-04,1600656359,2010.00,335.00,1675.00,Wainwright Stump Removal Ltd,Place Directorate,Contractors
Salford City Council,2020-11-04,1600656399,211544.40,35257.40,176287.00,Wates Construction Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-04,601289538,1373.10,0.00,1373.10,Welsh Joint Education Comm Cbac Ltd,People (Childrens) Service Group,Exam fees
Salford City Council,2020-11-04,1600656378,1224.00,204.00,1020.00,Wesley Music,Place Directorate,Gen Resaleable Items
Salford City Council,2020-11-05,1600656406,619.05,103.18,515.87,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2020-11-05,1600656405,621.83,103.64,518.19,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2020-11-05,1600656447,-3757.06,-626.18,-3130.88,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656449,-2340.27,-390.05,-1950.22,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656445,-1532.39,-255.40,-1276.99,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656436,1020.00,170.00,850.00,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656453,2477.22,412.87,2064.35,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656451,3415.16,569.19,2845.97,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656434,4740.00,790.00,3950.00,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656452,26018.99,4336.50,21682.49,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,601289551,3245.00,0.00,3245.00,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-11-05,1600655512,-893.04,-42.53,-850.51,Calor Gas Ltd,Place Directorate,Materials
Salford City Council,2020-11-05,1600655523,721.35,34.35,687.00,Calor Gas Ltd,Place Directorate,Materials
Salford City Council,2020-11-05,1600656418,818.48,38.98,779.50,Calor Gas Ltd,Place Directorate,Materials
Salford City Council,2020-11-05,1600656404,1350.00,0.00,1350.00,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-05,601289572,637.00,0.00,637.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-11-05,1600656446,9158.40,1526.40,7632.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-11-05,1600656408,5468.28,911.38,4556.90,Jpcs Ltd,Place Directorate,Contractors
Salford City Council,2020-11-05,1600656413,720.04,0.00,720.04,Leeds Commercial Limited,Place Directorate,Non war Veh Rep/Mnt
Salford City Council,2020-11-05,601289593,12259.00,0.00,12259.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-11-05,1600656425,3600.00,600.00,3000.00,Nationwide Cycling Academy Ltd,Place Directorate,Consultants
Salford City Council,2020-11-05,1600656411,584.28,97.38,486.90,P F Cusack (Tools Supplies) Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-11-05,1600655411,18300.00,3050.00,15250.00,Quorum Estates Pension Fund Ltd,Place Directorate,Rents
Salford City Council,2020-11-05,1600656402,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-05,601289560,1477.98,0.00,1477.98,Redacted Data,People (Childrens) Service Group,Sht Break-Non-Disab
Salford City Council,2020-11-05,1600656419,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-05,601289547,552.79,92.13,460.66,Southern Electric,People (Childrens) Service Group,Electricity
Salford City Council,2020-11-05,601289548,579.06,96.51,482.55,Southern Electric,People (Childrens) Service Group,Electricity
Salford City Council,2020-11-05,1600656426,4704.00,0.00,4704.00,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-11-05,601289542,3698.50,0.00,3698.50,The Albion Academy,Place Directorate,Electricity
Salford City Council,2020-11-05,601289556,24000.00,4000.00,20000.00,The Landing At Media City Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-11-05,1600656430,2258.70,376.45,1882.25,W H Good Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-11-06,1600656454,1200.00,200.00,1000.00,Adb Fire Solutions Ltd,Place Directorate,Consultants
Salford City Council,2020-11-06,1600655915,10391.64,1731.94,8659.70,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-11-06,1600656103,21924.00,3654.00,18270.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-11-06,1600656523,750.00,125.00,625.00,Astley Hire Ltd,Place Directorate,Training expenses
Salford City Council,2020-11-06,1600656525,960.00,160.00,800.00,Astley Hire Ltd,Place Directorate,Training expenses
Salford City Council,2020-11-06,1600656429,12630.00,2105.00,10525.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-11-06,601288688,627.43,0.00,627.43,Breens Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-11-06,601289653,1050.00,0.00,1050.00,Clk Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,601289656,4335.02,0.00,4335.02,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,601289599,1107.14,0.00,1107.14,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-11-06,601289541,1158.00,193.00,965.00,Dwf Llp - Manchester,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-11-06,1600656091,32446.80,5407.80,27039.00,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-11-06,601289649,735.00,0.00,735.00,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,1600656010,10800.00,1800.00,9000.00,Four Sisters Distillery Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,601289598,1157.00,55.10,1101.90,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,1600656536,1125.00,187.50,937.50,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,1600656533,1488.00,248.00,1240.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,1600656520,1827.20,304.53,1522.67,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,1600656539,4086.00,681.00,3405.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,1600656528,7375.39,1229.23,6146.16,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-11-06,601289514,-1971.18,0.00,-1971.18,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,601289662,9170.92,0.00,9170.92,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,1600656022,46669.00,0.00,46669.00,Gmw Mental Health NHS FT,Public Health,Payts to Agencies
Salford City Council,2020-11-06,1600656021,4968817.00,0.00,4968817.00,Gmw Mental Health NHS FT,Public Health,Payts to Agencies
Salford City Council,2020-11-06,601289624,585.00,0.00,585.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289625,600.00,0.00,600.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289626,990.00,0.00,990.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289618,1365.00,0.00,1365.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289614,1520.00,0.00,1520.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289617,1710.00,0.00,1710.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289615,2040.00,0.00,2040.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2020-11-06,601289660,7719.59,0.00,7719.59,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,1600656540,770.57,128.43,642.14,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-11-06,1600656543,770.57,128.43,642.14,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-11-06,1600656544,770.57,128.43,642.14,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-11-06,601288519,13500.00,0.00,13500.00,Hugh James Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-11-06,601289647,1050.00,0.00,1050.00,Kiddiewinkles Pre School,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,601289648,787.50,0.00,787.50,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,601289658,2988.67,0.00,2988.67,Laburnum Court,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,601289652,840.00,0.00,840.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,601289651,1575.00,0.00,1575.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-11-06,601289659,2397.73,0.00,2397.73,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-11-06,1600656082,18960.00,3160.00,15800.00,Pennine Medical Supplies Ltd T/A Pe,Service Reform (Corp Bus & Transform),Payts to Agencies
Salford City Council,2020-11-06,601289668,60000.00,0.00,60000.00,Redacted Data,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-11-06,601288487,12545.74,0.00,12545.74,Redacted Data,Place Directorate,Refunds
Salford City Council,2020-11-06,1600656029,145833.33,0.00,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2020-11-06,1600656202,888019.11,148003.19,740015.92,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-11-06,1600656204,1031706.10,171951.02,859755.08,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-11-06,1600655920,17302.00,0.00,17302.00,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-11-06,601288788,34789.02,0.00,34789.02,Salix Homes Ltd,People (Adults) - CHSC,Rents
