Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-05-03,1600687727,2143.25,0.00,2143.25,Oyy Lubavitch Girls School,People (Childrens) Service Group,Release of Provision,
Salford City Council,2022-05-03,1600687728,2143.25,0.00,2143.25,Oyy Lubavitch Girls School,People (Childrens) Service Group,Release of Provision,
Salford City Council,2022-05-03,1600687676,3220.00,0.00,3220.00,Pennine Care In Patient Services,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-03,601398926,753.60,125.60,628.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,601398920,993.60,165.60,828.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,601398935,550.00,0.00,550.00,Redacted Data,People (Adults) - CHSC,Clothing & Uniforms,
Salford City Council,2022-05-03,601398956,550.00,0.00,550.00,Redacted Data,People (Adults) - CHSC,Clothing & Uniforms,
Salford City Council,2022-05-03,1600687721,522.00,0.00,522.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Leisure Activity,
Salford City Council,2022-05-03,601398931,746.52,0.00,746.52,Seddon Construction Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-03,1600687797,4506.78,751.13,3755.65,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2022-05-03,601398924,589.80,98.30,491.50,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,601398919,640.08,106.68,533.40,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,601398923,640.08,106.68,533.40,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,601398921,776.16,129.36,646.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-03,1600687615,6667.00,0.00,6667.00,The Bolton Impact Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-05-03,1600687737,840.00,140.00,700.00,The Demolition Consultancy Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-03,1600687722,5000.00,0.00,5000.00,The Jewel Foundation,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-03,1600687724,1356.45,0.00,1356.45,The University Of Derby,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-03,601398952,4746.97,0.00,4746.97,Thornley Groves Estate Agent Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-03,1600687734,6462.00,1077.00,5385.00,Ubiq Group Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-03,1600683318,2592.00,432.00,2160.00,Vivid Resourcing,Place Directorate,Agency Fees,
Salford City Council,2022-05-03,1600681941,4500.00,750.00,3750.00,Vivid Resourcing,Place Directorate,Cash in Transit Serv,
Salford City Council,2022-05-03,1600684939,4500.00,750.00,3750.00,Vivid Resourcing,Place Directorate,Cash in Transit Serv,
Salford City Council,2022-05-04,1600687838,3670.66,111.46,3559.20,1010 Taxis,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-04,6003480471,15369.08,0.00,15369.08,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480462,9480.20,0.00,9480.20,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600687818,1113.42,185.57,927.85,Apem Ltd,Place Directorate,Gen Contractor Work,
Salford City Council,2022-05-04,6003480476,11660.00,0.00,11660.00,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480459,6122.76,0.00,6122.76,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480479,2808.20,0.00,2808.20,By The Bridge,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600687837,170689.17,28448.20,142240.97,Capita Business Services Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance,
Salford City Council,2022-05-04,6003480481,10668.40,0.00,10668.40,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480490,4856.00,0.00,4856.00,Capstone Foster Care (South West),People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480465,23960.00,0.00,23960.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600687810,504.00,84.00,420.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-04,6003480485,22681.45,0.00,22681.45,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480457,3396.00,0.00,3396.00,Connect Fostering Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600686842,556.80,92.80,464.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2022-05-04,6003480461,18424.00,0.00,18424.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411422,8000.00,0.00,8000.00,Ellenbrook Primary,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-05-04,6003480480,18200.00,0.00,18200.00,Family Child Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480466,15569.21,0.00,15569.21,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480463,13849.60,0.00,13849.60,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480486,6969.60,0.00,6969.60,Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480470,22671.68,0.00,22671.68,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411383,504.53,84.09,420.44,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411500,506.16,84.36,421.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411407,515.06,85.84,429.22,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411451,534.66,89.11,445.55,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411382,574.03,95.67,478.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411492,574.08,95.68,478.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411379,590.57,98.43,492.14,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411384,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411464,673.91,112.32,561.59,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411393,731.81,121.97,609.84,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411375,732.60,122.10,610.50,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411511,755.52,125.92,629.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411413,755.59,125.93,629.66,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411405,768.00,128.00,640.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411400,783.20,130.53,652.67,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411444,809.45,134.91,674.54,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411378,832.67,138.78,693.89,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411489,835.14,139.19,695.95,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411392,862.81,143.80,719.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411389,896.68,149.45,747.23,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411425,1027.06,171.18,855.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411387,1038.58,173.10,865.48,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411505,1070.08,178.35,891.73,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411403,1083.22,180.54,902.68,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411504,1084.60,180.77,903.83,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411394,1106.09,184.35,921.74,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411398,1192.31,198.72,993.59,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,601411372,1255.03,209.17,1045.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-04,6003480473,21100.00,0.00,21100.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411424,595.00,0.00,595.00,Irlam Endowed Primary School,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-05-04,6003480482,55718.40,9286.40,46432.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480478,11800.00,0.00,11800.00,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480464,51557.86,0.00,51557.86,Meadows Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480489,6200.00,0.00,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480487,4623.43,0.00,4623.43,Olive Branch Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480458,15960.00,0.00,15960.00,Onextra Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480472,5811.76,0.00,5811.76,Parallel Parents,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411419,13988.00,0.00,13988.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2022-05-04,1600687821,928.62,154.77,773.85,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-05-04,1600687820,933.84,155.64,778.20,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fee,
Salford City Council,2022-05-04,6003480474,13499.52,0.00,13499.52,Roc North West Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411361,1244.87,0.00,1244.87,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2022-05-04,601411360,528.00,88.00,440.00,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-04,6003480467,110950.00,0.00,110950.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600686001,756.00,126.00,630.00,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2022-05-04,1600687171,923.40,153.90,769.50,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2022-05-04,1600687312,1202.69,200.45,1002.24,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2022-05-04,1600687663,538.71,89.79,448.92,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-05-04,6003480460,18000.00,0.00,18000.00,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480468,18370.90,0.00,18370.90,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480484,9535.60,0.00,9535.60,The Fostering Team,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411423,18800.00,0.00,18800.00,The Friars Primary School,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-05-04,6003480475,21736.76,0.00,21736.76,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600687811,3150.00,0.00,3150.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-04,1600687812,8333.00,0.00,8333.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-04,6003480483,5202.08,200.08,5002.00,Three Circles Fostering,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601399000,4250.55,0.00,4250.55,Together Housing Association Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-04,6003480488,4148.18,0.00,4148.18,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,601411512,600.00,100.00,500.00,Vita,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2022-05-04,601411513,600.00,100.00,500.00,Vita,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2022-05-04,601398995,630.00,105.00,525.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv,
Salford City Council,2022-05-04,6003480477,2396.00,0.00,2396.00,Wigan Council,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,6003480469,12593.88,0.00,12593.88,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-04,1600687834,3205.15,534.19,2670.96,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2022-05-05,1600687967,1079.70,34.82,1044.88,1010 Taxis,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-05,1600687944,2408.07,75.03,2333.04,1010 Taxis,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-05,601411571,2250.00,0.00,2250.00,Accountant General,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-05,1600687901,961.20,160.20,801.00,Advanced Security Systems,Place Directorate,BuildingSecurity/Eqt,
Salford City Council,2022-05-05,1600687900,3264.00,544.00,2720.00,Advanced Security Systems,Place Directorate,BuildingSecurity/Eqt,
Salford City Council,2022-05-05,1600687853,784.77,130.79,653.98,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687857,837.40,139.57,697.83,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687887,846.51,141.08,705.43,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687854,850.14,141.69,708.45,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687885,855.53,142.59,712.94,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687856,930.62,155.10,775.52,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687890,934.25,155.71,778.54,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687855,938.94,156.49,782.45,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687889,1031.46,171.91,859.55,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687852,1360.40,226.73,1133.67,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687939,5592.68,932.11,4660.57,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission,
Salford City Council,2022-05-05,1600687942,2848.82,474.80,2374.02,Altitude Services Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-05,1600687843,8160.00,1360.00,6800.00,Asl (Highway Electrical),Place Directorate,Training expenses,
Salford City Council,2022-05-05,601411538,734.16,122.36,611.80,Berendsen Uk Ltd,Place Directorate,Laundry,
Salford City Council,2022-05-05,1600687860,840.00,140.00,700.00,Capita Property & Infrastructure,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-05,601411543,540.00,90.00,450.00,Ccs Media Limited,People (Childrens) Service Group,Computer Consumables,
Salford City Council,2022-05-05,1600687862,846.00,141.00,705.00,Click Fire & Security Ltd,Place Directorate,UV Light/Fire,
Salford City Council,2022-05-05,1600687958,1655.64,275.94,1379.70,Commsec Ltd,Place Directorate,Security Services,
Salford City Council,2022-05-05,1600687960,2060.35,343.39,1716.96,Commsec Ltd,Place Directorate,Security Services,
Salford City Council,2022-05-05,601411540,636.00,106.00,530.00,Eccles Glass Company,People (Adults) - CHSC,Contractors,
Salford City Council,2022-05-05,1600687910,4900.00,816.67,4083.33,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-05,601411527,518.40,86.40,432.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-05,1600687851,5596.30,932.72,4663.58,Glasdon Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687956,5566.80,927.80,4639.00,Intelligent Environmental Services,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-05-05,1600687933,3248.00,0.00,3248.00,Kidz Corner Childcare Ltd,People (Adults) - CHSC,Grants,
Salford City Council,2022-05-05,1600687893,864.00,144.00,720.00,M & A Brown (Engravers) Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-05,601411542,590.00,0.00,590.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-05,1600687850,862.20,143.70,718.50,Midlands Signs Leicester Ltd,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687863,1754.40,292.40,1462.00,Network Rail,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-05,1600687891,9436.00,0.00,9436.00,Ofsted,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2022-05-05,6003481063,657.80,0.00,657.80,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-05,6003480736,944.04,0.00,944.04,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-05,6003481067,986.65,0.00,986.65,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-05,6003481211,1171.10,0.00,1171.10,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-05,6003481003,1998.19,0.00,1998.19,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-05,601411572,83244.92,13874.37,69370.55,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2022-05-05,1600687963,9936.00,1656.00,8280.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-05,1600687961,13068.00,2178.00,10890.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-05,1600687840,607.68,101.28,506.40,Saint Gobain Building Distribution,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687859,8029.34,0.00,8029.34,Salvation Army Housing Association,People (Adults) - CHSC,Payts to Agencies,
Salford City Council,2022-05-05,1600687870,5287.68,881.28,4406.40,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance,
Salford City Council,2022-05-05,1600687959,4500.00,750.00,3750.00,Slc Ltd,Place Directorate,Consultants,
Salford City Council,2022-05-05,1600687875,1260.00,210.00,1050.00,Sub Surface N.W. Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2022-05-05,1600687914,2370.00,395.00,1975.00,Systemslink 2000 Ltd,Place Directorate,Energy Conservation,
Salford City Council,2022-05-05,1600687951,510.00,85.00,425.00,The Training Company,People (Childrens) Service Group,Training of Others,
Salford City Council,2022-05-05,1600687953,600.00,100.00,500.00,Thinkproject Uk Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-05,1600687846,1680.00,280.00,1400.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687847,3988.80,664.80,3324.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687845,4653.60,775.60,3878.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2022-05-05,1600687876,918.00,153.00,765.00,Wainwright Stump Removal Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-05,1600687931,612.00,102.00,510.00,Wesley Music,Place Directorate,Gen Resaleable Items,
Salford City Council,2022-05-05,1600687888,1252.31,208.72,1043.59,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2022-05-05,1600687841,2893.80,482.30,2411.50,Worsley Electrical Supplies,Place Directorate,Materials,
Salford City Council,2022-05-06,601411599,-15027.33,0.00,-15027.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,601411596,-13141.36,0.00,-13141.36,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,601411591,-12207.22,0.00,-12207.22,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687405,11526.67,0.00,11526.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687400,11860.94,0.00,11860.94,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687413,12207.22,0.00,12207.22,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687388,12771.00,0.00,12771.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687407,12771.00,0.00,12771.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687412,13141.36,0.00,13141.36,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687406,15027.33,0.00,15027.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687408,17418.20,0.00,17418.20,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687429,19356.33,0.00,19356.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687390,20451.39,0.00,20451.39,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687426,21429.00,0.00,21429.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687381,23666.67,0.00,23666.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687402,23685.67,0.00,23685.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687428,23685.67,0.00,23685.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687401,24268.33,0.00,24268.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687468,24373.33,0.00,24373.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,1600687392,25833.33,0.00,25833.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-06,601411588,4044.00,0.00,4044.00,Aegis Legal Ltd,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-06,601411600,14500.00,0.00,14500.00,Aegis Legal Ltd,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-06,1600687369,22796.00,0.00,22796.00,Bolton College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-06,1600687373,22796.00,0.00,22796.00,Bolton College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-06,601411584,2581.45,430.25,2151.20,Capita Translation And Interpreting,Service Reform (Corp Bus & Transform),Translation Services,
Salford City Council,2022-05-06,1600687570,91204.80,15200.80,76004.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-05-06,1600687990,617.11,102.85,514.26,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-05-06,1600687991,2615.38,435.90,2179.48,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-05-06,1600687422,10692.56,1782.09,8910.47,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works,
