Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2019-12-04,601260039,1080.58,180.1,900.48,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2019-12-04,601260040,1114.46,185.74,928.72,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2019-12-04,601260041,985.87,164.31,821.56,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2019-12-04,1600637641,8225,0,8225,University Of Manchester,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-12-04,1600638892,221810.34,36968.39,184841.95,Eurovia Infrastructure Ltd,Capital expenditure,Other Works
Salford City Council,2019-12-04,601259879,62075,0,62075,Witherslack Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-04,601259880,80686,0,80686,Witherslack Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-04,1600638212,1710,285,1425,Bedspace Resource Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-04,601258943,1531.04,159.04,1372,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-04,601260031,650,0,650,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-04,1600637609,1466.4,244.4,1222,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-12-04,1600638186,3799.06,633.18,3165.88,Jpk Trade Supplies Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-04,1600638187,1758.1,293.02,1465.08,Triscan Systems Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-04,1600638190,1227.77,204.63,1023.14,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-04,1600637907,4275,712.5,3562.5,Day Architectural Ltd,Capital expenditure,Works & Building
Salford City Council,2019-12-05,601259052,750,125,625,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-05,601259063,603,100.5,502.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-05,601260076,63400.01,10566.68,52833.33,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2019-12-05,601259504,829.85,0,829.85,Rsp Rail Travel Account,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-12-05,6002945567,5221.76,0,5221.76,Phs Group,Service Reform (Corp Bus & Transform),Cleaning Services
Salford City Council,2019-12-05,6002945720,1658.32,0,1658.32,Phs Group,Service Reform (Corp Bus & Transform),Cleaning Services
Salford City Council,2019-12-05,1600638891,8094.24,1349.04,6745.2,Mcg Consulting Group Llp,Place Directorate,Computer Software
Salford City Council,2019-12-05,1600638910,19076.08,3179.35,15896.73,Marick Communications,Place Directorate,Equipment Hire
Salford City Council,2019-12-05,6002945561,1440,0,1440,Www.Irrv.Org.Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-12-05,1600638115,885.31,147.55,737.76,Drive Devilbiss Healthcare Ltd,Place Directorate,Equipment Repair
Salford City Council,2019-12-05,1600637914,4980,830,4150,Transport For Greater Manchester,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-05,6002950851,11549.17,0,11549.17,Wilds Of Oldham,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002945480,1671.19,0,1671.19,Bettaveg,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002945549,740.52,0,740.52,Birtwistle Butcher,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002945585,769.12,0,769.12,Creamline Dairies Traffor,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002945642,2075.73,0,2075.73,Hn Nuttall Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002945808,2800,0,2800,Approved Property Mana,People (Childrens) Service Group,Food and Refreshments
Salford City Council,2019-12-05,6002950857,595.33,0,595.33,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,6002950887,538.43,0,538.43,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-05,601258775,6696.61,1116.1,5580.51,Language Empire Ltd,Service Reform (Corp Bus & Transform),Interpreters and tra
Salford City Council,2019-12-05,601260046,1284,214,1070,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601260047,1248.7,208.12,1040.58,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260048,3360,560,2800,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601260050,1753.49,292.25,1461.24,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260052,930,155,775,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601260053,2196.29,366.05,1830.24,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260054,2081.16,346.86,1734.3,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260055,1691.5,281.92,1409.58,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260056,788.18,131.36,656.82,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-05,601260078,3975,0,3975,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601260098,1012.75,0,1012.75,Kphp Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601260107,820,0,820,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-05,601259885,8550,0,8550,Watsons Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-12-05,601260092,560,0,560,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2019-12-05,601260094,920,0,920,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2019-12-05,601260095,560,0,560,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2019-12-05,1600638930,16334.2,0,16334.2,Thomasson Memorial School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2019-12-05,1600638001,618.55,103.09,515.46,Commsec Ltd,Capital expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-12-05,601260102,797.1,132.85,664.25,Teaching Personnel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-05,1600638911,7950,0,7950,Aim Habonim-Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-12-05,601260108,3709.4,412.4,3297,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-05,601260109,4122,491,3631,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-05,601260045,2434.94,405.82,2029.12,Adt Fire And Security Plc,Place Directorate,Security Systems
Salford City Council,2019-12-05,601259146,7639.15,1273.19,6365.96,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2019-12-05,601259147,4023.06,670.51,3352.55,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2019-12-05,601259503,8076.94,1346.16,6730.78,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2019-12-05,1600638188,1032.12,172.02,860.1,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-05,1600638191,944.08,157.35,786.73,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-05,1600638921,12312.79,2052.13,10260.66,Schofield & Sons Ltd,Capital expenditure,Works & Building
Salford City Council,2019-12-06,601260135,662.4,110.4,552,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-06,601260136,714,119,595,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-06,1600638177,780,130,650,Pde Waste Technologies Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-12-06,601260141,600,100,500,Network Rail,Capital expenditure,Capital Expenses
Salford City Council,2019-12-06,1600637902,1308.24,218.04,1090.2,Security Plus Ltd,Place Directorate,Cash in Transit Serv
Salford City Council,2019-12-06,601259216,11347.5,1891.25,9456.25,Jisc Services Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2019-12-06,601260156,2114.98,0,2114.98,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-12-06,601260142,1576,0,1576,The Court Service,Place Directorate,Debt Collection
Salford City Council,2019-12-06,1600637956,3184.6,530.77,2653.83,H Jenkinson & Company Ltd,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2019-12-06,1600638961,2536.64,422.77,2113.87,Enviro Technology Services Plc,Place Directorate,Equipment Purchase
Salford City Council,2019-12-06,6002945610,1800,0,1800,Van Monster-Warrington,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-12-06,601260148,1440,240,1200,Bureau Veritas Uk Ltd,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-06,601260125,3543.06,0,3543.06,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2019-12-06,601260127,1765.98,0,1765.98,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2019-12-06,6002950965,1198.02,0,1198.02,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-06,6002951106,645.46,0,645.46,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-06,1600638626,4765.2,794.2,3971,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-06,601260113,1328.4,221.4,1107,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-06,601260114,690.77,115.13,575.64,Manchester City Council,Capital expenditure,Liability Insurance
Salford City Council,2019-12-06,601260133,14988,0,14988,Wargrave House Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-12-06,1600638013,2851.2,475.2,2376,C. Masters Decorators Ltd,Place Directorate,Oth Office Expenses
Salford City Council,2019-12-06,601260164,830,0,830,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-12-06,1600638965,1600,0,1600,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-06,1600638597,2545.97,424.33,2121.64,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-12-06,1600638598,7233.85,1205.64,6028.21,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-12-06,601258886,513.7,0,513.7,Safehands Property Services,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2019-12-06,601260110,513.7,0,513.7,Safehands Property Services,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2019-12-06,601260165,2400,0,2400,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-06,1600638286,2750,0,2750,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-06,1600638995,3240,0,3240,Sms Coaching Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-06,601258986,640,0,640,Eeven Homes Ltd,People (Childrens) Service Group,Rents
Salford City Council,2019-12-06,601258987,770,0,770,Eeven Homes Ltd,People (Childrens) Service Group,Rents
Salford City Council,2019-12-06,601259661,1234.04,109.54,1124.5,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-06,601260155,4744.1,398.1,4346,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-06,601260157,5027.3,445.3,4582,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-06,601260161,4668.6,778.1,3890.5,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-06,601260167,4990.7,439.2,4551.5,Alexander House / Care / Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-06,1600638017,812.16,135.36,676.8,T/A Rhe Global,Place Directorate,Training expenses
Salford City Council,2019-12-06,1600637955,2592,0,2592,University Of Salford,People (Childrens) Service Group,Training of Staff
Salford City Council,2019-12-06,1600638987,1978.54,329.76,1648.78,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2019-12-06,1600638411,938.4,156.4,782,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2019-12-06,1600638614,6716.21,1119.37,5596.84,Schofield & Sons,Capital expenditure,Works & Building
Salford City Council,2019-12-07,6002945655,573.6,0,573.6,A Venning Ltd,Place Directorate,Equipment Maint'ce
Salford City Council,2019-12-09,601260184,1080.58,180.1,900.48,Reach Publishing Services Ltd,Place Directorate,Capital Expenses
Salford City Council,2019-12-09,601260230,3556.8,592.8,2964,Applewood Data Services Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2019-12-09,601260224,867.76,144.63,723.13,Refreshment Systems Ltd,Place Directorate,Equipment Leasing
Salford City Council,2019-12-09,1600637960,990,165,825,Turner Groundscare Ltd,Place Directorate,Equipment Purchase
Salford City Council,2019-12-09,6002945749,3214.97,0,3214.97,Www.Coram.Org.Uk,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2019-12-09,601260187,1510.91,0,1510.91,Country Food Services Ltd,Place Directorate,Food and refreshment
Salford City Council,2019-12-09,6002950695,566.65,0,566.65,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,6002950709,515.96,0,515.96,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,6002950899,537.68,0,537.68,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,6002951197,547.6,0,547.6,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,6002951450,575.63,0,575.63,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,6002951534,560.69,0,560.69,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-09,601260234,20000,0,20000,Aldi Stores Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-12-09,1600638596,1200,200,1000,Urban Skip Hire & Recycling Ltd,Service Reform (Corp Bus & Transform),Grounds Maintenance
Salford City Council,2019-12-09,601260186,1457.47,242.91,1214.56,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2019-12-09,1600639017,1303.97,65.22,1238.75,Pearson Education Ltd,People (Childrens) Service Group,Materials
Salford City Council,2019-12-09,601260219,550,0,550,Jf Law Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-12-09,1600639027,72624.44,12104.07,60520.37,British Telecommunications Plc,Capital expenditure,Other Works
Salford City Council,2019-12-09,2205405367,13869892.42,0,13869892.42,NHS CCG,Public Health,Payment to HA
Salford City Council,2019-12-09,601260213,630,0,630,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-09,1600637965,5765.64,960.94,4804.7,Chubb Fire & Security Ltd,Capital expenditure,Purch of Furn/Equip
Salford City Council,2019-12-09,6002945534,871.31,0,871.31,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-09,601260200,8774.4,1462.4,7312,Gallagher Bassett International Ltd,Service Reform (Corp Bus & Transform),Repaymt-Insur Hldg
Salford City Council,2019-12-09,601260210,4800,800,4000,Gallagher Bassett International Ltd,Service Reform (Corp Bus & Transform),Repaymt-Insur Hldg
Salford City Council,2019-12-09,601260218,4800,800,4000,Gallagher Bassett International Ltd,Service Reform (Corp Bus & Transform),Repaymt-Insur Hldg
Salford City Council,2019-12-09,1600639059,7110,1185,5925,British Institute Of Learning Disabilities,People (Childrens) Service Group,Training expenses
Salford City Council,2019-12-09,1600637985,2280,380,1900,Click Fire & Security Ltd - 24 Acco,People (Childrens) Service Group,UV Light/Fire
Salford City Council,2019-12-09,601258803,7379,0,7379,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2019-12-09,601260208,2622.02,0,2622.02,Bristow & Sutor,Capital expenditure,VAT Adjustment
Salford City Council,2019-12-09,601260209,3587.77,0,3587.77,Bristow & Sutor,Capital expenditure,VAT Adjustment
Salford City Council,2019-12-10,601259577,4104,684,3420,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-10,601260252,912,152,760,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-10,1600638098,595.14,99.19,495.95,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2019-12-10,601259071,1500,0,1500,Harper Green,People (Childrens) Service Group,Consultants
Salford City Council,2019-12-10,601260236,1215.73,0,1215.73,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-12-10,1600639073,1260,0,1260,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-12-10,1600639112,52024,0,52024,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Consultants
Salford City Council,2019-12-10,1600638298,2327.4,387.9,1939.5,Events Security Services Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2019-12-10,1600638301,5520,920,4600,Events Security Services Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2019-12-10,1600638302,1164,194,970,Events Security Services Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2019-12-10,1600638303,6180,1030,5150,Events Security Services Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2019-12-10,1600638147,29060.51,4843.42,24217.09,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,2019-12-10,601260312,1472,0,1472,The Court Service,Place Directorate,Debt Collection
Salford City Council,2019-12-10,6002951065,504.24,0,504.24,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-10,6002951308,1179.85,0,1179.85,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-10,6002951393,607.85,0,607.85,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-10,601260314,1115,0,1115,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2019-12-10,1600638112,3032.4,505.4,2527,Stannah Stairlifts Ltd,Capital expenditure,Improvement Grants
