Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-04-01,601315377,2096,0,2096,Benjamin Eckstein T/A Park Hall,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315378,2250,0,2250,Benjamin Eckstein T/A Park Hall,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315376,4000,0,4000,Benjamin Eckstein T/A Park Hall,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315248,975,0,975,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315437,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315438,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315439,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315440,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315441,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315442,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315443,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315444,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315445,1050,0,1050,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315249,2100,0,2100,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315250,4250,0,4250,Bfs Group Ltd T/A Bidfood,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664469,570,95,475,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-04-01,6003235274,106997.76,0,106997.76,Bolton Cares (B) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-04-01,601315677,667,0,667,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315678,667,0,667,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315358,1334,0,1334,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315361,2001,0,2001,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315363,2096,0,2096,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315364,2250,0,2250,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315362,4000,0,4000,Boothstown Junior Football Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664475,17680.31,2946.72,14733.59,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2021-04-01,601315452,700,0,700,Canal Cellars Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315733,535.71,0,535.71,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315732,3000,0,3000,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315730,4250,0,4250,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315734,4500,0,4500,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315731,4714,0,4714,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315735,9000,0,9000,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315261,934,0,934,Card And Gift Centre Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315262,2250,0,2250,Card And Gift Centre Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,6003235262,12232.96,0,12232.96,Carr Gomm Society Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2021-04-01,601315460,700,0,700,Centre Gh Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,6003235264,39032.96,0,39032.96,Cherrytree Vale Ltd T/A Home Focus,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-04-01,6003235266,2191.68,0,2191.68,City West Housing Trust Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2021-04-01,601315741,535.71,0,535.71,Colliers International,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315742,4250,0,4250,Colliers International,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315739,4500,0,4500,Colliers International,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315743,4714,0,4714,Colliers International,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315740,9000,0,9000,Colliers International,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,6003235268,52137.6,0,52137.6,Comfort Call Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-04-01,1600664487,990,0,990,Concordia Education & Training Llp,People (Childrens) Service Group,Training of Others
Salford City Council,2021-04-01,601315455,700,0,700,Coriander Foods Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315082,29260.8,4876.8,24384,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Staff Travel
Salford City Council,2021-04-01,6003235263,352303.52,0,352303.52,Creative Support,People (Adults) - CHSC,Payments Vol Orgs
Salford City Council,2021-04-01,601315417,2001,0,2001,Crew Clothing Co. Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315419,2096,0,2096,Crew Clothing Co. Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315420,2250,0,2250,Crew Clothing Co. Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315418,4000,0,4000,Crew Clothing Co. Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315403,1334,0,1334,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315405,2001,0,2001,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315407,2096,0,2096,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315408,2250,0,2250,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315406,4000,0,4000,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315081,1920,0,1920,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-04-01,601315085,1920,0,1920,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-04-01,601315083,6480,0,6480,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-04-01,1600664478,800,0,800,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2021-04-01,1600664414,8319.35,1386.56,6932.79,Dlp Services Northern Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2021-04-01,1600664409,3855,0,3855,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-04-01,601315470,700,0,700,Dorrigo,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315231,3195,0,3195,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-04-01,601315220,4350,0,4350,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-04-01,1600664434,8343,0,8343,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-04-01,1600664435,22330,0,22330,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-04-01,601315258,934,0,934,Fab Travel Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315259,2250,0,2250,Fab Travel Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664428,1076.06,179.35,896.71,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-04-01,601315659,1000,0,1000,Fivefourstudios Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315660,1000,0,1000,Fivefourstudios Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315683,667,0,667,Folly Lane Arlfc - Bar And Kitchen,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315684,667,0,667,Folly Lane Arlfc - Bar And Kitchen,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315699,667,0,667,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315700,667,0,667,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315395,1334,0,1334,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315398,2001,0,2001,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315400,2096,0,2096,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315401,2250,0,2250,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315399,4000,0,4000,Fru Apartments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315427,1050,0,1050,Full Circle Events And Exhibitions,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315113,855,0,855,Gallagher Bassett International Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-04-01,601315307,535.71,0,535.71,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315651,1500,0,1500,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315652,1500,0,1500,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315306,3000,0,3000,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315312,4250,0,4250,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315309,4500,0,4500,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315311,4714,0,4714,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315310,9000,0,9000,Gerald Eve Llp - Client Account,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315301,535.71,0,535.71,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315300,3000,0,3000,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315305,4250,0,4250,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315302,4500,0,4500,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315304,4714,0,4714,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315303,9000,0,9000,Glh Marks And Spencer Plc Client Ac,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664438,16898,0,16898,Gorse Hill Studios Creative Comm,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-04-01,601315657,1000,0,1000,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315658,1000,0,1000,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315333,2000,0,2000,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315336,3000,0,3000,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315338,3143,0,3143,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315339,3250,0,3250,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315337,6000,0,6000,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315649,1500,0,1500,Group - Gbp,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315650,1500,0,1500,Group - Gbp,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315099,1790.4,298.4,1492,Gs Systems,Place Directorate,Computer Software
Salford City Council,2021-04-01,601315691,667,0,667,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315692,667,0,667,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315379,1334,0,1334,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315382,2001,0,2001,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315384,2096,0,2096,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315385,2250,0,2250,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315383,4000,0,4000,Gudlift Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664316,8301.6,1383.6,6918,Halton Container Services Ltd,Place Directorate,Equipment Repair
Salford City Council,2021-04-01,1600664150,2215,0,2215,Handicare,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2021-04-01,601315714,1334,0,1334,Helphomelessheroes Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315716,2001,0,2001,Helphomelessheroes Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315717,4000,0,4000,Helphomelessheroes Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,6003235271,37497.28,0,37497.28,Hexagon Care Services Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-04-01,601315267,934,0,934,Hh-Aviation (Manchester) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315268,2250,0,2250,Hh-Aviation (Manchester) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315712,2096,0,2096,Hope Group Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315713,2250,0,2250,Hope Group Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664111,31583.15,5263.86,26319.29,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-04-01,601315075,2600,0,2600,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2021-04-01,601315092,2800,0,2800,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2021-04-01,601315093,2800,0,2800,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2021-04-01,601315097,2800,0,2800,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2021-04-01,1600662631,81630,13605,68025,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2021-04-01,6003235273,24588.48,0,24588.48,Irwell Valley Housing Association,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-04-01,1600664448,2463,410.5,2052.5,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-04-01,601315314,535.71,0,535.71,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315653,1500,0,1500,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315654,1500,0,1500,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315313,3000,0,3000,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315319,4250,0,4250,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315316,4500,0,4500,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315318,4714,0,4714,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315317,9000,0,9000,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315679,667,0,667,Jereina Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315680,667,0,667,Jereina Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600664482,6200,0,6200,Kedleston (Wings Education) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-04-01,6003235278,1927.68,0,1927.68,Langdon Community,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2021-04-01,601315673,667,0,667,Langworthy Reds Arlfc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315674,667,0,667,Langworthy Reds Arlfc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315669,667,0,667,Lowry District Scout Council,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315670,667,0,667,Lowry District Scout Council,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315655,1000,0,1000,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315656,1000,0,1000,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315320,2000,0,2000,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315323,3000,0,3000,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315325,3143,0,3143,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315326,3250,0,3250,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315324,6000,0,6000,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,1600663815,17280,2880,14400,Marick Communications,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-04-01,601315251,650,0,650,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315461,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315462,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315463,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315464,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315465,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315466,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315467,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315468,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315469,700,0,700,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315252,1400,0,1400,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315253,3250,0,3250,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315264,934,0,934,Marick Live Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315265,2250,0,2250,Marick Live Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315079,6015,0,6015,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-04-01,601315706,535.71,0,535.71,Marstons Plc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315710,1500,0,1500,Marstons Plc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315711,1500,0,1500,Marstons Plc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315705,3000,0,3000,Marstons Plc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-04-01,601315708,4500,0,4500,Marstons Plc,Service Reform (Corp Bus & Transform),Grants
